panel,task_id,query_has_test_expression,query_has_y,query_has_y_pca,log_prob,epistemic_confidence,aleatoric_confidence,combined_confidence_official,predicted_magnitude_rms,gene_order_sha256,predicted_pca_0,predicted_pca_1,predicted_pca_2,predicted_pca_3,predicted_pca_4,predicted_pca_5,predicted_pca_6,predicted_pca_7,predicted_pca_8,predicted_pca_9,n_test_cells,pearson_effect_accuracy,frac_correct_direction_all,rmse_effect_error,raw_pearson_effect_accuracy_sensitivity,raw_frac_correct_direction_all_sensitivity,raw_rmse_effect_error_sensitivity
Norman_P3,FOXO4+ctrl,False,False,False,-44.2547607421875,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,215,0.13082624880012639,0.55430528375733856,0.1464952813815163,0.1097548707396005,0.51712328767123283,0.16647140597951979
Norman_P3,HOXB9+ctrl,False,False,False,-43.302860260009766,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,701,0.1431119651296045,0.56360078277886494,0.10859009842705609,0.085009343980686797,0.50880626223091974,0.12521784626896709
Norman_P3,HOXC13+ctrl,False,False,False,-44.032821655273438,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,385,0.10253044075576399,0.54941291585127205,0.1886256849812202,0.095077640125185894,0.49853228962818003,0.2050939221986959
Norman_P3,IRF1+ctrl,False,False,False,-43.900093078613281,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,427,0.19604601470282909,0.57583170254403127,0.066920813824557196,0.12923107011495369,0.51761252446183958,0.1600077489865693
Norman_P3,KIF2C+ctrl,False,False,False,-43.869514465332031,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,634,0.38457753139504158,0.67172211350293543,0.031023267626222099,-0.0133586647037869,0.50342465753424659,0.052250006426980397
Norman_P3,KMT2A+ctrl,False,False,False,-43.843231201171882,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,241,0.27802015279175718,0.6237769080234834,0.048073290138368301,-0.036194553313001698,0.47896281800391388,0.070609017274442895
Norman_P3,LHX1+ctrl,False,False,False,-44.353736877441406,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,375,0.16452665378096379,0.58365949119373772,0.087460294689711907,0.12951371820247909,0.5190802348336595,0.13569438654410221
Norman_P3,MAP2K3+ctrl,False,False,False,-43.63897705078125,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,579,0.1710575738345681,0.57876712328767121,0.063667205935021801,0.049493813991928197,0.52788649706457924,0.082353346927066307
Norman_P3,PTPN9+ctrl,False,False,False,-43.705322265625,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,445,0.1994532178586928,0.5714285714285714,0.074620837204524698,0.055768223957312998,0.4941291585127201,0.090221365332198294
Norman_P3,RHOXF2+ctrl,False,False,False,-43.598976135253913,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,328,0.10368708266223101,0.54354207436399216,0.16797189670542639,0.075196567258417002,0.49217221135029349,0.1898220444167151
Norman_P3,SET+ctrl,False,False,False,-44.682384490966797,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,986,0.13481325614760609,0.56360078277886494,0.1080735598164681,0.096253683425053402,0.53180039138943247,0.17152736907398461
Norman_P3,TGFBR2+ctrl,False,False,False,-44.039115905761719,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,646,0.51853720504328038,0.71526418786692758,0.020520698192617599,0.1852174593497912,0.53962818003913893,0.037501709778733502
Norman_P3,ZBTB25+ctrl,False,False,False,-44.850456237792969,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,740,0.18899907758028259,0.55870841487279843,0.074239599388045099,0.075217796913758503,0.48679060665362028,0.087925655882937201
Norman_P3,ZNF318+ctrl,False,False,False,-43.654983520507812,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,650,0.37547419451170971,0.63551859099804309,0.0352630875518683,0.089163892977608794,0.51272015655577297,0.0573500508782624
Norman_P4,ARID1A+ctrl,False,False,False,-44.220867156982422,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,232,0.10970451100656189,0.5415851272015656,0.17607773946428229,0.14631521855150839,0.51516634050880628,0.2050742444164699
Norman_P4,BAK1+ctrl,False,False,False,-43.772865295410163,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,1457,0.61499031466723852,0.76663405088062619,0.0154554230888272,0.1199925372797699,0.56457925636007833,0.039647246305541103
Norman_P4,BCORL1+ctrl,False,False,False,-44.432479858398438,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,533,0.36293664937946879,0.6179060665362035,0.038262923809420403,0.11693149707075121,0.51565557729941291,0.066824958098442994
Norman_P4,CDKN1B+ctrl,False,False,False,-44.364540100097656,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,550,0.13617748556183229,0.53864970645792565,0.1094913974401409,0.13510878562426909,0.52201565557729945,0.1185782840919118
Norman_P4,ETS2+ctrl,False,False,False,-44.323928833007812,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,1201,0.13138853512262511,0.55088062622309197,0.091728527671343804,0.2066319740604616,0.54354207436399216,0.114138416184037
Norman_P4,FOXL2+ctrl,False,False,False,-43.842277526855469,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,652,0.1401813736458844,0.57485322896281799,0.1188152417096934,0.087025538552246401,0.51272015655577297,0.13665119385375599
Norman_P4,GLB1L2+ctrl,False,False,False,-43.674106597900391,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,463,0.22050343288542071,0.59344422700587085,0.060993478618799703,0.070375122933571593,0.52592954990215268,0.089772764031685201
Norman_P4,HNF4A+ctrl,False,False,False,-43.635749816894531,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,237,0.11552877199761109,0.55577299412915848,0.1581591007455474,0.060409393378999698,0.48923679060665359,0.1870995181678346
Norman_P4,ISL2+ctrl,False,False,False,-43.977897644042969,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,582,0.3188410784058347,0.62964774951076319,0.0375419869197628,-0.0093550786042543004,0.51223091976516633,0.053698099449625697
Norman_P4,KIF18B+ctrl,False,False,False,-43.881927490234375,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,254,0.26345609425135269,0.60861056751467713,0.049614414904010203,-0.0040293747619641,0.50489236790606651,0.069460142956764906
Norman_P4,KLF1+ctrl,False,False,False,-43.964618682861328,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,1960,0.18942024686076381,0.55821917808219179,0.058023650655611103,0.052943069679122802,0.52592954990215268,0.1126697516011253
Norman_P4,LYL1+ctrl,False,False,False,-44.120372772216797,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,432,0.32432589700193432,0.64823874755381605,0.0432881580023078,0.1215349717494358,0.5083170254403131,0.069679979380525794
Norman_P4,MAML2+ctrl,False,False,False,-43.806121826171882,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,626,0.3483441835052965,0.65264187866927592,0.032031078979122697,0.1234839726919017,0.54109589041095896,0.056342925954237198
Norman_P4,MAP4K3+ctrl,False,False,False,-44.248958587646477,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,363,0.361436832047493,0.63796477495107629,0.035487675415029001,0.1415200069019785,0.52250489236790609,0.050671219677916199
Norman_P4,MAP4K5+ctrl,False,False,False,-43.81610107421875,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,366,0.32224724697994328,0.60909980430528377,0.044575405579871899,0.090490078270127894,0.52054794520547942,0.0577281942457595
Norman_P4,MAP7D1+ctrl,False,False,False,-43.973625183105469,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,751,0.32307265905078852,0.63160469667318986,0.03404980052645,0.038113258056356403,0.51859099804305286,0.053839768501299401
Norman_P4,PRTG+ctrl,False,False,False,-44.241115570068359,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,685,0.12657699196801389,0.52348336594911937,0.1222275184737632,0.17069146870097521,0.52348336594911937,0.14449674058131079
Norman_P4,PTPN1+ctrl,False,False,False,-44.273017883300781,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,419,0.10980846675035411,0.50636007827788654,0.16419301669368139,0.067353775304180505,0.49021526418786687,0.17495983397053189
Norman_P4,RUNX1T1+ctrl,False,False,False,-43.198329925537109,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,779,0.41519062919877081,0.66829745596868884,0.0268300087601826,0.0315042011891477,0.52495107632093929,0.045063933588401203
Norman_P4,TBX2+ctrl,False,False,False,-44.629257202148438,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,690,0.19410700882554111,0.58708414872798431,0.076973976811832601,0.1050770271280511,0.51467710371819964,0.12842712591475239
Norman_P4,TMSB4X+ctrl,False,False,False,-43.540866851806641,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,543,0.29635794687280959,0.61448140900195691,0.049877270487133099,0.017924591447880101,0.50684931506849318,0.079098505889856494
Norman_P4,UBASH3A+ctrl,False,False,False,-43.916240692138672,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,819,0.308769350411296,0.6428571428571429,0.044805783521051197,-0.015726490247781499,0.50636007827788654,0.054060948458154602
Norman_P4,UBASH3B+ctrl,False,False,False,-43.906570434570312,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,1202,0.20418865085502469,0.56115459882583174,0.071423654157015598,0.03749372723437,0.48679060665362028,0.079117815265899796
Norman_P4,ZBTB1+ctrl,False,False,False,-44.090286254882812,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,693,0.1405853441577751,0.514187866927593,0.10856941328082451,0.086058507417153096,0.4946183953033268,0.133031221450055
