panel_id,perturbed_gene_id,e189_perturbation_role,reserved_random_pair_donor,reserved_random_pair_state,candidate_train_context_order,selection_sha256
H02,ENSG00000107798,SEEN_PERTURBATION,CE0006864,Rest,CE0010866::Stim48hr|CE0006864::Stim48hr|CE0010866::Rest|CE0006864::Stim8hr|CE0010866::Stim8hr,dd1e4407a0182101f85c9953e6738c2a095079b64ce6e1f4e6d718980e5fd949
H02,ENSG00000107833,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0006864::Stim8hr|CE0006864::Rest|CE0010866::Rest|CE0010866::Stim8hr|CE0006864::Stim48hr,d14810e6cc606d7ba4319fd9825a45fc96e34d6d5954745c8a8b4eac6f661c66
H02,ENSG00000108819,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0010866::Rest|CE0006864::Stim8hr|CE0006864::Rest|CE0010866::Stim48hr|CE0006864::Stim48hr,8d65fa157633db9f9c7da0a12f3f6a2ff14963804378c81e61336abe0288a091
H02,ENSG00000108861,SEEN_PERTURBATION,CE0010866,Rest,CE0006864::Stim48hr|CE0006864::Rest|CE0010866::Stim48hr|CE0006864::Stim8hr|CE0010866::Stim8hr,cbbbb2baecd79d787b7fdbb48be038b2597a0f5a41890f237c668fd6b1be72dd
H02,ENSG00000109775,SEEN_PERTURBATION,CE0006864,Stim8hr,CE0010866::Stim48hr|CE0010866::Stim8hr|CE0010866::Rest|CE0006864::Rest|CE0006864::Stim48hr,28a9a699d4026d929217acc96cd6cd3a5c1d48e60e8c5b56cba8814d1ad6dd73
H02,ENSG00000110917,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0010866::Rest|CE0006864::Stim48hr|CE0006864::Rest|CE0006864::Stim8hr|CE0010866::Stim48hr,801833d03ee0a9802fdda0c2f3a624b71133567538f673b4256c59535334c036
H02,ENSG00000112297,SEEN_PERTURBATION,CE0010866,Rest,CE0006864::Stim48hr|CE0006864::Stim8hr|CE0010866::Stim8hr|CE0006864::Rest|CE0010866::Stim48hr,04728ae894b053447bb920a2d8f79eb33239a469c4a6b664995c130141fb0e61
H02,ENSG00000112659,SEEN_PERTURBATION,CE0006864,Stim48hr,CE0010866::Stim48hr|CE0006864::Rest|CE0010866::Rest|CE0006864::Stim8hr|CE0010866::Stim8hr,b8fef66d56c08382855e51b4ec99d684e66f81ad4a6ed2e3b1691697e2173132
H02,ENSG00000113522,SEEN_PERTURBATION,CE0006864,Stim8hr,CE0006864::Stim48hr|CE0006864::Rest|CE0010866::Stim8hr|CE0010866::Stim48hr|CE0010866::Rest,77d7f8c0a0111849717127f8f67d7dc682b741ab979f86363492de89dce31ec4
H02,ENSG00000113594,SEEN_PERTURBATION,CE0010866,Rest,CE0010866::Stim8hr|CE0006864::Rest|CE0006864::Stim48hr|CE0010866::Stim48hr|CE0006864::Stim8hr,73d1fb11e217360bb225a75dac52f3fe93f4f350dd3a1eb5c034e305c8969af1
H02,ENSG00000114098,SEEN_PERTURBATION,CE0010866,Rest,CE0010866::Stim48hr|CE0006864::Stim48hr|CE0010866::Stim8hr|CE0006864::Stim8hr|CE0006864::Rest,5068f2916437be6b263608b9ce1fd1415e86be4d3ef1c690b549f012f2d9e8e9
H02,ENSG00000115468,SEEN_PERTURBATION,CE0006864,Stim48hr,CE0010866::Rest|CE0006864::Stim8hr|CE0010866::Stim8hr|CE0010866::Stim48hr|CE0006864::Rest,7a979b250f3c631417e9d0f0dd6049ff70ca011d9a49df9559018221f31e134a
H02,ENSG00000117481,SEEN_PERTURBATION,CE0010866,Rest,CE0010866::Stim48hr|CE0006864::Stim48hr|CE0010866::Stim8hr|CE0006864::Rest|CE0006864::Stim8hr,4a05a85f5aebeb3cdbbda2282a5929347713446d15313353c8ea81296f81dd68
H02,ENSG00000118922,SEEN_PERTURBATION,CE0006864,Stim8hr,CE0010866::Stim48hr|CE0010866::Rest|CE0010866::Stim8hr|CE0006864::Rest|CE0006864::Stim48hr,b118f349963f48f3da540264ecc9808ef87190394b2edf6ab29eb89c91d15c0d
H02,ENSG00000120742,SEEN_PERTURBATION,CE0006864,Stim8hr,CE0006864::Stim48hr|CE0010866::Stim8hr|CE0006864::Rest|CE0010866::Rest|CE0010866::Stim48hr,ac0edb9600a43837255014ea1bc31836406401af1c91ffad4117a7b94e861c49
H02,ENSG00000123600,SEEN_PERTURBATION,CE0006864,Rest,CE0010866::Stim48hr|CE0010866::Rest|CE0010866::Stim8hr|CE0006864::Stim48hr|CE0006864::Stim8hr,f7018f3da3729b0b83f16fec735206d58815d2b235626bd8942d77db7b4948e8
H02,ENSG00000126775,SEEN_PERTURBATION,CE0006864,Rest,CE0006864::Stim8hr|CE0010866::Rest|CE0010866::Stim48hr|CE0010866::Stim8hr|CE0006864::Stim48hr,de2afa4e789def494137c32c760db96a89b95cdfa5f1df797986fb1d3daf72c0
H02,ENSG00000128050,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0006864::Stim48hr|CE0006864::Rest|CE0006864::Stim8hr|CE0010866::Rest|CE0010866::Stim8hr,e5ce71c11e9a3844b82ef276f12ca401851046c7ceb9b270e4d3e0db2ab7288d
H02,ENSG00000128487,SEEN_PERTURBATION,CE0006864,Rest,CE0006864::Stim8hr|CE0010866::Stim8hr|CE0006864::Stim48hr|CE0010866::Stim48hr|CE0010866::Rest,8edcd86fc7808b3e0697fcaa38c77ecb4dcbbdd024597cc7fb23f6565296c011
H02,ENSG00000131050,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0010866::Rest|CE0006864::Stim8hr|CE0006864::Stim48hr|CE0006864::Rest|CE0010866::Stim8hr,bb98b790aafb2357f5a9de244c6f3fd6c48253d6d4329ac54296ae3874df8a7e
H02,ENSG00000131686,SEEN_PERTURBATION,CE0010866,Rest,CE0006864::Stim8hr|CE0010866::Stim48hr|CE0006864::Stim48hr|CE0006864::Rest|CE0010866::Stim8hr,d8b1c5e10b08089ffd9cceb71f91737791a4a02ce845a8b710055a614e944c82
H02,ENSG00000132463,SEEN_PERTURBATION,CE0006864,Stim8hr,CE0010866::Rest|CE0006864::Stim48hr|CE0006864::Rest|CE0010866::Stim8hr|CE0010866::Stim48hr,840590b37ae6ac4e5c39cfc45c5d3656c9549a9f396a87ba9e86becdb4ee9ace
H02,ENSG00000132535,SEEN_PERTURBATION,CE0006864,Stim8hr,CE0010866::Stim8hr|CE0006864::Rest|CE0006864::Stim48hr|CE0010866::Rest|CE0010866::Stim48hr,61ec40ac5a30051c3aceef09df9682fadeb878603164c5673e49c9894ea85337
H02,ENSG00000134321,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0006864::Stim48hr|CE0010866::Stim48hr|CE0006864::Stim8hr|CE0006864::Rest|CE0010866::Rest,d81efe8d249e29e7eb13bb47fb40a9da5d012fee3b296ef3310ea612ca990ad1
H02,ENSG00000134470,SEEN_PERTURBATION,CE0010866,Rest,CE0010866::Stim48hr|CE0006864::Stim48hr|CE0006864::Rest|CE0006864::Stim8hr|CE0010866::Stim8hr,47aa3e40e6068fd966a14696e38ec89cb467ae7c7e59b75d4c66a65a5420e487
H02,ENSG00000136634,SEEN_PERTURBATION,CE0006864,Stim48hr,CE0010866::Stim48hr|CE0006864::Stim8hr|CE0010866::Stim8hr|CE0006864::Rest|CE0010866::Rest,dd0a8142a4bf1f5450a0e7d3d56ef201ed0e4e4d041005c676aa4edfe9ceaa6f
H02,ENSG00000137747,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0010866::Rest|CE0010866::Stim8hr|CE0006864::Stim8hr|CE0006864::Stim48hr|CE0006864::Rest,945f3bdeba7c770d4f76445598a03b3cf053aa87c79a4d212432a3cd1fd0f3b4
H02,ENSG00000141469,SEEN_PERTURBATION,CE0010866,Rest,CE0006864::Stim48hr|CE0006864::Rest|CE0010866::Stim48hr|CE0006864::Stim8hr|CE0010866::Stim8hr,9edbb4d9e3af6e6d5c4fb2bfa75247bd732be5224b178479b4890d53ee4033d5
H02,ENSG00000141646,SEEN_PERTURBATION,CE0010866,Rest,CE0010866::Stim48hr|CE0006864::Stim8hr|CE0006864::Stim48hr|CE0006864::Rest|CE0010866::Stim8hr,6c472ce548026303543b10457fd83cd86a7f70fd89d0574363acf9fbed80a990
H02,ENSG00000142444,SEEN_PERTURBATION,CE0006864,Rest,CE0010866::Rest|CE0010866::Stim8hr|CE0006864::Stim48hr|CE0010866::Stim48hr|CE0006864::Stim8hr,bf7de14e0b5431bd619a29380d00c0e3d50c2d3a4bd49b8fc95b58601607159e
H02,ENSG00000143674,SEEN_PERTURBATION,CE0006864,Stim48hr,CE0010866::Stim48hr|CE0006864::Stim8hr|CE0010866::Stim8hr|CE0006864::Rest|CE0010866::Rest,bab01fad651463aa52552aa0b4d1b7358b71aec3132c84c0400f0b042d03a2f0
H02,ENSG00000144455,SEEN_PERTURBATION,CE0006864,Stim48hr,CE0006864::Stim8hr|CE0010866::Stim48hr|CE0006864::Rest|CE0010866::Stim8hr|CE0010866::Rest,58561a3371f8ea9c104efb4be73410c4ad9df9b734e9798264854ad19b965671
H02,ENSG00000144579,SEEN_PERTURBATION,CE0006864,Rest,CE0006864::Stim48hr|CE0006864::Stim8hr|CE0010866::Rest|CE0010866::Stim8hr|CE0010866::Stim48hr,f152c8bc31c3551d839ce056540ff02decb30a3ef95a08f2c3f22f3ed1cf8e03
H02,ENSG00000144711,SEEN_PERTURBATION,CE0006864,Stim48hr,CE0006864::Stim8hr|CE0006864::Rest|CE0010866::Stim8hr|CE0010866::Stim48hr|CE0010866::Rest,e76f6bd475440415aa07df315968708875504bafe3f3044338b9258a723a8f88
H02,ENSG00000144791,SEEN_PERTURBATION,CE0006864,Rest,CE0010866::Stim48hr|CE0010866::Rest|CE0006864::Stim8hr|CE0010866::Stim8hr|CE0006864::Stim48hr,112d18e934e3703660cf6a5f6bd928b2be5f29675771bab4e80c925ca4e493a9
H02,ENSG00000147140,SEEN_PERTURBATION,CE0006864,Rest,CE0010866::Stim8hr|CE0010866::Stim48hr|CE0006864::Stim8hr|CE0010866::Rest|CE0006864::Stim48hr,5371f66a899a57bae86053fa52efb14a514d472412d0e18c9e229a31be1621bf
H02,ENSG00000148143,SEEN_PERTURBATION,CE0010866,Rest,CE0006864::Stim8hr|CE0010866::Stim8hr|CE0010866::Stim48hr|CE0006864::Stim48hr|CE0006864::Rest,0c35fd18c0a1c29fcba2b27945648f4be1e3d4e82609b85a87cebfe126c1e68a
H02,ENSG00000148343,SEEN_PERTURBATION,CE0010866,Rest,CE0006864::Stim8hr|CE0006864::Stim48hr|CE0010866::Stim48hr|CE0010866::Stim8hr|CE0006864::Rest,c4d4cc88073e757e222b17c0c54468f805fb607217c25651b5a4a0633758f538
H02,ENSG00000149564,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0010866::Stim8hr|CE0006864::Stim8hr|CE0006864::Stim48hr|CE0006864::Rest|CE0010866::Rest,59051911ea6666d247baa0f41a3ccfa22c88eddac5757ded0f98ab54da8d9cd0
H02,ENSG00000152433,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0010866::Rest|CE0006864::Stim8hr|CE0006864::Stim48hr|CE0006864::Rest|CE0010866::Stim48hr,1607438d51f6c4f347664f8448a6c12f6c63cbe92284195d93c85eb863f2dc49
H02,ENSG00000153015,SEEN_PERTURBATION,CE0010866,Rest,CE0006864::Stim48hr|CE0010866::Stim8hr|CE0010866::Stim48hr|CE0006864::Stim8hr|CE0006864::Rest,2746d95eae2b35610c69f30531cd74385b5f46d7e6e9e342247ded34b11a3f6b
H02,ENSG00000153113,SEEN_PERTURBATION,CE0006864,Stim48hr,CE0010866::Stim8hr|CE0010866::Rest|CE0006864::Stim8hr|CE0010866::Stim48hr|CE0006864::Rest,6526fe78c158f1e6ba9a083a801099dcbd198ba0abf864fc30b92260084ba85d
H02,ENSG00000154813,SEEN_PERTURBATION,CE0010866,Rest,CE0006864::Rest|CE0010866::Stim8hr|CE0006864::Stim8hr|CE0006864::Stim48hr|CE0010866::Stim48hr,51a12401c5617fe86a66f98deda390f6f096eab04db2ba60afedf6dc97dfbcba
H02,ENSG00000157014,SEEN_PERTURBATION,CE0006864,Stim8hr,CE0010866::Stim48hr|CE0010866::Stim8hr|CE0010866::Rest|CE0006864::Stim48hr|CE0006864::Rest,87d43c4f6969250191b52386443f7866762638edd0c4b57cd986ddad80b254d9
H02,ENSG00000157315,SEEN_PERTURBATION,CE0010866,Rest,CE0006864::Rest|CE0010866::Stim8hr|CE0006864::Stim48hr|CE0006864::Stim8hr|CE0010866::Stim48hr,4784d4c8d868e22867948c01295cd62bfb7d8f08cb177e80ef1ee1e3ca4c63cd
H02,ENSG00000157613,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0006864::Stim48hr|CE0010866::Stim48hr|CE0010866::Rest|CE0006864::Stim8hr|CE0006864::Rest,8a7fbb167eb3bb99e9cfb25ffb22f339b501a715ef37bdbdd756384e0e43ce7f
H02,ENSG00000157985,SEEN_PERTURBATION,CE0006864,Stim48hr,CE0006864::Stim8hr|CE0010866::Rest|CE0010866::Stim8hr|CE0006864::Rest|CE0010866::Stim48hr,7e6bc8c43fa694bb03e7a894deb44c5783ab98038ebb21484929ff5d9a240206
H02,ENSG00000159189,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0006864::Stim8hr|CE0006864::Rest|CE0006864::Stim48hr|CE0010866::Rest|CE0010866::Stim48hr,143ee488a5b7c66ceed64e51edced107e0fca3f6365cc4d31eeb755c1a02711f
H02,ENSG00000161265,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0010866::Rest|CE0006864::Stim8hr|CE0010866::Stim8hr|CE0006864::Rest|CE0006864::Stim48hr,bee9d377561c5695286e082ad29a0d7e4a0c1fce879e3ce667e2e7e8db2a4722
H02,ENSG00000163155,SEEN_PERTURBATION,CE0006864,Stim8hr,CE0010866::Stim8hr|CE0010866::Stim48hr|CE0006864::Rest|CE0006864::Stim48hr|CE0010866::Rest,622bb107e1d8ec0817ce2e78ffeeedab82d208729c67ba32c2d63f11728bf135
H02,ENSG00000163291,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0006864::Stim8hr|CE0010866::Rest|CE0006864::Rest|CE0010866::Stim48hr|CE0006864::Stim48hr,90b772daaf3d175ae84685ba27c377820c6bb364f1392adf15ca3b5fafef1b07
H02,ENSG00000163739,SEEN_PERTURBATION,CE0006864,Stim48hr,CE0006864::Stim8hr|CE0010866::Stim8hr|CE0010866::Stim48hr|CE0010866::Rest|CE0006864::Rest,f3a7a3a73878ee00cba7bc87df95c4406f53a818479603a0b9135d4041a8994f
H02,ENSG00000164256,SEEN_PERTURBATION,CE0006864,Stim8hr,CE0006864::Stim48hr|CE0010866::Rest|CE0010866::Stim48hr|CE0006864::Rest|CE0010866::Stim8hr,4fc6a5bdccd83f439499e06ecdb514512b9818feea11c2d4e80373a070ee9425
H02,ENSG00000164406,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0010866::Stim8hr|CE0010866::Rest|CE0006864::Rest|CE0006864::Stim8hr|CE0006864::Stim48hr,520aaaab902ee34781e22b9276a2d27d4ceebc66130835151efa91d6a859ca58
H02,ENSG00000164674,SEEN_PERTURBATION,CE0006864,Rest,CE0010866::Stim8hr|CE0010866::Rest|CE0006864::Stim48hr|CE0010866::Stim48hr|CE0006864::Stim8hr,47e48b9bd901087b4009b6956817e48ef3bd35c292b6b4f5633321800197fed9
H02,ENSG00000165389,SEEN_PERTURBATION,CE0010866,Rest,CE0006864::Stim8hr|CE0010866::Stim48hr|CE0010866::Stim8hr|CE0006864::Stim48hr|CE0006864::Rest,0793b23dadc048e510209ad5bb7c36ac68f370b89f29b78cdb92763f785d292b
H02,ENSG00000165682,SEEN_PERTURBATION,CE0010866,Rest,CE0010866::Stim8hr|CE0010866::Stim48hr|CE0006864::Rest|CE0006864::Stim8hr|CE0006864::Stim48hr,1fc4177afeaa649c2d9d89dddc1df9e1da419d4c9df0104c5e5e50e2532cf190
H02,ENSG00000165948,SEEN_PERTURBATION,CE0006864,Stim8hr,CE0006864::Rest|CE0010866::Stim48hr|CE0010866::Rest|CE0006864::Stim48hr|CE0010866::Stim8hr,26a8e5b2f0516748bcdb74e9c067a09e180db19535fbe50b3c3a395fb429e13f
H02,ENSG00000166136,SEEN_PERTURBATION,CE0006864,Stim8hr,CE0006864::Stim48hr|CE0010866::Rest|CE0010866::Stim8hr|CE0010866::Stim48hr|CE0006864::Rest,e228ba780a8878cc59d450394129c256beaa6a6e1037d9f1dd81897f767a10c1
H02,ENSG00000167995,SEEN_PERTURBATION,CE0006864,Rest,CE0010866::Rest|CE0006864::Stim8hr|CE0010866::Stim8hr|CE0010866::Stim48hr|CE0006864::Stim48hr,78978045b93544154515f3df33e21a605435aeef1ad894267417864f752f7ce3
H02,ENSG00000168389,SEEN_PERTURBATION,CE0006864,Stim8hr,CE0006864::Rest|CE0006864::Stim48hr|CE0010866::Rest|CE0010866::Stim48hr|CE0010866::Stim8hr,5b619bf17d36aff1c11f5f23d00b1049afb554b2e569de1a534e1c653cb5860b
H02,ENSG00000169718,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0006864::Stim48hr|CE0006864::Rest|CE0006864::Stim8hr|CE0010866::Stim8hr|CE0010866::Rest,1078b591429943969fe642ed0a6ddf12076b3861701d03fa7432adb38e16ff02
H02,ENSG00000170604,SEEN_PERTURBATION,CE0006864,Rest,CE0010866::Rest|CE0010866::Stim48hr|CE0010866::Stim8hr|CE0006864::Stim48hr|CE0006864::Stim8hr,c364594943c621d884d0e096ab15fea50e1ba04c59922e4f4599fb1afcb5d472
H02,ENSG00000170627,SEEN_PERTURBATION,CE0006864,Stim48hr,CE0006864::Stim8hr|CE0010866::Stim8hr|CE0006864::Rest|CE0010866::Rest|CE0010866::Stim48hr,af76bdd81c1172d2f9673e160497c81de9c41eb60aae4b82f592e5e42fd382a7
H02,ENSG00000170791,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0006864::Stim48hr|CE0006864::Stim8hr|CE0010866::Rest|CE0006864::Rest|CE0010866::Stim48hr,74b68fdedd3bafcfc4e326fc4f8cece4387a60cad8abe156250d74edb8ff21a9
H02,ENSG00000171055,SEEN_PERTURBATION,CE0006864,Stim48hr,CE0010866::Rest|CE0006864::Rest|CE0010866::Stim48hr|CE0006864::Stim8hr|CE0010866::Stim8hr,9185f44624420db86e927d09843ec831d1079e02d18d80b1eeba039a402b6f33
H02,ENSG00000171246,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0006864::Rest|CE0006864::Stim48hr|CE0006864::Stim8hr|CE0010866::Rest|CE0010866::Stim8hr,fca35054b5f83f1a75cf29340524ff695d1fb85072ccf9771a5ff74a555faa79
H02,ENSG00000172322,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0010866::Stim48hr|CE0006864::Rest|CE0006864::Stim48hr|CE0010866::Rest|CE0006864::Stim8hr,1171c47f181fefdfdd036c67685fc011500285aaf72c22ee843280a456309130
H02,ENSG00000172361,SEEN_PERTURBATION,CE0010866,Rest,CE0010866::Stim8hr|CE0006864::Stim48hr|CE0006864::Rest|CE0010866::Stim48hr|CE0006864::Stim8hr,871af9a775c70bb00479220bb2b5651927a267dad7a584698a55fb0f71178132
H02,ENSG00000174373,SEEN_PERTURBATION,CE0006864,Stim48hr,CE0006864::Stim8hr|CE0010866::Stim8hr|CE0006864::Rest|CE0010866::Stim48hr|CE0010866::Rest,b75adbacd3f12a246151d274e020a047390e34fe14f8deee33b7f925f544b780
H02,ENSG00000174963,SEEN_PERTURBATION,CE0006864,Stim8hr,CE0006864::Rest|CE0010866::Rest|CE0010866::Stim48hr|CE0010866::Stim8hr|CE0006864::Stim48hr,871a96e0a2d323c02a984fefa476c433f577e086e6fbc0a02ef6579032ceab57
H02,ENSG00000175470,SEEN_PERTURBATION,CE0006864,Rest,CE0010866::Stim48hr|CE0010866::Stim8hr|CE0006864::Stim48hr|CE0006864::Stim8hr|CE0010866::Rest,7151236fbea0bd5623d692023d60a2eb75ec8d6b106d62ddf990a29ab78c7cf9
H02,ENSG00000175606,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0010866::Stim8hr|CE0006864::Rest|CE0010866::Rest|CE0006864::Stim48hr|CE0006864::Stim8hr,f7c99fc02f53c49da864282f745437ab59e0979f7376fa8340c5c10eba683166
H02,ENSG00000175707,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0006864::Stim48hr|CE0010866::Rest|CE0006864::Stim8hr|CE0010866::Stim48hr|CE0006864::Rest,3f03d4713ccce0d33ad6da17e359545717029d8576aaf1bda6a050fe39c8357f
H02,ENSG00000175745,SEEN_PERTURBATION,CE0006864,Stim8hr,CE0006864::Stim48hr|CE0010866::Stim48hr|CE0010866::Rest|CE0006864::Rest|CE0010866::Stim8hr,25c0b86705057587fdc6fee7732afd9b80cad7e1db5104c32b014a85c43f5fb6
H02,ENSG00000175879,SEEN_PERTURBATION,CE0006864,Stim48hr,CE0010866::Stim48hr|CE0010866::Rest|CE0006864::Stim8hr|CE0006864::Rest|CE0010866::Stim8hr,12b4fc1482d7d7b5a2373aaa0b45b217700a8a05d38b09d0684bcbc61cd4385e
H02,ENSG00000176390,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0006864::Stim48hr|CE0006864::Rest|CE0010866::Rest|CE0006864::Stim8hr|CE0010866::Stim8hr,26354a4417b578d472a681cefe6029033ff38cfdba85794bbd5c5e3a289477f5
H02,ENSG00000177963,SEEN_PERTURBATION,CE0010866,Rest,CE0006864::Stim48hr|CE0006864::Rest|CE0006864::Stim8hr|CE0010866::Stim48hr|CE0010866::Stim8hr,c78b435a5d38a242b062b7bac67e7a2888500178e4a929e172a2b5f510d18b80
H02,ENSG00000178307,SEEN_PERTURBATION,CE0010866,Stim8hr,CE0010866::Rest|CE0010866::Stim48hr|CE0006864::Rest|CE0006864::Stim8hr|CE0006864::Stim48hr,1cedc954c66f0dc15c5f280fa17d127613c1ec440586a8176140d10fa5be7cd9
H02,ENSG00000180318,SEEN_PERTURBATION,CE0010866,Stim48hr,CE0006864::Stim8hr|CE0010866::Stim8hr|CE0010866::Rest|CE0006864::Rest|CE0006864::Stim48hr,6dfb1892c5e14091fd6bd7b97096a320d6a7bf2b928bb4fec8980cf392ffa47a
H02,ENSG00000180739,SEEN_PERTURBATION,CE0010866,Rest,CE0010866::Stim48hr|CE0010866::Stim8hr|CE0006864::Rest|CE0006864::Stim8hr|CE0006864::Stim48hr,133a02b37651d810c665cd5a1ed06061966c1b6a387285c1d05a33d9e9890148
