panel_index,gene,selection_role,train_expression_sum,in_scgpt_vocab,uses_test_expression_effect_or_error
32,DNAJC19,training_or_validation_perturbation_gene,33849.63671875,True,False
33,EIF2AK3,training_or_validation_perturbation_gene,463.1822204589844,True,False
34,EIF2B2,training_or_validation_perturbation_gene,8513.7685546875,True,False
35,EIF2B3,training_or_validation_perturbation_gene,23980.173828125,True,False
36,EIF2B4,training_or_validation_perturbation_gene,8097.7724609375,True,False
37,EIF2S1,training_or_validation_perturbation_gene,29862.912109375,True,False
38,ERN1,training_or_validation_perturbation_gene,2609.8271484375,True,False
39,FARSB,training_or_validation_perturbation_gene,20153.697265625,True,False
40,FECH,training_or_validation_perturbation_gene,3765.81103515625,True,False
41,GBF1,training_or_validation_perturbation_gene,2763.962158203125,True,False
42,GNPNAT1,training_or_validation_perturbation_gene,6746.39013671875,True,False
43,HSPA9,training_or_validation_perturbation_gene,50389.94140625,True,False
44,HYOU1,training_or_validation_perturbation_gene,13402.37890625,True,False
45,IARS2,training_or_validation_perturbation_gene,13475.41796875,True,False
46,IDH3A,training_or_validation_perturbation_gene,6692.212890625,True,False
47,KCTD16,training_or_validation_perturbation_gene,5.416151523590088,True,False
48,MANF,training_or_validation_perturbation_gene,27000.83203125,True,False
49,MRPL39,training_or_validation_perturbation_gene,17421.33984375,True,False
50,NEDD8,training_or_validation_perturbation_gene,88624.3828125,True,False
51,OST4,training_or_validation_perturbation_gene,55307.50390625,True,False
52,PDIA6,training_or_validation_perturbation_gene,74187.90625,True,False
53,PSMA1,training_or_validation_perturbation_gene,44370.40234375,True,False
54,PSMD12,training_or_validation_perturbation_gene,30273.353515625,True,False
55,PSMD4,training_or_validation_perturbation_gene,48025.0390625,True,False
56,PTDSS1,training_or_validation_perturbation_gene,9595.2353515625,True,False
57,SAMM50,training_or_validation_perturbation_gene,16058.1669921875,True,False
58,SEC61G,training_or_validation_perturbation_gene,43164.234375,True,False
59,SEC63,training_or_validation_perturbation_gene,24661.232421875,True,False
60,SEL1L,training_or_validation_perturbation_gene,3892.263916015625,True,False
61,SLC35B1,training_or_validation_perturbation_gene,21492.173828125,True,False
62,SLC39A7,training_or_validation_perturbation_gene,18194.939453125,True,False
63,SPCS3,training_or_validation_perturbation_gene,24259.177734375,True,False
64,SRP68,training_or_validation_perturbation_gene,10825.3564453125,True,False
65,STT3A,training_or_validation_perturbation_gene,3841.549072265625,True,False
66,SYVN1,training_or_validation_perturbation_gene,3251.775634765625,True,False
67,TELO2,training_or_validation_perturbation_gene,4342.50927734375,True,False
68,TIMM23,training_or_validation_perturbation_gene,15634.1015625,True,False
69,TIMM44,training_or_validation_perturbation_gene,16515.75,True,False
70,TMEM167A,training_or_validation_perturbation_gene,20759.134765625,True,False
71,TTI1,training_or_validation_perturbation_gene,5643.7734375,True,False
72,UFL1,training_or_validation_perturbation_gene,7236.91943359375,True,False
73,XBP1,training_or_validation_perturbation_gene,34037.64453125,True,False
74,XRN1,training_or_validation_perturbation_gene,5803.55615234375,True,False
75,YIPF5,training_or_validation_perturbation_gene,7304.2060546875,True,False
76,FTH1,highest_train_expression,187586.84375,True,False
77,FTL,highest_train_expression,187210.875,True,False
78,RPS18,highest_train_expression,180871.578125,True,False
79,RPS19,highest_train_expression,169002.984375,True,False
80,RPL3,highest_train_expression,159579.078125,True,False
81,RPL13A,highest_train_expression,159104.234375,True,False
82,HBG2,highest_train_expression,148376.171875,True,False
83,RPL10,highest_train_expression,147451.703125,True,False
84,RPS6,highest_train_expression,147049.9375,True,False
85,RPS4X,highest_train_expression,147012.03125,True,False
86,RPS27A,highest_train_expression,143781.171875,True,False
87,RPS23,highest_train_expression,142317.640625,True,False
88,RANBP1,highest_train_expression,142065.546875,True,False
89,RPS12,highest_train_expression,141017.453125,True,False
90,HBZ,highest_train_expression,133179.796875,True,False
91,RPS3A,highest_train_expression,128414.5703125,True,False
92,TMSB4X,highest_train_expression,128220.8984375,True,False
93,RPL12,highest_train_expression,127718.7890625,True,False
94,RPL7,highest_train_expression,126451.3671875,True,False
95,NPM1,highest_train_expression,124013.5859375,True,False
96,EIF1,highest_train_expression,121440.4765625,True,False
97,HBG1,highest_train_expression,120755.75,True,False
98,ACTB,highest_train_expression,119925.5546875,True,False
99,RPL21,highest_train_expression,118616.015625,True,False
100,RPL34,highest_train_expression,115766.5234375,True,False
101,TUBA1B,highest_train_expression,115180.4609375,True,False
102,PTMA,highest_train_expression,113247.7421875,True,False
103,B2M,highest_train_expression,112369.90625,True,False
104,SDF2L1,highest_train_expression,109253.4140625,True,False
105,GSTP1,highest_train_expression,107713.0,True,False
106,TPT1,highest_train_expression,105797.0234375,True,False
107,HSP90AB1,highest_train_expression,104244.5234375,True,False
108,SERF2,highest_train_expression,103352.1171875,True,False
109,BSG,highest_train_expression,103152.7265625,True,False
110,APOE,highest_train_expression,101995.3125,True,False
111,RPS20,highest_train_expression,101610.2734375,True,False
112,HMGA1,highest_train_expression,101595.3359375,True,False
113,HMGN1,highest_train_expression,101181.421875,True,False
114,CD63,highest_train_expression,98515.046875,True,False
115,RPS24,highest_train_expression,97935.4375,True,False
116,NDUFC2,highest_train_expression,97932.4453125,True,False
117,HNRNPA2B1,highest_train_expression,96631.2265625,True,False
118,ENO1,highest_train_expression,96469.953125,True,False
119,EIF4A1,highest_train_expression,96170.859375,True,False
120,NME1,highest_train_expression,94524.6953125,True,False
121,GPX4,highest_train_expression,94362.046875,True,False
122,RPS27,highest_train_expression,93715.6015625,True,False
123,PRDX1,highest_train_expression,93563.328125,True,False
124,EEF2,highest_train_expression,92235.75,True,False
125,HMGB1,highest_train_expression,88299.7265625,True,False
126,CLIC1,highest_train_expression,87823.8046875,True,False
127,YDJC,highest_train_expression,87099.7578125,True,False
128,COMT,highest_train_expression,86811.984375,True,False
129,PRDX2,highest_train_expression,85561.5703125,True,False
130,HSPE1,highest_train_expression,84099.453125,True,False
131,ATP6V0B,highest_train_expression,83488.15625,True,False
132,PSMB2,highest_train_expression,82621.546875,True,False
133,HSPD1,highest_train_expression,82520.3046875,True,False
134,SLC25A6,highest_train_expression,82321.4609375,True,False
135,PRAME,highest_train_expression,81722.8359375,True,False
136,TUBB,highest_train_expression,81576.0078125,True,False
137,ERP29,highest_train_expression,81132.5234375,True,False
138,U2AF1,highest_train_expression,81088.546875,True,False
139,POMP,highest_train_expression,80274.6953125,True,False
140,APOC1,highest_train_expression,80203.1171875,True,False
141,COX6A1,highest_train_expression,79937.0078125,True,False
142,GYPC,highest_train_expression,77396.375,True,False
143,STMN1,highest_train_expression,76266.6328125,True,False
144,CALM2,highest_train_expression,74786.6015625,True,False
145,LY6E,highest_train_expression,74046.0234375,True,False
146,NCL,highest_train_expression,73645.265625,True,False
147,SET,highest_train_expression,73482.5859375,True,False
148,MDK,highest_train_expression,73245.265625,True,False
149,LAPTM4B,highest_train_expression,73227.265625,True,False
150,MRPL40,highest_train_expression,71799.6484375,True,False
151,CCT5,highest_train_expression,71787.671875,True,False
152,HMGB2,highest_train_expression,69450.546875,True,False
153,EDF1,highest_train_expression,69077.4921875,True,False
154,EIF4EBP1,highest_train_expression,68711.5859375,True,False
155,CYBA,highest_train_expression,68702.625,True,False
156,LDHA,highest_train_expression,67960.90625,True,False
157,HSP90AA1,highest_train_expression,67595.390625,True,False
158,ARPC1B,highest_train_expression,67568.0390625,True,False
159,BTG1,highest_train_expression,67211.0703125,True,False
160,TMED9,highest_train_expression,66620.4765625,True,False
161,MARCKSL1,highest_train_expression,66127.4921875,True,False
162,SH3BGRL3,highest_train_expression,65075.546875,True,False
163,GHITM,highest_train_expression,64482.85546875,True,False
164,PPIB,highest_train_expression,64414.27734375,True,False
165,ACTG1,highest_train_expression,63726.33203125,True,False
166,SRSF7,highest_train_expression,63392.609375,True,False
167,PSMB6,highest_train_expression,62581.90625,True,False
168,PPP1R14A,highest_train_expression,62578.890625,True,False
169,GAL,highest_train_expression,62498.1328125,True,False
170,UBAC1,highest_train_expression,62472.23046875,True,False
171,BEX4,highest_train_expression,62334.109375,True,False
172,NUDC,highest_train_expression,62103.58203125,True,False
173,EMP3,highest_train_expression,62046.50390625,True,False
174,CST3,highest_train_expression,61990.87109375,True,False
175,EIF3H,highest_train_expression,61712.1953125,True,False
176,SSB,highest_train_expression,61617.6796875,True,False
177,CACYBP,highest_train_expression,61510.3359375,True,False
178,HNRNPDL,highest_train_expression,61026.03515625,True,False
179,GYPB,highest_train_expression,60682.84765625,True,False
180,RTN4,highest_train_expression,60468.921875,True,False
181,HSP90B1,highest_train_expression,60274.015625,True,False
182,TMSB10,highest_train_expression,60143.5390625,True,False
183,HNRNPD,highest_train_expression,60099.98046875,True,False
184,HSPA8,highest_train_expression,59623.69140625,True,False
185,TMBIM6,highest_train_expression,59601.46484375,True,False
186,NUCKS1,highest_train_expression,59560.0625,True,False
187,SERP1,highest_train_expression,59377.7421875,True,False
188,STOML2,highest_train_expression,59264.18359375,True,False
189,DYNLL1,highest_train_expression,59116.55859375,True,False
190,PARP1,highest_train_expression,59099.3671875,True,False
191,UBC,highest_train_expression,58651.2734375,True,False
192,EBNA1BP2,highest_train_expression,58080.21875,True,False
193,CALR,highest_train_expression,57803.18359375,True,False
194,SSR4,highest_train_expression,57588.90625,True,False
195,MRPL16,highest_train_expression,57536.7265625,True,False
196,LSM3,highest_train_expression,57495.47265625,True,False
197,HNRNPU,highest_train_expression,57325.2421875,True,False
198,TIMP1,highest_train_expression,56683.8359375,True,False
199,CHI3L2,highest_train_expression,56635.09765625,True,False
200,SLC3A2,highest_train_expression,56231.890625,True,False
201,KRT18,highest_train_expression,55814.9609375,True,False
202,CITED2,highest_train_expression,55624.54296875,True,False
203,PKM,highest_train_expression,54936.12890625,True,False
204,NME4,highest_train_expression,54868.04296875,True,False
205,GYPA,highest_train_expression,54185.00390625,True,False
206,RPN2,highest_train_expression,54004.81640625,True,False
207,PGK1,highest_train_expression,53620.86328125,True,False
208,PCMT1,highest_train_expression,53452.6015625,True,False
209,MYL12B,highest_train_expression,53386.4765625,True,False
210,CKB,highest_train_expression,53298.70703125,True,False
211,PRR13,highest_train_expression,53137.36328125,True,False
212,EIF3E,highest_train_expression,53132.390625,True,False
213,ARPC5,highest_train_expression,52948.87109375,True,False
214,SNRPA1,highest_train_expression,52614.41015625,True,False
215,DNAJA1,highest_train_expression,52265.41796875,True,False
216,UQCRB,highest_train_expression,52126.3671875,True,False
217,THAP7,highest_train_expression,52064.63671875,True,False
218,MRPL34,highest_train_expression,52058.53515625,True,False
219,NDUFB3,highest_train_expression,51652.6328125,True,False
220,TCP1,highest_train_expression,51559.328125,True,False
221,PHF19,highest_train_expression,51375.98046875,True,False
222,DEK,highest_train_expression,51327.28125,True,False
223,FXYD5,highest_train_expression,51183.7578125,True,False
224,SSR2,highest_train_expression,50683.4765625,True,False
225,FKBP2,highest_train_expression,50679.2421875,True,False
226,PDIA3,highest_train_expression,50611.6171875,True,False
227,ZNF593,highest_train_expression,50584.47265625,True,False
228,FDPS,highest_train_expression,50439.140625,True,False
229,LAPTM5,highest_train_expression,50064.35546875,True,False
230,MYC,highest_train_expression,49960.6796875,True,False
231,ACAT2,highest_train_expression,49934.9921875,True,False
232,MS4A4A,highest_train_expression,49756.83203125,True,False
233,MRPL36,highest_train_expression,49693.37890625,True,False
234,HSPB1,highest_train_expression,49626.30078125,True,False
235,RAD23A,highest_train_expression,49240.3046875,True,False
236,DDIT4,highest_train_expression,49165.3203125,True,False
237,DCTPP1,highest_train_expression,49039.1328125,True,False
238,PPDPF,highest_train_expression,48974.8359375,True,False
239,CCNI,highest_train_expression,48781.2578125,True,False
240,MYL12A,highest_train_expression,48731.36328125,True,False
241,TKT,highest_train_expression,48526.953125,True,False
242,CANX,highest_train_expression,48194.48046875,True,False
243,S100A11,highest_train_expression,47868.65625,True,False
244,PITX1,highest_train_expression,47823.37890625,True,False
245,SRRM2,highest_train_expression,47487.03515625,True,False
246,DTYMK,highest_train_expression,47270.25390625,True,False
247,EXOSC8,highest_train_expression,47198.7578125,True,False
248,POP7,highest_train_expression,47132.80078125,True,False
249,FUS,highest_train_expression,47030.19140625,True,False
250,NASP,highest_train_expression,47028.1640625,True,False
251,PTTG1,highest_train_expression,46919.88671875,True,False
252,DUT,highest_train_expression,46860.703125,True,False
253,PRRC2C,highest_train_expression,46748.09375,True,False
254,QPRT,highest_train_expression,46711.625,True,False
255,POLR3K,highest_train_expression,46512.25,True,False
256,HAX1,highest_train_expression,46406.49609375,True,False
257,HBA1,highest_train_expression,46360.05078125,True,False
258,TMEM59,highest_train_expression,46195.828125,True,False
259,NDUFB6,highest_train_expression,46159.29296875,True,False
260,CAP1,highest_train_expression,46145.5234375,True,False
261,SFPQ,highest_train_expression,46075.75,True,False
262,PNN,highest_train_expression,46013.36328125,True,False
263,XRCC5,highest_train_expression,45960.62109375,True,False
264,TMCO1,highest_train_expression,45940.3671875,True,False
265,UBE2S,highest_train_expression,45458.25390625,True,False
266,THRAP3,highest_train_expression,45411.15625,True,False
267,C19orf48,highest_train_expression,45406.97265625,True,False
268,KHDRBS1,highest_train_expression,45271.8125,True,False
269,CLTA,highest_train_expression,44937.34765625,True,False
270,GNL3,highest_train_expression,44851.09765625,True,False
271,CMBL,highest_train_expression,44450.23828125,True,False
272,CEBPB,highest_train_expression,44350.46875,True,False
273,MTHFD2,highest_train_expression,44349.296875,True,False
274,RBM39,highest_train_expression,44229.26953125,True,False
275,GATA1,highest_train_expression,44116.5,True,False
276,OSTC,highest_train_expression,43856.859375,True,False
277,RGS10,highest_train_expression,43842.55078125,True,False
278,DBI,highest_train_expression,43833.1875,True,False
279,EIF4A2,highest_train_expression,43703.73046875,True,False
280,GSPT1,highest_train_expression,43652.44140625,True,False
281,TNNT1,highest_train_expression,43648.7578125,True,False
282,HMGN3,highest_train_expression,43565.75,True,False
283,CMTM6,highest_train_expression,43395.921875,True,False
284,RSL24D1,highest_train_expression,43273.19921875,True,False
285,COCH,highest_train_expression,43074.18359375,True,False
286,HNRNPR,highest_train_expression,42914.44921875,True,False
287,BLVRB,highest_train_expression,42806.99609375,True,False
288,GSTO1,highest_train_expression,42745.11328125,True,False
289,TPR,highest_train_expression,42632.22265625,True,False
290,SRSF5,highest_train_expression,42549.3671875,True,False
291,TAGLN2,highest_train_expression,42383.40625,True,False
292,EIF3D,highest_train_expression,42377.1015625,True,False
293,GMNN,highest_train_expression,42313.52734375,True,False
294,DNAJC1,highest_train_expression,42123.953125,True,False
295,HNRNPA3,highest_train_expression,41982.21484375,True,False
296,ODC1,highest_train_expression,41845.3359375,True,False
297,MAT2A,highest_train_expression,41773.56640625,True,False
298,SOCS2,highest_train_expression,41561.46484375,True,False
299,RBMX,highest_train_expression,41556.40625,True,False
300,CCDC85B,highest_train_expression,41523.63671875,True,False
301,ANAPC16,highest_train_expression,41304.28515625,True,False
302,PNISR,highest_train_expression,41287.078125,True,False
303,EEF1A1,highest_train_expression,41259.9921875,True,False
304,C14orf119,highest_train_expression,41032.82421875,True,False
305,SRSF11,highest_train_expression,40941.76171875,True,False
306,BOLA3,highest_train_expression,40929.3515625,True,False
307,EIF4G2,highest_train_expression,40899.890625,True,False
308,HNRNPAB,highest_train_expression,40862.74609375,True,False
309,KIF5B,highest_train_expression,40756.55859375,True,False
310,NENF,highest_train_expression,40712.1953125,True,False
311,TUBB4B,highest_train_expression,40598.75,True,False
312,DNAJC9,highest_train_expression,40502.15625,True,False
313,SQLE,highest_train_expression,40441.578125,True,False
314,HNRNPM,highest_train_expression,40396.73046875,True,False
315,MYL4,highest_train_expression,40218.50390625,True,False
316,OXLD1,highest_train_expression,40144.65625,True,False
317,ANXA2,highest_train_expression,40013.74609375,True,False
318,TUBA1C,highest_train_expression,39987.390625,True,False
319,ITM2B,highest_train_expression,39809.65234375,True,False
320,CTSL,highest_train_expression,39794.44921875,True,False
321,ADRM1,highest_train_expression,39740.109375,True,False
322,HMBS,highest_train_expression,39416.33203125,True,False
323,MORF4L2,highest_train_expression,39278.04296875,True,False
324,EXOSC4,highest_train_expression,38818.3359375,True,False
325,PSMD14,highest_train_expression,38415.3359375,True,False
326,BUB3,highest_train_expression,38210.2890625,True,False
327,TESC,highest_train_expression,38164.2265625,True,False
328,PTMS,highest_train_expression,37953.546875,True,False
329,TPM3,highest_train_expression,37856.40625,True,False
330,EIF3A,highest_train_expression,37826.40234375,True,False
331,DDX5,highest_train_expression,37779.87890625,True,False
332,PRKDC,highest_train_expression,37768.0,True,False
333,EIF3F,highest_train_expression,37620.7734375,True,False
334,TRAPPC6A,highest_train_expression,37615.8359375,True,False
335,SLBP,highest_train_expression,37515.77734375,True,False
336,SMYD3,highest_train_expression,37250.42578125,True,False
337,NOP56,highest_train_expression,37169.37890625,True,False
338,SMARCC1,highest_train_expression,37129.61328125,True,False
339,OSBPL8,highest_train_expression,36981.84375,True,False
340,PRKAR2B,highest_train_expression,36908.6875,True,False
341,TXNDC12,highest_train_expression,36804.99609375,True,False
342,CD47,highest_train_expression,36768.9765625,True,False
343,PAIP2,highest_train_expression,36322.84765625,True,False
344,LGALS1,highest_train_expression,36193.078125,True,False
345,MAP1LC3B,highest_train_expression,36059.74609375,True,False
346,TCEAL8,highest_train_expression,36041.4375,True,False
347,GADD45A,highest_train_expression,36022.1796875,True,False
348,CALM1,highest_train_expression,35998.42578125,True,False
349,PSMD11,highest_train_expression,35984.73046875,True,False
350,LIMD2,highest_train_expression,35938.30078125,True,False
351,NOP16,highest_train_expression,35918.10546875,True,False
352,GPATCH4,highest_train_expression,35894.421875,True,False
353,NXT1,highest_train_expression,35818.13671875,True,False
354,TSPO,highest_train_expression,35798.46484375,True,False
355,GTPBP4,highest_train_expression,35684.82421875,True,False
356,SF3B2,highest_train_expression,35571.42578125,True,False
357,CDC42EP1,highest_train_expression,35477.66015625,True,False
358,CREG1,highest_train_expression,35259.2265625,True,False
359,EIF4B,highest_train_expression,35175.46484375,True,False
360,CKS2,highest_train_expression,35030.9453125,True,False
361,CLCA1,highest_train_expression,34926.31640625,True,False
362,CTSC,highest_train_expression,34771.41015625,True,False
363,KDELR2,highest_train_expression,34701.9921875,True,False
364,PSAP,highest_train_expression,34641.55859375,True,False
365,DDIT3,highest_train_expression,34573.65625,True,False
366,TYMS,highest_train_expression,34570.1015625,True,False
367,CD320,highest_train_expression,34437.30859375,True,False
368,EIF2AK1,highest_train_expression,34327.00390625,True,False
369,CD164,highest_train_expression,34312.0703125,True,False
370,TCEA1,highest_train_expression,34262.90625,True,False
371,FDFT1,highest_train_expression,34250.14453125,True,False
372,CXXC5,highest_train_expression,34170.18359375,True,False
373,SUPT16H,highest_train_expression,33951.44140625,True,False
374,KIF2A,highest_train_expression,33870.26171875,True,False
375,SSR3,highest_train_expression,33833.62109375,True,False
376,ASAH1,highest_train_expression,33822.35546875,True,False
377,RHOBTB3,highest_train_expression,33808.0625,True,False
378,TEX30,highest_train_expression,33789.95703125,True,False
379,ATP6V0E1,highest_train_expression,33786.08203125,True,False
380,TFRC,highest_train_expression,33493.84765625,True,False
381,ALAS2,highest_train_expression,33457.30859375,True,False
382,TTC3,highest_train_expression,33438.3984375,True,False
383,COMMD6,highest_train_expression,33345.0859375,True,False
384,NDUFAF3,highest_train_expression,33237.328125,True,False
385,LCP1,highest_train_expression,33225.07421875,True,False
386,USP1,highest_train_expression,33106.546875,True,False
387,ARGLU1,highest_train_expression,33055.671875,True,False
388,CD99,highest_train_expression,33042.28515625,True,False
389,NANS,highest_train_expression,33012.55859375,True,False
390,IFITM2,highest_train_expression,32962.80859375,True,False
391,GMPPA,highest_train_expression,32814.703125,True,False
392,EIF4A3,highest_train_expression,32659.814453125,True,False
393,EPB41,highest_train_expression,32617.572265625,True,False
394,DDX17,highest_train_expression,32609.703125,True,False
395,GART,highest_train_expression,32507.376953125,True,False
396,PPIC,highest_train_expression,32437.744140625,True,False
397,CDC45,highest_train_expression,32142.330078125,True,False
398,EIF1B,highest_train_expression,32105.47265625,True,False
399,GMPR,highest_train_expression,31941.009765625,True,False
400,FAM83A,highest_train_expression,31819.66796875,True,False
401,IER2,highest_train_expression,31803.05859375,True,False
402,DKC1,highest_train_expression,31797.625,True,False
403,ZFR,highest_train_expression,31790.501953125,True,False
404,SON,highest_train_expression,31642.76171875,True,False
405,GDF15,highest_train_expression,31599.953125,True,False
406,GPBP1,highest_train_expression,31523.33203125,True,False
407,HHEX,highest_train_expression,31520.021484375,True,False
408,CENPW,highest_train_expression,31497.404296875,True,False
409,NUP214,highest_train_expression,31369.5625,True,False
410,SLC25A1,highest_train_expression,31320.40234375,True,False
411,SYNCRIP,highest_train_expression,31159.43359375,True,False
412,CENPF,highest_train_expression,31154.1484375,True,False
413,IDI1,highest_train_expression,31142.943359375,True,False
414,RTN3,highest_train_expression,31141.369140625,True,False
415,MED10,highest_train_expression,31081.611328125,True,False
416,MLEC,highest_train_expression,30996.228515625,True,False
417,HIC2,highest_train_expression,30978.662109375,True,False
418,RHOC,highest_train_expression,30957.572265625,True,False
419,CTSH,highest_train_expression,30949.18359375,True,False
420,MAD2L1,highest_train_expression,30866.330078125,True,False
421,WASF2,highest_train_expression,30690.58203125,True,False
422,REEP5,highest_train_expression,30652.072265625,True,False
423,C4orf3,highest_train_expression,30584.908203125,True,False
424,CELF2,highest_train_expression,30410.73046875,True,False
425,CDV3,highest_train_expression,30365.255859375,True,False
426,PSMC2,highest_train_expression,30342.615234375,True,False
427,NOLC1,highest_train_expression,30299.11328125,True,False
428,GPSM3,highest_train_expression,30259.009765625,True,False
429,NDUFAF4,highest_train_expression,30244.318359375,True,False
430,PSMD6,highest_train_expression,30242.62890625,True,False
431,STIP1,highest_train_expression,30208.3125,True,False
432,LIMS1,highest_train_expression,30193.79296875,True,False
433,CHD4,highest_train_expression,30193.5234375,True,False
434,CHD1,highest_train_expression,30063.23828125,True,False
435,ARID3A,highest_train_expression,30061.7421875,True,False
436,ARF4,highest_train_expression,30046.767578125,True,False
437,TSC22D1,highest_train_expression,29951.548828125,True,False
438,BAG1,highest_train_expression,29924.353515625,True,False
439,CKS1B,highest_train_expression,29876.18359375,True,False
440,LBR,highest_train_expression,29872.935546875,True,False
441,CCDC28B,highest_train_expression,29838.400390625,True,False
442,SERPINF1,highest_train_expression,29648.4609375,True,False
443,GDI2,highest_train_expression,29642.5625,True,False
444,YY1,highest_train_expression,29588.556640625,True,False
445,DCTN3,highest_train_expression,29556.716796875,True,False
446,MTPN,highest_train_expression,29487.248046875,True,False
447,SMC4,highest_train_expression,29475.880859375,True,False
448,EGFL7,highest_train_expression,29457.509765625,True,False
449,DHX9,highest_train_expression,29379.578125,True,False
450,HDDC3,highest_train_expression,29375.80078125,True,False
451,PCNA,highest_train_expression,29361.615234375,True,False
452,MRPL47,highest_train_expression,29266.01171875,True,False
453,MCM3,highest_train_expression,29263.279296875,True,False
454,SHMT2,highest_train_expression,29254.5859375,True,False
455,BCLAF1,highest_train_expression,29218.970703125,True,False
456,LARP1,highest_train_expression,29202.517578125,True,False
457,CPVL,highest_train_expression,29165.15625,True,False
458,ACTR3,highest_train_expression,29112.9296875,True,False
459,HES6,highest_train_expression,29061.396484375,True,False
460,AKIRIN1,highest_train_expression,28979.41015625,True,False
461,MCFD2,highest_train_expression,28929.94921875,True,False
462,DNMT1,highest_train_expression,28871.498046875,True,False
463,KLF1,highest_train_expression,28567.810546875,True,False
464,SLC1A5,highest_train_expression,28557.51953125,True,False
465,GPANK1,highest_train_expression,28556.662109375,True,False
466,CHMP4B,highest_train_expression,28526.36328125,True,False
467,PAK1IP1,highest_train_expression,28485.80078125,True,False
468,MZT1,highest_train_expression,28370.12109375,True,False
469,TGFB1,highest_train_expression,28352.4296875,True,False
470,TMPO,highest_train_expression,28316.091796875,True,False
471,TMEM123,highest_train_expression,28304.578125,True,False
472,RALA,highest_train_expression,28134.765625,True,False
473,RNF181,highest_train_expression,28049.958984375,True,False
474,PYCARD,highest_train_expression,27970.03515625,True,False
475,MPC2,highest_train_expression,27875.126953125,True,False
476,ALG5,highest_train_expression,27873.9140625,True,False
477,POLR3H,highest_train_expression,27822.697265625,True,False
478,CFD,highest_train_expression,27807.439453125,True,False
479,XPO1,highest_train_expression,27748.373046875,True,False
480,DHRS4L2,highest_train_expression,27741.06640625,True,False
481,PLP2,highest_train_expression,27719.521484375,True,False
482,SCAF11,highest_train_expression,27711.548828125,True,False
483,EIF4G1,highest_train_expression,27697.89453125,True,False
484,ASRGL1,highest_train_expression,27619.30078125,True,False
485,SMARCA5,highest_train_expression,27479.560546875,True,False
486,SLC25A37,highest_train_expression,27474.166015625,True,False
487,BEX2,highest_train_expression,27469.46875,True,False
488,FAM89A,highest_train_expression,27458.205078125,True,False
489,TSPAN13,highest_train_expression,27390.369140625,True,False
490,SDF4,highest_train_expression,27340.9296875,True,False
491,SLC43A3,highest_train_expression,27335.36328125,True,False
492,RPN1,highest_train_expression,27315.27734375,True,False
493,FCER1G,highest_train_expression,27304.01171875,True,False
494,HERPUD1,highest_train_expression,27195.857421875,True,False
495,HINT2,highest_train_expression,27173.7109375,True,False
496,LYAR,highest_train_expression,27153.76171875,True,False
497,PLD3,highest_train_expression,27084.29296875,True,False
498,UBE2T,highest_train_expression,27081.98828125,True,False
499,RPP25L,highest_train_expression,27056.96875,True,False
500,MCM7,highest_train_expression,27050.6875,True,False
501,BRD2,highest_train_expression,26986.8203125,True,False
502,HBQ1,highest_train_expression,26965.498046875,True,False
503,GINS2,highest_train_expression,26946.85546875,True,False
504,CCDC34,highest_train_expression,26844.20703125,True,False
