e176_global_target_rank,panel_id,panel_target_rank,ensembl_core,perturbed_gene_name,n_identity_complete_guides,eligible_guide_ids,expression_axis_id_unique,expression_axis_gene_name,target_name_matches_expression_axis,expression_axis_name_unique,scgpt_token,in_scgpt_vocabulary,eligible_target,target_selection_sha256,column_unseen_sha256,e176_selection_sha256,e176_column_unseen_sha256,target_stratum,e176_calibration_sha256,heldout_donor_partition,perturbation_support_contexts_pretruth,excluded_all_e168_e170_e172_e174_targets,selection_used_expression_effect_error_or_prior_outcome
411,H03,11,ENSG00000179085,DPM3,2,DPM3-1+DPM3-2,True,DPM3,True,True,DPM3,True,True,34233b6f6e961b7898b40ae8e1126cc6948f588696b92ee9e6a58a8beef9104f,3c211411a4abf28d7c1dbc806544ba550ef813612feec2b25a7af045b59d6ab3,23a849f77f7f57bae3439f1f9499059e600a2411ca707a4a26dabfebd806f46e,deba9b6243318846cd3fa6b121d615ec0e75073e27c1b913dcc3af227f73ace5,DONOR_UNSEEN_ONLY,6561b5ef8e7cc9d025062f309435147883fb4b417f5bc8d7678b8cb308317f5f,EVALUATION_80PCT,6,True,False
412,H03,12,ENSG00000176619,LMNB2,2,LMNB2-1+LMNB2-2,True,LMNB2,True,True,LMNB2,True,True,55ee51ac2ebda54d41b49825cff9fa3ca62d31b9f8e3b1a77c0e776b0dc61f79,2a7782567d5de21c6b22d3ad96dd8da986b868a567bc9799378a11c38198d8f2,23af12ee528080bcca2868f3f5a135e15ad4d6fbd7e12eeba42b24316dcb6516,02bbb891bfaf3a104935dcd197f543a11adeee1ea94169672054af9454107c0a,COLUMN_UNSEEN,533c22b457be1e14b3f807a966b845d021c32b958fbd3321ee1292a6edcb70d6,EVALUATION_80PCT,0,True,False
413,H03,13,ENSG00000120318,ARAP3,2,ARAP3-1+ARAP3-2,True,ARAP3,True,True,ARAP3,True,True,34fe131e30d3c2daa21996d0c7b9d02662de62d617bdebbdaedda09995dc55e8,fd22a5fd685d8a3aac3408516e9a7e362f36d1bd0f9cf77caa785c3e4690cd67,23b946d30b75302a796ecb2cb152041673599f246fc3084a34c24cd9fe7d11d8,ea10bde3c1aedd8a6bab1a01b594142f5f44e7822b23001b6fe4b2ce245bb9ce,DONOR_UNSEEN_ONLY,65b953d3ec4b5559c508746f1f581e766ee43675e2008bfdd70ee86f275586eb,EVALUATION_80PCT,6,True,False
414,H03,14,ENSG00000271447,MMP28,2,MMP28-1+MMP28-2,True,MMP28,True,True,MMP28,True,True,a9b32369fcffce319caa35797cb0d552106d258d90c56ef4b84f5d111524e7a9,1a54b5a0c741a46f3f30cab99f9cacfe4fc0b0af0cb8b750e20415ce3b80b45a,242a87f2205cb0afd7e9b1c244bb00ccc6ee41e3eb319f9197e0bc8e899aa491,119ab3253381a2fceab1b775f9df38578be6f93c80654fbf590161f364d5fd61,COLUMN_UNSEEN,4ab163db5c4f13a774c2059000983e3415140c824c242be46c78b40bcc61c4dd,EVALUATION_80PCT,0,True,False
415,H03,15,ENSG00000101997,CCDC22,2,CCDC22-1+CCDC22-2,True,CCDC22,True,True,CCDC22,True,True,b5a7c0f71338326fa8bf17e7c7243a6842a86b76da2a347f8b91053551b1aab1,1d91f13de9ad95208a32326e3b0f1ff25abef4a93afa8d1ae8db3291c6d1479b,243206d9c3af5660176e267df1711911d24236416c9be817747911fb2f44e6a5,47300f17c4d8469edb171009d7a7e6d166b83f47a657ba6e40fcfe8004119169,DONOR_UNSEEN_ONLY,94bbe8de4d823277c4f9bd492779fc9140561793a0de6d4bf0a55bf02dca1d26,EVALUATION_80PCT,6,True,False
416,H03,16,ENSG00000168267,PTF1A,2,PTF1A-1+PTF1A-2,True,PTF1A,True,True,PTF1A,True,True,862006054a433f8d2cada819f24d18a48bd9eab43ab87616ffeea596e75c374a,fe01e406ac7047f98d04f9e718c8d475927c6c240b8cb8b730d87740769993be,2432432df5606e42b8312b6d34a9295da81b24a066f680c19391e9a761c76f85,0b534664260214d6eecdef738c38e4f981ac9088851603423109c205dd0bc138,COLUMN_UNSEEN,ba82cf9cc3a31f52403fe0c580fb50dd7fd62fe4cef1e32fd075f0e4b007f5a4,EVALUATION_80PCT,0,True,False
417,H03,17,ENSG00000066322,ELOVL1,2,ELOVL1-1+ELOVL1-2,True,ELOVL1,True,True,ELOVL1,True,True,6c693b10ed57b2b67c843bc9008434bbdb27d2eb73779e85ee31dedff2a28fa0,19072eb56ca49b49e75a628e0f601bd9b97ce9d6dd8dec4c2c9b86d1474d3316,246b880359cb08771a72033772348ae8e5f85db0ba2603c11bb6f9bb512c04bf,6f3f577cb6eb784619793e7f543dcb465e2fae35252773bc6163fc199bd34f90,DONOR_UNSEEN_ONLY,09c228869a8d52635203478a678852da50149720e92262318b0334158bd32cca,CALIBRATION_20PCT,6,True,False
418,H03,18,ENSG00000188211,NCR3LG1,2,NCR3LG1-1+NCR3LG1-2,True,NCR3LG1,True,True,NCR3LG1,True,True,b1cc28355e03adbf47186f61036676228d9f08997e5631ecc550fc3afd9e657c,fe1f895e5a0c91b3c4a315be3472aa7dd990705f439c2f92f703d3f0abc4678d,247144eb8eb0761447a4c3c23b386850a18cca4252c8e962e11cbbe0da45dbe2,3138e83c249748908c0400943e80d35103cae221d182c038ccba214433b49848,COLUMN_UNSEEN,e4f40946e5496ad814d6b09b69f69a3f98f03fb48032aa54ce7bb0bf5baccc36,EVALUATION_80PCT,0,True,False
419,H03,19,ENSG00000152818,UTRN,2,UTRN-1+UTRN-2,True,UTRN,True,True,UTRN,True,True,15c69df8d6f6b094b67a0b308c0e87087d46f5d5b2d6d57e74b056e2e3440cd1,f23142ed9c681aa9078441c5464fe7a94d3d254a14ed406a6e156656666d5318,248d47323bc460ad0a7cf8c6ddae95af90335cf7b1766298c4942b6fc1d47d20,940bf1f547592a9d8b77c99b252b06ecbd3ed5cac7f62d3c5f15551fa44a6266,DONOR_UNSEEN_ONLY,41f9ad24fd07abe8d930eee9956d35195457a9199ab86c36c156b37cdc0830d5,EVALUATION_80PCT,6,True,False
420,H03,20,ENSG00000166428,PLD4,2,PLD4-1+PLD4-2,True,PLD4,True,True,PLD4,True,True,3d7273b5df700223c85030155cb070dd07de9933129264ff3e0c82d73979de45,a8e5a90bcde26eef787a5b4676dfa8808eee886040d619cb8df02740eb152036,249091adfd389e9b594fde7fa9a8dd79bbe945ff99387075bc8dd30d1bf3ce12,9c0a9384c89a91a0f2dde2f290676511489bc51f9081b9355efabda65cce5363,DONOR_UNSEEN_ONLY,569ebe3b68f09e8d539dfc27eb631a952a0c8ced838f725dd0a6516a2715fd60,EVALUATION_80PCT,6,True,False
421,H03,21,ENSG00000162630,B3GALT2,2,B3GALT2-1+B3GALT2-2,True,B3GALT2,True,True,B3GALT2,True,True,99d30ce8f770a1753973d7ba57565c07a62b317e03b713ccaa00d3db9c534150,9cbb26d0b09e76e1a3970979148d8a77abcf5d74aaca28caa22fa7bc0dd76297,24a133d5326a2f99b9937d6b07ba35b03df01288c975610dd3d90adf0f41f1b2,4b87efc4887c3cef3181d2a5604a75a9ba6d2d2d8db3cd2f2e57b502abf5d4ea,DONOR_UNSEEN_ONLY,1e6fe100a89bf7b430038ea2d1d9ae87c087bcce950752bc7dc2c0834a90595d,CALIBRATION_20PCT,6,True,False
422,H03,22,ENSG00000141504,SAT2,2,SAT2-1+SAT2-2,True,SAT2,True,True,SAT2,True,True,52ca55983df903635005a3f130c1d47bce5405260c289b71cf058111114c327f,32f0c78e1d8ed668f18c1329282764ff08f454a6398141bab4c8e5021755dfa8,24a2bb83775cdd480618d36f1a4c325a4812d213a9b3a0ddf9b86a1873426c64,cd20beffc94284a38c43c4b3e99952f22c6c8974ff5fc722e3c12c82c0e881d5,DONOR_UNSEEN_ONLY,0a8a2bf66c9ca07bd9cebea161864254d323f86e00f450143eddce3c9fa83032,CALIBRATION_20PCT,6,True,False
423,H03,23,ENSG00000205649,HTN3,2,HTN3-1+HTN3-2,True,HTN3,True,True,HTN3,True,True,ed030c576037a0f876e7946f0140f1870dac0fed19252a9fc53b36aa7714c93a,d8bd4399b9c22adf2febb7c6344478bfd30595a6427bd82e9a9b3dcb8dd6d248,24a4604e58cb37053bb0295f7752ad4c1be85362f44653f71499b28c76205815,164cfa670df61beae9ba7336d89ed803f94e9a5c0dd4dcf481b1446c9e65933e,COLUMN_UNSEEN,827464522401c35dc5890468bd08384cd9432e3bc9651905aba200e59bc113af,EVALUATION_80PCT,0,True,False
424,H03,24,ENSG00000115274,INO80B,2,INO80B-1+INO80B-2,True,INO80B,True,True,INO80B,True,True,401b3ec10920fce7c5b8c65531182ad971a6990404c82185718a262cbb728441,20bdce845d4abc2e14e0ec67dfda838b8b71b3244269f3d4a97ffdc6b1ebb94c,24b0e348d7ca49517c777fbbab44dc10424b288c3da7f61e647a572999a1b958,5b96f3f7f01f3d9aea64339c08541e024e5c7e73d8d8d9789195d703aeec4383,DONOR_UNSEEN_ONLY,604586c0ef34d59247c640c126c6d476f28b1a3012e5ebe2f29ac9525ed563ac,EVALUATION_80PCT,6,True,False
425,H03,25,ENSG00000105726,ATP13A1,2,ATP13A1-1+ATP13A1-2,True,ATP13A1,True,True,ATP13A1,True,True,b8c9678d7435600734c13adfb7db23b6be6d83c505ab19a4ef3ab886203473eb,7a880932e493030f8b4f319d7fc695a3b423a7abfb6c6e5424982dce749a5727,24b866d81a468d4b9b3ca5a4045ee0feec49b55ea578e32b8bd56b3c64af6467,96cb5bc15319dff2af71c55aff4984c2fe2b9b6660a2f1dc6f3790084f5a41d3,DONOR_UNSEEN_ONLY,71195dd8d6fb51f79af3139df58d7918c33d64802f97c9e291c07f70cddec905,EVALUATION_80PCT,6,True,False
426,H03,26,ENSG00000147471,PLPBP,2,PLPBP-1+PLPBP-2,True,PLPBP,True,True,PLPBP,True,True,2c44caad316feee08123bb732f66c17432be9415b3a0820a829cbb40c8db4f45,c60d853b9dd31cb76b1d4e046cbc29d706c4211fe7b259d0447f69857449750e,24d8c6fb66ef248d55393466262c68993064777da6ec60df164fbd104af262cd,f208d30d68a48acd2c3795346b9db99ac388d96a494f22d661741ae9358dd129,DONOR_UNSEEN_ONLY,93274fce330e3a81059be352d58eba07278a420e3a6146ec2366e14b59590dd7,EVALUATION_80PCT,6,True,False
427,H03,27,ENSG00000003436,TFPI,2,TFPI-1+TFPI-2,True,TFPI,True,True,TFPI,True,True,7999d2b36310ba34ac80d6d3c75a9f2cc623a5b3cee98efeba27e248beb57548,8f0c50901a2ae8a97e4fb29d5bfcc8ecc6adc15097ce07a05815f3ae3bd468ac,24e1ff0330c0263d577e6d2b508eff8d5609a13e362e45967088e39122e79e8f,3ea495630a273141024b77877c8b89d44ec0a16520f8a524a101ef422066fcb3,DONOR_UNSEEN_ONLY,27febf3bc442b406c34542da676765b2295c7dd3bb1cf788a9bd2d8edddcf1b3,EVALUATION_80PCT,6,True,False
428,H03,28,ENSG00000104660,LEPROTL1,2,LEPROTL1-1+LEPROTL1-2,True,LEPROTL1,True,True,LEPROTL1,True,True,26d5992cfb7e03a24cda8900320d402458b53ae44331d99cc9d3fbd6b8349cdd,179e604bfaa17aa3f046801c1b5680cf56aa80db9b4d6570daa65d95cfae68d1,24fb07f8999fcc92f720024ade0c331e4bb13fab15f6fee8e27c4d99d6897ce1,9203098aba4226cfa2ecd2e6b7e23e0cf6f502b3131aca3acca7c03f17ef9280,DONOR_UNSEEN_ONLY,0b5e7d9cb05d728f0fe6c0b487e08630415b218f0ffc7271120256dc5a8cf182,CALIBRATION_20PCT,6,True,False
429,H03,29,ENSG00000138018,SELENOI,2,SELENOI-1+SELENOI-2,True,SELENOI,True,True,SELENOI,True,True,b4ea22aebff93cf0e140b47881348aa783c37961941accead613fe8fa2e2e82a,f1c59e82276a6cbeb0ceaf09a8e8b8d1ac4ba6c12152dbfe938afdf053d4818f,24fd86a478737142e28d78c40049cb7058fb88918a637b9e20fa68f59f7f87f4,4c7da8b2986b49f54cc514ad6143b756df0a90f6bdbfe20a074e838fbb4c9a26,DONOR_UNSEEN_ONLY,817c15bae544bc469e156ef962bbe83e1a7ad491d7b358b43bfd7f5b5065ffda,EVALUATION_80PCT,6,True,False
430,H03,30,ENSG00000140854,KATNB1,2,KATNB1-1+KATNB1-2,True,KATNB1,True,True,KATNB1,True,True,eeaaac545c30271757858a928773533557e12ad03b6624b09bae655f4a19ead6,4875cf852e6dbfc25e80a6b610e8a1f992e5ab7311ea2087c2886e50dca876e5,251b841f26abc0a6d5fb0692a1ea817c597fb81fc2382b33569568c93b06bc46,b3cb8041429f6c6adc911d79e08d719e96b5b775f257689f6367ebca49fefc7a,DONOR_UNSEEN_ONLY,c44b323cb73c19c47f183ff7be8fadc1e415bf1bd7e9e72bb662ab032ed19eb7,EVALUATION_80PCT,6,True,False
431,H03,31,ENSG00000153066,TXNDC11,2,TXNDC11-1+TXNDC11-2,True,TXNDC11,True,True,TXNDC11,True,True,3a7d5c3f1e37373666cbf0412dabb02cf130227aaa2ed6cbf7d421a465aae2ef,c5ce28b00f679ad729a0d66c3665c6b0bd900e1f2ec238fddd14356fc6514ca9,2529858b92a1335f677218b3e3512c8418c667e6fa72299394e19113651d8791,13541c362eb5e3c236c67430da44fa903ece0fc1ee8db09c11de1de9beb5ecdc,COLUMN_UNSEEN,c45c38c9b4713034f30e78bfe1cde10a1c58a9f187ca479e4d3077e49c9258c3,EVALUATION_80PCT,0,True,False
432,H03,32,ENSG00000204671,IL31,2,IL31-1+IL31-2,True,IL31,True,True,IL31,True,True,2776e0c7eaa15bba36083944e486a1f8319a58a02131251193d7b79bf90b9847,1f33b9a3a074cecfd810d1206e7dde5934ca4c837fd101d4457b261db8b23fe2,253f34d98590d26574fee49587093015239f63a4c5de1599de7986b96d34ee2d,ee69b5106b8a452fc6d624837f4305dfcd3145ee97eee3962f87ce184abc2659,DONOR_UNSEEN_ONLY,8bff91d87c1ec108521338f61a8c8dc01f7c6efff6ffcfeec592576fa0d60a15,EVALUATION_80PCT,6,True,False
433,H03,33,ENSG00000150433,TMEM218,2,TMEM218-1+TMEM218-2,True,TMEM218,True,True,TMEM218,True,True,f442145d7d4dec0cf6ba511c0feb3dc3697e89da6d61ac08e655c3894ee27bc1,13a233bdfca8b73f9db8925457d6ac0ce60f948e47efffe6b5b043f964e7160b,2543687c7b590427ea04496dc6b5694bb0cc067ad5685a889cb7c9557476e758,357a2663900412122f5ab9594eb7d343097f7226725a7521cab3d32a752c4abd,COLUMN_UNSEEN,f3f2c893e19388a3c73a456c01323977a94fd3b35a52f55ce90d2f96d6840a39,EVALUATION_80PCT,0,True,False
434,H03,34,ENSG00000168214,RBPJ,2,RBPJ-1+RBPJ-2,True,RBPJ,True,True,RBPJ,True,True,8018dbe9c66633cf317893c35333b229753b7080bdf84afe2c259841a629438a,fc38a9915c64bcb6dab0f969f38edab7d1332ea08470ad96d8bb874a413138f3,25519d438bb307b4cabc7ea3d5a7b81911398e6b8a3ecb84ca913b3f5333584b,02eef5df7fbb6d1e773e6c9708fe0f7f5f9625d2cf1a0da45e61753af763357a,COLUMN_UNSEEN,5c9ef705d19a2bcc51fe1c29fd43572bde9f55ec527c07e2ebe1d40391336087,EVALUATION_80PCT,0,True,False
435,H03,35,ENSG00000186469,GNG2,2,GNG2-1+GNG2-2,True,GNG2,True,True,GNG2,True,True,93b6fc2c4f0085b1625ee05204662f2c13ebf1b4cca7a7bb283fd21f22e99f36,f19aba2a0a7b552f03fbda23e835703fb367ab6a4756cbd7ad7fd91143b6cdd6,256bee1cc7f506a674fc862473ca3f9af999b9c0f7b366538d43eec3dd1d74d6,9dc59132e5d4298657bf992def5ffd5b21c44d5998b5564d812ff59b0d418ec6,DONOR_UNSEEN_ONLY,34b66e7f5fae8febc552d7db6ee3cd2aac4e614caebd234ca80e704150c0756b,EVALUATION_80PCT,6,True,False
436,H03,36,ENSG00000121289,CEP89,2,CEP89-1+CEP89-2,True,CEP89,True,True,CEP89,True,True,fa9d778dcf653c03e020e759fe16b1122cc19798eff4ce06cfef2051d460d23f,770c180a7d52c76f9fa4e69c7d9000832ed7db9fdbf96937a796c04d8a9d6f1c,258b78939f38e7bf7086b44b0ebb3754e8a29870c9b0dd88851930a65473966c,e09c4ae062c06a8277c54df414734d586a5100e1c00bacf72137ff8710ce2350,DONOR_UNSEEN_ONLY,b6bd1d92a28cf2e1416ed919b7c63d87a26ccc084e45a65e59ee8a76b7b373c4,EVALUATION_80PCT,6,True,False
437,H03,37,ENSG00000126550,HTN1,2,HTN1-1+HTN1-2,True,HTN1,True,True,HTN1,True,True,b615ceb824f373572f3359c5711cd0b04c38d4da9716f2ab3845ae3b0cba7652,c55a79196abc6b1d7ede019d4216b1b7266dc5b6438a7c19dc4901e7d1e6bbc3,25ddb354ada691ae71fa581e6e83c99b704d165558c33a2318be4e35846a6a1a,f9b3008322902f8a382fe73a02b8ff36161d5da90c5b8439d289152bc8b4c86e,DONOR_UNSEEN_ONLY,ad68a2d762b287ac963478abecd0ba91bbb75e0cdcbf4ace499f56dd3b61fd52,EVALUATION_80PCT,6,True,False
438,H03,38,ENSG00000103194,USP10,2,USP10-1+USP10-2,True,USP10,True,True,USP10,True,True,94b2e03c5b756a9f3adf960872c93f618320f9546de5c8e3c28ca92b2a786261,42cf01aff4bda08394c61c924ca209f5ecaaa1ee0c2d98e36eaff6ff33d82093,25f58188f3f0046c2be871d6b4f9ccfe89b9515e5bc4c329e6f604c1bc6a6964,d49ed6cb5a30586ff636c751e15ae2009d63fa67b9f1c8156948694dc9d9fa9f,DONOR_UNSEEN_ONLY,2e7bbfad25e9d879caabd475a00ef6b78b43b723abdbc981b754bf45929db1e4,EVALUATION_80PCT,6,True,False
439,H03,39,ENSG00000168476,REEP4,2,REEP4-1+REEP4-2,True,REEP4,True,True,REEP4,True,True,4032d548f14a4e6da2f0e1f1b29f1dbecacacb80b655a6b16ff8fd61910562bc,e75620bf1127bda1c7788f44f8a1a8466a496d274d6948095bcf421c96d2d5f9,25f8e006f86d63d62598577fd71b7d5fdd5388e840d0171c6a9d4c919eac4368,03f7ac17611811db4b5383425a390fbe2631ce82acd5ecbae1efe71b07a9339f,COLUMN_UNSEEN,4f99cc5a6c52c54f448bcab3d894b729ebccaa58e5e948c571dc1482816c83eb,EVALUATION_80PCT,0,True,False
440,H03,40,ENSG00000110367,DDX6,2,DDX6-1+DDX6-2,True,DDX6,True,True,DDX6,True,True,8ef7ae820e7008ed60a9062e4b5fe82693be58d7719940c830c47a7fcf6a058d,4c9ffe46a4b7791b9a8dadcb7f0b0f73d811520732e30dd20ef249800be786ca,260b7297ddfb4eab17642eea4276ff783239fceb99c7e9072d95c981831c696d,5434823a262e4fd73bbf7c3417a1d9ece6d9129028b4379ab9b566c80907702a,DONOR_UNSEEN_ONLY,f4be9633d7165e10a968729c291d57ef0a97839f8764802113340b1b2130311d,EVALUATION_80PCT,6,True,False
441,H03,41,ENSG00000111530,CAND1,2,CAND1-1+CAND1-2,True,CAND1,True,True,CAND1,True,True,9e259aefbca103271aa7a74bd5c6f5ea128c9a69e464e586f5076df09ad3544b,90d65f363848be2131c9d107cab62eed70c92f1f680e2589b7310818ef44e543,2637aba75e90b303a10e58726f8dd14d5afa3d1e6cb8968465e0ee4cfb100a52,af9fbf372195e1940f88ba3a03af9d78e3ebc79dde1f1d5b3f4ca9627234b883,DONOR_UNSEEN_ONLY,3c96424b68f9530af3e373ed740c96b35656d050591d30909f9d304846f66642,EVALUATION_80PCT,6,True,False
442,H03,42,ENSG00000187193,MT1X,2,MT1X-1+MT1X-2,True,MT1X,True,True,MT1X,True,True,d44d9faf19f573e8113fdc225c525de75eefd8544a3bc28e200b648c82d0f869,8b22e42c75100d5cc3cb17485ab185b271da3d4e729cfc45917472e58a8eb039,26390e616ff34bd1f31b5673365cd5d9e55ed71a69365610e55cf25b13a54696,98956bcd5fc99bc8fec0c9cc1d573dfcfd9b861016aac9e5c19e12be007dd50b,DONOR_UNSEEN_ONLY,bb06a6d073dbaea77793eb43db42fe6740b9f85bd459b1adb2d393b8884dd92d,EVALUATION_80PCT,6,True,False
443,H03,43,ENSG00000213699,SLC35F6,2,SLC35F6-1+SLC35F6-2,True,SLC35F6,True,True,SLC35F6,True,True,5597285d44155869d779b1c160dccf019f4f65c75aca140e9a1f286e0a2e14d4,4efcf5089ce472dcc9812df9421e5b3dab0128ad02fa8c4ee76f2d8ad63751d1,265bf6b0396ddb49cccaa2e20c479a7592ffc4f424b3455ffc4dd8eec504ec60,9ff06823028d48a935c343f1058ee2eb2f536c8bd33c90702e900bd90dd7f0bd,DONOR_UNSEEN_ONLY,0281e4cb75bb71aa9ae49381a806620a5c0001c524bee8f7d886ae750a4a4471,CALIBRATION_20PCT,6,True,False
