dataset,modality,fold_id,heldout_context,source_contexts,split,setting,context,cell_line,perturbation,n_cells,perturbation_seen_in_training,context_seen_in_training,selected_without_expression_values,in_train_fraction_25,in_train_fraction_50,in_train_fraction_75,in_train_fraction_100
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,MRPL54,55,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_and_perturbation_unseen,HepG2,HepG2,MTG2,86,False,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,IGBP1,61,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,ESF1,165,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,ACTR2,79,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,DRAP1,52,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,MPHOSPH6,83,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,TTC1,76,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,TACC3,68,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,CCNC,52,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,ORC6,52,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,EXOC5,64,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_and_perturbation_unseen,HepG2,HepG2,LAMTOR1,126,False,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,USP14,93,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,TGS1,55,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_and_perturbation_unseen,HepG2,HepG2,WDR74,79,False,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,DYNLL2,81,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,DNAJC19,52,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,RPL37A,76,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,PIAS1,50,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,CNOT10,86,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,DDX1,55,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,GTF2F2,76,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_and_perturbation_unseen,HepG2,HepG2,SMARCB1,81,False,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,NPLOC4,54,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,WDR75,50,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,LSG1,83,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,EIF2B1,189,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,RPL7L1,56,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,BAP1,100,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,RHOQ,149,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_and_perturbation_unseen,HepG2,HepG2,TFAM,1213,False,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,SEC61A1,110,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,RSL1D1,166,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,RPL9,63,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,SRP54,118,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,RPS13,148,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,ADAM10,161,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,FCF1,65,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,SART3,355,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,IST1,52,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,ABCF1,96,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_and_perturbation_unseen,HepG2,HepG2,TUBGCP2,64,False,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,TAF8,68,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_and_perturbation_unseen,HepG2,HepG2,SIRT7,242,False,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,KIF18B,80,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,RNGTT,51,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,MICOS10,56,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,MED11,90,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,TAZ,50,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,POLRMT,65,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_and_perturbation_unseen,HepG2,HepG2,RCL1,109,False,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,CDIPT,54,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,EXOSC7,55,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,PFN1,74,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,MRPL24,61,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,DBR1,76,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_and_perturbation_unseen,HepG2,HepG2,ELP3,102,False,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,DNTTIP2,55,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,ATP11B,62,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_and_perturbation_unseen,HepG2,HepG2,C17orf58,56,False,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,ELL,232,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,NOL11,58,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_and_perturbation_unseen,HepG2,HepG2,COPZ1,55,False,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,DDX51,147,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,RPP14,73,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,CSNK2B,111,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,context_unseen,HepG2,HepG2,TAF10,50,True,False,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,GON4L,101,True,True,True,False,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,SKA3,93,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,YRDC,226,True,True,True,False,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,DNAJC17,79,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,PPIA,140,True,True,True,True,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,UBE2L3,101,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,CCT4,60,True,True,True,True,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,GNB1L,139,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,DHX37,134,True,True,True,False,True,False,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,NAA38,52,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,NAA50,73,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,MRPL41,151,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,BPTF,62,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,MRPL38,131,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,MNAT1,145,True,True,True,False,False,False,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,RCCD1,59,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,COPS2,66,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,GINS1,238,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,WDR33,51,True,True,True,False,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,MKRN1,181,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,PNN,94,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,EHMT2,125,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,PPP6C,1186,True,True,True,False,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,ARMC7,168,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,RBM15,134,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,INO80C,188,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,LSM12,108,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,ENY2,102,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,MRPL54,156,True,True,True,False,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,perturbation_unseen,Jurkat,Jurkat,MTG2,182,False,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,IGBP1,72,True,True,True,True,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,ESF1,238,True,True,True,False,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,ACTR2,89,True,True,True,False,True,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,test,random_seen_pair,Jurkat,Jurkat,DRAP1,141,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,train,training_pair,Jurkat,Jurkat,MPHOSPH6,263,True,True,True,True,False,True,True
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,TTC1,173,True,True,True,False,False,False,False
Nadig_two_cellline,CRISPR_gene_knockout_cellline_shift,Nadig_cellline_holdout_1_HepG2,HepG2,Jurkat,val,validation_pair,Jurkat,Jurkat,TACC3,148,True,True,True,False,False,False,False
