e172_global_target_rank,panel_id,panel_target_rank,ensembl_core,perturbed_gene_name,n_identity_complete_guides,eligible_guide_ids,expression_axis_id_unique,expression_axis_gene_name,target_name_matches_expression_axis,expression_axis_name_unique,scgpt_token,in_scgpt_vocabulary,eligible_target,target_selection_sha256,column_unseen_sha256,e172_selection_sha256,e172_column_unseen_sha256,target_stratum,perturbation_support_contexts_pretruth,excluded_all_e168_and_e170_targets,selection_used_expression_abundance_effect_error_or_e171_validation
211,Q02,11,ENSG00000168092,PAFAH1B2,2,PAFAH1B2-1+PAFAH1B2-2,True,PAFAH1B2,True,True,PAFAH1B2,True,True,e63928dc4a4647a83d7fd10370d5bd8210ab36f213defdc0738d6e57ce34f230,947d326c377f864a3b7d9f09d6d3b69eb8cf34532954fcc680cc0e776e41b7ae,0bef501752f95df7f18ebaa6a6bdd934eef3ffdc55b86cd9a08f05da703c4cab,bfff3685708a4be7224145188c84d9b86d523349a86d33dbd58e21449beae94b,DONOR_UNSEEN_ONLY,6,True,False
212,Q02,12,ENSG00000151414,NEK7,2,NEK7-1+NEK7-2,True,NEK7,True,True,NEK7,True,True,298000654308df0d6e82c3c6e79790e388c794aadb5364e9125263454b091517,04319ec8da303262367e86aa5077d9c6f713d09b49595455b9cbaf4aed3c5b87,0bf9c03d7e6c4151c50f5021e5fc56f873ba3cb1687986434a64f4f85b4a76cd,79961a478b942665a047a118e76be9cf7e91f8189a41bb11e6dab7cefb12ce8b,DONOR_UNSEEN_ONLY,6,True,False
213,Q02,13,ENSG00000173585,CCR9,2,CCR9-1+CCR9-2,True,CCR9,True,True,CCR9,True,True,a06a81fedff93cb272e17996e93a4794e608c98fd523e73a0b49a62cc2d08bb5,d48ac2bfbd945cbda888c4f8dab0a58c6bea431d1bb73cc5e93e6e9da854301f,0c13b55b43f1705f9aa01cf1f1f65bea6e1a021450b7d2a116950a6353124add,512d6d6449c1052997e221f4517e552fa3142f4bc075e33dd5be4985e21952f7,DONOR_UNSEEN_ONLY,6,True,False
214,Q02,14,ENSG00000198963,RORB,2,RORB-1+RORB-2,True,RORB,True,True,RORB,True,True,0e47459354c143694eabfc6a186f271d20c88ffbb58df737ff630627c0a1489b,230eb78bbb28e9011d7d3802271d23667cc60cf1f80bea991097114a5cb79b5d,0c23b48170394eb8e3a0688d7b01512a7df069827400d5adf04cf3e4cc8cae92,454d09ee03922be11226283c12327f36f787494ea6a35959790af1e9d8622ae7,DONOR_UNSEEN_ONLY,6,True,False
215,Q02,15,ENSG00000198521,ZNF43,2,ZNF43-1+ZNF43-2,True,ZNF43,True,True,ZNF43,True,True,f64e0a5c09e978399ec2f1983fdde9a868738ed69b521f7feed16da487647d86,978c287a928eb6964ce158748706ba5db3c2488b70331f04666b0c9b0069b41d,0c37e6319ffa89d7cdd317cd8c65534d262b8aad5ce31db208267ed28a965982,388cd1adc94e77064653f7e4e1ea3802c68f67b2079ac830a0695bf6c05d787e,COLUMN_UNSEEN,0,True,False
216,Q02,16,ENSG00000159231,CBR3,2,CBR3-1+CBR3-2,True,CBR3,True,True,CBR3,True,True,9515c0abba1aba83e04087d0c93887e27667e5b4d0902f3ef9e0732cdd24c044,6d47be85ae9bc7fd45566c4dbb2f56ec7762e17fc2d726a9b112d958750995af,0c3ea83cf7f0d01aad7d3b27a4a04763bdfd4395662a330b8e0881a444a96503,3aa3bd54a7a29f5c826a265476c4e6c3a315dd88e6d621b2fd2f24ffe5802a23,COLUMN_UNSEEN,0,True,False
217,Q02,17,ENSG00000175893,ZDHHC21,2,ZDHHC21-1+ZDHHC21-2,True,ZDHHC21,True,True,ZDHHC21,True,True,24c67e227e456b14e64a6d408882fe342c628e05fdaeee8d9cb8b78befa01daa,042823dfbd098a69c76630be02f2e9498a61f43628eb8c79e4ab29ac663009ec,0c40237f7bef57a4391dad12bd3ab9241b879ee2fdbd9068a0f16688bcb4f028,aad43dfb0bbb4d5da0db4d75999aa95eb85fdd86b38a16cd0ddcda9dcc5b6dd9,DONOR_UNSEEN_ONLY,6,True,False
218,Q02,18,ENSG00000103876,FAH,2,FAH-1+FAH-2,True,FAH,True,True,FAH,True,True,9509547192fd93975ede7d346c6dc56bdba2cfdae452d5b1db3ece3d2d1f0974,fa7bf829d8526e1a7418a8f14e2e77cd08a25978365014e3dff55cac26a1f087,0c46052cf38c8de934780724cdf9589ce21c60e98a3390c8cc6e308a155d0975,5fdc843486860625fe282703e72c1d17d206a7a4a7dfd526cb167fc40f830682,DONOR_UNSEEN_ONLY,6,True,False
219,Q02,19,ENSG00000100288,CHKB,2,CHKB-1+CHKB-2,True,CHKB,True,True,CHKB,True,True,d1bf458007ac533eec0d0d81137c9ec15d16636d6ee22f3c21888b454dc828df,46d9fb83835f1c992f7970b7c05df338a2c6002e4125d2d06999c306cf1c7ad3,0c4a5254aa87a17b9c079b4cfd220306efd0839ad3a4bee8654c08b8f87c3d4d,01e090f562ceb0458de1aad09c68258872bbe7639a765db563cdf83bc1a72ead,COLUMN_UNSEEN,0,True,False
220,Q02,20,ENSG00000003987,MTMR7,2,MTMR7-1+MTMR7-2,True,MTMR7,True,True,MTMR7,True,True,124240e2ed46a3bd9b46b013e653799794664caf1970c41dc3850d8bab8aeb0c,8a99b0637ec08a41690551467e72ec2ca491345f55651547577dd38e60b8c665,0c556f8276c4af482255b94166ebf88ba00e243bdd0827df92ab15ead1f1c8f5,cfc5e1fcef854ceeb9ad15ddfb232bf5d0645d31e5e04ab60f313e182ec99bce,DONOR_UNSEEN_ONLY,6,True,False
221,Q02,21,ENSG00000137871,ZNF280D,2,ZNF280D-1+ZNF280D-2,True,ZNF280D,True,True,ZNF280D,True,True,bd73d679f37069124eb5fd6a56f59d4d45d3c17a89a2d4376d3440848eba62b5,bb8a317e9053ac67986c9ac95cd4d92bbbf9b4c95e6ca8551073b76ed3951612,0c6a23ca14a481e255d69047f033ef00465b0e0ff2f48da786baa956d211b72e,c771139776c6eb4ba561fdeb54e135f4af1f051dddef4ed5f80d38d9086fa24a,DONOR_UNSEEN_ONLY,6,True,False
222,Q02,22,ENSG00000117010,ZNF684,2,ZNF684-1+ZNF684-2,True,ZNF684,True,True,ZNF684,True,True,f50e5a78b1f4c8d2f04cfd9d3b24943ac4a29a0f33089a655ab8263b0abacbae,32c0a5a4a97d71509b8eb0bd962eed206a9675cf0ae70e53545eaa2329087229,0c6f77d6306a0918fb99f6635951f259f5bab58b4a2d038e2e0346cd93139d49,e052bbfa0b4907203579bb0fba840022b0aadade01d1d139598f7ac2dc6b47ec,DONOR_UNSEEN_ONLY,6,True,False
223,Q02,23,ENSG00000196739,COL27A1,2,COL27A1-1+COL27A1-2,True,COL27A1,True,True,COL27A1,True,True,3854a9abc373235fdb68ab2ad801da8ab8a50bd92cd91ac23c4dc76dea8eedce,d6025fd3843c0c47e01326ecc5f266e5160a49675f6ee7bd48bb315ae7a5f637,0c7eebee21a09e488e400cb5e80b219a54257108d068bf8ea5bffd7c9a7ff481,da2df01ba091345cad23311b56f75a2b336c089f53cf29e4d8bce4a107104c33,DONOR_UNSEEN_ONLY,6,True,False
224,Q02,24,ENSG00000166592,RRAD,2,RRAD-1+RRAD-2,True,RRAD,True,True,RRAD,True,True,a9ad297ed0430915a646f84cbf30aae4844187eb0b9390b2262d979583451200,64b8a2955fbc58e4a9f27c73bea44e21c70c1597f09d64e00bdc8d40176d81c5,0c8f93d5e945339dbf6e48f5951af143889100dcbc76a37266de8f928c1932a5,72f2b3964f494fff147b8bdc4cb9b5ace83b07d4e237fae7d3c531aa9fab0d3e,DONOR_UNSEEN_ONLY,6,True,False
225,Q02,25,ENSG00000119574,ZBTB45,2,ZBTB45-1+ZBTB45-2,True,ZBTB45,True,True,ZBTB45,True,True,272762538a75aec2402db0ecde1271a2aa418ab7020854237fa1ef1e17e5774d,a0485516630fba309ec9732a46bf6f0ca01ca48d9581169b5c7210542638bcb0,0cb62dba0b78b0afd18d734583c36e0a5d1caff903cc70029ec8d0fba75e7c88,5429413993ff23d7c45d2ca2d60812940b563d954c9ece75f986409f4152cc0a,DONOR_UNSEEN_ONLY,6,True,False
226,Q02,26,ENSG00000181450,ZNF678,2,ZNF678-1+ZNF678-2,True,ZNF678,True,True,ZNF678,True,True,d5d1c622773742f8f4ac79841cc0a71038eee5e18cf8db63aee433d98adcd8dc,88c0da8f20f877d14ec9b9b6d1b236c91b90a37e3c2cd790b04f2cc64c11caf3,0ccb1990455800f63cb5c8f5c0f463eef032cd53cc283b2b2fb8eae3c858bb9e,b86b5a43edc7573a5c7a2f7470b60c7e47b2caddc878a886aabf95b6c5a1ea51,DONOR_UNSEEN_ONLY,6,True,False
227,Q02,27,ENSG00000088986,DYNLL1,2,DYNLL1-1+DYNLL1-2,True,DYNLL1,True,True,DYNLL1,True,True,3952678db81c3e20628d91d67d6d379d2fa3e68002bbc21074f5d80e2e60e015,7d72dd2474ed376c9f35a563d7e78e6bb4c2d2034a8df1327b97cd47d0c27b89,0cd87a5cda6c5ee21eeb5d7ae52a974c7b9a57463dcef913aa74654b6b7a7650,15ea2de6836ee5cb3baefbb78e9e7bb483c99fcbcb60b320a3ff002349359afd,COLUMN_UNSEEN,0,True,False
228,Q02,28,ENSG00000138685,FGF2,2,FGF2-1+FGF2-2,True,FGF2,True,True,FGF2,True,True,9691fe1b4812ebc74c1cf61a9151717788cd75ee7e9a28705cd27612861eb751,d227ee2d5d301c8cc912e2ada40842d6d2d4afefcac73a6250847ea18fbf0779,0cecba24407b1241d462c02811cf71330f9d788adaf663423f782571c80c17c0,7083dca9e9026b2bdd67eccee7f97dcfca13938766176b8a723a70cead11aa99,DONOR_UNSEEN_ONLY,6,True,False
229,Q02,29,ENSG00000104611,SH2D4A,2,SH2D4A-1+SH2D4A-2,True,SH2D4A,True,True,SH2D4A,True,True,6e1b0139eb2e5b439e09ca22bfffa20c7a929fc216c66c0e3fd89c14f8b54a52,7bcef9b2875297398cc70dcc28f6c755e269c16c3ebb7b5a57a5f435f66174ee,0d028cc88bdbbc02504ab32670d1f62c149dcce05fc55a391a4f7d197f0f8ce0,b9cdc810bc92441ce72d7fb30c9234b8f0c4a776603d1b042f19c2ef7849e007,DONOR_UNSEEN_ONLY,6,True,False
230,Q02,30,ENSG00000145014,TMEM44,2,TMEM44-1+TMEM44-2,True,TMEM44,True,True,TMEM44,True,True,3e04522bdc39d4a7f3f1ae907e3d6c6eb4f5cae47183f08b3dea8494e9606070,bdeabd40228ee36bcd13ec68eb0ac3d52dbe6de3a4877fa2ff1918b820fdbff5,0d0dedaa5e571ced8a5406147897f14a0068f143ed2d9bf8779742f14dad4844,5a9c532d26f357eab2aa515a6142ebe796078f92037e298cf402b9d47a20001c,DONOR_UNSEEN_ONLY,6,True,False
231,Q02,31,ENSG00000103005,USB1,2,USB1-1+USB1-2,True,USB1,True,True,USB1,True,True,2c6036c6bdb4a8c8caa9ee43ef1bb876806400f46f9f691138dadf7ecf250420,d04c1c2329fb33ae14deb3bed7b1b5d5ebc620886f21a0b84effcc28eaa81dc0,0d1247689dff9ceec61c09313a2575f5eea66c8f87358a3207bdf2ca47eacb7e,d9a5d47175d5f247b42330f1eee3e74a6fe17df05c0d98c3c904bedb287783db,DONOR_UNSEEN_ONLY,6,True,False
232,Q02,32,ENSG00000105851,PIK3CG,2,PIK3CG-1+PIK3CG-2,True,PIK3CG,True,True,PIK3CG,True,True,a7debb4d01f9b52b175e44aa8da8d85ef3b00c4e93bfa8652bc71773cf387596,2f14f2936de66e71250033753f5f73d8bd81163a8a8bb101ace21edeb1676e98,0d3bb92da46fb9a9704efbcc6b47ad60a7994c3a6ac4adf73878094de3b462d9,f3e96d57c15bb764c3846b1268e88799e98dc3686ae6ee75b28e26eaafd36cce,DONOR_UNSEEN_ONLY,6,True,False
233,Q02,33,ENSG00000138443,ABI2,2,ABI2-1+ABI2-2,True,ABI2,True,True,ABI2,True,True,2abe58d22fe84c5a55b7365daaab5eeb2b25548495649fec4bce171a3d796a69,a69c0647f69b29dd6b8bbe260c8702ef6cf5c7457844d8cd264848077d4d114d,0d3c9b0714653eb79b86e5811e807a5fd1ac5a576c3a71c314e9e42744a65bc3,3891fd82e714b5374c182a36d80982b8473bbf46c74ab8193a26422d534faec2,COLUMN_UNSEEN,0,True,False
234,Q02,34,ENSG00000164087,POC1A,2,POC1A-1+POC1A-2,True,POC1A,True,True,POC1A,True,True,f5a622290c7a47425b6ed19d40d11260e79a3828eab5d7d82f3bf1bc93df1c69,585157e5735bdaeb6f88a830fb6f14624fe99222ad90b206debfd103fe093291,0d5e581f8ebc1f0ccb45fde20c1b607a2da41d5f08829fcca154dc7a36279fe6,5bda9581410fdb200eae129856cdc8533fac4ee9495ad09a2624d940f37d75e6,DONOR_UNSEEN_ONLY,6,True,False
235,Q02,35,ENSG00000023839,ABCC2,2,ABCC2-1+ABCC2-2,True,ABCC2,True,True,ABCC2,True,True,20fb4305b5d0400658d45273129c205b80c2144f9b45cdd58c62da9eb8519211,a4c8da81a97c1c9bc65f5c3adb7874e065f54e1712eca9e2bb892d037c153d3d,0d6a9716c68645762cb6c32bebb7453bf3be942532ac6dd1481c10ee5f1e5902,62a6845d1cd8d1acf9174cf185e44b141792c376d25723b76a9c51b29705c46d,DONOR_UNSEEN_ONLY,6,True,False
236,Q02,36,ENSG00000155592,ZKSCAN2,2,ZKSCAN2-1+ZKSCAN2-2,True,ZKSCAN2,True,True,ZKSCAN2,True,True,2813823da17e5aea402798fad57253d30ab0b6d5ffd1ff25a59fe01350cb3edd,f42f4b000344d1b526f47646ba045c1b740f91f1b427bb1f6812ea45709bd6cc,0d6ad3aa29de65e5869e1a40d121842eed543ea1754fa092bad9beb8c1fdd0aa,7ad8cc9b11d641d37b11ad45c33c6d1ff9803858fa0d279231e2034de73516dd,DONOR_UNSEEN_ONLY,6,True,False
237,Q02,37,ENSG00000100219,XBP1,2,XBP1-1+XBP1-2,True,XBP1,True,True,XBP1,True,True,d0a31076e87d13315fbad0d7c4315bf36011bc97e706da855397436b375f58c2,67b4454c793e439e5f683faa8baba33c58cb4211d2367cd9f2917e65104c2bed,0d8ec17507a9b56b879520f1df34e0fc9205243e50f14bf183735be523c14f6b,80663e7aca869d2a0dd58b350c786f2684298bc5048496bc095a7cbf8e4d7e3c,DONOR_UNSEEN_ONLY,6,True,False
238,Q02,38,ENSG00000140367,UBE2Q2,2,UBE2Q2-1+UBE2Q2-2,True,UBE2Q2,True,True,UBE2Q2,True,True,54fcc26bb5d58775935455015ce9f3403c2f0ba80f87b113f2452af4af14d161,67a3bcf5fb8537b04bd308cb8336877377cceaeb59102f7ae7ff2f3d005be493,0dc4ba40b48dae045672a6e20f08ef355c1e3f784f99ab2e16dfecd6805143d1,791d4b641652ac677506ca9eea3a63f5c2e76f071585f2b18be71cddd572d811,DONOR_UNSEEN_ONLY,6,True,False
239,Q02,39,ENSG00000115009,CCL20,2,CCL20-1+CCL20-2,True,CCL20,True,True,CCL20,True,True,d463d4bf4fda87f1b9890a8edcadd6ba86b58151f495735edd97b1116e062b21,d34ac661ba0b119089f1f42a8bf877cc9ce90e4edd2c05e3a66183ca2559bf0c,0dcdcda9ee822f10f395b31b3b55467228e66f2bf269e6147b008a3b43b5b944,975b54d5e4c7796b94d6ffbf8257af44ae6e11a97b5da9bfde47d7e4f1147555,DONOR_UNSEEN_ONLY,6,True,False
240,Q02,40,ENSG00000065882,TBC1D1,2,TBC1D1-1+TBC1D1-2,True,TBC1D1,True,True,TBC1D1,True,True,2f86501e4afa46895a18f28910ceb15546f4f6a6f2eae7690437557cf120542a,2666e1258cb41584e90893f4d744c90788658e342e680dea1c4a2dad7c01cb10,0de3fda83d72e1a9dc4ca5b96a3427eddb0452e70667b14273f8a463245bb186,d6fc2e5ae9b8d9cc5a260358f2e0310fccd223f05aca5d43dfa99ebee2d9e325,DONOR_UNSEEN_ONLY,6,True,False
241,Q02,41,ENSG00000123415,SMUG1,2,SMUG1-1+SMUG1-2,True,SMUG1,True,True,SMUG1,True,True,d75f34832034cb0d0c4142339e29803d9d6664dd083f99da973a4bb92aed2e03,63234689299f8acf9c240a3b8978741997ae8ec83d421aa764777e5760d96dbb,0ded4245a84b7a15dfeee65cf77b971b6603efe55ac90b26261f93746bbf5180,2195f49a3ed231a89a4d98e196f84a74e491da9a80cd26d4281733e2324e2301,COLUMN_UNSEEN,0,True,False
242,Q02,42,ENSG00000075426,FOSL2,2,FOSL2-1+FOSL2-2,True,FOSL2,True,True,FOSL2,True,True,79e120226659e310374594bc781ab251a47b078a133babc8c0c4d67b7c45fd08,ccdc9fad7097ffa33c1929e810374ec4bb1da6f74e6294c35625b111a530e564,0def358ee01b6a900fc88094c56334cf3f95cf8b9fb48b4c5acace8fab500365,808fe7e2778d5c550536900b09bbcf2a556bef61ea37463ad4b5b504889c3fea,DONOR_UNSEEN_ONLY,6,True,False
243,Q02,43,ENSG00000102471,NDFIP2,2,NDFIP2-1+NDFIP2-2,True,NDFIP2,True,True,NDFIP2,True,True,6f751c832f4e166492084ac9989136dcab1be07e40c418a4db7d370ff1c894e1,5d7c88429e9e9a58b3ac5470d813a0f6db52df7b1ec06d61e0094808afd63f61,0e2519480a9b1029adf1babcb17978681025cd54eb392dd856d24292ffe157a2,e12ee9d6ec39020ea1bfea159a7be2871db887336b5d035fc39516f16653541f,DONOR_UNSEEN_ONLY,6,True,False
244,Q02,44,ENSG00000177697,CD151,2,CD151-1+CD151-2,True,CD151,True,True,CD151,True,True,0bc51ebe3a5800eaf44beb7dc9ebb574f8c641d218f2f7c1f06e9003e807d360,a3d90ff771baa47726abaccad5209a0825cf7a02e310c070c81def75d5be59aa,0e3c1b86f71a62e4ec40d0ce4eb900a2600f5fc5892a5073865282c2af1a6f6a,6511869362e8cd20961f0e08842fc0670d858ae1f9bcdb6977b8b07b072875df,DONOR_UNSEEN_ONLY,6,True,False
245,Q02,45,ENSG00000139508,SLC46A3,2,SLC46A3-1+SLC46A3-2,True,SLC46A3,True,True,SLC46A3,True,True,cb92f961cb280ca1547ddb512151dbf423cd84b54ee14006b41967b14674fb4d,289c8e50f2f65ea0c2c9b9076364d49307054e92f7fec7cbab94a5a38f4e50e2,0e45fb8cf61aa1d6ee4bda8e9c9a1cf630c76e676c5a9bcf9784d98d8e8de4fc,0f1dab53e73e9563a2ccad341e870ff060475b7fed41af85a3d6e82bd4e53d42,COLUMN_UNSEEN,0,True,False
246,Q02,46,ENSG00000152332,UHMK1,2,UHMK1-1+UHMK1-2,True,UHMK1,True,True,UHMK1,True,True,09b882dfcdacfc835adad7faa399c017c46f08a65c262c40f8d8853babee3713,7129dc6c4dcf0274ca103fd39ac4de195f0aef2c1bc84530b4258dcfe732cd42,0e465a1f8acbe98860fd2025e29e6ec18aad55e5b10da4c44aaa77442fdafc8f,045ffb5b18cc03c728b89b0b3f11810129eb930d2c71ffb6e74bf2f6d160921b,COLUMN_UNSEEN,0,True,False
247,Q02,47,ENSG00000131089,ARHGEF9,2,ARHGEF9-1+ARHGEF9-2,True,ARHGEF9,True,True,ARHGEF9,True,True,cd33bfacb2abf7e4ca1349f4f232379fdc61000b19fe9595b766e21da24239ca,ca4056ac7747d8c706d7f26fca19c67d06c75f3896ccda005a616cb3fc982f70,0e9f5f17b4cbd1f6b8c4d7dbc14302ed894b54391d614d27c6ac0b2e425c5ccf,97cc32976f5d3080033e9de03ad372fdc3a6c1ecc1307c99c1c704dd3d350325,DONOR_UNSEEN_ONLY,6,True,False
248,Q02,48,ENSG00000142684,ZNF593,2,ZNF593-1+ZNF593-2,True,ZNF593,True,True,ZNF593,True,True,5c74f685c82ab4dcf1b51efd688b2b2f82439590b2bf7a6e80502d17456ca44a,66e7ee5ef77b8c8236f501cd8f7d6fc5466875c73a8b33b88636620394848bd8,0eb614659f40f7b32513d5f2828da9437c0cbebb69ffddf2c4036b5ce9ed5566,ae1e5cd1fae00cfefb9b08e47b9c8d12e8a8b536ffb4d63f3ecffb4ec9e57c4c,DONOR_UNSEEN_ONLY,6,True,False
249,Q02,49,ENSG00000095303,PTGS1,2,PTGS1-1+PTGS1-2,True,PTGS1,True,True,PTGS1,True,True,ceb98e5dc20ebff64e233f903ef08315a53fe53ee96dc52996e32ea178e76888,b9de51453b055fc97b830711fbfa965d57a8599a5d708a9ace2ff5a8e1911392,0ebb575e16e3c96638b64f7ea34ff73d70f346a69acd035210bcb15cfcb054d6,f76b5504f29910f39688241187a017995873ddeb329c4f7143d8282b9266132a,DONOR_UNSEEN_ONLY,6,True,False
250,Q02,50,ENSG00000182621,PLCB1,2,PLCB1-1+PLCB1-2,True,PLCB1,True,True,PLCB1,True,True,cdf735773ad4dab2f51f965000f29b3fc10e35996b69ea1235da31531efd89f0,062184cd5c2cdd71d182f9c05d93137adfa28a03c06756ddca5e67c0408e82c7,0ebb65cf97f79fafdcb2eec2d7e3a27efbcade3fd4ebc39a21fbb5a092130d01,61aaf21a04547bc881e2fbfb32f361a6f81dccd7e6e8e71859a9b825d7afb656,DONOR_UNSEEN_ONLY,6,True,False
251,Q02,51,ENSG00000124532,MRS2,2,MRS2-1+MRS2-2,True,MRS2,True,True,MRS2,True,True,42c6a4f59a74a43dfbe6c9f854551fdcf31c5bad1ad1557bffacf3544072cb7c,0e7e4b06d18718cee75c4074fee362aef0b3e2eed853729833571c1c7374880d,0ebdc4ffc5f4592ac3e51cd658b8333320edeb9c8ae667adfb8cd856b0e2cbbc,c5a152e84a84be91422c7e414f9a240230842901150cf402ec93dc6ed1bd024c,DONOR_UNSEEN_ONLY,6,True,False
252,Q02,52,ENSG00000204161,TMEM273,2,TMEM273-1+TMEM273-2,True,TMEM273,True,True,TMEM273,True,True,d31ba8226c5511908a3c8adafa0c1ce6cb77e668646bb509b038fb6b9a209e2a,ba4d41bd60e28b34eb550147010e3e09451d6b0bec55bb42272b9e08e9b3cf3a,0ee066210888f230be145c2720c91a4302318e74e5964d1b7e4e5f7d0ea3643d,bcdd5a652d4b581481cc755ab7bcf67c4f0ac2188a9727eaaf3d501a5331e852,DONOR_UNSEEN_ONLY,6,True,False
