panel_index,gene,selection_role,train_expression_sum,in_scgpt_vocab,uses_test_expression_effect_or_error
113,RPL39,highest_train_expression,306036.40625,True,False
114,RPL21,highest_train_expression,304407.125,True,False
115,RPL11,highest_train_expression,302207.4375,True,False
116,RPL14,highest_train_expression,293228.28125,True,False
117,RPL7,highest_train_expression,293115.59375,True,False
118,RPL10,highest_train_expression,292980.65625,True,False
119,RPL3,highest_train_expression,292960.59375,True,False
120,YBX1,highest_train_expression,292382.25,True,False
121,RPS6,highest_train_expression,288473.5625,True,False
122,RPS7,highest_train_expression,285654.34375,True,False
123,RPS4X,highest_train_expression,284984.3125,True,False
124,RPL7A,highest_train_expression,284304.96875,True,False
125,RPS5,highest_train_expression,279377.1875,True,False
126,RPL12,highest_train_expression,271433.625,True,False
127,RPL9,highest_train_expression,268355.28125,True,False
128,RPL10A,highest_train_expression,267249.5625,True,False
129,RPS9,highest_train_expression,265451.3125,True,False
130,TPT1,highest_train_expression,263055.34375,True,False
131,RPS24,highest_train_expression,258922.46875,True,False
132,PTMA,highest_train_expression,250067.796875,True,False
133,RANBP1,highest_train_expression,240717.640625,True,False
134,GAPDH,highest_train_expression,229519.78125,True,False
135,NACA,highest_train_expression,227862.6875,True,False
136,TUBA1B,highest_train_expression,218499.0,True,False
137,APOC1,highest_train_expression,197043.390625,True,False
138,HSPE1,highest_train_expression,194776.75,True,False
139,HSP90AB1,highest_train_expression,187289.015625,True,False
140,HMGB1,highest_train_expression,186764.171875,True,False
141,NPM1,highest_train_expression,184863.703125,True,False
142,EEF2,highest_train_expression,184490.015625,True,False
143,ACTB,highest_train_expression,184286.875,True,False
144,RAN,highest_train_expression,180272.34375,True,False
145,TMSB10,highest_train_expression,178945.375,True,False
146,GSTP1,highest_train_expression,177523.421875,True,False
147,CFL1,highest_train_expression,175167.78125,True,False
148,SDF2L1,highest_train_expression,172213.96875,True,False
149,PSMA7,highest_train_expression,172071.8125,True,False
150,HBZ,highest_train_expression,170493.859375,True,False
151,POMP,highest_train_expression,169659.984375,True,False
152,PRDX1,highest_train_expression,166202.390625,True,False
153,EIF1,highest_train_expression,162615.375,True,False
154,B2M,highest_train_expression,162022.8125,True,False
155,HBG2,highest_train_expression,161235.828125,True,False
156,TXN,highest_train_expression,160766.65625,True,False
157,HMGN2,highest_train_expression,158334.015625,True,False
158,OST4,highest_train_expression,157167.640625,True,False
159,ACTG1,highest_train_expression,155880.453125,True,False
160,ANP32B,highest_train_expression,154876.671875,True,False
161,UBB,highest_train_expression,151657.296875,True,False
162,PA2G4,highest_train_expression,150741.828125,True,False
163,BSG,highest_train_expression,150307.46875,True,False
164,SLIRP,highest_train_expression,145750.609375,True,False
165,CYCS,highest_train_expression,144008.78125,True,False
166,APOE,highest_train_expression,143936.546875,True,False
167,HSP90AA1,highest_train_expression,143689.34375,True,False
168,ATP6V1F,highest_train_expression,143225.171875,True,False
169,MYL6,highest_train_expression,142771.46875,True,False
170,GUK1,highest_train_expression,142561.703125,True,False
171,PFDN5,highest_train_expression,142105.640625,True,False
172,SNRPD1,highest_train_expression,141746.84375,True,False
173,ENO1,highest_train_expression,141373.171875,True,False
174,TUBB,highest_train_expression,141238.5,True,False
175,CD63,highest_train_expression,141115.171875,True,False
176,GYPC,highest_train_expression,139042.5,True,False
177,ALDOA,highest_train_expression,138927.1875,True,False
178,NME1,highest_train_expression,138638.71875,True,False
179,NME4,highest_train_expression,136352.78125,True,False
180,UBE2S,highest_train_expression,134308.75,True,False
181,STMN1,highest_train_expression,133154.4375,True,False
182,HMGB2,highest_train_expression,132858.234375,True,False
183,NUCKS1,highest_train_expression,132302.75,True,False
184,UBAC1,highest_train_expression,129684.5234375,True,False
185,EIF3E,highest_train_expression,128690.5625,True,False
186,CLIC1,highest_train_expression,127593.15625,True,False
187,CALM2,highest_train_expression,127165.765625,True,False
188,DYNLL1,highest_train_expression,126401.1875,True,False
189,LDHB,highest_train_expression,126197.171875,True,False
190,HSPD1,highest_train_expression,126131.859375,True,False
191,SON,highest_train_expression,125598.28125,True,False
192,C4orf48,highest_train_expression,123376.078125,True,False
193,SRM,highest_train_expression,123152.5703125,True,False
194,LAMTOR5,highest_train_expression,122841.8671875,True,False
195,CSTB,highest_train_expression,122689.2734375,True,False
196,PRAME,highest_train_expression,122090.78125,True,False
197,MTDH,highest_train_expression,121586.4296875,True,False
198,PRDX5,highest_train_expression,121089.3359375,True,False
199,DEK,highest_train_expression,120305.15625,True,False
200,PPP1R14A,highest_train_expression,120282.1796875,True,False
201,COX17,highest_train_expression,119838.3828125,True,False
202,NDUFC1,highest_train_expression,119822.1171875,True,False
203,ATP6V0B,highest_train_expression,119651.84375,True,False
204,MARCKSL1,highest_train_expression,117005.7109375,True,False
205,GYPB,highest_train_expression,116419.5625,True,False
206,SRSF2,highest_train_expression,116001.5234375,True,False
207,EIF3H,highest_train_expression,115408.2265625,True,False
208,PSMB2,highest_train_expression,115375.3203125,True,False
209,SNX3,highest_train_expression,114898.640625,True,False
210,PRDX6,highest_train_expression,113469.0859375,True,False
211,HSPB1,highest_train_expression,113459.890625,True,False
212,LAPTM4B,highest_train_expression,112836.9140625,True,False
213,NDUFC2,highest_train_expression,112043.7890625,True,False
214,PPA1,highest_train_expression,111964.078125,True,False
215,DDX1,highest_train_expression,109619.703125,True,False
216,CCNI,highest_train_expression,109384.5,True,False
217,PSMB1,highest_train_expression,108010.484375,True,False
218,SRRM2,highest_train_expression,107826.453125,True,False
219,DDX21,highest_train_expression,107036.7265625,True,False
220,ARPC1B,highest_train_expression,106176.125,True,False
221,PRDX2,highest_train_expression,104735.3203125,True,False
222,RBMX,highest_train_expression,104557.234375,True,False
223,MDH2,highest_train_expression,104465.15625,True,False
224,COMMD6,highest_train_expression,104167.2578125,True,False
225,SKP1,highest_train_expression,104157.5078125,True,False
226,ARPC3,highest_train_expression,104104.7265625,True,False
227,POLR2E,highest_train_expression,103847.0625,True,False
228,COMT,highest_train_expression,103763.1328125,True,False
229,HNRNPD,highest_train_expression,103607.21875,True,False
230,PITX1,highest_train_expression,103482.296875,True,False
231,EIF3I,highest_train_expression,103116.9609375,True,False
232,ARPC2,highest_train_expression,102889.2265625,True,False
233,PRR13,highest_train_expression,102487.375,True,False
234,DSCR8,highest_train_expression,101977.9453125,True,False
235,LY6E,highest_train_expression,101603.8671875,True,False
236,TNNT1,highest_train_expression,101148.703125,True,False
237,EIF1AX,highest_train_expression,100974.1875,True,False
238,HSPA8,highest_train_expression,100401.1328125,True,False
239,HNRNPDL,highest_train_expression,100322.6171875,True,False
240,SRSF7,highest_train_expression,99388.1015625,True,False
241,HNRNPM,highest_train_expression,99381.296875,True,False
242,PFDN2,highest_train_expression,99294.2734375,True,False
243,ENSA,highest_train_expression,99229.703125,True,False
244,RBM39,highest_train_expression,98588.8671875,True,False
245,CALR,highest_train_expression,98442.796875,True,False
246,PSMB7,highest_train_expression,98412.0625,True,False
247,EIF4EBP1,highest_train_expression,98048.90625,True,False
248,CACYBP,highest_train_expression,96714.953125,True,False
249,PHF19,highest_train_expression,96152.2109375,True,False
250,GYPA,highest_train_expression,95852.5234375,True,False
251,PSMA4,highest_train_expression,95772.765625,True,False
252,HNRNPAB,highest_train_expression,95590.84375,True,False
253,CMSS1,highest_train_expression,94738.8046875,True,False
254,PSMD8,highest_train_expression,94698.46875,True,False
255,PPDPF,highest_train_expression,94216.2890625,True,False
256,SSBP1,highest_train_expression,93751.765625,True,False
257,DBI,highest_train_expression,93241.1953125,True,False
258,TMCO1,highest_train_expression,92943.5859375,True,False
259,TUBA1C,highest_train_expression,92510.578125,True,False
260,SFPQ,highest_train_expression,92333.3359375,True,False
261,C4orf3,highest_train_expression,91406.578125,True,False
262,ERP29,highest_train_expression,90991.8359375,True,False
263,VAMP8,highest_train_expression,88491.9453125,True,False
264,CYBA,highest_train_expression,87865.40625,True,False
265,PTMS,highest_train_expression,86143.8046875,True,False
266,SH3BGRL3,highest_train_expression,85448.796875,True,False
267,NENF,highest_train_expression,85265.515625,True,False
268,STOML2,highest_train_expression,84968.40625,True,False
269,PSMB3,highest_train_expression,84911.0859375,True,False
270,CIRBP,highest_train_expression,84882.890625,True,False
271,TAGLN2,highest_train_expression,84651.0625,True,False
272,QPRT,highest_train_expression,84273.8359375,True,False
273,RTN4,highest_train_expression,83943.9609375,True,False
274,EEF1E1,highest_train_expression,83804.4140625,True,False
275,NASP,highest_train_expression,83716.1484375,True,False
276,EIF3F,highest_train_expression,83441.0625,True,False
277,RSL1D1,highest_train_expression,83398.5,True,False
278,TRA2B,highest_train_expression,83282.484375,True,False
279,ODC1,highest_train_expression,82560.15625,True,False
280,NUDC,highest_train_expression,82322.0859375,True,False
281,CST3,highest_train_expression,82202.96875,True,False
282,RGS10,highest_train_expression,81996.0390625,True,False
283,CKB,highest_train_expression,81905.2578125,True,False
284,EIF5,highest_train_expression,81415.9296875,True,False
285,S100A11,highest_train_expression,81170.953125,True,False
286,KRT18,highest_train_expression,80908.328125,True,False
287,CCT5,highest_train_expression,80651.5546875,True,False
288,LDHA,highest_train_expression,80398.7734375,True,False
289,DUT,highest_train_expression,80295.921875,True,False
290,MYL12A,highest_train_expression,79935.4765625,True,False
291,PKM,highest_train_expression,79626.8046875,True,False
292,NMT1,highest_train_expression,79475.2109375,True,False
293,LAMTOR1,highest_train_expression,78876.375,True,False
294,VIM,highest_train_expression,78085.3515625,True,False
295,DTYMK,highest_train_expression,78069.09375,True,False
296,SEC62,highest_train_expression,77444.8203125,True,False
297,HBG1,highest_train_expression,77150.3203125,True,False
298,PNISR,highest_train_expression,76839.2421875,True,False
299,MYL4,highest_train_expression,76492.140625,True,False
300,UROD,highest_train_expression,76417.59375,True,False
301,CAP1,highest_train_expression,75571.96875,True,False
302,RAD23A,highest_train_expression,75523.265625,True,False
303,CCDC85B,highest_train_expression,75404.7265625,True,False
304,TMA16,highest_train_expression,75156.40625,True,False
305,LCP1,highest_train_expression,75117.109375,True,False
306,RHOBTB3,highest_train_expression,75006.171875,True,False
307,GABARAPL2,highest_train_expression,74922.140625,True,False
308,CHD4,highest_train_expression,74057.5703125,True,False
309,SSB,highest_train_expression,73855.6875,True,False
310,HSP90B1,highest_train_expression,73751.6640625,True,False
311,DYNC1LI1,highest_train_expression,73358.1484375,True,False
312,SLC25A37,highest_train_expression,73060.4765625,True,False
313,TFRC,highest_train_expression,72935.046875,True,False
314,PSMB6,highest_train_expression,72815.5078125,True,False
315,PTTG1,highest_train_expression,72791.2734375,True,False
316,ARID3A,highest_train_expression,72582.609375,True,False
317,CMTM6,highest_train_expression,72466.96875,True,False
318,PPIB,highest_train_expression,71767.0,True,False
319,DDX5,highest_train_expression,71678.1953125,True,False
320,CKS2,highest_train_expression,71616.609375,True,False
321,GPSM3,highest_train_expression,71306.171875,True,False
322,RBM17,highest_train_expression,71139.5546875,True,False
323,TEX30,highest_train_expression,70233.828125,True,False
324,C12orf57,highest_train_expression,70205.0859375,True,False
325,PDIA6,highest_train_expression,70047.265625,True,False
326,GAL,highest_train_expression,69581.171875,True,False
327,DNAJA1,highest_train_expression,69209.1171875,True,False
328,CALM1,highest_train_expression,68929.5625,True,False
329,PRDX4,highest_train_expression,68755.71875,True,False
330,CD99,highest_train_expression,68402.078125,True,False
331,CLTA,highest_train_expression,68115.3671875,True,False
332,NDUFB6,highest_train_expression,68069.6484375,True,False
333,TMED9,highest_train_expression,68013.8828125,True,False
334,BTG1,highest_train_expression,67834.3671875,True,False
335,COPE,highest_train_expression,67821.4375,True,False
336,SSR4,highest_train_expression,67577.1484375,True,False
337,RPS27L,highest_train_expression,67402.5390625,True,False
338,CENPF,highest_train_expression,67354.3046875,True,False
339,MYL12B,highest_train_expression,67258.9609375,True,False
340,ARGLU1,highest_train_expression,67239.8984375,True,False
341,EIF2S3,highest_train_expression,67237.1328125,True,False
342,ATP6V0E1,highest_train_expression,67207.6640625,True,False
343,ATF7IP2,highest_train_expression,66689.1484375,True,False
344,EMP3,highest_train_expression,66075.84375,True,False
345,DNAJB6,highest_train_expression,66059.8359375,True,False
346,TTC3,highest_train_expression,65996.8359375,True,False
347,TYMS,highest_train_expression,65955.609375,True,False
348,SSR2,highest_train_expression,65483.28125,True,False
349,BEX4,highest_train_expression,65474.88671875,True,False
350,TESC,highest_train_expression,65429.53515625,True,False
351,MRPS6,highest_train_expression,65403.69140625,True,False
352,HNRNPH1,highest_train_expression,65359.828125,True,False
353,ESD,highest_train_expression,65036.5625,True,False
354,GMNN,highest_train_expression,64566.3203125,True,False
355,PDE4DIP,highest_train_expression,64328.3671875,True,False
356,ARPC5,highest_train_expression,64284.8515625,True,False
357,GTF2I,highest_train_expression,63745.171875,True,False
358,ATF4,highest_train_expression,63527.85546875,True,False
359,KRT8,highest_train_expression,63446.671875,True,False
360,MDK,highest_train_expression,63368.3046875,True,False
361,DNAJC1,highest_train_expression,63354.515625,True,False
362,PPIH,highest_train_expression,63303.6484375,True,False
363,WDR43,highest_train_expression,63153.09375,True,False
364,MGST2,highest_train_expression,63030.5,True,False
365,OSBPL8,highest_train_expression,62798.86328125,True,False
366,PSMC3,highest_train_expression,62327.7265625,True,False
367,DDX17,highest_train_expression,62264.40234375,True,False
368,BIRC5,highest_train_expression,62213.4140625,True,False
369,LAPTM5,highest_train_expression,62145.21484375,True,False
370,SERPINB6,highest_train_expression,61864.5234375,True,False
371,TALDO1,highest_train_expression,61562.328125,True,False
372,EBNA1BP2,highest_train_expression,61548.31640625,True,False
373,ADRM1,highest_train_expression,61374.30078125,True,False
374,LMO4,highest_train_expression,61138.328125,True,False
375,MAT2A,highest_train_expression,61026.07421875,True,False
376,SNRPB2,highest_train_expression,60963.65234375,True,False
377,SNRPA1,highest_train_expression,60853.63671875,True,False
378,FXYD5,highest_train_expression,60838.92578125,True,False
379,PSAP,highest_train_expression,60820.6015625,True,False
380,SMYD3,highest_train_expression,60771.6875,True,False
381,CDC42,highest_train_expression,60751.6328125,True,False
382,PYCARD,highest_train_expression,60622.265625,True,False
383,BLVRB,highest_train_expression,60411.81640625,True,False
384,YWHAH,highest_train_expression,60027.81640625,True,False
385,EIF4A2,highest_train_expression,59955.25,True,False
386,ANXA2,highest_train_expression,59718.70703125,True,False
387,CAPZA1,highest_train_expression,59584.7265625,True,False
388,TMEM219,highest_train_expression,59468.43359375,True,False
389,METTL9,highest_train_expression,59273.9921875,True,False
390,CFD,highest_train_expression,59261.640625,True,False
391,MSN,highest_train_expression,59092.42578125,True,False
392,RSRC2,highest_train_expression,59090.19921875,True,False
393,TKT,highest_train_expression,58863.21484375,True,False
394,LIMD2,highest_train_expression,58819.16796875,True,False
395,TOP2A,highest_train_expression,58624.8125,True,False
396,KCNH2,highest_train_expression,58547.19921875,True,False
397,ERGIC3,highest_train_expression,58453.05078125,True,False
398,MEF2C,highest_train_expression,58402.1640625,True,False
399,KIF5B,highest_train_expression,58323.26953125,True,False
400,NDUFB5,highest_train_expression,58255.9609375,True,False
401,PCMT1,highest_train_expression,57988.08203125,True,False
402,ACTN4,highest_train_expression,57879.71484375,True,False
403,P4HB,highest_train_expression,57872.33984375,True,False
404,CCDC34,highest_train_expression,57640.15234375,True,False
405,GSTO1,highest_train_expression,57289.75390625,True,False
406,ITM2B,highest_train_expression,57279.2890625,True,False
407,TCEAL8,highest_train_expression,57239.58984375,True,False
408,C19orf48,highest_train_expression,57155.7578125,True,False
409,RFC1,highest_train_expression,56981.05859375,True,False
410,PSMD7,highest_train_expression,56972.95703125,True,False
411,SPCS2,highest_train_expression,56864.70703125,True,False
412,DHFR,highest_train_expression,56773.52734375,True,False
413,IFITM2,highest_train_expression,56689.8828125,True,False
414,PRMT1,highest_train_expression,56683.33203125,True,False
415,SOCS2,highest_train_expression,56572.08203125,True,False
416,PPP1R18,highest_train_expression,56570.93359375,True,False
417,DYNC1I2,highest_train_expression,56353.30078125,True,False
418,PRKAR2B,highest_train_expression,56311.109375,True,False
419,SCAND1,highest_train_expression,56267.859375,True,False
420,BRD2,highest_train_expression,56181.6171875,True,False
421,RHOC,highest_train_expression,56006.91015625,True,False
422,ETFB,highest_train_expression,55858.6953125,True,False
423,CAPZB,highest_train_expression,55348.35546875,True,False
424,SQLE,highest_train_expression,55246.50390625,True,False
425,MPC2,highest_train_expression,55148.9453125,True,False
426,ABRACL,highest_train_expression,55135.1171875,True,False
427,SMC4,highest_train_expression,54943.4765625,True,False
428,SCD,highest_train_expression,54824.5703125,True,False
429,TMEM59,highest_train_expression,54795.1484375,True,False
430,GNL3,highest_train_expression,54739.2109375,True,False
431,CLU,highest_train_expression,54542.47265625,True,False
432,CBX5,highest_train_expression,54415.34375,True,False
433,NOP16,highest_train_expression,54141.6328125,True,False
434,BPTF,highest_train_expression,54110.48828125,True,False
435,GADD45A,highest_train_expression,54097.64453125,True,False
436,PSMD4,highest_train_expression,53832.359375,True,False
437,PSMA5,highest_train_expression,53713.60546875,True,False
438,RNF145,highest_train_expression,53626.9609375,True,False
439,ANP32E,highest_train_expression,53530.9921875,True,False
440,GATA1,highest_train_expression,53515.7421875,True,False
441,PRMT2,highest_train_expression,53444.3984375,True,False
442,GPATCH4,highest_train_expression,53391.35546875,True,False
443,CCND3,highest_train_expression,52918.97265625,True,False
444,N4BP2L2,highest_train_expression,52548.7109375,True,False
445,TUBB4B,highest_train_expression,52538.34375,True,False
446,TAOK3,highest_train_expression,52468.859375,True,False
447,CCDC28B,highest_train_expression,52385.171875,True,False
448,UBC,highest_train_expression,52349.39453125,True,False
449,MT2A,highest_train_expression,52235.1796875,True,False
450,MYBL2,highest_train_expression,52169.140625,True,False
451,PLA2G12A,highest_train_expression,52053.33203125,True,False
452,BNIP3L,highest_train_expression,51723.21484375,True,False
453,GMPR,highest_train_expression,51555.04296875,True,False
454,TMEM54,highest_train_expression,51416.86328125,True,False
455,CXXC5,highest_train_expression,51314.6796875,True,False
456,ACTR2,highest_train_expression,51305.63671875,True,False
457,ITGB1,highest_train_expression,50633.015625,True,False
458,COL18A1,highest_train_expression,50628.984375,True,False
459,HBQ1,highest_train_expression,50329.55859375,True,False
460,TECR,highest_train_expression,50318.6171875,True,False
461,SVIP,highest_train_expression,50045.30078125,True,False
462,AKIRIN1,highest_train_expression,50038.328125,True,False
463,SMARCA5,highest_train_expression,49854.82421875,True,False
464,HK1,highest_train_expression,49409.40234375,True,False
465,MAFG,highest_train_expression,49356.3828125,True,False
466,SCP2,highest_train_expression,49320.71875,True,False
467,NQO2,highest_train_expression,48467.91796875,True,False
468,CLPTM1L,highest_train_expression,48452.00390625,True,False
469,SPN,highest_train_expression,48266.55859375,True,False
470,SYAP1,highest_train_expression,48118.1953125,True,False
471,LGALS1,highest_train_expression,48082.98046875,True,False
472,TPX2,highest_train_expression,48075.390625,True,False
473,EGFL7,highest_train_expression,47969.5859375,True,False
474,TGFB1,highest_train_expression,47916.65234375,True,False
475,MCM3,highest_train_expression,47551.7734375,True,False
476,SLBP,highest_train_expression,47465.640625,True,False
477,TMPO,highest_train_expression,47443.375,True,False
478,SPCS3,highest_train_expression,47293.02734375,True,False
479,CHMP4B,highest_train_expression,47148.53515625,True,False
480,RRP1B,highest_train_expression,47102.12890625,True,False
481,RPL22L1,highest_train_expression,47014.40234375,True,False
482,CARHSP1,highest_train_expression,46960.25390625,True,False
483,PSMA3,highest_train_expression,46929.83984375,True,False
484,ATP6V1E1,highest_train_expression,46814.5703125,True,False
485,CMTM7,highest_train_expression,46788.46875,True,False
486,PTPN7,highest_train_expression,46644.578125,True,False
487,PGLS,highest_train_expression,46630.828125,True,False
488,MAD2L1,highest_train_expression,46616.69921875,True,False
489,BAG1,highest_train_expression,46573.125,True,False
490,CLSPN,highest_train_expression,46484.8125,True,False
491,DBF4,highest_train_expression,46472.3515625,True,False
492,BRIX1,highest_train_expression,46402.203125,True,False
493,POLR3GL,highest_train_expression,46350.37890625,True,False
494,IDH2,highest_train_expression,46328.6640625,True,False
495,VPS25,highest_train_expression,46279.796875,True,False
496,DYNLRB1,highest_train_expression,46083.69921875,True,False
497,RAC3,highest_train_expression,46045.6328125,True,False
498,UBE2F,highest_train_expression,45962.26953125,True,False
499,CCNA2,highest_train_expression,45696.640625,True,False
500,FRG1,highest_train_expression,45506.875,True,False
