task_id,graph_role,contains_y
E176::H03::CE0010866::Stim8hr::ENSG00000108604,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000109686,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000109686,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000109686,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000110367,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000110367,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000110367,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000110925,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000110925,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000110925,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000111530,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000111530,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000111530,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000112167,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000112167,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000112167,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000112210,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000112210,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000112210,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000112983,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000112983,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000112983,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000113328,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000113328,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000113328,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000114113,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000114113,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000114113,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000114480,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000114480,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000114480,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000114850,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000114850,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000114850,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000115526,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000115526,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000115526,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000115896,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000115896,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000115896,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000120318,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000120318,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000120318,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000122477,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000122477,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000122477,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000124191,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000124191,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000124191,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000124827,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000124827,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000124827,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000128311,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000128311,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000128311,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000128699,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000128699,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000128699,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000131023,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000131023,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000131023,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000131844,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000131844,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000131844,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000132423,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000132423,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000132423,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000132530,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000132530,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000132530,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000135114,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000135114,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000135114,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000135269,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000135269,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000135269,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000136141,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000136141,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000136141,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000136250,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000136250,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000136250,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000136535,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000136535,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000136535,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000136754,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000136754,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000136754,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000138018,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000138018,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000138018,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000138303,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000138303,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000138303,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000143337,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000143337,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000143337,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000144843,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000144843,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000144843,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000145491,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000145491,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000145491,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000145604,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000145604,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000145604,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000145990,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000145990,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000145990,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000147471,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000147471,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000147471,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000148357,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000148357,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000148357,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000148481,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000148481,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000148481,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000151116,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000151116,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000151116,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000152818,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000152818,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000152818,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000153283,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000153283,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000153283,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000155307,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000155307,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000155307,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000155324,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000155324,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000155324,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000157077,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000157077,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000157077,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000159915,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000159915,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000159915,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000162300,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000162300,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000162300,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000162591,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000162591,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000162591,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000163870,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000163870,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000163870,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000164258,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000164258,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000164258,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000164329,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000164329,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000164329,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000164400,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000164400,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000164400,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000166233,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000166233,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000166233,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000166333,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000166333,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000166333,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000166428,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000166428,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000166428,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000166825,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000166825,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000166825,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000168303,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000168303,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000168303,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000168904,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000168904,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000168904,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000168961,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000168961,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000168961,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000169548,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000169548,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000169548,supervised_validation,True
