task_id,graph_role,target_split,contains_y
E180::CYC1::CYC1_1,query,prospective_evaluation,False
E180::CYC1::CYC1_3,query,prospective_evaluation,False
E180::DDX19B::DDX19B_1,query,model_validation,False
E180::DDX19B::DDX19B_1,supervised_validation,model_validation,True
E180::DDX19B::DDX19B_2,query,model_validation,False
E180::DDX19B::DDX19B_2,supervised_validation,model_validation,True
E180::DDX19B::DDX19B_3,query,model_validation,False
E180::DDX19B::DDX19B_3,supervised_validation,model_validation,True
E180::DDX39B::DDX39B_2,query,model_validation,False
E180::DDX39B::DDX39B_2,supervised_validation,model_validation,True
E180::DDX39B::DDX39B_3,query,model_validation,False
E180::DDX39B::DDX39B_3,supervised_validation,model_validation,True
E180::DDX56::DDX56_2,query,prospective_evaluation,False
E180::DDX56::DDX56_3,query,prospective_evaluation,False
E180::DHX15::DHX15_1,query,conformal_calibration,False
E180::DHX15::DHX15_2,query,conformal_calibration,False
E180::DHX15::DHX15_3,query,conformal_calibration,False
E180::DHX29::DHX29_1,query,prospective_evaluation,False
E180::DHX29::DHX29_2,query,prospective_evaluation,False
E180::DICER1::DICER1_1,query,supervised_train,False
E180::DICER1::DICER1_1,supervised_train,supervised_train,True
E180::DICER1::DICER1_2,query,supervised_train,False
E180::DICER1::DICER1_2,supervised_train,supervised_train,True
E180::DICER1::DICER1_3,query,supervised_train,False
E180::DICER1::DICER1_3,supervised_train,supervised_train,True
E180::DIS3::DIS3_1,query,conformal_calibration,False
E180::DIS3::DIS3_2,query,conformal_calibration,False
E180::DIS3::DIS3_3,query,conformal_calibration,False
E180::DLAT::DLAT_1,query,supervised_train,False
E180::DLAT::DLAT_1,supervised_train,supervised_train,True
E180::DLAT::DLAT_2,query,supervised_train,False
E180::DLAT::DLAT_2,supervised_train,supervised_train,True
E180::DLAT::DLAT_3,query,supervised_train,False
E180::DLAT::DLAT_3,supervised_train,supervised_train,True
E180::DLD::DLD_1,query,model_validation,False
E180::DLD::DLD_1,supervised_validation,model_validation,True
E180::DLD::DLD_2,query,model_validation,False
E180::DLD::DLD_2,supervised_validation,model_validation,True
E180::DLD::DLD_3,query,model_validation,False
E180::DLD::DLD_3,supervised_validation,model_validation,True
E180::DLST::DLST_1,query,supervised_train,False
E180::DLST::DLST_1,supervised_train,supervised_train,True
E180::DLST::DLST_2,query,supervised_train,False
E180::DLST::DLST_2,supervised_train,supervised_train,True
E180::DLST::DLST_3,query,supervised_train,False
E180::DLST::DLST_3,supervised_train,supervised_train,True
E180::DNMT3A::DNMT3A_1,query,prospective_evaluation,False
E180::DNMT3A::DNMT3A_2,query,prospective_evaluation,False
E180::DNMT3A::DNMT3A_3,query,prospective_evaluation,False
E180::DROSHA::DROSHA_1,query,prospective_evaluation,False
E180::DROSHA::DROSHA_2,query,prospective_evaluation,False
E180::DROSHA::DROSHA_3,query,prospective_evaluation,False
E180::EEF1D::EEF1D_1,query,supervised_train,False
E180::EEF1D::EEF1D_1,supervised_train,supervised_train,True
E180::EEF1D::EEF1D_2,query,supervised_train,False
E180::EEF1D::EEF1D_2,supervised_train,supervised_train,True
E180::EEF1G::EEF1G_1,query,prospective_evaluation,False
E180::EEF1G::EEF1G_2,query,prospective_evaluation,False
E180::EEF1G::EEF1G_3,query,prospective_evaluation,False
E180::ENO2::ENO2_1,query,supervised_train,False
E180::ENO2::ENO2_1,supervised_train,supervised_train,True
E180::ENO2::ENO2_2,query,supervised_train,False
E180::ENO2::ENO2_2,supervised_train,supervised_train,True
E180::ENO2::ENO2_3,query,supervised_train,False
E180::ENO2::ENO2_3,supervised_train,supervised_train,True
E180::ERCC2::ERCC2_2,query,conformal_calibration,False
E180::ERCC2::ERCC2_3,query,conformal_calibration,False
E180::ERCC3::ERCC3_1,query,model_validation,False
E180::ERCC3::ERCC3_1,supervised_validation,model_validation,True
E180::ERCC3::ERCC3_2,query,model_validation,False
E180::ERCC3::ERCC3_2,supervised_validation,model_validation,True
E180::ERCC3::ERCC3_3,query,model_validation,False
E180::ERCC3::ERCC3_3,supervised_validation,model_validation,True
E180::ETF1::ETF1_1,query,conformal_calibration,False
E180::ETF1::ETF1_3,query,conformal_calibration,False
E180::EXOSC2::EXOSC2_1,query,conformal_calibration,False
E180::EXOSC2::EXOSC2_2,query,conformal_calibration,False
E180::EXOSC2::EXOSC2_3,query,conformal_calibration,False
E180::EXOSC5::EXOSC5_1,query,supervised_train,False
E180::EXOSC5::EXOSC5_1,supervised_train,supervised_train,True
E180::EXOSC5::EXOSC5_3,query,supervised_train,False
E180::EXOSC5::EXOSC5_3,supervised_train,supervised_train,True
E180::EXOSC6::EXOSC6_1,query,prospective_evaluation,False
E180::EXOSC6::EXOSC6_2,query,prospective_evaluation,False
E180::EXOSC6::EXOSC6_3,query,prospective_evaluation,False
E180::FH::FH_1,query,supervised_train,False
E180::FH::FH_1,supervised_train,supervised_train,True
E180::FH::FH_2,query,supervised_train,False
E180::FH::FH_2,supervised_train,supervised_train,True
E180::FH::FH_3,query,supervised_train,False
E180::FH::FH_3,supervised_train,supervised_train,True
E180::FOS::FOS_1,query,prospective_evaluation,False
E180::FOS::FOS_2,query,prospective_evaluation,False
E180::FOS::FOS_3,query,prospective_evaluation,False
E180::FOXK1::FOXK1_1,query,conformal_calibration,False
E180::FOXK1::FOXK1_2,query,conformal_calibration,False
E180::FOXK1::FOXK1_3,query,conformal_calibration,False
E180::GAPDH::GAPDH_1,query,model_validation,False
E180::GAPDH::GAPDH_1,supervised_validation,model_validation,True
E180::GAPDH::GAPDH_2,query,model_validation,False
E180::GAPDH::GAPDH_2,supervised_validation,model_validation,True
E180::GAPDH::GAPDH_3,query,model_validation,False
E180::GAPDH::GAPDH_3,supervised_validation,model_validation,True
E180::GTF2A1::GTF2A1_1,query,prospective_evaluation,False
E180::GTF2A1::GTF2A1_3,query,prospective_evaluation,False
E180::GTF2A2::GTF2A2_1,query,model_validation,False
E180::GTF2A2::GTF2A2_1,supervised_validation,model_validation,True
E180::GTF2A2::GTF2A2_2,query,model_validation,False
E180::GTF2A2::GTF2A2_2,supervised_validation,model_validation,True
E180::GTF2A2::GTF2A2_3,query,model_validation,False
E180::GTF2A2::GTF2A2_3,supervised_validation,model_validation,True
E180::GTF2H3::GTF2H3_1,query,model_validation,False
E180::GTF2H3::GTF2H3_1,supervised_validation,model_validation,True
E180::GTF2H3::GTF2H3_2,query,model_validation,False
E180::GTF2H3::GTF2H3_2,supervised_validation,model_validation,True
E180::GTF2H3::GTF2H3_3,query,model_validation,False
E180::GTF2H3::GTF2H3_3,supervised_validation,model_validation,True
E180::HDAC1::HDAC1_1,query,supervised_train,False
E180::HDAC1::HDAC1_1,supervised_train,supervised_train,True
E180::HDAC1::HDAC1_2,query,supervised_train,False
E180::HDAC1::HDAC1_2,supervised_train,supervised_train,True
E180::HDAC1::HDAC1_3,query,supervised_train,False
E180::HDAC1::HDAC1_3,supervised_train,supervised_train,True
E180::HDAC2::HDAC2_1,query,model_validation,False
E180::HDAC2::HDAC2_1,supervised_validation,model_validation,True
E180::HDAC2::HDAC2_2,query,model_validation,False
E180::HDAC2::HDAC2_2,supervised_validation,model_validation,True
E180::HDAC2::HDAC2_3,query,model_validation,False
E180::HDAC2::HDAC2_3,supervised_validation,model_validation,True
E180::IDH3A::IDH3A_1,query,supervised_train,False
E180::IDH3A::IDH3A_1,supervised_train,supervised_train,True
E180::IDH3A::IDH3A_2,query,supervised_train,False
E180::IDH3A::IDH3A_2,supervised_train,supervised_train,True
E180::IDH3A::IDH3A_3,query,supervised_train,False
E180::IDH3A::IDH3A_3,supervised_train,supervised_train,True
E180::IGF2BP1::IGF2BP1_1,query,conformal_calibration,False
E180::IGF2BP1::IGF2BP1_3,query,conformal_calibration,False
E180::IGF2BP2::IGF2BP2_1,query,supervised_train,False
E180::IGF2BP2::IGF2BP2_1,supervised_train,supervised_train,True
E180::IGF2BP2::IGF2BP2_2,query,supervised_train,False
E180::IGF2BP2::IGF2BP2_2,supervised_train,supervised_train,True
E180::IGF2BP2::IGF2BP2_3,query,supervised_train,False
E180::IGF2BP2::IGF2BP2_3,supervised_train,supervised_train,True
E180::INO80::INO80_1,query,model_validation,False
E180::INO80::INO80_1,supervised_validation,model_validation,True
E180::INO80::INO80_2,query,model_validation,False
E180::INO80::INO80_2,supervised_validation,model_validation,True
E180::INO80::INO80_3,query,model_validation,False
E180::INO80::INO80_3,supervised_validation,model_validation,True
E180::JUN::JUN_1,query,prospective_evaluation,False
E180::JUN::JUN_2,query,prospective_evaluation,False
E180::JUN::JUN_3,query,prospective_evaluation,False
E180::KDM1A::KDM1A_1,query,supervised_train,False
E180::KDM1A::KDM1A_1,supervised_train,supervised_train,True
E180::KDM1A::KDM1A_2,query,supervised_train,False
E180::KDM1A::KDM1A_2,supervised_train,supervised_train,True
E180::KDM1A::KDM1A_3,query,supervised_train,False
E180::KDM1A::KDM1A_3,supervised_train,supervised_train,True
E180::KDM4A::KDM4A_1,query,supervised_train,False
E180::KDM4A::KDM4A_1,supervised_train,supervised_train,True
E180::KDM4A::KDM4A_2,query,supervised_train,False
E180::KDM4A::KDM4A_2,supervised_train,supervised_train,True
E180::KDM4A::KDM4A_3,query,supervised_train,False
E180::KDM4A::KDM4A_3,supervised_train,supervised_train,True
E180::KMT2A::KMT2A_1,query,supervised_train,False
E180::KMT2A::KMT2A_1,supervised_train,supervised_train,True
E180::KMT2A::KMT2A_2,query,supervised_train,False
E180::KMT2A::KMT2A_2,supervised_train,supervised_train,True
E180::KMT2A::KMT2A_3,query,supervised_train,False
E180::KMT2A::KMT2A_3,supervised_train,supervised_train,True
E180::LDB1::LDB1_1,query,supervised_train,False
E180::LDB1::LDB1_1,supervised_train,supervised_train,True
E180::LDB1::LDB1_3,query,supervised_train,False
E180::LDB1::LDB1_3,supervised_train,supervised_train,True
E180::LDHA::LDHA_1,query,supervised_train,False
E180::LDHA::LDHA_1,supervised_train,supervised_train,True
E180::LDHA::LDHA_2,query,supervised_train,False
E180::LDHA::LDHA_2,supervised_train,supervised_train,True
E180::LDHA::LDHA_3,query,supervised_train,False
E180::LDHA::LDHA_3,supervised_train,supervised_train,True
E180::LIG1::LIG1_1,query,supervised_train,False
E180::LIG1::LIG1_1,supervised_train,supervised_train,True
E180::LIG1::LIG1_2,query,supervised_train,False
E180::LIG1::LIG1_2,supervised_train,supervised_train,True
E180::LIG1::LIG1_3,query,supervised_train,False
E180::LIG1::LIG1_3,supervised_train,supervised_train,True
E180::LRPPRC::LRPPRC_1,query,conformal_calibration,False
E180::LRPPRC::LRPPRC_2,query,conformal_calibration,False
E180::LRPPRC::LRPPRC_3,query,conformal_calibration,False
E180::LSM4::LSM4_2,query,model_validation,False
E180::LSM4::LSM4_2,supervised_validation,model_validation,True
E180::LSM4::LSM4_3,query,model_validation,False
E180::LSM4::LSM4_3,supervised_validation,model_validation,True
E180::LSM6::LSM6_1,query,conformal_calibration,False
E180::LSM6::LSM6_3,query,conformal_calibration,False
E180::MCM2::MCM2_2,query,model_validation,False
E180::MCM2::MCM2_2,supervised_validation,model_validation,True
E180::MCM2::MCM2_3,query,model_validation,False
E180::MCM2::MCM2_3,supervised_validation,model_validation,True
E180::MCM3::MCM3_1,query,prospective_evaluation,False
E180::MCM3::MCM3_2,query,prospective_evaluation,False
E180::MCM3::MCM3_3,query,prospective_evaluation,False
E180::MCM6::MCM6_1,query,prospective_evaluation,False
E180::MCM6::MCM6_2,query,prospective_evaluation,False
E180::MED21::MED21_2,query,conformal_calibration,False
E180::MED21::MED21_3,query,conformal_calibration,False
E180::METTL14::METTL14_2,query,supervised_train,False
E180::METTL14::METTL14_2,supervised_train,supervised_train,True
E180::METTL14::METTL14_3,query,supervised_train,False
E180::METTL14::METTL14_3,supervised_train,supervised_train,True
E180::METTL16::METTL16_1,query,model_validation,False
E180::METTL16::METTL16_1,supervised_validation,model_validation,True
E180::METTL16::METTL16_2,query,model_validation,False
E180::METTL16::METTL16_2,supervised_validation,model_validation,True
E180::METTL16::METTL16_3,query,model_validation,False
E180::METTL16::METTL16_3,supervised_validation,model_validation,True
E180::METTL3::METTL3_1,query,supervised_train,False
E180::METTL3::METTL3_1,supervised_train,supervised_train,True
E180::METTL3::METTL3_2,query,supervised_train,False
E180::METTL3::METTL3_2,supervised_train,supervised_train,True
E180::METTL3::METTL3_3,query,supervised_train,False
E180::METTL3::METTL3_3,supervised_train,supervised_train,True
E180::MNAT1::MNAT1_1,query,prospective_evaluation,False
E180::MNAT1::MNAT1_2,query,prospective_evaluation,False
E180::MNAT1::MNAT1_3,query,prospective_evaluation,False
E180::NCBP1::NCBP1_1,query,model_validation,False
E180::NCBP1::NCBP1_1,supervised_validation,model_validation,True
E180::NCBP1::NCBP1_2,query,model_validation,False
E180::NCBP1::NCBP1_2,supervised_validation,model_validation,True
E180::NCBP1::NCBP1_3,query,model_validation,False
E180::NCBP1::NCBP1_3,supervised_validation,model_validation,True
E180::NDUFA12::NDUFA12_1,query,supervised_train,False
E180::NDUFA12::NDUFA12_1,supervised_train,supervised_train,True
E180::NDUFA12::NDUFA12_2,query,supervised_train,False
E180::NDUFA12::NDUFA12_2,supervised_train,supervised_train,True
E180::NDUFA12::NDUFA12_3,query,supervised_train,False
E180::NDUFA12::NDUFA12_3,supervised_train,supervised_train,True
E180::NDUFAF1::NDUFAF1_1,query,model_validation,False
E180::NDUFAF1::NDUFAF1_1,supervised_validation,model_validation,True
E180::NDUFAF1::NDUFAF1_2,query,model_validation,False
E180::NDUFAF1::NDUFAF1_2,supervised_validation,model_validation,True
E180::NDUFAF1::NDUFAF1_3,query,model_validation,False
E180::NDUFAF1::NDUFAF1_3,supervised_validation,model_validation,True
E180::NDUFS1::NDUFS1_1,query,supervised_train,False
E180::NDUFS1::NDUFS1_1,supervised_train,supervised_train,True
E180::NDUFS1::NDUFS1_2,query,supervised_train,False
E180::NDUFS1::NDUFS1_2,supervised_train,supervised_train,True
E180::NDUFS1::NDUFS1_3,query,supervised_train,False
E180::NDUFS1::NDUFS1_3,supervised_train,supervised_train,True
E180::NDUFS2::NDUFS2_1,query,conformal_calibration,False
E180::NDUFS2::NDUFS2_2,query,conformal_calibration,False
E180::NDUFS2::NDUFS2_3,query,conformal_calibration,False
E180::NDUFV1::NDUFV1_1,query,supervised_train,False
E180::NDUFV1::NDUFV1_1,supervised_train,supervised_train,True
E180::NDUFV1::NDUFV1_2,query,supervised_train,False
E180::NDUFV1::NDUFV1_2,supervised_train,supervised_train,True
E180::NDUFV1::NDUFV1_3,query,supervised_train,False
E180::NDUFV1::NDUFV1_3,supervised_train,supervised_train,True
E180::NME3::NME3_2,query,supervised_train,False
E180::NME3::NME3_2,supervised_train,supervised_train,True
E180::NME3::NME3_3,query,supervised_train,False
E180::NME3::NME3_3,supervised_train,supervised_train,True
E180::NPAT::NPAT_1,query,supervised_train,False
E180::NPAT::NPAT_1,supervised_train,supervised_train,True
E180::NPAT::NPAT_2,query,supervised_train,False
E180::NPAT::NPAT_2,supervised_train,supervised_train,True
E180::NPAT::NPAT_3,query,supervised_train,False
E180::NPAT::NPAT_3,supervised_train,supervised_train,True
E180::OGDH::OGDH_1,query,model_validation,False
E180::OGDH::OGDH_1,supervised_validation,model_validation,True
E180::OGDH::OGDH_2,query,model_validation,False
E180::OGDH::OGDH_2,supervised_validation,model_validation,True
E180::OGDH::OGDH_3,query,model_validation,False
E180::OGDH::OGDH_3,supervised_validation,model_validation,True
E180::PAPOLA::PAPOLA_1,query,supervised_train,False
E180::PAPOLA::PAPOLA_1,supervised_train,supervised_train,True
E180::PAPOLA::PAPOLA_2,query,supervised_train,False
E180::PAPOLA::PAPOLA_2,supervised_train,supervised_train,True
E180::PAPOLA::PAPOLA_3,query,supervised_train,False
E180::PAPOLA::PAPOLA_3,supervised_train,supervised_train,True
E180::PAPOLG::PAPOLG_1,query,supervised_train,False
E180::PAPOLG::PAPOLG_1,supervised_train,supervised_train,True
E180::PAPOLG::PAPOLG_2,query,supervised_train,False
E180::PAPOLG::PAPOLG_2,supervised_train,supervised_train,True
E180::PAPOLG::PAPOLG_3,query,supervised_train,False
E180::PAPOLG::PAPOLG_3,supervised_train,supervised_train,True
E180::PBRM1::PBRM1_1,query,model_validation,False
E180::PBRM1::PBRM1_1,supervised_validation,model_validation,True
E180::PBRM1::PBRM1_2,query,model_validation,False
E180::PBRM1::PBRM1_2,supervised_validation,model_validation,True
E180::PBRM1::PBRM1_3,query,model_validation,False
E180::PBRM1::PBRM1_3,supervised_validation,model_validation,True
E180::PCNA::PCNA_2,query,prospective_evaluation,False
E180::PCNA::PCNA_3,query,prospective_evaluation,False
E180::PDHA1::PDHA1_1,query,conformal_calibration,False
E180::PDHA1::PDHA1_2,query,conformal_calibration,False
E180::PDHA1::PDHA1_3,query,conformal_calibration,False
E180::PDIA6::PDIA6_1,query,model_validation,False
E180::PDIA6::PDIA6_1,supervised_validation,model_validation,True
E180::PDIA6::PDIA6_2,query,model_validation,False
E180::PDIA6::PDIA6_2,supervised_validation,model_validation,True
E180::PDIA6::PDIA6_3,query,model_validation,False
E180::PDIA6::PDIA6_3,supervised_validation,model_validation,True
E180::PELO::PELO_1,query,supervised_train,False
E180::PELO::PELO_1,supervised_train,supervised_train,True
E180::PELO::PELO_2,query,supervised_train,False
E180::PELO::PELO_2,supervised_train,supervised_train,True
E180::PELO::PELO_3,query,supervised_train,False
E180::PELO::PELO_3,supervised_train,supervised_train,True
E180::PGK1::PGK1_1,query,model_validation,False
E180::PGK1::PGK1_1,supervised_validation,model_validation,True
E180::PGK1::PGK1_2,query,model_validation,False
E180::PGK1::PGK1_2,supervised_validation,model_validation,True
E180::PGK1::PGK1_3,query,model_validation,False
E180::PGK1::PGK1_3,supervised_validation,model_validation,True
E180::PHF10::PHF10_1,query,supervised_train,False
E180::PHF10::PHF10_1,supervised_train,supervised_train,True
E180::PHF10::PHF10_2,query,supervised_train,False
E180::PHF10::PHF10_2,supervised_train,supervised_train,True
E180::PHF10::PHF10_3,query,supervised_train,False
E180::PHF10::PHF10_3,supervised_train,supervised_train,True
E180::PKM::PKM_1,query,supervised_train,False
E180::PKM::PKM_1,supervised_train,supervised_train,True
E180::PKM::PKM_2,query,supervised_train,False
E180::PKM::PKM_2,supervised_train,supervised_train,True
E180::PKM::PKM_3,query,supervised_train,False
E180::PKM::PKM_3,supervised_train,supervised_train,True
E180::POLA2::POLA2_1,query,supervised_train,False
E180::POLA2::POLA2_1,supervised_train,supervised_train,True
E180::POLA2::POLA2_3,query,supervised_train,False
E180::POLA2::POLA2_3,supervised_train,supervised_train,True
E180::POLD1::POLD1_1,query,supervised_train,False
E180::POLD1::POLD1_1,supervised_train,supervised_train,True
E180::POLD1::POLD1_3,query,supervised_train,False
E180::POLD1::POLD1_3,supervised_train,supervised_train,True
E180::POLD2::POLD2_1,query,supervised_train,False
E180::POLD2::POLD2_1,supervised_train,supervised_train,True
E180::POLD2::POLD2_2,query,supervised_train,False
E180::POLD2::POLD2_2,supervised_train,supervised_train,True
E180::POLD3::POLD3_1,query,supervised_train,False
E180::POLD3::POLD3_1,supervised_train,supervised_train,True
E180::POLD3::POLD3_2,query,supervised_train,False
E180::POLD3::POLD3_2,supervised_train,supervised_train,True
E180::POLD3::POLD3_3,query,supervised_train,False
E180::POLD3::POLD3_3,supervised_train,supervised_train,True
E180::POLE::POLE_2,query,supervised_train,False
E180::POLE::POLE_2,supervised_train,supervised_train,True
E180::POLE::POLE_3,query,supervised_train,False
E180::POLE::POLE_3,supervised_train,supervised_train,True
E180::POLR1A::POLR1A_1,query,model_validation,False
E180::POLR1A::POLR1A_1,supervised_validation,model_validation,True
E180::POLR1A::POLR1A_3,query,model_validation,False
E180::POLR1A::POLR1A_3,supervised_validation,model_validation,True
E180::POLR1B::POLR1B_1,query,prospective_evaluation,False
E180::POLR1B::POLR1B_3,query,prospective_evaluation,False
E180::POLR2B::POLR2B_1,query,supervised_train,False
E180::POLR2B::POLR2B_1,supervised_train,supervised_train,True
E180::POLR2B::POLR2B_2,query,supervised_train,False
E180::POLR2B::POLR2B_2,supervised_train,supervised_train,True
E180::POLR2F::POLR2F_1,query,supervised_train,False
E180::POLR2F::POLR2F_1,supervised_train,supervised_train,True
E180::POLR2F::POLR2F_3,query,supervised_train,False
E180::POLR2F::POLR2F_3,supervised_train,supervised_train,True
E180::POLR3A::POLR3A_1,query,supervised_train,False
E180::POLR3A::POLR3A_1,supervised_train,supervised_train,True
E180::POLR3A::POLR3A_2,query,supervised_train,False
E180::POLR3A::POLR3A_2,supervised_train,supervised_train,True
E180::POLR3A::POLR3A_3,query,supervised_train,False
E180::POLR3A::POLR3A_3,supervised_train,supervised_train,True
E180::PPP1CB::PPP1CB_1,query,supervised_train,False
E180::PPP1CB::PPP1CB_1,supervised_train,supervised_train,True
E180::PPP1CB::PPP1CB_2,query,supervised_train,False
E180::PPP1CB::PPP1CB_2,supervised_train,supervised_train,True
E180::PPP1CB::PPP1CB_3,query,supervised_train,False
E180::PPP1CB::PPP1CB_3,supervised_train,supervised_train,True
E180::PPP2CA::PPP2CA_2,query,model_validation,False
E180::PPP2CA::PPP2CA_2,supervised_validation,model_validation,True
E180::PPP2CA::PPP2CA_3,query,model_validation,False
E180::PPP2CA::PPP2CA_3,supervised_validation,model_validation,True
E180::PPP2R1A::PPP2R1A_1,query,supervised_train,False
E180::PPP2R1A::PPP2R1A_1,supervised_train,supervised_train,True
E180::PPP2R1A::PPP2R1A_2,query,supervised_train,False
E180::PPP2R1A::PPP2R1A_2,supervised_train,supervised_train,True
E180::PPP2R1A::PPP2R1A_3,query,supervised_train,False
E180::PPP2R1A::PPP2R1A_3,supervised_train,supervised_train,True
E180::PRDM2::PRDM2_1,query,model_validation,False
E180::PRDM2::PRDM2_1,supervised_validation,model_validation,True
E180::PRDM2::PRDM2_2,query,model_validation,False
E180::PRDM2::PRDM2_2,supervised_validation,model_validation,True
E180::PRDM2::PRDM2_3,query,model_validation,False
E180::PRDM2::PRDM2_3,supervised_validation,model_validation,True
E180::PRIM1::PRIM1_1,query,supervised_train,False
E180::PRIM1::PRIM1_1,supervised_train,supervised_train,True
E180::PRIM1::PRIM1_2,query,supervised_train,False
E180::PRIM1::PRIM1_2,supervised_train,supervised_train,True
E180::PRIM1::PRIM1_3,query,supervised_train,False
E180::PRIM1::PRIM1_3,supervised_train,supervised_train,True
E180::PRPF38B::PRPF38B_1,query,conformal_calibration,False
E180::PRPF38B::PRPF38B_2,query,conformal_calibration,False
E180::PRPF38B::PRPF38B_3,query,conformal_calibration,False
E180::RELA::RELA_1,query,prospective_evaluation,False
E180::RELA::RELA_2,query,prospective_evaluation,False
E180::RELA::RELA_3,query,prospective_evaluation,False
E180::REST::REST_2,query,supervised_train,False
E180::REST::REST_2,supervised_train,supervised_train,True
E180::REST::REST_3,query,supervised_train,False
E180::REST::REST_3,supervised_train,supervised_train,True
E180::RFC4::RFC4_1,query,supervised_train,False
E180::RFC4::RFC4_1,supervised_train,supervised_train,True
E180::RFC4::RFC4_2,query,supervised_train,False
E180::RFC4::RFC4_2,supervised_train,supervised_train,True
E180::RNMT::RNMT_1,query,supervised_train,False
E180::RNMT::RNMT_1,supervised_train,supervised_train,True
E180::RNMT::RNMT_2,query,supervised_train,False
E180::RNMT::RNMT_2,supervised_train,supervised_train,True
E180::RNMT::RNMT_3,query,supervised_train,False
