source_row_index,task_id,perturbation,guide_id,target_split,logical_x_row_read_count
987,E182::SERBP1::SERBP1_1,SERBP1,SERBP1_1,prospective_evaluation,1
991,E182::MSI1::MSI1_1,MSI1,MSI1_1,prospective_evaluation,1
996,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
1016,E182::HNRNPM::HNRNPM_2,HNRNPM,HNRNPM_2,prospective_evaluation,1
1033,E182::ILF3::ILF3_1,ILF3,ILF3_1,prospective_evaluation,1
1038,E182::XRN2::XRN2_2,XRN2,XRN2_2,prospective_evaluation,1
1055,E182::BUD13::BUD13_2,BUD13,BUD13_2,prospective_evaluation,1
1092,E182::DDX42::DDX42_1,DDX42,DDX42_1,prospective_evaluation,1
1094,E182::SERBP1::SERBP1_2,SERBP1,SERBP1_2,prospective_evaluation,1
1097,E182::SRSF7::SRSF7_1,SRSF7,SRSF7_1,prospective_evaluation,1
1136,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
1147,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
1164,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
1181,E182::FXR2::FXR2_2,FXR2,FXR2_2,prospective_evaluation,1
1185,E182::ILF3::ILF3_1,ILF3,ILF3_1,prospective_evaluation,1
1193,E182::TBRG4::TBRG4_1,TBRG4,TBRG4_1,prospective_evaluation,1
1194,E182::TBRG4::TBRG4_2,TBRG4,TBRG4_2,prospective_evaluation,1
1212,E182::SERBP1::SERBP1_2,SERBP1,SERBP1_2,prospective_evaluation,1
1224,E182::PCBP1::PCBP1_2,PCBP1,PCBP1_2,prospective_evaluation,1
1233,E182::KHSRP::KHSRP_2,KHSRP,KHSRP_2,prospective_evaluation,1
1234,E182::TBRG4::TBRG4_1,TBRG4,TBRG4_1,prospective_evaluation,1
1253,E182::CPEB2::CPEB2_1,CPEB2,CPEB2_1,prospective_evaluation,1
1267,E182::CPEB2::CPEB2_2,CPEB2,CPEB2_2,prospective_evaluation,1
1276,E182::PCBP1::PCBP1_1,PCBP1,PCBP1_1,prospective_evaluation,1
1279,E182::ILF3::ILF3_2,ILF3,ILF3_2,prospective_evaluation,1
1288,E182::FXR2::FXR2_2,FXR2,FXR2_2,prospective_evaluation,1
1312,E182::CPEB2::CPEB2_1,CPEB2,CPEB2_1,prospective_evaluation,1
1313,E182::MSI1::MSI1_2,MSI1,MSI1_2,prospective_evaluation,1
1351,E182::MSI1::MSI1_1,MSI1,MSI1_1,prospective_evaluation,1
1374,E182::HNRNPC::HNRNPC_1,HNRNPC,HNRNPC_1,prospective_evaluation,1
1378,E182::EIF4G2::EIF4G2_1,EIF4G2,EIF4G2_1,prospective_evaluation,1
1379,E182::MTPAP::MTPAP_2,MTPAP,MTPAP_2,prospective_evaluation,1
1391,E182::HNRNPM::HNRNPM_1,HNRNPM,HNRNPM_1,prospective_evaluation,1
1424,E182::XRN2::XRN2_2,XRN2,XRN2_2,prospective_evaluation,1
1486,E182::ILF3::ILF3_2,ILF3,ILF3_2,prospective_evaluation,1
1512,E182::HNRNPM::HNRNPM_1,HNRNPM,HNRNPM_1,prospective_evaluation,1
1515,E182::SERBP1::SERBP1_1,SERBP1,SERBP1_1,prospective_evaluation,1
1520,E182::CPEB2::CPEB2_2,CPEB2,CPEB2_2,prospective_evaluation,1
1531,E182::FXR2::FXR2_1,FXR2,FXR2_1,prospective_evaluation,1
1547,E182::AGGF1::AGGF1_2,AGGF1,AGGF1_2,prospective_evaluation,1
1586,E182::SERBP1::SERBP1_2,SERBP1,SERBP1_2,prospective_evaluation,1
1631,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
1632,E182::FXR2::FXR2_2,FXR2,FXR2_2,prospective_evaluation,1
1661,E182::FXR2::FXR2_1,FXR2,FXR2_1,prospective_evaluation,1
1683,E182::DDX6::DDX6_1,DDX6,DDX6_1,prospective_evaluation,1
1721,E182::KHSRP::KHSRP_2,KHSRP,KHSRP_2,prospective_evaluation,1
1747,E182::SERBP1::SERBP1_1,SERBP1,SERBP1_1,prospective_evaluation,1
1762,E182::ILF3::ILF3_2,ILF3,ILF3_2,prospective_evaluation,1
1791,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
1796,E182::SERBP1::SERBP1_2,SERBP1,SERBP1_2,prospective_evaluation,1
1801,E182::SERBP1::SERBP1_2,SERBP1,SERBP1_2,prospective_evaluation,1
1803,E182::SERBP1::SERBP1_1,SERBP1,SERBP1_1,prospective_evaluation,1
1810,E182::SRSF7::SRSF7_1,SRSF7,SRSF7_1,prospective_evaluation,1
1816,E182::MTPAP::MTPAP_2,MTPAP,MTPAP_2,prospective_evaluation,1
1817,E182::MSI1::MSI1_1,MSI1,MSI1_1,prospective_evaluation,1
1823,E182::HNRNPM::HNRNPM_1,HNRNPM,HNRNPM_1,prospective_evaluation,1
1844,E182::FXR2::FXR2_1,FXR2,FXR2_1,prospective_evaluation,1
1874,E182::TBRG4::TBRG4_1,TBRG4,TBRG4_1,prospective_evaluation,1
1876,E182::DDX42::DDX42_1,DDX42,DDX42_1,prospective_evaluation,1
1890,E182::SRSF7::SRSF7_1,SRSF7,SRSF7_1,prospective_evaluation,1
1903,E182::SLTM::SLTM_1,SLTM,SLTM_1,prospective_evaluation,1
1907,E182::MSI1::MSI1_1,MSI1,MSI1_1,prospective_evaluation,1
1921,E182::MTPAP::MTPAP_2,MTPAP,MTPAP_2,prospective_evaluation,1
1935,E182::HNRNPM::HNRNPM_1,HNRNPM,HNRNPM_1,prospective_evaluation,1
1936,E182::XRN2::XRN2_2,XRN2,XRN2_2,prospective_evaluation,1
1950,E182::BUD13::BUD13_1,BUD13,BUD13_1,prospective_evaluation,1
1952,E182::SERBP1::SERBP1_2,SERBP1,SERBP1_2,prospective_evaluation,1
1968,E182::AGGF1::AGGF1_1,AGGF1,AGGF1_1,prospective_evaluation,1
1976,E182::SERBP1::SERBP1_1,SERBP1,SERBP1_1,prospective_evaluation,1
1991,E182::FXR2::FXR2_2,FXR2,FXR2_2,prospective_evaluation,1
2042,E182::BUD13::BUD13_1,BUD13,BUD13_1,prospective_evaluation,1
2145,E182::EIF4G2::EIF4G2_2,EIF4G2,EIF4G2_2,prospective_evaluation,1
2175,E182::TBRG4::TBRG4_1,TBRG4,TBRG4_1,prospective_evaluation,1
2197,E182::DDX6::DDX6_1,DDX6,DDX6_1,prospective_evaluation,1
2209,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
2210,E182::DDX6::DDX6_2,DDX6,DDX6_2,prospective_evaluation,1
2228,E182::ILF3::ILF3_1,ILF3,ILF3_1,prospective_evaluation,1
2275,E182::FXR2::FXR2_1,FXR2,FXR2_1,prospective_evaluation,1
2292,E182::MTPAP::MTPAP_1,MTPAP,MTPAP_1,prospective_evaluation,1
2312,E182::XRN2::XRN2_2,XRN2,XRN2_2,prospective_evaluation,1
2361,E182::HNRNPC::HNRNPC_1,HNRNPC,HNRNPC_1,prospective_evaluation,1
2362,E182::MSI1::MSI1_1,MSI1,MSI1_1,prospective_evaluation,1
2366,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
2369,E182::SERBP1::SERBP1_1,SERBP1,SERBP1_1,prospective_evaluation,1
2370,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
2388,E182::KHSRP::KHSRP_2,KHSRP,KHSRP_2,prospective_evaluation,1
2437,E182::ILF3::ILF3_1,ILF3,ILF3_1,prospective_evaluation,1
2453,E182::EIF4G2::EIF4G2_2,EIF4G2,EIF4G2_2,prospective_evaluation,1
2458,E182::BUD13::BUD13_1,BUD13,BUD13_1,prospective_evaluation,1
2475,E182::SERBP1::SERBP1_2,SERBP1,SERBP1_2,prospective_evaluation,1
2476,E182::MSI1::MSI1_2,MSI1,MSI1_2,prospective_evaluation,1
2477,E182::SRSF7::SRSF7_2,SRSF7,SRSF7_2,prospective_evaluation,1
2486,E182::CPEB2::CPEB2_1,CPEB2,CPEB2_1,prospective_evaluation,1
2497,E182::AGGF1::AGGF1_1,AGGF1,AGGF1_1,prospective_evaluation,1
2567,E182::DDX6::DDX6_1,DDX6,DDX6_1,prospective_evaluation,1
2581,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
2589,E182::MSI1::MSI1_1,MSI1,MSI1_1,prospective_evaluation,1
2598,E182::U2AF2::U2AF2_1,U2AF2,U2AF2_1,prospective_evaluation,1
2621,E182::XRN2::XRN2_2,XRN2,XRN2_2,prospective_evaluation,1
2624,E182::XRN2::XRN2_1,XRN2,XRN2_1,prospective_evaluation,1
2635,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
2659,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
2662,E182::FXR2::FXR2_1,FXR2,FXR2_1,prospective_evaluation,1
2667,E182::XRN2::XRN2_1,XRN2,XRN2_1,prospective_evaluation,1
2673,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
2676,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
2677,E182::MTPAP::MTPAP_1,MTPAP,MTPAP_1,prospective_evaluation,1
2693,E182::HNRNPC::HNRNPC_1,HNRNPC,HNRNPC_1,prospective_evaluation,1
2704,E182::DDX42::DDX42_2,DDX42,DDX42_2,prospective_evaluation,1
2765,E182::SERBP1::SERBP1_1,SERBP1,SERBP1_1,prospective_evaluation,1
2781,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
2834,E182::TBRG4::TBRG4_1,TBRG4,TBRG4_1,prospective_evaluation,1
2839,E182::SERBP1::SERBP1_1,SERBP1,SERBP1_1,prospective_evaluation,1
2856,E182::XRN2::XRN2_2,XRN2,XRN2_2,prospective_evaluation,1
2861,E182::TBRG4::TBRG4_2,TBRG4,TBRG4_2,prospective_evaluation,1
2876,E182::MSI1::MSI1_1,MSI1,MSI1_1,prospective_evaluation,1
2887,E182::BUD13::BUD13_2,BUD13,BUD13_2,prospective_evaluation,1
2898,E182::TBRG4::TBRG4_2,TBRG4,TBRG4_2,prospective_evaluation,1
2903,E182::KHSRP::KHSRP_1,KHSRP,KHSRP_1,prospective_evaluation,1
2927,E182::MTPAP::MTPAP_1,MTPAP,MTPAP_1,prospective_evaluation,1
2928,E182::HNRNPM::HNRNPM_2,HNRNPM,HNRNPM_2,prospective_evaluation,1
2937,E182::MSI1::MSI1_1,MSI1,MSI1_1,prospective_evaluation,1
2954,E182::DDX6::DDX6_1,DDX6,DDX6_1,prospective_evaluation,1
2969,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
2973,E182::EIF4G2::EIF4G2_1,EIF4G2,EIF4G2_1,prospective_evaluation,1
2988,E182::HNRNPC::HNRNPC_2,HNRNPC,HNRNPC_2,prospective_evaluation,1
3004,E182::U2AF2::U2AF2_1,U2AF2,U2AF2_1,prospective_evaluation,1
3025,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
3033,E182::BUD13::BUD13_1,BUD13,BUD13_1,prospective_evaluation,1
3046,E182::U2AF2::U2AF2_1,U2AF2,U2AF2_1,prospective_evaluation,1
3063,E182::MTPAP::MTPAP_1,MTPAP,MTPAP_1,prospective_evaluation,1
3112,E182::XRN2::XRN2_2,XRN2,XRN2_2,prospective_evaluation,1
3120,E182::XRN2::XRN2_2,XRN2,XRN2_2,prospective_evaluation,1
3123,E182::SERBP1::SERBP1_1,SERBP1,SERBP1_1,prospective_evaluation,1
3147,E182::DDX42::DDX42_1,DDX42,DDX42_1,prospective_evaluation,1
3150,E182::XRN2::XRN2_2,XRN2,XRN2_2,prospective_evaluation,1
3160,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
3168,E182::SLTM::SLTM_1,SLTM,SLTM_1,prospective_evaluation,1
3173,E182::TBRG4::TBRG4_1,TBRG4,TBRG4_1,prospective_evaluation,1
3179,E182::MSI1::MSI1_1,MSI1,MSI1_1,prospective_evaluation,1
3196,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
3205,E182::FXR2::FXR2_2,FXR2,FXR2_2,prospective_evaluation,1
3215,E182::U2AF2::U2AF2_2,U2AF2,U2AF2_2,prospective_evaluation,1
3232,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
3254,E182::DDX42::DDX42_2,DDX42,DDX42_2,prospective_evaluation,1
3263,E182::DDX42::DDX42_1,DDX42,DDX42_1,prospective_evaluation,1
3297,E182::TBRG4::TBRG4_1,TBRG4,TBRG4_1,prospective_evaluation,1
3310,E182::SRSF7::SRSF7_1,SRSF7,SRSF7_1,prospective_evaluation,1
3330,E182::XRN2::XRN2_1,XRN2,XRN2_1,prospective_evaluation,1
3339,E182::PCBP1::PCBP1_2,PCBP1,PCBP1_2,prospective_evaluation,1
3352,E182::DDX42::DDX42_1,DDX42,DDX42_1,prospective_evaluation,1
3376,E182::SLTM::SLTM_1,SLTM,SLTM_1,prospective_evaluation,1
3385,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
3413,E182::U2AF2::U2AF2_2,U2AF2,U2AF2_2,prospective_evaluation,1
3447,E182::SERBP1::SERBP1_2,SERBP1,SERBP1_2,prospective_evaluation,1
3459,E182::XRN2::XRN2_2,XRN2,XRN2_2,prospective_evaluation,1
3477,E182::ILF3::ILF3_1,ILF3,ILF3_1,prospective_evaluation,1
3501,E182::DDX42::DDX42_1,DDX42,DDX42_1,prospective_evaluation,1
3529,E182::SRSF7::SRSF7_1,SRSF7,SRSF7_1,prospective_evaluation,1
3530,E182::TBRG4::TBRG4_2,TBRG4,TBRG4_2,prospective_evaluation,1
3538,E182::MSI1::MSI1_2,MSI1,MSI1_2,prospective_evaluation,1
3568,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
3569,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
3591,E182::DDX42::DDX42_1,DDX42,DDX42_1,prospective_evaluation,1
3613,E182::MSI1::MSI1_2,MSI1,MSI1_2,prospective_evaluation,1
3634,E182::HNRNPM::HNRNPM_1,HNRNPM,HNRNPM_1,prospective_evaluation,1
3647,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
3666,E182::DDX6::DDX6_2,DDX6,DDX6_2,prospective_evaluation,1
3689,E182::XRN2::XRN2_2,XRN2,XRN2_2,prospective_evaluation,1
3726,E182::ILF3::ILF3_1,ILF3,ILF3_1,prospective_evaluation,1
3742,E182::DDX6::DDX6_2,DDX6,DDX6_2,prospective_evaluation,1
3762,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
3775,E182::HNRNPM::HNRNPM_1,HNRNPM,HNRNPM_1,prospective_evaluation,1
3804,E182::XRN2::XRN2_2,XRN2,XRN2_2,prospective_evaluation,1
3808,E182::TBRG4::TBRG4_1,TBRG4,TBRG4_1,prospective_evaluation,1
3819,E182::U2AF2::U2AF2_2,U2AF2,U2AF2_2,prospective_evaluation,1
3830,E182::BUD13::BUD13_1,BUD13,BUD13_1,prospective_evaluation,1
3838,E182::SRSF7::SRSF7_1,SRSF7,SRSF7_1,prospective_evaluation,1
3848,E182::DDX6::DDX6_1,DDX6,DDX6_1,prospective_evaluation,1
3916,E182::SRSF7::SRSF7_1,SRSF7,SRSF7_1,prospective_evaluation,1
3923,E182::MSI1::MSI1_2,MSI1,MSI1_2,prospective_evaluation,1
3944,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
3970,E182::MSI1::MSI1_2,MSI1,MSI1_2,prospective_evaluation,1
3990,E182::SERBP1::SERBP1_1,SERBP1,SERBP1_1,prospective_evaluation,1
4008,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
4015,E182::FXR2::FXR2_1,FXR2,FXR2_1,prospective_evaluation,1
4049,E182::TBRG4::TBRG4_2,TBRG4,TBRG4_2,prospective_evaluation,1
4070,E182::PCBP1::PCBP1_1,PCBP1,PCBP1_1,prospective_evaluation,1
4082,E182::KHSRP::KHSRP_1,KHSRP,KHSRP_1,prospective_evaluation,1
4135,E182::SRSF7::SRSF7_1,SRSF7,SRSF7_1,prospective_evaluation,1
4139,E182::TBRG4::TBRG4_2,TBRG4,TBRG4_2,prospective_evaluation,1
4151,E182::ILF3::ILF3_2,ILF3,ILF3_2,prospective_evaluation,1
4160,E182::ILF3::ILF3_2,ILF3,ILF3_2,prospective_evaluation,1
4169,E182::MSI1::MSI1_1,MSI1,MSI1_1,prospective_evaluation,1
4191,E182::KHSRP::KHSRP_1,KHSRP,KHSRP_1,prospective_evaluation,1
4196,E182::MTPAP::MTPAP_2,MTPAP,MTPAP_2,prospective_evaluation,1
4203,E182::FXR2::FXR2_1,FXR2,FXR2_1,prospective_evaluation,1
4204,E182::XRN2::XRN2_2,XRN2,XRN2_2,prospective_evaluation,1
4215,E182::XRN2::XRN2_2,XRN2,XRN2_2,prospective_evaluation,1
4226,E182::SRSF7::SRSF7_1,SRSF7,SRSF7_1,prospective_evaluation,1
4235,E182::PCBP1::PCBP1_1,PCBP1,PCBP1_1,prospective_evaluation,1
4287,E182::HNRNPM::HNRNPM_2,HNRNPM,HNRNPM_2,prospective_evaluation,1
4314,E182::ILF3::ILF3_1,ILF3,ILF3_1,prospective_evaluation,1
4326,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
4329,E182::SERBP1::SERBP1_1,SERBP1,SERBP1_1,prospective_evaluation,1
4331,E182::AGGF1::AGGF1_2,AGGF1,AGGF1_2,prospective_evaluation,1
4362,E182::ILF3::ILF3_1,ILF3,ILF3_1,prospective_evaluation,1
4364,E182::MSI1::MSI1_1,MSI1,MSI1_1,prospective_evaluation,1
4372,E182::XRN2::XRN2_2,XRN2,XRN2_2,prospective_evaluation,1
4400,E182::KHSRP::KHSRP_1,KHSRP,KHSRP_1,prospective_evaluation,1
4405,E182::EIF4G2::EIF4G2_1,EIF4G2,EIF4G2_1,prospective_evaluation,1
4416,E182::FXR2::FXR2_1,FXR2,FXR2_1,prospective_evaluation,1
4426,E182::HNRNPC::HNRNPC_1,HNRNPC,HNRNPC_1,prospective_evaluation,1
4441,E182::HNRNPC::HNRNPC_1,HNRNPC,HNRNPC_1,prospective_evaluation,1
4462,E182::U2AF2::U2AF2_1,U2AF2,U2AF2_1,prospective_evaluation,1
4490,E182::XRN2::XRN2_2,XRN2,XRN2_2,prospective_evaluation,1
4596,E182::EIF4G2::EIF4G2_2,EIF4G2,EIF4G2_2,prospective_evaluation,1
4599,E182::SERBP1::SERBP1_1,SERBP1,SERBP1_1,prospective_evaluation,1
4609,E182::DDX6::DDX6_2,DDX6,DDX6_2,prospective_evaluation,1
4637,E182::CPEB2::CPEB2_1,CPEB2,CPEB2_1,prospective_evaluation,1
4656,E182::MTPAP::MTPAP_2,MTPAP,MTPAP_2,prospective_evaluation,1
4661,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
4669,E182::DDX42::DDX42_2,DDX42,DDX42_2,prospective_evaluation,1
4675,E182::XRN2::XRN2_2,XRN2,XRN2_2,prospective_evaluation,1
4678,E182::U2AF2::U2AF2_2,U2AF2,U2AF2_2,prospective_evaluation,1
4707,E182::HNRNPM::HNRNPM_2,HNRNPM,HNRNPM_2,prospective_evaluation,1
4711,E182::EIF4G2::EIF4G2_1,EIF4G2,EIF4G2_1,prospective_evaluation,1
4713,E182::HNRNPC::HNRNPC_1,HNRNPC,HNRNPC_1,prospective_evaluation,1
4715,E182::TBRG4::TBRG4_2,TBRG4,TBRG4_2,prospective_evaluation,1
4726,E182::DDX42::DDX42_1,DDX42,DDX42_1,prospective_evaluation,1
4753,E182::FXR2::FXR2_1,FXR2,FXR2_1,prospective_evaluation,1
4758,E182::EIF4G2::EIF4G2_1,EIF4G2,EIF4G2_1,prospective_evaluation,1
4819,E182::FXR2::FXR2_2,FXR2,FXR2_2,prospective_evaluation,1
4827,E182::SRSF7::SRSF7_2,SRSF7,SRSF7_2,prospective_evaluation,1
4830,E182::FXR2::FXR2_1,FXR2,FXR2_1,prospective_evaluation,1
4843,E182::HNRNPM::HNRNPM_1,HNRNPM,HNRNPM_1,prospective_evaluation,1
4858,E182::ILF3::ILF3_1,ILF3,ILF3_1,prospective_evaluation,1
4859,E182::CPEB2::CPEB2_2,CPEB2,CPEB2_2,prospective_evaluation,1
4870,E182::SERBP1::SERBP1_2,SERBP1,SERBP1_2,prospective_evaluation,1
4874,E182::HNRNPM::HNRNPM_1,HNRNPM,HNRNPM_1,prospective_evaluation,1
4881,E182::HNRNPC::HNRNPC_1,HNRNPC,HNRNPC_1,prospective_evaluation,1
4920,E182::KHSRP::KHSRP_1,KHSRP,KHSRP_1,prospective_evaluation,1
4933,E182::EIF4G2::EIF4G2_2,EIF4G2,EIF4G2_2,prospective_evaluation,1
4934,E182::TBRG4::TBRG4_1,TBRG4,TBRG4_1,prospective_evaluation,1
4944,E182::PCBP1::PCBP1_1,PCBP1,PCBP1_1,prospective_evaluation,1
4948,E182::HNRNPM::HNRNPM_1,HNRNPM,HNRNPM_1,prospective_evaluation,1
4969,E182::DDX6::DDX6_1,DDX6,DDX6_1,prospective_evaluation,1
5000,E182::MSI1::MSI1_2,MSI1,MSI1_2,prospective_evaluation,1
5003,E182::SERBP1::SERBP1_2,SERBP1,SERBP1_2,prospective_evaluation,1
5006,E182::SERBP1::SERBP1_1,SERBP1,SERBP1_1,prospective_evaluation,1
5009,E182::MSI1::MSI1_1,MSI1,MSI1_1,prospective_evaluation,1
5018,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
5019,E182::MSI1::MSI1_1,MSI1,MSI1_1,prospective_evaluation,1
5032,E182::CPEB2::CPEB2_1,CPEB2,CPEB2_1,prospective_evaluation,1
5078,E182::HNRNPM::HNRNPM_1,HNRNPM,HNRNPM_1,prospective_evaluation,1
5102,E182::XRN2::XRN2_2,XRN2,XRN2_2,prospective_evaluation,1
5157,E182::MTPAP::MTPAP_2,MTPAP,MTPAP_2,prospective_evaluation,1
5162,E182::DDX42::DDX42_1,DDX42,DDX42_1,prospective_evaluation,1
5163,E182::SERBP1::SERBP1_1,SERBP1,SERBP1_1,prospective_evaluation,1
5177,E182::HNRNPC::HNRNPC_1,HNRNPC,HNRNPC_1,prospective_evaluation,1
5203,E182::SLTM::SLTM_2,SLTM,SLTM_2,prospective_evaluation,1
5213,E182::FXR2::FXR2_1,FXR2,FXR2_1,prospective_evaluation,1
5224,E182::PCBP1::PCBP1_2,PCBP1,PCBP1_2,prospective_evaluation,1
5259,E182::MSI1::MSI1_2,MSI1,MSI1_2,prospective_evaluation,1
5266,E182::EIF4G2::EIF4G2_2,EIF4G2,EIF4G2_2,prospective_evaluation,1
5292,E182::BUD13::BUD13_2,BUD13,BUD13_2,prospective_evaluation,1
