e170_global_target_rank,panel_id,panel_target_rank,ensembl_core,perturbed_gene_name,n_identity_complete_guides,eligible_guide_ids,expression_axis_id_unique,expression_axis_gene_name,target_name_matches_expression_axis,expression_axis_name_unique,scgpt_token,in_scgpt_vocabulary,eligible_target,target_selection_sha256,column_unseen_sha256,e170_selection_sha256,e170_column_unseen_sha256,target_stratum,perturbation_support_contexts_pretruth,excluded_e168_primary_target,selection_used_expression_abundance_effect_or_error
219,P02,19,ENSG00000115297,TLX2,2,TLX2-1+TLX2-2,True,TLX2,True,True,TLX2,True,True,5b81c172d032a2a416b71898ebbff1caa93a45a98dd89860f4df3f6ab6ae8fd9,45cc802326bdbe4da1b0ad5ba713e97c277d889093fb7c1b91a9d575dadc15a3,097b5afe02a1fd030e2352677496d07c807997bbf6aa4cb89d4c4161355b1c8f,4b5c22de5ece3422e276ede5e8362eab58d631d143d627c1037a0ba9b1cf0ffe,DONOR_UNSEEN_ONLY,6,True,False
220,P02,20,ENSG00000185803,SLC52A2,2,SLC52A2-1+SLC52A2-2,True,SLC52A2,True,True,SLC52A2,True,True,4a8a1c52dafe4573f82a640adb7c4ec61af7af59ec31f3aa87087f72b11351fc,8221e470d0d969d9b48e035dbf0c75d3b5cb64c21ba4de34c09775045c8f5f20,098b1ffe3e8ab7b12aba6b7e66d93454e5833b7c6000d7a78a5ba6602cb05ffd,699807c5521730da1e8cdebc9ae2bdf4540bb2e790ce1cdc322b583232133543,DONOR_UNSEEN_ONLY,6,True,False
221,P02,21,ENSG00000085788,DDHD2,2,DDHD2-1+DDHD2-2,True,DDHD2,True,True,DDHD2,True,True,1247a6a7da3d9c0aab92de2a2edcd52c27d01240c4cc837e26b9e80cb5268c20,1dbe273238f73cf5f6c4d5ca8f01b2e962ef0d98819a7f4cea5c247176d49257,099c54db28b8898e2df4fe4a12b88007acd54491bf10841d4cfb4f7e9c6c3745,721ad65e0cf2d131e2a740f6411eb92f29f30eb2201dede73dd79c975957d9ff,DONOR_UNSEEN_ONLY,6,True,False
222,P02,22,ENSG00000156599,ZDHHC5,2,ZDHHC5-1+ZDHHC5-2,True,ZDHHC5,True,True,ZDHHC5,True,True,acd8204f0ac4fb9c4503430c6a216dadd7e772af81f7c7f1af70d5fa3ead7f73,623114278bad675b3a104f0b7e9325063bffc155139481c35fa2441cdf2bf9df,099ce62b1ab72130c58abd8d2050126d5d630c01a26800214522adb601cf1047,1969c8a80de325fdd62097fc6430187b6b1e8e378d2463d9a588d814d64a66a3,COLUMN_UNSEEN,0,True,False
223,P02,23,ENSG00000006715,VPS41,2,VPS41-1+VPS41-2,True,VPS41,True,True,VPS41,True,True,e30a16289e7e4b8fddb58d17cee8ca2c1e30dd17039497903982c917392d344d,ea8dd4ea4c1e863479755f1d07531c49040d5832267c37278b69ced09942da85,09b92a021297371bdc6bc65bca9c470ac56551a9f32a1b937a27994a09753c03,c2cc431d28c8fae2f9d6ef47f31f17a228cc4b70db67072db308a68d31b68aea,DONOR_UNSEEN_ONLY,6,True,False
224,P02,24,ENSG00000114770,ABCC5,2,ABCC5-1+ABCC5-2,True,ABCC5,True,True,ABCC5,True,True,c5996c31528a5b33c7c31825cf54e3401b14c9d8871b3d7b205b193d8decd8fb,3d037eec1552562cc7af6c86dc52573dc059e2ef24777a82af4550443299b82c,09b9f23e64a16d5447240b97c5800e86ffc5c5973e2b73e18e49a08acc2e3fb9,aa2f4217aa01784fe6c93e323a0b6fd1868021f30e916f45de2ea97d0a89274b,DONOR_UNSEEN_ONLY,6,True,False
225,P02,25,ENSG00000033327,GAB2,2,GAB2-1+GAB2-2,True,GAB2,True,True,GAB2,True,True,c836d47a54c63fa058cf52e799151360183e2b5e4e0a057a60a2b5347a7a6b79,4dcd8d16858c2d9ca614bbd7bff491d8a5c8e17376fde103c9aa7a3bbba1a8d7,09bc9cdcea0c8cc6ce9deafe81e0dca36bd46d30f195a331afc7cf7ed2893eed,e1ff54cacb4194d2e75510984d153bb9e9530f973a0e005b1f47bc1258d2468e,DONOR_UNSEEN_ONLY,6,True,False
226,P02,26,ENSG00000171345,KRT19,2,KRT19-1+KRT19-2,True,KRT19,True,True,KRT19,True,True,ba9f9a9497c25081dd8f3a4c4bfdbaf25b6a0f40361bcfaa07494595a793167a,ecd5d004b902d668c499ca02e6385d7c14d51d688e78a3571a034caa4e15fbde,09bf4ab582fb6a0774fadca027756b3fde15559997e863f8eaa29f9465c7f946,cee501436d63a8b14587fba5c1268e7c30f1fdc9f09141cd6a4644958605461f,DONOR_UNSEEN_ONLY,6,True,False
227,P02,27,ENSG00000105939,ZC3HAV1,2,ZC3HAV1-1+ZC3HAV1-2,True,ZC3HAV1,True,True,ZC3HAV1,True,True,e9d0f414e17ff8126b1473b558861844dbee434c531e924d79932b835b4fb080,39cc5865ae2cbdf121ca54cfdc6d13c75790769f0edf51202ead48c3070e6d76,09cc71508dc5a21355bfc7f5dc822eb85fae198940354a2effa5642448a9f098,b25836e626c6a7fd6c411e455656cb40d867bbd5f9cc657daa0a2945da40407f,DONOR_UNSEEN_ONLY,6,True,False
228,P02,28,ENSG00000138964,PARVG,2,PARVG-1+PARVG-2,True,PARVG,True,True,PARVG,True,True,b503596737730c646d6dadcdd188276656a129013218c9e69b7d519514d84449,3f4162f8fb96e923a0b3c48c2a7588d355e70c2608906161b62a48b7edeaa28f,09cfa473cc58c1c0b44c658a37b0a64591fabb3a3cd92a145729c43151955e48,1fbaaeeddc6bded51a50e8d2f51a91cdec6d136235f667640b9715814bbe1d9e,COLUMN_UNSEEN,0,True,False
229,P02,29,ENSG00000165521,EML5,2,EML5-1+EML5-2,True,EML5,True,True,EML5,True,True,cd82b777feeecdcdd7793c5d9b04cdb8662428d7ee031b1f3fc8207fdccb5208,12d74f3709b78fca5c1bf801f25465733c4f1a3153afb53cdeb9f67b60ec41f3,09d06c1fb4f9c8d5227a46d35ec3ed0f36761178deb971cf79bc7348d4eda158,1235a5739e44ab42e74887ca853f6247bfe22b565a757566bfe8f031862b3527,COLUMN_UNSEEN,0,True,False
230,P02,30,ENSG00000011422,PLAUR,2,PLAUR-1+PLAUR-2,True,PLAUR,True,True,PLAUR,True,True,4f2c3627118eee0d96e72521020b34f35e9eb513f9e39b98e60661508656ad0b,a13fd64892c3bdb73460843b7a79f0e23f38882db768ee3f9e501302541c0050,09d3c3a04ad1800c6979bba4715e670f3266909a43385d8e5242373c3206ca9f,b0beb77ae00b44baa70941a99be74f25c00df22208406abab8e985d4dcfeb458,DONOR_UNSEEN_ONLY,6,True,False
231,P02,31,ENSG00000171222,SCAND1,2,SCAND1-1+SCAND1-2,True,SCAND1,True,True,SCAND1,True,True,1139a2345c563cf46695b1e17175b330ae5f65dbc432ecc0e31489a0c91cceda,43a8d7396548a4629577b7ab1b824e9464b6c634099ed7651bbf76fb517735b3,09f2f3e510c1ccbce1fb60656a104ab415a1ff210be122d39e4b34b8fb88632d,78dbedc38bc672425caab735f1dcf44d0f88d21bf61b536588c856e5120360fe,DONOR_UNSEEN_ONLY,6,True,False
232,P02,32,ENSG00000010803,SCMH1,2,SCMH1-1+SCMH1-2,True,SCMH1,True,True,SCMH1,True,True,5cf83323a72aef48a25ea968d462cceddf20b148bb452049bdac66ccad893821,5c88cebf77365b6d350b6e8ead35da8caba1cfba677cbbaa78155b51897ad4c1,09fd370a6bfac260cb1095cc224e7809725a1a74d207bbfd2b32185e2d1b0a8a,091221c02838a04d47279fd92fccb75d502af594acd701ed72785f7167611221,COLUMN_UNSEEN,0,True,False
233,P02,33,ENSG00000140675,SLC5A2,2,SLC5A2-1+SLC5A2-2,True,SLC5A2,True,True,SLC5A2,True,True,e836fdc4a6d9082ba3a5ceb61af88b840144662b1f80bb047590fa357cfe0b3f,5e13b01e51ba507f59757a68b0d444f92a27379642cd0702788ccc41ca0ec133,0a0cc9e5d595fa6888b1ca62024c52cadb2f2a5d16d14e9a9462e60833e254d8,120146707c7a825368811503d374af19df0b646e42ac9db0b5062709e70a17a7,COLUMN_UNSEEN,0,True,False
234,P02,34,ENSG00000149089,APIP,2,APIP-1+APIP-2,True,APIP,True,True,APIP,True,True,504a8a9c4efc6ebbf25d7d6c4601fc9a1d323ae4222a333d74568ba31dd8427e,a3492b4ffa64d9712be8ef23c6855461af8c04541a4e92bc9133d4bdcf31cc04,0a27c93c3d514bfe489bab7cb850a6b9631d4a025ea26266981baf14d7fec3a7,710feea442c2fe52c57715f51b9c609e0e4909aa6259e4c93eb407487af3805e,DONOR_UNSEEN_ONLY,6,True,False
235,P02,35,ENSG00000053438,NNAT,2,NNAT-1+NNAT-2,True,NNAT,True,True,NNAT,True,True,57ba02d5e3e08aec209ac612a8911195a907384bd55af2f2f887ea9f7d71fe3f,e5b44f2b6b6428071f3bd512b63f83fa85670d17531691877df5a907cdbf34ae,0a4978b4a92cf0b01704819637ea9584df8c5e82552be353ec03f02846f1f6c3,0867e728263592cca488bf403ac5a46d8716deb763e42edcfac5902ac80d4f0c,COLUMN_UNSEEN,0,True,False
236,P02,36,ENSG00000166682,TMPRSS5,2,TMPRSS5-1+TMPRSS5-2,True,TMPRSS5,True,True,TMPRSS5,True,True,631c9a5f28390ccae943c6c453f0b695f75215bb0c1ca2e5d627d8aa7245facb,cebe5793a51d340e5e49cd9dda7e9916a9c1e73c8d0ddc755a45681f1af4010a,0a4ce583d478d4c43ecb8c385b871c19f55169721bb5c6d231635200c7f6a5c6,40a0fa85ecaa6b497b6dd78352307bf1da3725ac377d97b325b69b53b3d61f27,DONOR_UNSEEN_ONLY,6,True,False
237,P02,37,ENSG00000105643,ARRDC2,2,ARRDC2-1+ARRDC2-2,True,ARRDC2,True,True,ARRDC2,True,True,8bdc1735227145d07b6dfdd4a5c81d92815c5aefc8add6878a2f85d0ab59da49,409224c158c753a6c8dab4e8a974eea6ced25ae0524326b57f722f58de662988,0a70b7bc93d544aa14551956dbdde54ec43fa60529cc70e80ef5ff599116268b,5d64abba0b34404a08b7029fb314c1421604e8b66ab0d92e998f1d7c2787b179,DONOR_UNSEEN_ONLY,6,True,False
238,P02,38,ENSG00000054793,ATP9A,2,ATP9A-1+ATP9A-2,True,ATP9A,True,True,ATP9A,True,True,5174e4b9884656fb37e3e2d2d921aa82c73dad636cf32f010e287f91896aae15,22de2e39c8ffb42c99c30c92f80f3a84cdd7bce4c9abd1977ddbdb641c11be80,0a7bddc2850f80581c29826de14e69c5273e5280302b25e0fadae35f07dc3ed7,9cdb21f7a57b8910a1afffcbfe77710d32e2e5e73048a48d3586ebe97a16f19a,DONOR_UNSEEN_ONLY,6,True,False
239,P02,39,ENSG00000113749,HRH2,2,HRH2-1+HRH2-2,True,HRH2,True,True,HRH2,True,True,7669dcf2ca425cbd563c4b9a313f24b5b246a6923a721caa4bea9ac0dabcef59,45fdf55afe4ed5dce3db71e5697e8d5a834f9e577b2a1d947e6550f065f67a8f,0a87b78966daad6972c99f2759ffe0bd5a859644b7e073a68aeb6d6ebc702c28,52fa3011601559e8622b5020a09209d327089c095e2b6b201f5013c02e9ce2dd,DONOR_UNSEEN_ONLY,6,True,False
240,P02,40,ENSG00000006530,AGK,2,AGK-1+AGK-2,True,AGK,True,True,AGK,True,True,c82bcefbb723006566f6ccd56115e0bad859e6a97efcf2cf77bf59176a98f9f9,4233c080f6441ffab2511570292bc70a27db1fb1f63458b465f26540422c830f,0a92c86c8f061b6ca7422a78035c4ac09f658073eb68c70cc7caf64e2de0ddf9,2264f68f4bf85e85e0f81349fbb0a6ed8b67546c5a65fe76bb5f6158d9c7d8ae,COLUMN_UNSEEN,0,True,False
241,P02,41,ENSG00000074755,ZZEF1,2,ZZEF1-1+ZZEF1-2,True,ZZEF1,True,True,ZZEF1,True,True,dcb48bbb9a6c08cfe54a168fef6598e5df56e1465e733cf0f031b28598d46c45,4627fe542caa2fe3505e0548b7c4d04247ada209deee55de5fcd82541eb62534,0aa0122c2d84741f76fe3357278db1cef86a2dc7498d0cf4f813e8e547941984,b4ff52a51810127a654aa9ebd20e1fba52a384aee9c4941737564c0be06356ab,DONOR_UNSEEN_ONLY,6,True,False
242,P02,42,ENSG00000143870,PDIA6,2,PDIA6-1+PDIA6-2,True,PDIA6,True,True,PDIA6,True,True,1167281a7528d57d756acb0a1150c16755f5941c3cc1a332ff6dcfb6ff440f05,1915b1767045a02e3fddf9e57d9d5318fd3f218c1b751068693e88f0904f69cf,0aab64511273ad962b756d2d294962246650768df33bd1d4854ed91a9b909de0,477640e959f9b6ced809538f251997b55576c6bc3b32a4471f4d37b3c524d7ef,DONOR_UNSEEN_ONLY,6,True,False
243,P02,43,ENSG00000164171,ITGA2,2,ITGA2-1+ITGA2-2,True,ITGA2,True,True,ITGA2,True,True,62e1846b51ea63ea496ff1cddd623ac49b6a02f5bb86cbb7e41532ac843a95fd,a7d2c4653855321d866498288293f9f8c02f78044da38d1f80db9aeed464d53a,0aba8c67441fdb40a577f84bbfe823f71fae0b40d5c6d816ff274a31226da082,5405b02cb93429dbb6fee319921f9110fcf44e07990e1478bc15325431a619fd,DONOR_UNSEEN_ONLY,6,True,False
244,P02,44,ENSG00000134871,COL4A2,2,COL4A2-1+COL4A2-2,True,COL4A2,True,True,COL4A2,True,True,d6423a5e0deb9715a61da80a9cd3696af751305ffbe093a1e33c97b6409c6c7b,d837d3e5adda9ff2d914b98ea593a7bfca0f8aae366c5e4d267822ac7f249199,0abf94fdf04acd2459179dd644e376a4a296fbc387aa91c825b081f0c3cf6402,59e627fdef97fdde356a44ef929567e8f1fda1cbbf30d1215d4c60a57b08af1a,DONOR_UNSEEN_ONLY,6,True,False
245,P02,45,ENSG00000125735,TNFSF14,2,TNFSF14-1+TNFSF14-2,True,TNFSF14,True,True,TNFSF14,True,True,df7e0d5986acc26cf8d4103bf9dd489579e906f2612ec246d309c2761ac815de,b00fe7856d659d464adb135ead6b1e18e4d0bb1c50cb949c803d3b7607e0f0b8,0ac152620c89c2878de8211053fa86fbad3613fe01817dc057fa16a8e611cd80,451e32f80146de65c644710195523353c4d4f0d52211333f6e8528df81a0cec9,DONOR_UNSEEN_ONLY,6,True,False
246,P02,46,ENSG00000133740,E2F5,2,E2F5-1+E2F5-2,True,E2F5,True,True,E2F5,True,True,b243e2ed76fee69a338694851c4668fe5f84bd5a78ed26ac5a28bb2bfec74bc8,78ef3248bfa09aa5d3eabab675ccd5981be8ae5a62fab0086fc3705bf2b0395d,0add8fa4782f0a1f1ecfc87c80ddcf8c2b7cd118042cafec8e33510c121ed39e,ff917c64aee41a49ba93418c15fc4a35cdcf8f65a15d942bb85b9e1f6ef47c2b,DONOR_UNSEEN_ONLY,6,True,False
247,P02,47,ENSG00000187239,FNBP1,2,FNBP1-1+FNBP1-2,True,FNBP1,True,True,FNBP1,True,True,47314324b0079659d63c4dc2c238715048a8572997eca3e6fce70fcda27c5a1b,a513146282a1595571293946fad47ed80dca3656b4976be6453c4995e1f811cb,0aeaf7dcf39d1e375b3c7b9d734a64af835d0368d3e5134f4300ffa5f7198aca,7459799897df67250bb63c3e68ac37cae1a4a519dcf137c2907be544e23c33a0,DONOR_UNSEEN_ONLY,6,True,False
248,P02,48,ENSG00000092929,UNC13D,2,UNC13D-1+UNC13D-2,True,UNC13D,True,True,UNC13D,True,True,dc14ad4e27a6575f3cffac932da0a0298f4675ebf4208a716e8a133e8eeb460c,4f2186c795898eb59803302fb514f0ee4b49f59c772430a6b26d86b2292bf4f7,0aece05434721d5937b7d138f6bd2bf466561009bb48e88417281103ee8f8137,07b49d45da4f390cecadd5d0490e25db6f0df38c7aeef238a8ba298d419c663f,COLUMN_UNSEEN,0,True,False
249,P02,49,ENSG00000174227,PIGG,2,PIGG-1+PIGG-2,True,PIGG,True,True,PIGG,True,True,6762194123d22fbb15141f93f6124371ecf0afea14493f988b744755e1da1a81,f963885f8e8169ed93881b61ca9ba127b3be5ddb22208dac241a8f3fba5af3a5,0af4fb93e30dbc0b756c378560c7b48c461fd4afbf80036519b4616b9f8d5859,5b3e7fd780d5942cbcef45d04d2ef3a38c57ca9adc624fedbe7408be127a72a2,DONOR_UNSEEN_ONLY,6,True,False
250,P02,50,ENSG00000115041,KCNIP3,2,KCNIP3-1+KCNIP3-2,True,KCNIP3,True,True,KCNIP3,True,True,acdeb32e4a0db545bb14be54403b2f21dc425be712024fd2d9cb9c5760958195,3fd04b27fb9c2e7fc1780952718fec7073a11f0d906d435b58a2e675bddc3a8c,0af69c7e880e69696bb7b3081c40c9bede6dc6a518f0f053e3b0dd74a2975257,9dc3742c3467fef377d00073c0d1e1fa06cfe87c61d4343a5283cb3d3aa71858,DONOR_UNSEEN_ONLY,6,True,False
251,P02,51,ENSG00000182557,SPNS3,2,SPNS3-1+SPNS3-2,True,SPNS3,True,True,SPNS3,True,True,6cb1ba379cbd2bcd1a8cc4a331ed2ce9604c128ff2afa06fe8faf174a8292de7,295b9547f5d42c2c6dc24f6e8ae94c2900127dbca0659397476b191a33d81c40,0b0971a410747f2f2fed7df58bc96a47c412ff98c0e41e1681aeeea3677a07de,6cf9a0cebc599d0408edc4148c23ca1464f7c800b021b46d349a78a9e3abfabf,DONOR_UNSEEN_ONLY,6,True,False
252,P02,52,ENSG00000112851,ERBIN,2,ERBIN-1+ERBIN-3,True,ERBIN,True,True,ERBIN,True,True,8eee2b10f06088db58282d1add0e35da2234ecf1cd7fa33d2175cced9a0666a2,8a8294ab62b1c7a43bc09558afb7d4f7f1c4424027c6d63ebfdb81a407c801ef,0b1395d6420ed37106f869f5039bbc4c6a7817ef62a7cc5ed388538ffbe0452f,0e5307565a6bdbc66790ebeaa0d8c0fb899e16257e35971ce1d07180d7b7c551,COLUMN_UNSEEN,0,True,False
253,P02,53,ENSG00000113068,PFDN1,2,PFDN1-1+PFDN1-2,True,PFDN1,True,True,PFDN1,True,True,6ec71aac77b68d9c54347e2b8b7299ea8b0fdc4ccd1c418fcddc84bed3b0c62f,5fbb6a799b21eae78374bcbf0f9e97ffd4656bfeb6c754bf3b6e19c5b5d93bcc,0b25e7fd483768e1fc542dba6415af7f76f2460e67ed2bd27ee8206f28afb0b7,c2535a69eec1c5976653d0e9071fc6637d1a7ee48f8f2599dee6bafa1ecacd32,DONOR_UNSEEN_ONLY,6,True,False
