task_id,graph_role,target_split,contains_y
E182::DGCR8::DGCR8_1,supervised_train,supervised_train,True
E182::DGCR8::DGCR8_2,query,supervised_train,False
E182::DGCR8::DGCR8_2,supervised_train,supervised_train,True
E182::DROSHA::DROSHA_1,query,supervised_train,False
E182::DROSHA::DROSHA_1,supervised_train,supervised_train,True
E182::DROSHA::DROSHA_2,query,supervised_train,False
E182::DROSHA::DROSHA_2,supervised_train,supervised_train,True
E182::EIF4G2::EIF4G2_1,query,prospective_evaluation,False
E182::EIF4G2::EIF4G2_2,query,prospective_evaluation,False
E182::EWSR1::EWSR1_1,query,supervised_train,False
E182::EWSR1::EWSR1_1,supervised_train,supervised_train,True
E182::EWSR1::EWSR1_2,query,supervised_train,False
E182::EWSR1::EWSR1_2,supervised_train,supervised_train,True
E182::FAM120A::FAM120A_1,query,conformal_calibration,False
E182::FAM120A::FAM120A_2,query,conformal_calibration,False
E182::FASTKD2::FASTKD2_1,query,conformal_calibration,False
E182::FASTKD2::FASTKD2_2,query,conformal_calibration,False
E182::FTO::FTO_1,query,model_validation,False
E182::FTO::FTO_1,supervised_validation,model_validation,True
E182::FTO::FTO_2,query,model_validation,False
E182::FTO::FTO_2,supervised_validation,model_validation,True
E182::FXR1::FXR1_1,query,supervised_train,False
E182::FXR1::FXR1_1,supervised_train,supervised_train,True
E182::FXR1::FXR1_2,query,supervised_train,False
E182::FXR1::FXR1_2,supervised_train,supervised_train,True
E182::FXR2::FXR2_1,query,prospective_evaluation,False
E182::FXR2::FXR2_2,query,prospective_evaluation,False
E182::GPKOW::GPKOW_1,query,conformal_calibration,False
E182::GPKOW::GPKOW_2,query,conformal_calibration,False
E182::GTF2F1::GTF2F1_1,query,supervised_train,False
E182::GTF2F1::GTF2F1_1,supervised_train,supervised_train,True
E182::GTF2F1::GTF2F1_2,query,supervised_train,False
E182::GTF2F1::GTF2F1_2,supervised_train,supervised_train,True
E182::HNRNPC::HNRNPC_1,query,prospective_evaluation,False
E182::HNRNPC::HNRNPC_2,query,prospective_evaluation,False
E182::HNRNPK::HNRNPK_1,query,conformal_calibration,False
E182::HNRNPK::HNRNPK_2,query,conformal_calibration,False
E182::HNRNPM::HNRNPM_1,query,prospective_evaluation,False
E182::HNRNPM::HNRNPM_2,query,prospective_evaluation,False
E182::IGF2BP1::IGF2BP1_1,query,supervised_train,False
E182::IGF2BP1::IGF2BP1_1,supervised_train,supervised_train,True
E182::IGF2BP1::IGF2BP1_2,query,supervised_train,False
E182::IGF2BP1::IGF2BP1_2,supervised_train,supervised_train,True
E182::IGF2BP3::IGF2BP3_1,query,supervised_train,False
E182::IGF2BP3::IGF2BP3_1,supervised_train,supervised_train,True
E182::IGF2BP3::IGF2BP3_2,query,supervised_train,False
E182::IGF2BP3::IGF2BP3_2,supervised_train,supervised_train,True
E182::ILF3::ILF3_1,query,prospective_evaluation,False
E182::ILF3::ILF3_2,query,prospective_evaluation,False
E182::KHDRBS1::KHDRBS1_1,query,supervised_train,False
E182::KHDRBS1::KHDRBS1_1,supervised_train,supervised_train,True
E182::KHDRBS1::KHDRBS1_2,query,supervised_train,False
E182::KHDRBS1::KHDRBS1_2,supervised_train,supervised_train,True
E182::KHDRBS2::KHDRBS2_1,query,conformal_calibration,False
E182::KHDRBS2::KHDRBS2_2,query,conformal_calibration,False
E182::KHSRP::KHSRP_1,query,prospective_evaluation,False
E182::KHSRP::KHSRP_2,query,prospective_evaluation,False
E182::LARP4::LARP4_1,query,model_validation,False
E182::LARP4::LARP4_1,supervised_validation,model_validation,True
E182::LARP4::LARP4_2,query,model_validation,False
E182::LARP4::LARP4_2,supervised_validation,model_validation,True
E182::LIN28B::LIN28B_1,query,conformal_calibration,False
E182::LIN28B::LIN28B_2,query,conformal_calibration,False
E182::METAP2::METAP2_1,query,model_validation,False
E182::METAP2::METAP2_1,supervised_validation,model_validation,True
E182::METAP2::METAP2_2,query,model_validation,False
E182::METAP2::METAP2_2,supervised_validation,model_validation,True
E182::MSI1::MSI1_1,query,prospective_evaluation,False
E182::MSI1::MSI1_2,query,prospective_evaluation,False
E182::MTPAP::MTPAP_1,query,prospective_evaluation,False
E182::MTPAP::MTPAP_2,query,prospective_evaluation,False
E182::NCBP2::NCBP2_1,query,model_validation,False
E182::NCBP2::NCBP2_1,supervised_validation,model_validation,True
E182::NCBP2::NCBP2_2,query,model_validation,False
E182::NCBP2::NCBP2_2,supervised_validation,model_validation,True
E182::NONO::NONO_1,query,supervised_train,False
E182::NONO::NONO_1,supervised_train,supervised_train,True
E182::NONO::NONO_2,query,supervised_train,False
E182::NONO::NONO_2,supervised_train,supervised_train,True
E182::PABPC3::PABPC3_1,query,conformal_calibration,False
E182::PABPC3::PABPC3_2,query,conformal_calibration,False
E182::PABPC4::PABPC4_1,query,conformal_calibration,False
E182::PABPC4::PABPC4_2,query,conformal_calibration,False
E182::PCBP1::PCBP1_1,query,prospective_evaluation,False
E182::PCBP1::PCBP1_2,query,prospective_evaluation,False
E182::PPIL4::PPIL4_1,query,supervised_train,False
E182::PPIL4::PPIL4_1,supervised_train,supervised_train,True
E182::PPIL4::PPIL4_2,query,supervised_train,False
E182::PPIL4::PPIL4_2,supervised_train,supervised_train,True
E182::PTBP1::PTBP1_1,query,supervised_train,False
E182::PTBP1::PTBP1_1,supervised_train,supervised_train,True
E182::PTBP1::PTBP1_2,query,supervised_train,False
E182::PTBP1::PTBP1_2,supervised_train,supervised_train,True
E182::PUM2::PUM2_1,query,supervised_train,False
E182::PUM2::PUM2_1,supervised_train,supervised_train,True
E182::PUM2::PUM2_2,query,supervised_train,False
E182::PUM2::PUM2_2,supervised_train,supervised_train,True
E182::QKI::QKI_1,query,conformal_calibration,False
E182::QKI::QKI_2,query,conformal_calibration,False
E182::RALY::RALY_1,query,supervised_train,False
E182::RALY::RALY_1,supervised_train,supervised_train,True
E182::RALY::RALY_2,query,supervised_train,False
E182::RALY::RALY_2,supervised_train,supervised_train,True
E182::RBFOX2::RBFOX2_1,query,conformal_calibration,False
E182::RBFOX2::RBFOX2_2,query,conformal_calibration,False
E182::RBM15::RBM15_1,query,conformal_calibration,False
E182::RBM15::RBM15_2,query,conformal_calibration,False
E182::RBM27::RBM27_1,query,supervised_train,False
E182::RBM27::RBM27_1,supervised_train,supervised_train,True
E182::RBM27::RBM27_2,query,supervised_train,False
E182::RBM27::RBM27_2,supervised_train,supervised_train,True
E182::RBM4::RBM4_1,query,supervised_train,False
E182::RBM4::RBM4_1,supervised_train,supervised_train,True
E182::RBM4::RBM4_2,query,supervised_train,False
E182::RBM4::RBM4_2,supervised_train,supervised_train,True
E182::RBM42::RBM42_1,query,supervised_train,False
E182::RBM42::RBM42_1,supervised_train,supervised_train,True
E182::RBM42::RBM42_2,query,supervised_train,False
E182::RBM42::RBM42_2,supervised_train,supervised_train,True
E182::RBM45::RBM45_1,query,supervised_train,False
E182::RBM45::RBM45_1,supervised_train,supervised_train,True
E182::RBM45::RBM45_2,query,supervised_train,False
E182::RBM45::RBM45_2,supervised_train,supervised_train,True
E182::RBMS1::RBMS1_1,query,model_validation,False
E182::RBMS1::RBMS1_1,supervised_validation,model_validation,True
E182::RBMS1::RBMS1_2,query,model_validation,False
E182::RBMS1::RBMS1_2,supervised_validation,model_validation,True
E182::SART3::SART3_1,query,supervised_train,False
E182::SART3::SART3_1,supervised_train,supervised_train,True
E182::SART3::SART3_2,query,supervised_train,False
E182::SART3::SART3_2,supervised_train,supervised_train,True
E182::SERBP1::SERBP1_1,query,prospective_evaluation,False
E182::SERBP1::SERBP1_2,query,prospective_evaluation,False
E182::SF3B1::SF3B1_1,query,conformal_calibration,False
E182::SF3B1::SF3B1_2,query,conformal_calibration,False
E182::SF3B4::SF3B4_1,query,supervised_train,False
E182::SF3B4::SF3B4_1,supervised_train,supervised_train,True
E182::SF3B4::SF3B4_2,query,supervised_train,False
E182::SF3B4::SF3B4_2,supervised_train,supervised_train,True
E182::SLTM::SLTM_1,query,prospective_evaluation,False
E182::SLTM::SLTM_2,query,prospective_evaluation,False
E182::SMNDC1::SMNDC1_1,query,supervised_train,False
E182::SMNDC1::SMNDC1_1,supervised_train,supervised_train,True
E182::SMNDC1::SMNDC1_2,query,supervised_train,False
E182::SMNDC1::SMNDC1_2,supervised_train,supervised_train,True
E182::SND1::SND1_1,query,conformal_calibration,False
E182::SND1::SND1_2,query,conformal_calibration,False
E182::SRSF1::SRSF1_1,query,supervised_train,False
E182::SRSF1::SRSF1_1,supervised_train,supervised_train,True
E182::SRSF1::SRSF1_2,query,supervised_train,False
E182::SRSF1::SRSF1_2,supervised_train,supervised_train,True
E182::SRSF7::SRSF7_1,query,prospective_evaluation,False
E182::SRSF7::SRSF7_2,query,prospective_evaluation,False
E182::SRSF9::SRSF9_1,query,supervised_train,False
E182::SRSF9::SRSF9_1,supervised_train,supervised_train,True
E182::SRSF9::SRSF9_2,query,supervised_train,False
E182::SRSF9::SRSF9_2,supervised_train,supervised_train,True
E182::TAF15::TAF15_1,query,supervised_train,False
E182::TAF15::TAF15_1,supervised_train,supervised_train,True
E182::TAF15::TAF15_2,query,supervised_train,False
E182::TAF15::TAF15_2,supervised_train,supervised_train,True
E182::TARDBP::TARDBP_1,query,conformal_calibration,False
E182::TARDBP::TARDBP_2,query,conformal_calibration,False
E182::TBRG4::TBRG4_1,query,prospective_evaluation,False
E182::TBRG4::TBRG4_2,query,prospective_evaluation,False
E182::TIA1::TIA1_1,query,conformal_calibration,False
E182::TIA1::TIA1_2,query,conformal_calibration,False
E182::TRA2A::TRA2A_1,query,model_validation,False
E182::TRA2A::TRA2A_1,supervised_validation,model_validation,True
E182::TRA2A::TRA2A_2,query,model_validation,False
E182::TRA2A::TRA2A_2,supervised_validation,model_validation,True
E182::U2AF2::U2AF2_1,query,prospective_evaluation,False
E182::U2AF2::U2AF2_2,query,prospective_evaluation,False
E182::UCHL5::UCHL5_1,query,supervised_train,False
E182::UCHL5::UCHL5_1,supervised_train,supervised_train,True
E182::UCHL5::UCHL5_2,query,supervised_train,False
E182::UCHL5::UCHL5_2,supervised_train,supervised_train,True
E182::UPF1::UPF1_1,query,conformal_calibration,False
E182::UPF1::UPF1_2,query,conformal_calibration,False
E182::XRN2::XRN2_1,query,prospective_evaluation,False
E182::XRN2::XRN2_2,query,prospective_evaluation,False
E182::ZC3H10::ZC3H10_1,query,conformal_calibration,False
E182::ZC3H10::ZC3H10_2,query,conformal_calibration,False
E182::ZNF622::ZNF622_1,query,supervised_train,False
E182::ZNF622::ZNF622_1,supervised_train,supervised_train,True
E182::ZNF622::ZNF622_2,query,supervised_train,False
E182::ZNF622::ZNF622_2,supervised_train,supervised_train,True
E182::ZRANB2::ZRANB2_1,query,conformal_calibration,False
E182::ZRANB2::ZRANB2_2,query,conformal_calibration,False
