panel,task_id,query_has_test_expression,query_has_y,query_has_y_pca,log_prob,epistemic_confidence,aleatoric_confidence,combined_confidence_official,predicted_magnitude_rms,gene_order_sha256,predicted_pca_0,predicted_pca_1,predicted_pca_2,predicted_pca_3,predicted_pca_4,predicted_pca_5,predicted_pca_6,predicted_pca_7,predicted_pca_8,predicted_pca_9
Norman_P3,HOXC13+ctrl,False,False,False,-44.03282165527344,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P3,IRF1+ctrl,False,False,False,-43.90009307861328,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P3,KIF2C+ctrl,False,False,False,-43.86951446533203,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P3,KMT2A+ctrl,False,False,False,-43.843231201171875,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P3,LHX1+ctrl,False,False,False,-44.353736877441406,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P3,MAP2K3+ctrl,False,False,False,-43.63897705078125,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P3,PTPN9+ctrl,False,False,False,-43.705322265625,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P3,RHOXF2+ctrl,False,False,False,-43.598976135253906,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P3,SET+ctrl,False,False,False,-44.6823844909668,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P3,TGFBR2+ctrl,False,False,False,-44.03911590576172,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P3,ZBTB25+ctrl,False,False,False,-44.85045623779297,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P3,ZNF318+ctrl,False,False,False,-43.65498352050781,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
