panel,panel_label,seed,task_id,gene_order_hash,native_logvar,predicted_magnitude,own_rmse,predicted_effect_key,true_effect_key,pretruth_score_lock_sha256
P1,Norman_P1,11,OSR2+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.0921781659126281,0.0654965308785939,0.0542219672429507,GEARS::norman::seed11::single::OSR2+ctrl::pred,GEARS::norman::seed11::single::OSR2+ctrl::true,c994078a609c3e8ddf59a8ba0c2ec51dea1cb39fe0dc9bd0d66b29de64aad330
P1,Norman_P1,11,POU3F2+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.1259827315807342,0.0479196756954636,0.0464096075770432,GEARS::norman::seed11::single::POU3F2+ctrl::pred,GEARS::norman::seed11::single::POU3F2+ctrl::true,c994078a609c3e8ddf59a8ba0c2ec51dea1cb39fe0dc9bd0d66b29de64aad330
P1,Norman_P1,11,PRDM1+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.1334349662065506,0.0308625073429359,0.0799118654522891,GEARS::norman::seed11::single::PRDM1+ctrl::pred,GEARS::norman::seed11::single::PRDM1+ctrl::true,c994078a609c3e8ddf59a8ba0c2ec51dea1cb39fe0dc9bd0d66b29de64aad330
P1,Norman_P1,11,PTPN12+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.1033791750669479,0.0430842019613631,0.0344779353836755,GEARS::norman::seed11::single::PTPN12+ctrl::pred,GEARS::norman::seed11::single::PTPN12+ctrl::true,c994078a609c3e8ddf59a8ba0c2ec51dea1cb39fe0dc9bd0d66b29de64aad330
P1,Norman_P1,11,PTPN13+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.1014929637312889,0.0415517753110211,0.0508789264948896,GEARS::norman::seed11::single::PTPN13+ctrl::pred,GEARS::norman::seed11::single::PTPN13+ctrl::true,c994078a609c3e8ddf59a8ba0c2ec51dea1cb39fe0dc9bd0d66b29de64aad330
P1,Norman_P1,11,S1PR2+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.1728513687849044,0.0747836594684807,0.0619378965381142,GEARS::norman::seed11::single::S1PR2+ctrl::pred,GEARS::norman::seed11::single::S1PR2+ctrl::true,c994078a609c3e8ddf59a8ba0c2ec51dea1cb39fe0dc9bd0d66b29de64aad330
P1,Norman_P1,11,SNAI1+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.1598716825246811,0.0935188167825215,0.0790866929321111,GEARS::norman::seed11::single::SNAI1+ctrl::pred,GEARS::norman::seed11::single::SNAI1+ctrl::true,c994078a609c3e8ddf59a8ba0c2ec51dea1cb39fe0dc9bd0d66b29de64aad330
P1,Norman_P1,11,SPI1+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.1783378571271896,0.114664416524611,0.095368943546306,GEARS::norman::seed11::single::SPI1+ctrl::pred,GEARS::norman::seed11::single::SPI1+ctrl::true,c994078a609c3e8ddf59a8ba0c2ec51dea1cb39fe0dc9bd0d66b29de64aad330
P1,Norman_P1,11,STIL+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.0522605031728744,0.0340414289942757,0.0449615309553104,GEARS::norman::seed11::single::STIL+ctrl::pred,GEARS::norman::seed11::single::STIL+ctrl::true,c994078a609c3e8ddf59a8ba0c2ec51dea1cb39fe0dc9bd0d66b29de64aad330
P1,Norman_P1,11,TSC22D1+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.1405607908964157,0.0274564576510189,0.0333594514724907,GEARS::norman::seed11::single::TSC22D1+ctrl::pred,GEARS::norman::seed11::single::TSC22D1+ctrl::true,c994078a609c3e8ddf59a8ba0c2ec51dea1cb39fe0dc9bd0d66b29de64aad330
P1,Norman_P1,22,BCL2L11+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.2438112199306488,0.0510347102406436,0.0527681100140675,GEARS::norman::seed22::single::BCL2L11+ctrl::pred,GEARS::norman::seed22::single::BCL2L11+ctrl::true,4faff9c6fd590a683d00f1671c952443757aa68028da4304fbe33216cd88a6f6
P1,Norman_P1,22,CKS1B+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.1413463801145553,0.035911618259393,0.0537628185769532,GEARS::norman::seed22::single::CKS1B+ctrl::pred,GEARS::norman::seed22::single::CKS1B+ctrl::true,4faff9c6fd590a683d00f1671c952443757aa68028da4304fbe33216cd88a6f6
P1,Norman_P1,22,CLDN6+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.2687717974185943,0.0839392476312675,0.0760465285339674,GEARS::norman::seed22::single::CLDN6+ctrl::pred,GEARS::norman::seed22::single::CLDN6+ctrl::true,4faff9c6fd590a683d00f1671c952443757aa68028da4304fbe33216cd88a6f6
P1,Norman_P1,22,FEV+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.3774788975715637,0.083748559797511,0.0820617062758693,GEARS::norman::seed22::single::FEV+ctrl::pred,GEARS::norman::seed22::single::FEV+ctrl::true,4faff9c6fd590a683d00f1671c952443757aa68028da4304fbe33216cd88a6f6
P1,Norman_P1,22,FOSB+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.1317364275455474,0.0615895708454458,0.0468968121742545,GEARS::norman::seed22::single::FOSB+ctrl::pred,GEARS::norman::seed22::single::FOSB+ctrl::true,4faff9c6fd590a683d00f1671c952443757aa68028da4304fbe33216cd88a6f6
P1,Norman_P1,22,FOXA1+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.1751651763916015,0.0541114826021521,0.0455956708984103,GEARS::norman::seed22::single::FOXA1+ctrl::pred,GEARS::norman::seed22::single::FOXA1+ctrl::true,4faff9c6fd590a683d00f1671c952443757aa68028da4304fbe33216cd88a6f6
P1,Norman_P1,22,FOXA3+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.1208697408437728,0.0462638054734229,0.0353258661126921,GEARS::norman::seed22::single::FOXA3+ctrl::pred,GEARS::norman::seed22::single::FOXA3+ctrl::true,4faff9c6fd590a683d00f1671c952443757aa68028da4304fbe33216cd88a6f6
P1,Norman_P1,22,IER5L+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.1907663941383361,0.0941776647984403,0.071949112629183,GEARS::norman::seed22::single::IER5L+ctrl::pred,GEARS::norman::seed22::single::IER5L+ctrl::true,4faff9c6fd590a683d00f1671c952443757aa68028da4304fbe33216cd88a6f6
P1,Norman_P1,22,IGDCC3+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.1461584270000457,0.0391433330650033,0.0385342182111644,GEARS::norman::seed22::single::IGDCC3+ctrl::pred,GEARS::norman::seed22::single::IGDCC3+ctrl::true,4faff9c6fd590a683d00f1671c952443757aa68028da4304fbe33216cd88a6f6
P1,Norman_P1,22,IKZF3+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.1628142744302749,0.1133416954308704,0.0703782942777112,GEARS::norman::seed22::single::IKZF3+ctrl::pred,GEARS::norman::seed22::single::IKZF3+ctrl::true,4faff9c6fd590a683d00f1671c952443757aa68028da4304fbe33216cd88a6f6
P1,Norman_P1,22,JUN+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.2757139205932617,0.076904243708874,0.0705885577223232,GEARS::norman::seed22::single::JUN+ctrl::pred,GEARS::norman::seed22::single::JUN+ctrl::true,4faff9c6fd590a683d00f1671c952443757aa68028da4304fbe33216cd88a6f6
P1,Norman_P1,22,MAPK1+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.1717426776885986,0.0677679376099637,0.0522294785291972,GEARS::norman::seed22::single::MAPK1+ctrl::pred,GEARS::norman::seed22::single::MAPK1+ctrl::true,4faff9c6fd590a683d00f1671c952443757aa68028da4304fbe33216cd88a6f6
P1,Norman_P1,22,MEIS1+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.1058399528264999,0.0477235335539847,0.0414083164374885,GEARS::norman::seed22::single::MEIS1+ctrl::pred,GEARS::norman::seed22::single::MEIS1+ctrl::true,4faff9c6fd590a683d00f1671c952443757aa68028da4304fbe33216cd88a6f6
P1,Norman_P1,22,MIDN+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.1743436455726623,0.0314779722290766,0.0545905813759331,GEARS::norman::seed22::single::MIDN+ctrl::pred,GEARS::norman::seed22::single::MIDN+ctrl::true,4faff9c6fd590a683d00f1671c952443757aa68028da4304fbe33216cd88a6f6
P1,Norman_P1,22,OSR2+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.1309805214405059,0.047999610095739,0.0507787331097561,GEARS::norman::seed22::single::OSR2+ctrl::pred,GEARS::norman::seed22::single::OSR2+ctrl::true,4faff9c6fd590a683d00f1671c952443757aa68028da4304fbe33216cd88a6f6
P1,Norman_P1,22,POU3F2+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.196942925453186,0.0339322336465763,0.046622318280656,GEARS::norman::seed22::single::POU3F2+ctrl::pred,GEARS::norman::seed22::single::POU3F2+ctrl::true,4faff9c6fd590a683d00f1671c952443757aa68028da4304fbe33216cd88a6f6
P1,Norman_P1,22,PRDM1+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.244560420513153,0.0561774382108118,0.0739614501446072,GEARS::norman::seed22::single::PRDM1+ctrl::pred,GEARS::norman::seed22::single::PRDM1+ctrl::true,4faff9c6fd590a683d00f1671c952443757aa68028da4304fbe33216cd88a6f6
P1,Norman_P1,22,PTPN12+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.1593467146158218,0.0481309351086419,0.0359292683788137,GEARS::norman::seed22::single::PTPN12+ctrl::pred,GEARS::norman::seed22::single::PTPN12+ctrl::true,4faff9c6fd590a683d00f1671c952443757aa68028da4304fbe33216cd88a6f6
P1,Norman_P1,22,PTPN13+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.1699525266885757,0.0317648164990617,0.0448330993502077,GEARS::norman::seed22::single::PTPN13+ctrl::pred,GEARS::norman::seed22::single::PTPN13+ctrl::true,4faff9c6fd590a683d00f1671c952443757aa68028da4304fbe33216cd88a6f6
P1,Norman_P1,22,S1PR2+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.219165101647377,0.0570733674285977,0.0558281287681147,GEARS::norman::seed22::single::S1PR2+ctrl::pred,GEARS::norman::seed22::single::S1PR2+ctrl::true,4faff9c6fd590a683d00f1671c952443757aa68028da4304fbe33216cd88a6f6
P1,Norman_P1,22,SNAI1+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.2436734139919281,0.0694383805235496,0.0559546831818411,GEARS::norman::seed22::single::SNAI1+ctrl::pred,GEARS::norman::seed22::single::SNAI1+ctrl::true,4faff9c6fd590a683d00f1671c952443757aa68028da4304fbe33216cd88a6f6
P1,Norman_P1,22,SPI1+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.2865437567234039,0.089351604018387,0.0858368757896826,GEARS::norman::seed22::single::SPI1+ctrl::pred,GEARS::norman::seed22::single::SPI1+ctrl::true,4faff9c6fd590a683d00f1671c952443757aa68028da4304fbe33216cd88a6f6
P1,Norman_P1,22,STIL+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.3530304431915283,0.0416279710170602,0.037493406284657,GEARS::norman::seed22::single::STIL+ctrl::pred,GEARS::norman::seed22::single::STIL+ctrl::true,4faff9c6fd590a683d00f1671c952443757aa68028da4304fbe33216cd88a6f6
P1,Norman_P1,22,TSC22D1+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.2463164627552032,0.0434545933561978,0.0425709641914015,GEARS::norman::seed22::single::TSC22D1+ctrl::pred,GEARS::norman::seed22::single::TSC22D1+ctrl::true,4faff9c6fd590a683d00f1671c952443757aa68028da4304fbe33216cd88a6f6
P1,Norman_P1,33,BCL2L11+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.1364191323518753,0.0240028565877638,0.0268446122122177,GEARS::norman::seed33::single::BCL2L11+ctrl::pred,GEARS::norman::seed33::single::BCL2L11+ctrl::true,a65840f5a81bf5e4f687465e35df39b44ea6a1f56948a5c2fcca8f3b86ce9970
P1,Norman_P1,33,CKS1B+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.1220263168215751,0.0258123563072748,0.0582379001190249,GEARS::norman::seed33::single::CKS1B+ctrl::pred,GEARS::norman::seed33::single::CKS1B+ctrl::true,a65840f5a81bf5e4f687465e35df39b44ea6a1f56948a5c2fcca8f3b86ce9970
P1,Norman_P1,33,CLDN6+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.2268090695142746,0.093170845351283,0.0867243425699762,GEARS::norman::seed33::single::CLDN6+ctrl::pred,GEARS::norman::seed33::single::CLDN6+ctrl::true,a65840f5a81bf5e4f687465e35df39b44ea6a1f56948a5c2fcca8f3b86ce9970
P1,Norman_P1,33,FEV+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.1840811371803283,0.0845387873767535,0.0835640475515246,GEARS::norman::seed33::single::FEV+ctrl::pred,GEARS::norman::seed33::single::FEV+ctrl::true,a65840f5a81bf5e4f687465e35df39b44ea6a1f56948a5c2fcca8f3b86ce9970
P1,Norman_P1,33,FOSB+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,-0.0077129881829023,0.0726886258547594,0.0578341057924925,GEARS::norman::seed33::single::FOSB+ctrl::pred,GEARS::norman::seed33::single::FOSB+ctrl::true,a65840f5a81bf5e4f687465e35df39b44ea6a1f56948a5c2fcca8f3b86ce9970
P1,Norman_P1,33,FOXA1+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.0036184655036777,0.079589494502734,0.0679734508935932,GEARS::norman::seed33::single::FOXA1+ctrl::pred,GEARS::norman::seed33::single::FOXA1+ctrl::true,a65840f5a81bf5e4f687465e35df39b44ea6a1f56948a5c2fcca8f3b86ce9970
P1,Norman_P1,33,FOXA3+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.1426050364971161,0.0771526731032891,0.0583841506645253,GEARS::norman::seed33::single::FOXA3+ctrl::pred,GEARS::norman::seed33::single::FOXA3+ctrl::true,a65840f5a81bf5e4f687465e35df39b44ea6a1f56948a5c2fcca8f3b86ce9970
P1,Norman_P1,33,IER5L+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.4200700223445892,0.1056354206353891,0.0811059677129545,GEARS::norman::seed33::single::IER5L+ctrl::pred,GEARS::norman::seed33::single::IER5L+ctrl::true,a65840f5a81bf5e4f687465e35df39b44ea6a1f56948a5c2fcca8f3b86ce9970
P1,Norman_P1,33,IGDCC3+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.0708147659897804,0.0260331158891283,0.0479379486592543,GEARS::norman::seed33::single::IGDCC3+ctrl::pred,GEARS::norman::seed33::single::IGDCC3+ctrl::true,a65840f5a81bf5e4f687465e35df39b44ea6a1f56948a5c2fcca8f3b86ce9970
P1,Norman_P1,33,IKZF3+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.1462294459342956,0.0925672349784825,0.0634981490233176,GEARS::norman::seed33::single::IKZF3+ctrl::pred,GEARS::norman::seed33::single::IKZF3+ctrl::true,a65840f5a81bf5e4f687465e35df39b44ea6a1f56948a5c2fcca8f3b86ce9970
P1,Norman_P1,33,JUN+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.3593259751796722,0.1316846525746992,0.1187827002266717,GEARS::norman::seed33::single::JUN+ctrl::pred,GEARS::norman::seed33::single::JUN+ctrl::true,a65840f5a81bf5e4f687465e35df39b44ea6a1f56948a5c2fcca8f3b86ce9970
P1,Norman_P1,33,MAPK1+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.2131935805082321,0.0647328417039328,0.0575908723181652,GEARS::norman::seed33::single::MAPK1+ctrl::pred,GEARS::norman::seed33::single::MAPK1+ctrl::true,a65840f5a81bf5e4f687465e35df39b44ea6a1f56948a5c2fcca8f3b86ce9970
P1,Norman_P1,33,MEIS1+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.2197617590427398,0.0676553734660691,0.0593088964054156,GEARS::norman::seed33::single::MEIS1+ctrl::pred,GEARS::norman::seed33::single::MEIS1+ctrl::true,a65840f5a81bf5e4f687465e35df39b44ea6a1f56948a5c2fcca8f3b86ce9970
P1,Norman_P1,33,MIDN+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.1059431880712509,0.026599679892383,0.0680027527070331,GEARS::norman::seed33::single::MIDN+ctrl::pred,GEARS::norman::seed33::single::MIDN+ctrl::true,a65840f5a81bf5e4f687465e35df39b44ea6a1f56948a5c2fcca8f3b86ce9970
P1,Norman_P1,33,OSR2+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.1281377971172332,0.0541030492235264,0.0489425246149402,GEARS::norman::seed33::single::OSR2+ctrl::pred,GEARS::norman::seed33::single::OSR2+ctrl::true,a65840f5a81bf5e4f687465e35df39b44ea6a1f56948a5c2fcca8f3b86ce9970
P1,Norman_P1,33,POU3F2+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.3190775215625763,0.0733629072173103,0.0657200986766313,GEARS::norman::seed33::single::POU3F2+ctrl::pred,GEARS::norman::seed33::single::POU3F2+ctrl::true,a65840f5a81bf5e4f687465e35df39b44ea6a1f56948a5c2fcca8f3b86ce9970
P1,Norman_P1,33,PRDM1+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.0608203895390033,0.0286737003561979,0.0782412195073561,GEARS::norman::seed33::single::PRDM1+ctrl::pred,GEARS::norman::seed33::single::PRDM1+ctrl::true,a65840f5a81bf5e4f687465e35df39b44ea6a1f56948a5c2fcca8f3b86ce9970
P1,Norman_P1,33,PTPN12+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.0685884654521942,0.0421355402097715,0.0379421054176676,GEARS::norman::seed33::single::PTPN12+ctrl::pred,GEARS::norman::seed33::single::PTPN12+ctrl::true,a65840f5a81bf5e4f687465e35df39b44ea6a1f56948a5c2fcca8f3b86ce9970
P1,Norman_P1,33,PTPN13+ctrl,sha256:9059bd6e8ff28482b90f1dd4dd423df7e1990b35f9a8ad5b4b6aee9ef0eb7ed0,0.0797380954027175,0.0415628730146025,0.0553076368293718,GEARS::norman::seed33::single::PTPN13+ctrl::pred,GEARS::norman::seed33::single::PTPN13+ctrl::true,a65840f5a81bf5e4f687465e35df39b44ea6a1f56948a5c2fcca8f3b86ce9970
