fold_id,task_id,split,setting,context,basal_context,perturbation,perturbation_gene,perturbation_gene_index,perturbation_flag_sum,control_pool_size_same_context,target_pool_size,control_row_index,target_row_index
frangieh_context_holdout_1_Co-culture,Co-culture::MRPL47+ctrl,test,context_and_perturbation_unseen,Co-culture,Co-culture,MRPL47+ctrl,MRPL47,122,1.0,731,95,109766,61505
frangieh_context_holdout_1_Co-culture,Co-culture::MT2A+ctrl,test,context_and_perturbation_unseen,Co-culture,Co-culture,MT2A+ctrl,MT2A,123,1.0,731,152,108657,61749
frangieh_context_holdout_1_Co-culture,Co-culture::NOLC1+ctrl,test,context_and_perturbation_unseen,Co-culture,Co-culture,NOLC1+ctrl,NOLC1,15,1.0,731,86,108665,64399
frangieh_context_holdout_1_Co-culture,Co-culture::NONO+ctrl,test,context_and_perturbation_unseen,Co-culture,Co-culture,NONO+ctrl,NONO,131,1.0,731,174,110176,64699
frangieh_context_holdout_1_Co-culture,Co-culture::NPC2+ctrl,test,context_and_perturbation_unseen,Co-culture,Co-culture,NPC2+ctrl,NPC2,133,1.0,731,228,109372,65750
frangieh_context_holdout_1_Co-culture,Co-culture::PFN1+ctrl,test,context_and_perturbation_unseen,Co-culture,Co-culture,PFN1+ctrl,PFN1,140,1.0,731,102,109835,69315
frangieh_context_holdout_1_Co-culture,Co-culture::PTMA+ctrl,test,context_and_perturbation_unseen,Co-culture,Co-culture,PTMA+ctrl,PTMA,146,1.0,731,232,109804,72212
frangieh_context_holdout_1_Co-culture,Co-culture::RTP4+ctrl,test,context_and_perturbation_unseen,Co-culture,Co-culture,RTP4+ctrl,RTP4,157,1.0,731,250,109579,76629
frangieh_context_holdout_1_Co-culture,Co-culture::SAT1+ctrl,test,context_and_perturbation_unseen,Co-culture,Co-culture,SAT1+ctrl,SAT1,19,1.0,731,195,108387,78847
frangieh_context_holdout_1_Co-culture,Co-culture::SDC3+ctrl,test,context_and_perturbation_unseen,Co-culture,Co-culture,SDC3+ctrl,SDC3,162,1.0,731,262,109778,79775
frangieh_context_holdout_1_Co-culture,Co-culture::SERPINA3+ctrl,test,context_and_perturbation_unseen,Co-culture,Co-culture,SERPINA3+ctrl,SERPINA3,164,1.0,731,171,109693,81639
frangieh_context_holdout_1_Co-culture,Co-culture::SERPINE2+ctrl,test,context_and_perturbation_unseen,Co-culture,Co-culture,SERPINE2+ctrl,SERPINE2,165,1.0,731,169,109603,82184
frangieh_context_holdout_1_Co-culture,Co-culture::SET+ctrl,test,context_and_perturbation_unseen,Co-culture,Co-culture,SET+ctrl,SET,21,1.0,731,160,108200,83374
frangieh_context_holdout_1_Co-culture,Co-culture::SHMT2+ctrl,test,context_and_perturbation_unseen,Co-culture,Co-culture,SHMT2+ctrl,SHMT2,22,1.0,731,143,109266,84172
frangieh_context_holdout_1_Co-culture,Co-culture::SLC22A18+ctrl,test,context_and_perturbation_unseen,Co-culture,Co-culture,SLC22A18+ctrl,SLC22A18,169,1.0,731,278,109272,85865
frangieh_context_holdout_1_Co-culture,Co-culture::ST6GALNAC2+ctrl,test,context_and_perturbation_unseen,Co-culture,Co-culture,ST6GALNAC2+ctrl,ST6GALNAC2,182,1.0,731,144,108258,92945
frangieh_context_holdout_1_Co-culture,Co-culture::STAT1+ctrl,test,context_and_perturbation_unseen,Co-culture,Co-culture,STAT1+ctrl,STAT1,183,1.0,731,396,109424,93681
frangieh_context_holdout_1_Co-culture,Co-culture::WBP2+ctrl,test,context_and_perturbation_unseen,Co-culture,Co-culture,WBP2+ctrl,WBP2,210,1.0,731,243,109633,107925
frangieh_context_holdout_1_Co-culture,Co-culture::A2M+ctrl,test,context_unseen_row,Co-culture,Co-culture,A2M+ctrl,A2M,24,1.0,731,255,109368,692
frangieh_context_holdout_1_Co-culture,Co-culture::ACSL3+ctrl,test,context_unseen_row,Co-culture,Co-culture,ACSL3+ctrl,ACSL3,25,1.0,731,114,108723,998
frangieh_context_holdout_1_Co-culture,Co-culture::ACTA2+ctrl,test,context_unseen_row,Co-culture,Co-culture,ACTA2+ctrl,ACTA2,26,1.0,731,260,109463,1057
frangieh_context_holdout_1_Co-culture,Co-culture::AEBP1+ctrl,test,context_unseen_row,Co-culture,Co-culture,AEBP1+ctrl,AEBP1,27,1.0,731,252,108259,1814
frangieh_context_holdout_1_Co-culture,Co-culture::AGA+ctrl,test,context_unseen_row,Co-culture,Co-culture,AGA+ctrl,AGA,28,1.0,731,231,109030,2746
frangieh_context_holdout_1_Co-culture,Co-culture::APOD+ctrl,test,context_unseen_row,Co-culture,Co-culture,APOD+ctrl,APOD,0,1.0,731,209,110103,3712
frangieh_context_holdout_1_Co-culture,Co-culture::APOE+ctrl,test,context_unseen_row,Co-culture,Co-culture,APOE+ctrl,APOE,30,1.0,731,219,108450,4348
frangieh_context_holdout_1_Co-culture,Co-culture::ATP1B1+ctrl,test,context_unseen_row,Co-culture,Co-culture,ATP1B1+ctrl,ATP1B1,32,1.0,731,216,109138,5723
frangieh_context_holdout_1_Co-culture,Co-culture::B2M+ctrl,test,context_unseen_row,Co-culture,Co-culture,B2M+ctrl,B2M,1,1.0,731,280,109646,6269
frangieh_context_holdout_1_Co-culture,Co-culture::BOLA2+ctrl,test,context_unseen_row,Co-culture,Co-culture,BOLA2+ctrl,BOLA2,33,1.0,731,131,108823,6971
frangieh_context_holdout_1_Co-culture,Co-culture::BOLA2B+ctrl,test,context_unseen_row,Co-culture,Co-culture,BOLA2B+ctrl,BOLA2B,2,1.0,731,121,109208,7419
frangieh_context_holdout_1_Co-culture,Co-culture::BZW2+ctrl,test,context_unseen_row,Co-culture,Co-culture,BZW2+ctrl,BZW2,34,1.0,731,200,109607,7552
frangieh_context_holdout_1_Co-culture,Co-culture::C19orf48+ctrl,test,context_unseen_row,Co-culture,Co-culture,C19orf48+ctrl,C19orf48,35,1.0,731,236,109987,9241
frangieh_context_holdout_1_Co-culture,Co-culture::C1QBP+ctrl,test,context_unseen_row,Co-culture,Co-culture,C1QBP+ctrl,C1QBP,36,1.0,731,113,109279,8163
frangieh_context_holdout_1_Co-culture,Co-culture::C6orf226+ctrl,test,context_unseen_row,Co-culture,Co-culture,C6orf226+ctrl,C6orf226,37,1.0,731,201,109668,8481
frangieh_context_holdout_1_Co-culture,Co-culture::CCND1+ctrl,test,context_unseen_row,Co-culture,Co-culture,CCND1+ctrl,CCND1,38,1.0,731,126,109939,9895
frangieh_context_holdout_1_Co-culture,Co-culture::CCND2+ctrl,test,context_unseen_row,Co-culture,Co-culture,CCND2+ctrl,CCND2,39,1.0,731,203,109556,10117
frangieh_context_holdout_1_Co-culture,Co-culture::CCR10+ctrl,test,context_unseen_row,Co-culture,Co-culture,CCR10+ctrl,CCR10,40,1.0,731,195,109131,10990
frangieh_context_holdout_1_Co-culture,Co-culture::CD151+ctrl,test,context_unseen_row,Co-culture,Co-culture,CD151+ctrl,CD151,42,1.0,731,222,109773,15012
frangieh_context_holdout_1_Co-culture,Co-culture::CD274+ctrl,test,context_unseen_row,Co-culture,Co-culture,CD274+ctrl,CD274,43,1.0,731,228,109767,15260
frangieh_context_holdout_1_Co-culture,Co-culture::CD44+ctrl,test,context_unseen_row,Co-culture,Co-culture,CD44+ctrl,CD44,44,1.0,731,289,109699,11846
frangieh_context_holdout_1_Co-culture,Co-culture::CD58+ctrl,test,context_unseen_row,Co-culture,Co-culture,CD58+ctrl,CD58,46,1.0,731,280,109625,12663
frangieh_context_holdout_1_Co-culture,Co-culture::CD59+ctrl,test,context_unseen_row,Co-culture,Co-culture,CD59+ctrl,CD59,47,1.0,731,251,108565,13901
frangieh_context_holdout_1_Co-culture,Co-culture::CD63+ctrl,test,context_unseen_row,Co-culture,Co-culture,CD63+ctrl,CD63,3,1.0,731,184,108850,14309
frangieh_context_holdout_1_Co-culture,Co-culture::CDH19+ctrl,test,context_unseen_row,Co-culture,Co-culture,CDH19+ctrl,CDH19,49,1.0,731,267,108990,16146
frangieh_context_holdout_1_Co-culture,Co-culture::CDK4+ctrl,test,context_unseen_row,Co-culture,Co-culture,CDK4+ctrl,CDK4,4,1.0,731,156,109276,17079
frangieh_context_holdout_1_Co-culture,Co-culture::CDK6+ctrl,test,context_unseen_row,Co-culture,Co-culture,CDK6+ctrl,CDK6,50,1.0,731,64,108243,17365
frangieh_context_holdout_1_Co-culture,Co-culture::CDKN1A+ctrl,test,context_unseen_row,Co-culture,Co-culture,CDKN1A+ctrl,CDKN1A,51,1.0,731,267,108571,17917
frangieh_context_holdout_1_Co-culture,Co-culture::CDKN2A+ctrl,test,context_unseen_row,Co-culture,Co-culture,CDKN2A+ctrl,CDKN2A,52,1.0,731,181,109948,18064
frangieh_context_holdout_1_Co-culture,Co-culture::CHCHD2+ctrl,test,context_unseen_row,Co-culture,Co-culture,CHCHD2+ctrl,CHCHD2,54,1.0,731,225,109646,19755
frangieh_context_holdout_1_Co-culture,Co-culture::CITED1+ctrl,test,context_unseen_row,Co-culture,Co-culture,CITED1+ctrl,CITED1,55,1.0,731,257,109571,19951
frangieh_context_holdout_1_Co-culture,Co-culture::CMSS1+ctrl,test,context_unseen_row,Co-culture,Co-culture,CMSS1+ctrl,CMSS1,57,1.0,731,221,109732,21228
frangieh_context_holdout_1_Co-culture,Co-culture::CORO1A+ctrl,test,context_unseen_row,Co-culture,Co-culture,CORO1A+ctrl,CORO1A,58,1.0,731,184,110059,22100
frangieh_context_holdout_1_Co-culture,Co-culture::CSPG4+ctrl,test,context_unseen_row,Co-culture,Co-culture,CSPG4+ctrl,CSPG4,59,1.0,731,270,108263,22320
frangieh_context_holdout_1_Co-culture,Co-culture::CST3+ctrl,test,context_unseen_row,Co-culture,Co-culture,CST3+ctrl,CST3,60,1.0,731,166,108464,23257
frangieh_context_holdout_1_Co-culture,Co-culture::CTPS1+ctrl,test,context_unseen_row,Co-culture,Co-culture,CTPS1+ctrl,CTPS1,61,1.0,731,74,109383,23610
frangieh_context_holdout_1_Co-culture,Co-culture::CTSA+ctrl,test,context_unseen_row,Co-culture,Co-culture,CTSA+ctrl,CTSA,62,1.0,731,200,109265,23746
frangieh_context_holdout_1_Co-culture,Co-culture::CTSB+ctrl,test,context_unseen_row,Co-culture,Co-culture,CTSB+ctrl,CTSB,63,1.0,731,249,108243,24837
frangieh_context_holdout_1_Co-culture,Co-culture::CTSD+ctrl,test,context_unseen_row,Co-culture,Co-culture,CTSD+ctrl,CTSD,64,1.0,731,290,109737,25127
frangieh_context_holdout_1_Co-culture,Co-culture::CTSO+ctrl,test,context_unseen_row,Co-culture,Co-culture,CTSO+ctrl,CTSO,66,1.0,731,214,109515,26530
frangieh_context_holdout_1_Co-culture,Co-culture::CXCR4+ctrl,test,context_unseen_row,Co-culture,Co-culture,CXCR4+ctrl,CXCR4,67,1.0,731,206,108969,27030
frangieh_context_holdout_1_Co-culture,Co-culture::CYP27A1+ctrl,test,context_unseen_row,Co-culture,Co-culture,CYP27A1+ctrl,CYP27A1,68,1.0,731,221,108627,27728
frangieh_context_holdout_1_Co-culture,Co-culture::DAG1+ctrl,test,context_unseen_row,Co-culture,Co-culture,DAG1+ctrl,DAG1,69,1.0,731,188,109003,28220
frangieh_context_holdout_1_Co-culture,Co-culture::DDR1+ctrl,test,context_unseen_row,Co-culture,Co-culture,DDR1+ctrl,DDR1,5,1.0,731,203,109689,28774
frangieh_context_holdout_1_Co-culture,Co-culture::DDX17+ctrl,test,context_unseen_row,Co-culture,Co-culture,DDX17+ctrl,DDX17,70,1.0,731,157,109695,29603
frangieh_context_holdout_1_Co-culture,Co-culture::DDX39A+ctrl,test,context_unseen_row,Co-culture,Co-culture,DDX39A+ctrl,DDX39A,6,1.0,731,161,109214,29962
frangieh_context_holdout_1_Co-culture,Co-culture::DLL3+ctrl,test,context_unseen_row,Co-culture,Co-culture,DLL3+ctrl,DLL3,71,1.0,731,200,109615,30161
frangieh_context_holdout_1_Co-culture,Co-culture::DNMT1+ctrl,test,context_unseen_row,Co-culture,Co-culture,DNMT1+ctrl,DNMT1,72,1.0,731,72,109693,30700
frangieh_context_holdout_1_Co-culture,Co-culture::E2F1+ctrl,test,context_unseen_row,Co-culture,Co-culture,E2F1+ctrl,E2F1,73,1.0,731,132,109736,31196
frangieh_context_holdout_1_Co-culture,Co-culture::EEA1+ctrl,test,context_unseen_row,Co-culture,Co-culture,EEA1+ctrl,EEA1,7,1.0,731,193,108641,31465
frangieh_context_holdout_1_Co-culture,Co-culture::EMP1+ctrl,test,context_unseen_row,Co-culture,Co-culture,EMP1+ctrl,EMP1,77,1.0,731,187,110163,32565
frangieh_context_holdout_1_Co-culture,Co-culture::ENPP1+ctrl,test,context_unseen_row,Co-culture,Co-culture,ENPP1+ctrl,ENPP1,8,1.0,731,201,108842,33117
frangieh_context_holdout_1_Co-culture,Co-culture::EVA1A+ctrl,test,context_unseen_row,Co-culture,Co-culture,EVA1A+ctrl,EVA1A,78,1.0,731,201,109580,34123
frangieh_context_holdout_1_Co-culture,Co-culture::FBL+ctrl,test,context_unseen_row,Co-culture,Co-culture,FBL+ctrl,FBL,79,1.0,731,66,108428,34214
frangieh_context_holdout_1_Co-culture,Co-culture::FBXO32+ctrl,test,context_unseen_row,Co-culture,Co-culture,FBXO32+ctrl,FBXO32,80,1.0,731,261,109695,34633
frangieh_context_holdout_1_Co-culture,Co-culture::FMN1+ctrl,test,context_unseen_row,Co-culture,Co-culture,FMN1+ctrl,FMN1,83,1.0,731,256,108904,36509
frangieh_context_holdout_1_Co-culture,Co-culture::FOS+ctrl,test,context_unseen_row,Co-culture,Co-culture,FOS+ctrl,FOS,84,1.0,731,173,109480,37392
frangieh_context_holdout_1_Co-culture,Co-culture::FRZB+ctrl,test,context_unseen_row,Co-culture,Co-culture,FRZB+ctrl,FRZB,86,1.0,731,164,109656,37732
frangieh_context_holdout_1_Co-culture,Co-culture::FSTL3+ctrl,test,context_unseen_row,Co-culture,Co-culture,FSTL3+ctrl,FSTL3,87,1.0,731,252,109695,38324
frangieh_context_holdout_1_Co-culture,Co-culture::GAA+ctrl,test,context_unseen_row,Co-culture,Co-culture,GAA+ctrl,GAA,89,1.0,731,243,109971,39510
frangieh_context_holdout_1_Co-culture,Co-culture::GPATCH4+ctrl,test,context_unseen_row,Co-culture,Co-culture,GPATCH4+ctrl,GPATCH4,90,1.0,731,162,109964,39898
frangieh_context_holdout_1_Co-culture,Co-culture::GPNMB+ctrl,test,context_unseen_row,Co-culture,Co-culture,GPNMB+ctrl,GPNMB,92,1.0,731,209,109891,40569
frangieh_context_holdout_1_Co-culture,Co-culture::GRN+ctrl,test,context_unseen_row,Co-culture,Co-culture,GRN+ctrl,GRN,93,1.0,731,202,110105,41038
frangieh_context_holdout_1_Co-culture,Co-culture::HLA-A+ctrl,test,context_unseen_row,Co-culture,Co-culture,HLA-A+ctrl,HLA-A,95,1.0,731,269,108661,42572
frangieh_context_holdout_1_Co-culture,Co-culture::HLA-B+ctrl,test,context_unseen_row,Co-culture,Co-culture,HLA-B+ctrl,HLA-B,9,1.0,731,144,108280,42882
frangieh_context_holdout_1_Co-culture,Co-culture::HLA-C+ctrl,test,context_unseen_row,Co-culture,Co-culture,HLA-C+ctrl,HLA-C,96,1.0,731,158,110126,43322
frangieh_context_holdout_1_Co-culture,Co-culture::HLA-DRB5+ctrl,test,context_unseen_row,Co-culture,Co-culture,HLA-DRB5+ctrl,HLA-DRB5,97,1.0,731,274,108820,44099
frangieh_context_holdout_1_Co-culture,Co-culture::HLA-E+ctrl,test,context_unseen_row,Co-culture,Co-culture,HLA-E+ctrl,HLA-E,98,1.0,731,192,108601,44281
frangieh_context_holdout_1_Co-culture,Co-culture::HLA-F+ctrl,test,context_unseen_row,Co-culture,Co-culture,HLA-F+ctrl,HLA-F,99,1.0,731,230,108870,44790
frangieh_context_holdout_1_Co-culture,Co-culture::HNRNPA1+ctrl,test,context_unseen_row,Co-culture,Co-culture,HNRNPA1+ctrl,HNRNPA1,100,1.0,731,171,109646,45560
frangieh_context_holdout_1_Co-culture,Co-culture::HSPA1A+ctrl,test,context_unseen_row,Co-culture,Co-culture,HSPA1A+ctrl,HSPA1A,102,1.0,731,178,108869,46429
frangieh_context_holdout_1_Co-culture,Co-culture::IDH2+ctrl,test,context_unseen_row,Co-culture,Co-culture,IDH2+ctrl,IDH2,103,1.0,731,274,109474,46826
frangieh_context_holdout_1_Co-culture,Co-culture::IFNGR1+ctrl,test,context_unseen_row,Co-culture,Co-culture,IFNGR1+ctrl,IFNGR1,104,1.0,731,321,109480,47675
frangieh_context_holdout_1_Co-culture,Co-culture::IFNGR2+ctrl,test,context_unseen_row,Co-culture,Co-culture,IFNGR2+ctrl,IFNGR2,105,1.0,731,475,108697,48054
frangieh_context_holdout_1_Co-culture,Co-culture::IRF3+ctrl,test,context_unseen_row,Co-culture,Co-culture,IRF3+ctrl,IRF3,107,1.0,731,228,109272,49211
frangieh_context_holdout_1_Co-culture,Co-culture::IRF4+ctrl,test,context_unseen_row,Co-culture,Co-culture,IRF4+ctrl,IRF4,10,1.0,731,179,109271,49503
frangieh_context_holdout_1_Co-culture,Co-culture::ISYNA1+ctrl,test,context_unseen_row,Co-culture,Co-culture,ISYNA1+ctrl,ISYNA1,108,1.0,731,146,109486,50027
frangieh_context_holdout_1_Co-culture,Co-culture::ITGA3+ctrl,test,context_unseen_row,Co-culture,Co-culture,ITGA3+ctrl,ITGA3,109,1.0,731,209,108278,50868
frangieh_context_holdout_1_Co-culture,Co-culture::JAK1+ctrl,test,context_unseen_row,Co-culture,Co-culture,JAK1+ctrl,JAK1,11,1.0,731,390,109673,51526
frangieh_context_holdout_1_Co-culture,Co-culture::JMJD7+ctrl,test,context_unseen_row,Co-culture,Co-culture,JMJD7+ctrl,JMJD7,110,1.0,731,270,108577,52977
frangieh_context_holdout_1_Co-culture,Co-culture::KCNN4+ctrl,test,context_unseen_row,Co-culture,Co-culture,KCNN4+ctrl,KCNN4,111,1.0,731,216,109847,53588
frangieh_context_holdout_1_Co-culture,Co-culture::KDR+ctrl,test,context_unseen_row,Co-culture,Co-culture,KDR+ctrl,KDR,112,1.0,731,225,108642,54016
frangieh_context_holdout_1_Co-culture,Co-culture::KLF4+ctrl,test,context_unseen_row,Co-culture,Co-culture,KLF4+ctrl,KLF4,13,1.0,731,182,108825,55098
frangieh_context_holdout_1_Co-culture,Co-culture::LAMP2+ctrl,test,context_unseen_row,Co-culture,Co-culture,LAMP2+ctrl,LAMP2,113,1.0,731,240,109105,55568
frangieh_context_holdout_1_Co-culture,Co-culture::LCP1+ctrl,test,context_unseen_row,Co-culture,Co-culture,LCP1+ctrl,LCP1,114,1.0,731,243,108242,56480
frangieh_context_holdout_1_Co-culture,Co-culture::LGALS3+ctrl,test,context_unseen_row,Co-culture,Co-culture,LGALS3+ctrl,LGALS3,115,1.0,731,145,109660,57006
frangieh_context_holdout_1_Co-culture,Co-culture::LGALS3BP+ctrl,test,context_unseen_row,Co-culture,Co-culture,LGALS3BP+ctrl,LGALS3BP,116,1.0,731,190,110003,57437
frangieh_context_holdout_1_Co-culture,Co-culture::LRPAP1+ctrl,test,context_unseen_row,Co-culture,Co-culture,LRPAP1+ctrl,LRPAP1,14,1.0,731,236,109701,57591
frangieh_context_holdout_1_Co-culture,Co-culture::LY96+ctrl,test,context_unseen_row,Co-culture,Co-culture,LY96+ctrl,LY96,117,1.0,731,249,109336,58297
frangieh_context_holdout_1_Co-culture,Co-culture::MDH2+ctrl,test,context_unseen_row,Co-culture,Co-culture,MDH2+ctrl,MDH2,119,1.0,731,159,109854,59540
frangieh_context_holdout_1_Co-culture,Co-culture::MFGE8+ctrl,test,context_unseen_row,Co-culture,Co-culture,MFGE8+ctrl,MFGE8,120,1.0,731,290,108284,60419
frangieh_context_holdout_1_Co-culture,Co-culture::MIA+ctrl,test,context_unseen_row,Co-culture,Co-culture,MIA+ctrl,MIA,121,1.0,731,197,109216,61196
frangieh_context_holdout_1_Co-culture,Co-culture::NDUFA13+ctrl,test,context_unseen_row,Co-culture,Co-culture,NDUFA13+ctrl,NDUFA13,127,1.0,731,85,108833,62344
frangieh_context_holdout_1_Co-culture,Co-culture::NGFR+ctrl,test,context_unseen_row,Co-culture,Co-culture,NGFR+ctrl,NGFR,128,1.0,731,165,109295,62819
frangieh_context_holdout_1_Co-culture,Co-culture::NME1+ctrl,test,context_unseen_row,Co-culture,Co-culture,NME1+ctrl,NME1,129,1.0,731,178,109752,63292
frangieh_context_holdout_1_Co-culture,Co-culture::NMRK1+ctrl,test,context_unseen_row,Co-culture,Co-culture,NMRK1+ctrl,NMRK1,130,1.0,731,215,108247,63724
frangieh_context_holdout_1_Co-culture,Co-culture::NPC1+ctrl,test,context_unseen_row,Co-culture,Co-culture,NPC1+ctrl,NPC1,132,1.0,731,240,108758,65036
frangieh_context_holdout_1_Co-culture,Co-culture::NSG1+ctrl,test,context_unseen_row,Co-culture,Co-culture,NSG1+ctrl,NSG1,16,1.0,731,195,108501,66641
frangieh_context_holdout_1_Co-culture,Co-culture::NT5E+ctrl,test,context_unseen_row,Co-culture,Co-culture,NT5E+ctrl,NT5E,134,1.0,731,252,108295,67504
frangieh_context_holdout_1_Co-culture,Co-culture::P2RX4+ctrl,test,context_unseen_row,Co-culture,Co-culture,P2RX4+ctrl,P2RX4,135,1.0,731,88,108251,67554
frangieh_context_holdout_1_Co-culture,Co-culture::PAICS+ctrl,test,context_unseen_row,Co-culture,Co-culture,PAICS+ctrl,PAICS,137,1.0,731,63,108372,68109
frangieh_context_holdout_1_Co-culture,Co-culture::PET100+ctrl,test,context_unseen_row,Co-culture,Co-culture,PET100+ctrl,PET100,138,1.0,731,73,108968,68325
frangieh_context_holdout_1_Co-culture,Co-culture::PFDN4+ctrl,test,context_unseen_row,Co-culture,Co-culture,PFDN4+ctrl,PFDN4,139,1.0,731,186,109777,68745
frangieh_context_holdout_1_Co-culture,Co-culture::PIK3IP1+ctrl,test,context_unseen_row,Co-culture,Co-culture,PIK3IP1+ctrl,PIK3IP1,141,1.0,731,187,109850,69766
frangieh_context_holdout_1_Co-culture,Co-culture::PPIA+ctrl,test,context_unseen_row,Co-culture,Co-culture,PPIA+ctrl,PPIA,144,1.0,731,176,109216,70427
frangieh_context_holdout_1_Co-culture,Co-culture::PROS1+ctrl,test,context_unseen_row,Co-culture,Co-culture,PROS1+ctrl,PROS1,145,1.0,731,179,108508,70825
frangieh_context_holdout_1_Co-culture,Co-culture::PSAP+ctrl,test,context_unseen_row,Co-culture,Co-culture,PSAP+ctrl,PSAP,17,1.0,731,269,109441,71662
frangieh_context_holdout_1_Co-culture,Co-culture::PUF60+ctrl,test,context_unseen_row,Co-culture,Co-culture,PUF60+ctrl,PUF60,147,1.0,731,65,109170,72383
frangieh_context_holdout_1_Co-culture,Co-culture::PYGB+ctrl,test,context_unseen_row,Co-culture,Co-culture,PYGB+ctrl,PYGB,148,1.0,731,166,109642,72622
frangieh_context_holdout_1_Co-culture,Co-culture::RAB27A+ctrl,test,context_unseen_row,Co-culture,Co-culture,RAB27A+ctrl,RAB27A,149,1.0,731,220,109313,73616
frangieh_context_holdout_1_Co-culture,Co-culture::RB1+ctrl,test,context_unseen_row,Co-culture,Co-culture,RB1+ctrl,RB1,150,1.0,731,261,109530,73869
frangieh_context_holdout_1_Co-culture,Co-culture::RBP7+ctrl,test,context_unseen_row,Co-culture,Co-culture,RBP7+ctrl,RBP7,151,1.0,731,223,109352,74759
frangieh_context_holdout_1_Co-culture,Co-culture::RNASEH2A+ctrl,test,context_unseen_row,Co-culture,Co-culture,RNASEH2A+ctrl,RNASEH2A,152,1.0,731,58,110051,75171
frangieh_context_holdout_1_Co-culture,Co-culture::RNF213+ctrl,test,context_unseen_row,Co-culture,Co-culture,RNF213+ctrl,RNF213,153,1.0,731,177,109724,75619
frangieh_context_holdout_1_Co-culture,Co-culture::RPSA+ctrl,test,context_unseen_row,Co-culture,Co-culture,RPSA+ctrl,RPSA,155,1.0,731,124,109705,76159
frangieh_context_holdout_1_Co-culture,Co-culture::S100A6+ctrl,test,context_unseen_row,Co-culture,Co-culture,S100A6+ctrl,S100A6,18,1.0,731,225,109981,77500
frangieh_context_holdout_1_Co-culture,Co-culture::S100B+ctrl,test,context_unseen_row,Co-culture,Co-culture,S100B+ctrl,S100B,159,1.0,731,192,108926,77905
frangieh_context_holdout_1_Co-culture,Co-culture::SCARB2+ctrl,test,context_unseen_row,Co-culture,Co-culture,SCARB2+ctrl,SCARB2,161,1.0,731,192,110176,79288
frangieh_context_holdout_1_Co-culture,Co-culture::SDCBP+ctrl,test,context_unseen_row,Co-culture,Co-culture,SDCBP+ctrl,SDCBP,20,1.0,731,229,109357,80331
frangieh_context_holdout_1_Co-culture,Co-culture::SEC11C+ctrl,test,context_unseen_row,Co-culture,Co-culture,SEC11C+ctrl,SEC11C,163,1.0,731,214,109856,81391
frangieh_context_holdout_1_Co-culture,Co-culture::SERPINF1+ctrl,test,context_unseen_row,Co-culture,Co-culture,SERPINF1+ctrl,SERPINF1,166,1.0,731,223,109881,82920
frangieh_context_holdout_1_Co-culture,Co-culture::SGK1+ctrl,test,context_unseen_row,Co-culture,Co-culture,SGK1+ctrl,SGK1,167,1.0,731,203,109700,84083
