source_row_index,task_id,perturbation,guide_id,target_split,logical_x_row_read_count
2234,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
2242,E182::SND1::SND1_1,SND1,SND1_1,conformal_calibration,1
2250,E182::FAM120A::FAM120A_1,FAM120A,FAM120A_1,conformal_calibration,1
2257,E182::CSTF2T::CSTF2T_2,CSTF2T,CSTF2T_2,conformal_calibration,1
2286,E182::FAM120A::FAM120A_1,FAM120A,FAM120A_1,conformal_calibration,1
2317,E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,1
2324,E182::ZRANB2::ZRANB2_1,ZRANB2,ZRANB2_1,conformal_calibration,1
2334,E182::KHDRBS2::KHDRBS2_2,KHDRBS2,KHDRBS2_2,conformal_calibration,1
2379,E182::GPKOW::GPKOW_1,GPKOW,GPKOW_1,conformal_calibration,1
2410,E182::GPKOW::GPKOW_1,GPKOW,GPKOW_1,conformal_calibration,1
2462,E182::GPKOW::GPKOW_2,GPKOW,GPKOW_2,conformal_calibration,1
2485,E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,1
2504,E182::CSTF2T::CSTF2T_1,CSTF2T,CSTF2T_1,conformal_calibration,1
2521,E182::SF3B1::SF3B1_1,SF3B1,SF3B1_1,conformal_calibration,1
2526,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
2528,E182::RBFOX2::RBFOX2_2,RBFOX2,RBFOX2_2,conformal_calibration,1
2543,E182::ZC3H10::ZC3H10_2,ZC3H10,ZC3H10_2,conformal_calibration,1
2545,E182::FAM120A::FAM120A_2,FAM120A,FAM120A_2,conformal_calibration,1
2571,E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,1
2576,E182::TIA1::TIA1_2,TIA1,TIA1_2,conformal_calibration,1
2594,E182::FAM120A::FAM120A_2,FAM120A,FAM120A_2,conformal_calibration,1
2617,E182::CSTF2T::CSTF2T_1,CSTF2T,CSTF2T_1,conformal_calibration,1
2627,E182::TIA1::TIA1_1,TIA1,TIA1_1,conformal_calibration,1
2629,E182::CSTF2T::CSTF2T_1,CSTF2T,CSTF2T_1,conformal_calibration,1
2632,E182::QKI::QKI_2,QKI,QKI_2,conformal_calibration,1
2684,E182::FAM120A::FAM120A_1,FAM120A,FAM120A_1,conformal_calibration,1
2701,E182::PABPC4::PABPC4_1,PABPC4,PABPC4_1,conformal_calibration,1
2728,E182::SND1::SND1_2,SND1,SND1_2,conformal_calibration,1
2744,E182::UPF1::UPF1_2,UPF1,UPF1_2,conformal_calibration,1
2760,E182::GPKOW::GPKOW_2,GPKOW,GPKOW_2,conformal_calibration,1
2761,E182::ZC3H10::ZC3H10_2,ZC3H10,ZC3H10_2,conformal_calibration,1
2779,E182::SF3B1::SF3B1_1,SF3B1,SF3B1_1,conformal_calibration,1
2790,E182::TIA1::TIA1_2,TIA1,TIA1_2,conformal_calibration,1
2801,E182::RBM15::RBM15_2,RBM15,RBM15_2,conformal_calibration,1
2805,E182::FAM120A::FAM120A_2,FAM120A,FAM120A_2,conformal_calibration,1
2812,E182::SND1::SND1_2,SND1,SND1_2,conformal_calibration,1
2830,E182::RBFOX2::RBFOX2_2,RBFOX2,RBFOX2_2,conformal_calibration,1
2863,E182::CSTF2T::CSTF2T_2,CSTF2T,CSTF2T_2,conformal_calibration,1
2872,E182::RBFOX2::RBFOX2_2,RBFOX2,RBFOX2_2,conformal_calibration,1
2879,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
2881,E182::ZC3H10::ZC3H10_2,ZC3H10,ZC3H10_2,conformal_calibration,1
2908,E182::KHDRBS2::KHDRBS2_1,KHDRBS2,KHDRBS2_1,conformal_calibration,1
2932,E182::PABPC3::PABPC3_1,PABPC3,PABPC3_1,conformal_calibration,1
2951,E182::LIN28B::LIN28B_2,LIN28B,LIN28B_2,conformal_calibration,1
2987,E182::SND1::SND1_2,SND1,SND1_2,conformal_calibration,1
2998,E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,1
3017,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
3038,E182::QKI::QKI_2,QKI,QKI_2,conformal_calibration,1
3069,E182::FAM120A::FAM120A_1,FAM120A,FAM120A_1,conformal_calibration,1
3074,E182::RBFOX2::RBFOX2_2,RBFOX2,RBFOX2_2,conformal_calibration,1
3080,E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,1
3092,E182::CSTF2T::CSTF2T_2,CSTF2T,CSTF2T_2,conformal_calibration,1
3093,E182::HNRNPK::HNRNPK_2,HNRNPK,HNRNPK_2,conformal_calibration,1
3100,E182::FAM120A::FAM120A_2,FAM120A,FAM120A_2,conformal_calibration,1
3122,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
3135,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
3166,E182::PABPC4::PABPC4_1,PABPC4,PABPC4_1,conformal_calibration,1
3191,E182::ZRANB2::ZRANB2_2,ZRANB2,ZRANB2_2,conformal_calibration,1
3227,E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,1
3239,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
3243,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
3256,E182::RBM15::RBM15_2,RBM15,RBM15_2,conformal_calibration,1
3279,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
3298,E182::GPKOW::GPKOW_2,GPKOW,GPKOW_2,conformal_calibration,1
3307,E182::FAM120A::FAM120A_1,FAM120A,FAM120A_1,conformal_calibration,1
3313,E182::GPKOW::GPKOW_1,GPKOW,GPKOW_1,conformal_calibration,1
3327,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
3328,E182::UPF1::UPF1_2,UPF1,UPF1_2,conformal_calibration,1
3368,E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,1
3384,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
3403,E182::SF3B1::SF3B1_1,SF3B1,SF3B1_1,conformal_calibration,1
3425,E182::FAM120A::FAM120A_2,FAM120A,FAM120A_2,conformal_calibration,1
3482,E182::PABPC4::PABPC4_1,PABPC4,PABPC4_1,conformal_calibration,1
3495,E182::HNRNPK::HNRNPK_1,HNRNPK,HNRNPK_1,conformal_calibration,1
3522,E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,1
3524,E182::QKI::QKI_2,QKI,QKI_2,conformal_calibration,1
3541,E182::GPKOW::GPKOW_1,GPKOW,GPKOW_1,conformal_calibration,1
3546,E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,1
3580,E182::TIA1::TIA1_1,TIA1,TIA1_1,conformal_calibration,1
3628,E182::UPF1::UPF1_2,UPF1,UPF1_2,conformal_calibration,1
3657,E182::ZRANB2::ZRANB2_2,ZRANB2,ZRANB2_2,conformal_calibration,1
3669,E182::FASTKD2::FASTKD2_2,FASTKD2,FASTKD2_2,conformal_calibration,1
3704,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
3708,E182::PABPC3::PABPC3_1,PABPC3,PABPC3_1,conformal_calibration,1
3711,E182::ZRANB2::ZRANB2_2,ZRANB2,ZRANB2_2,conformal_calibration,1
3712,E182::FASTKD2::FASTKD2_2,FASTKD2,FASTKD2_2,conformal_calibration,1
3720,E182::ZC3H10::ZC3H10_2,ZC3H10,ZC3H10_2,conformal_calibration,1
3783,E182::PABPC3::PABPC3_1,PABPC3,PABPC3_1,conformal_calibration,1
3823,E182::LIN28B::LIN28B_1,LIN28B,LIN28B_1,conformal_calibration,1
3840,E182::HNRNPK::HNRNPK_1,HNRNPK,HNRNPK_1,conformal_calibration,1
3868,E182::SF3B1::SF3B1_2,SF3B1,SF3B1_2,conformal_calibration,1
3877,E182::LIN28B::LIN28B_1,LIN28B,LIN28B_1,conformal_calibration,1
3901,E182::GPKOW::GPKOW_1,GPKOW,GPKOW_1,conformal_calibration,1
3905,E182::FAM120A::FAM120A_2,FAM120A,FAM120A_2,conformal_calibration,1
3911,E182::UPF1::UPF1_2,UPF1,UPF1_2,conformal_calibration,1
3915,E182::HNRNPK::HNRNPK_1,HNRNPK,HNRNPK_1,conformal_calibration,1
3956,E182::RBFOX2::RBFOX2_1,RBFOX2,RBFOX2_1,conformal_calibration,1
3957,E182::FAM120A::FAM120A_2,FAM120A,FAM120A_2,conformal_calibration,1
3991,E182::ZRANB2::ZRANB2_1,ZRANB2,ZRANB2_1,conformal_calibration,1
4034,E182::ZRANB2::ZRANB2_1,ZRANB2,ZRANB2_1,conformal_calibration,1
4038,E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,1
4057,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
4058,E182::GPKOW::GPKOW_1,GPKOW,GPKOW_1,conformal_calibration,1
4084,E182::ZRANB2::ZRANB2_1,ZRANB2,ZRANB2_1,conformal_calibration,1
4102,E182::FASTKD2::FASTKD2_1,FASTKD2,FASTKD2_1,conformal_calibration,1
4117,E182::UPF1::UPF1_2,UPF1,UPF1_2,conformal_calibration,1
4124,E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,1
4133,E182::TARDBP::TARDBP_2,TARDBP,TARDBP_2,conformal_calibration,1
4149,E182::ZC3H10::ZC3H10_1,ZC3H10,ZC3H10_1,conformal_calibration,1
4161,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
4183,E182::ZC3H10::ZC3H10_2,ZC3H10,ZC3H10_2,conformal_calibration,1
4184,E182::CSTF2T::CSTF2T_2,CSTF2T,CSTF2T_2,conformal_calibration,1
4195,E182::GPKOW::GPKOW_1,GPKOW,GPKOW_1,conformal_calibration,1
4206,E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,1
4230,E182::FAM120A::FAM120A_2,FAM120A,FAM120A_2,conformal_calibration,1
4236,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
4252,E182::FAM120A::FAM120A_1,FAM120A,FAM120A_1,conformal_calibration,1
4262,E182::GPKOW::GPKOW_2,GPKOW,GPKOW_2,conformal_calibration,1
4290,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
4299,E182::FAM120A::FAM120A_1,FAM120A,FAM120A_1,conformal_calibration,1
4346,E182::SF3B1::SF3B1_1,SF3B1,SF3B1_1,conformal_calibration,1
4353,E182::ZRANB2::ZRANB2_1,ZRANB2,ZRANB2_1,conformal_calibration,1
4387,E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,1
4409,E182::SND1::SND1_1,SND1,SND1_1,conformal_calibration,1
4437,E182::SND1::SND1_2,SND1,SND1_2,conformal_calibration,1
4448,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
4487,E182::RBFOX2::RBFOX2_2,RBFOX2,RBFOX2_2,conformal_calibration,1
4489,E182::FASTKD2::FASTKD2_2,FASTKD2,FASTKD2_2,conformal_calibration,1
4502,E182::LIN28B::LIN28B_1,LIN28B,LIN28B_1,conformal_calibration,1
4511,E182::FASTKD2::FASTKD2_2,FASTKD2,FASTKD2_2,conformal_calibration,1
4526,E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,1
4534,E182::SF3B1::SF3B1_2,SF3B1,SF3B1_2,conformal_calibration,1
4547,E182::GPKOW::GPKOW_1,GPKOW,GPKOW_1,conformal_calibration,1
4560,E182::RBM15::RBM15_2,RBM15,RBM15_2,conformal_calibration,1
4571,E182::GPKOW::GPKOW_2,GPKOW,GPKOW_2,conformal_calibration,1
4590,E182::RBFOX2::RBFOX2_2,RBFOX2,RBFOX2_2,conformal_calibration,1
4684,E182::TIA1::TIA1_1,TIA1,TIA1_1,conformal_calibration,1
4719,E182::PABPC3::PABPC3_2,PABPC3,PABPC3_2,conformal_calibration,1
4736,E182::FAM120A::FAM120A_2,FAM120A,FAM120A_2,conformal_calibration,1
4741,E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,1
4754,E182::RBFOX2::RBFOX2_2,RBFOX2,RBFOX2_2,conformal_calibration,1
4774,E182::SND1::SND1_1,SND1,SND1_1,conformal_calibration,1
4786,E182::FAM120A::FAM120A_1,FAM120A,FAM120A_1,conformal_calibration,1
4810,E182::TARDBP::TARDBP_1,TARDBP,TARDBP_1,conformal_calibration,1
4813,E182::CSTF2T::CSTF2T_1,CSTF2T,CSTF2T_1,conformal_calibration,1
4824,E182::UPF1::UPF1_2,UPF1,UPF1_2,conformal_calibration,1
4839,E182::CSTF2T::CSTF2T_2,CSTF2T,CSTF2T_2,conformal_calibration,1
4840,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
4850,E182::ZRANB2::ZRANB2_2,ZRANB2,ZRANB2_2,conformal_calibration,1
4857,E182::RBM15::RBM15_2,RBM15,RBM15_2,conformal_calibration,1
4872,E182::TIA1::TIA1_2,TIA1,TIA1_2,conformal_calibration,1
4909,E182::QKI::QKI_2,QKI,QKI_2,conformal_calibration,1
4914,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
4915,E182::TIA1::TIA1_1,TIA1,TIA1_1,conformal_calibration,1
5151,E182::FASTKD2::FASTKD2_1,FASTKD2,FASTKD2_1,conformal_calibration,1
5185,E182::RBM15::RBM15_2,RBM15,RBM15_2,conformal_calibration,1
5206,E182::PABPC4::PABPC4_2,PABPC4,PABPC4_2,conformal_calibration,1
5236,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
5291,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
5307,E182::UPF1::UPF1_2,UPF1,UPF1_2,conformal_calibration,1
5328,E182::FASTKD2::FASTKD2_1,FASTKD2,FASTKD2_1,conformal_calibration,1
5329,E182::GPKOW::GPKOW_1,GPKOW,GPKOW_1,conformal_calibration,1
5335,E182::PABPC4::PABPC4_2,PABPC4,PABPC4_2,conformal_calibration,1
5339,E182::ZC3H10::ZC3H10_2,ZC3H10,ZC3H10_2,conformal_calibration,1
5349,E182::RBM15::RBM15_2,RBM15,RBM15_2,conformal_calibration,1
5358,E182::QKI::QKI_2,QKI,QKI_2,conformal_calibration,1
5419,E182::TARDBP::TARDBP_2,TARDBP,TARDBP_2,conformal_calibration,1
5431,E182::ZRANB2::ZRANB2_2,ZRANB2,ZRANB2_2,conformal_calibration,1
5442,E182::TARDBP::TARDBP_2,TARDBP,TARDBP_2,conformal_calibration,1
5456,E182::PABPC3::PABPC3_1,PABPC3,PABPC3_1,conformal_calibration,1
5498,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
5502,E182::FAM120A::FAM120A_2,FAM120A,FAM120A_2,conformal_calibration,1
5538,E182::TARDBP::TARDBP_2,TARDBP,TARDBP_2,conformal_calibration,1
5607,E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,1
5613,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
5617,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
5624,E182::QKI::QKI_2,QKI,QKI_2,conformal_calibration,1
5627,E182::GPKOW::GPKOW_1,GPKOW,GPKOW_1,conformal_calibration,1
5641,E182::TARDBP::TARDBP_2,TARDBP,TARDBP_2,conformal_calibration,1
5665,E182::LIN28B::LIN28B_2,LIN28B,LIN28B_2,conformal_calibration,1
5672,E182::QKI::QKI_2,QKI,QKI_2,conformal_calibration,1
5675,E182::GPKOW::GPKOW_2,GPKOW,GPKOW_2,conformal_calibration,1
5690,E182::SF3B1::SF3B1_1,SF3B1,SF3B1_1,conformal_calibration,1
5699,E182::PABPC3::PABPC3_1,PABPC3,PABPC3_1,conformal_calibration,1
5715,E182::ZRANB2::ZRANB2_1,ZRANB2,ZRANB2_1,conformal_calibration,1
5732,E182::ZRANB2::ZRANB2_1,ZRANB2,ZRANB2_1,conformal_calibration,1
5742,E182::QKI::QKI_2,QKI,QKI_2,conformal_calibration,1
5743,E182::TARDBP::TARDBP_2,TARDBP,TARDBP_2,conformal_calibration,1
5755,E182::TARDBP::TARDBP_2,TARDBP,TARDBP_2,conformal_calibration,1
5770,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
5804,E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,1
5821,E182::PABPC4::PABPC4_2,PABPC4,PABPC4_2,conformal_calibration,1
5875,E182::QKI::QKI_1,QKI,QKI_1,conformal_calibration,1
5882,E182::RBM15::RBM15_2,RBM15,RBM15_2,conformal_calibration,1
5887,E182::UPF1::UPF1_1,UPF1,UPF1_1,conformal_calibration,1
5922,E182::ZRANB2::ZRANB2_2,ZRANB2,ZRANB2_2,conformal_calibration,1
5930,E182::SND1::SND1_1,SND1,SND1_1,conformal_calibration,1
5952,E182::FAM120A::FAM120A_2,FAM120A,FAM120A_2,conformal_calibration,1
5954,E182::SND1::SND1_1,SND1,SND1_1,conformal_calibration,1
5956,E182::LIN28B::LIN28B_2,LIN28B,LIN28B_2,conformal_calibration,1
5957,E182::FAM120A::FAM120A_1,FAM120A,FAM120A_1,conformal_calibration,1
5962,E182::RBM15::RBM15_1,RBM15,RBM15_1,conformal_calibration,1
5987,E182::CSTF2T::CSTF2T_1,CSTF2T,CSTF2T_1,conformal_calibration,1
5988,E182::CSTF2T::CSTF2T_2,CSTF2T,CSTF2T_2,conformal_calibration,1
6004,E182::ZRANB2::ZRANB2_1,ZRANB2,ZRANB2_1,conformal_calibration,1
6050,E182::KHDRBS2::KHDRBS2_1,KHDRBS2,KHDRBS2_1,conformal_calibration,1
6051,E182::GPKOW::GPKOW_2,GPKOW,GPKOW_2,conformal_calibration,1
