bootstrap_index,median_spearman
443,0.6474903645483976
444,0.6811132681557995
445,0.583058194138596
446,0.5816465932853405
447,0.4200789285977516
448,0.5759435576868829
449,0.5444138480068694
450,0.5848424731448401
451,0.6081791861768283
452,0.5654149748561986
453,0.6489822820512731
454,0.5652612192302108
455,0.649791711359436
456,0.5500243153605293
457,0.5207281286162013
458,0.4893762604352572
459,0.6264164106482945
460,0.5414450305404922
461,0.5688799724122096
462,0.571489320915437
463,0.6133453377977939
464,0.521786191808891
465,0.7382374887584583
466,0.6190292174503659
467,0.5725668220397555
468,0.6383728152160822
469,0.4997065778353951
470,0.6102623571434193
471,0.5767536206404666
472,0.458567823003814
473,0.42951709266746585
474,0.7144076585453958
475,0.5052724042363238
476,0.4652869660749389
477,0.5199616108640831
478,0.5369121662532341
479,0.5548241339475731
480,0.5480479764039675
481,0.6200697946184187
482,0.5325572068591098
483,0.6388085716157328
484,0.6632059232692534
485,0.5600763661180754
486,0.6919543199689174
487,0.5855101746303077
488,0.5940426505637771
489,0.5522362704732355
490,0.6538175906375829
491,0.5973583918933508
492,0.6313869243712223
493,0.5396495119990207
494,0.5697328063121928
495,0.44550851116819784
496,0.309169027505436
497,0.33350453375178585
498,0.4579968976303803
499,0.6163987879049242
500,0.5913734222700014
501,0.7649936607901391
502,0.7510903060136328
503,0.5469018323516645
504,0.5942768199787161
505,0.47934590155429435
506,0.5624938505908207
507,0.5103966828652504
508,0.5363637059549152
509,0.5321455888513037
510,0.6009970530836278
511,0.616085669892862
512,0.651604025198017
513,0.41105921149130975
514,0.6041502168055659
515,0.6750706638577146
516,0.6608526982548903
517,0.7252416231234143
518,0.5804842961558487
519,0.4675860160392041
520,0.389927322728318
521,0.6156028539281054
522,0.6215486831434547
523,0.6024200467986986
524,0.5623173036350108
525,0.5684155946273565
526,0.658247135046061
527,0.5829627515565974
528,0.6193010100283332
529,0.5809510906107362
530,0.5067772943092073
531,0.41985665605997113
532,0.6458721604457694
533,0.5812303956151257
534,0.4252467860507472
535,0.5831160063732659
536,0.6066837743687878
537,0.4692884747645024
538,0.6085318356798878
539,0.630993670128802
540,0.5581509907889208
541,0.434600289795133
542,0.5778115591213171
543,0.6025091192381237
544,0.6598304708013183
545,0.44357456557046443
546,0.5013873336604254
547,0.5924254165922331
548,0.586025710062663
549,0.5592835365284824
550,0.7105245930634028
551,0.6282884018552604
552,0.5078585628604836
553,0.5646038373304276
554,0.6422107733255209
555,0.5252374672816232
556,0.6766969292829684
557,0.6629532919580869
558,0.6312047836682176
559,0.5495283938816456
560,0.4665326967109533
561,0.6729373320803953
562,0.576223301260297
563,0.5048425859816664
564,0.5395184542151139
565,0.46844999154871
566,0.716716013053227
567,0.6827032624107455
568,0.6584224013406458
569,0.5774796922863701
570,0.4902327177274175
571,0.5014416666241893
572,0.6916439556806557
573,0.4962428757657508
574,0.5265372155167102
575,0.5944854797238579
576,0.4519597738751928
577,0.4562753124825826
578,0.6572715028741819
579,0.6163015339060733
580,0.6702498907111909
581,0.6009060268753325
582,0.49344249573122334
583,0.6156882652234473
584,0.585525472622746
585,0.375629880123589
586,0.5835722036822615
587,0.6341271459055642
588,0.49896715858102375
589,0.6473027364024736
590,0.5103557156513786
591,0.5813588123291846
592,0.6786531848261149
593,0.6230782922460992
594,0.5879622285080115
595,0.6189476537229031
596,0.6689669508415333
597,0.5765647898506805
598,0.4796295077564854
599,0.5281241322090093
600,0.6882915983564021
601,0.7416030643959095
602,0.5602801514868332
603,0.6621815525395205
604,0.47599351959822495
605,0.48708421265047236
606,0.6089253582005186
607,0.48200820901434466
608,0.5840989968345389
609,0.4325141726578129
610,0.5400699548163871
611,0.6692942433340842
612,0.7331373047096122
613,0.5817840367762195
614,0.49010953993042444
615,0.3865749503742835
616,0.6308365206301626
617,0.6603264133472792
618,0.6238295734560129
619,0.704924513406129
620,0.5364573233947697
621,0.47405339001744157
622,0.5531927512976946
623,0.5375085574622894
624,0.6928717003974957
625,0.5176158635449875
626,0.5077836053842784
627,0.5655683315266068
628,0.46580522576907396
629,0.44927370683547113
630,0.4644760116523014
631,0.4943825311309424
632,0.5546642158229268
633,0.5612024111381333
634,0.5603800432852474
635,0.267205789852888
636,0.49705683631167463
637,0.6199975461598632
638,0.6089053558698543
639,0.50902770487379
640,0.5499307903372164
641,0.5574181713576102
642,0.5464456718277065
643,0.5472178810455663
644,0.5289696927976619
645,0.5753556134107468
646,0.4931772626055414
647,0.5758497597487036
648,0.5839226408618632
649,0.5276831175431613
650,0.6957691707214227
651,0.5976081792576675
652,0.6455995411085147
653,0.5329943144615228
654,0.514761778966761
655,0.5139885995512158
656,0.4481594114582861
657,0.618532857596002
658,0.7040093679420412
659,0.5278127175898962
660,0.7497165045821315
661,0.6603757562816717
662,0.5770195811420293
663,0.48154515705354406
664,0.41769694665097407
665,0.49963803673904994
666,0.6616173733320251
667,0.4023137056892581
668,0.6732398385305421
669,0.5559787347984327
670,0.6062266765367403
671,0.6769501623952634
672,0.5116306460715935
673,0.6915640091515588
674,0.4593300643479147
675,0.38544603593713567
676,0.48045327017912115
677,0.5877055546088655
678,0.6407740321149099
679,0.6814314122759587
680,0.5718300464091666
681,0.5976262440395788
682,0.5961151561102294
683,0.5920352294154032
684,0.38476407994816525
685,0.6259934988080155
686,0.6134490236311071
687,0.6319324603583765
688,0.5091974596020179
689,0.5014984164829766
690,0.5983668521067174
691,0.6665451602453342
692,0.6815998329189134
693,0.5930508199533401
694,0.617797674564294
695,0.5424731249086782
696,0.6573669121288215
697,0.6159731607831878
698,0.5057895929249423
699,0.6190042795002099
700,0.5951976922895528
701,0.6153677283387087
702,0.5791243742558695
703,0.6184167930118052
704,0.6801579732317636
705,0.7263869227381673
706,0.5229230445755445
707,0.48732476796879354
708,0.541308609108886
709,0.5919241850262918
710,0.4495464562216122
711,0.5420542513941297
712,0.6749281803067033
713,0.5290023870719749
714,0.47687923254428477
715,0.6201292354342594
716,0.5219606806826902
717,0.6458248740823986
718,0.5230572977314708
719,0.5762782004604973
720,0.6398890780410006
721,0.5189106087358674
722,0.6619735011421665
723,0.49176653488452987
724,0.38647319677436176
725,0.5287828491496147
726,0.5386237369467403
727,0.7451701719782152
728,0.6114117232420277
729,0.5102468612460407
730,0.5392298026926687
731,0.6629589719211187
732,0.792068296594472
733,0.6987730140638665
734,0.6726183870523198
735,0.6378660821380712
736,0.6464310390215905
737,0.6598862486271482
738,0.6158660237409669
739,0.5338786321268129
740,0.4341207985699554
741,0.6590992668870219
742,0.6294860721383951
743,0.7014565978707058
744,0.5467435972488279
745,0.6308997898032093
746,0.5425468316430869
747,0.6358667625986432
748,0.5861610354908827
749,0.6563324979617488
750,0.48520743757284074
751,0.6427307500767953
752,0.612850887061036
753,0.5872904840960131
754,0.525140135269733
755,0.5730322156358348
756,0.5446904403730817
757,0.6396874322096443
758,0.6458881295624523
759,0.6034235570946646
760,0.4907044082274048
761,0.5975642259922844
762,0.6230607175477219
763,0.5908289702868976
764,0.5339934628995033
765,0.4475520824900302
766,0.5283745928885085
767,0.4020635861604137
768,0.6567929023708323
769,0.5812441696264135
770,0.5569790368331752
771,0.5547611715735143
772,0.48759168595539143
773,0.62844124076082
774,0.6200168778496871
775,0.5326795203380665
776,0.5001321356331891
777,0.5845488295202061
778,0.5016427369996234
779,0.5864060223352416
780,0.5626723362419732
781,0.5826345405548184
782,0.465077551365209
783,0.6320620100888196
784,0.47320455316357196
785,0.5563241862518615
786,0.6648591203315203
787,0.5086726736620523
788,0.6170443764232154
789,0.5824484545303593
790,0.5878311171066707
791,0.5139553754055297
792,0.6388805396627422
793,0.537157391327743
794,0.6427192258052691
795,0.4637175710960727
796,0.7295067150179225
797,0.6338033085207101
798,0.4339470949120897
799,0.5920756194603609
800,0.46523435051486506
801,0.6181126829417762
802,0.35415613331215196
803,0.5909185083105943
804,0.6554454276095641
805,0.4842484176319438
806,0.5607178152902151
807,0.5445427676133949
808,0.5245693948592675
809,0.672168031602542
810,0.5393840472478256
811,0.5668635327716747
812,0.5813057342812579
813,0.5550697508709728
814,0.6277499351575102
815,0.5327561732654815
816,0.655902923480498
817,0.5610737388881628
818,0.5333788497892362
819,0.5256109631064219
820,0.5286270751656864
821,0.5134905401457152
822,0.45235756752716844
823,0.5425468197737849
824,0.49677715491224805
825,0.6839044342885338
826,0.5109697430052971
827,0.4109185740933462
828,0.5131518979597393
829,0.6564310144308859
830,0.5290580466413812
831,0.5390487891576302
832,0.7191188366033372
833,0.6355346711473725
834,0.5770602118882369
835,0.5388698316186209
836,0.5021372939285835
837,0.3813142960404608
838,0.6340165602348827
839,0.5813551188881789
840,0.6638672275378155
841,0.60963498893692
842,0.6272418144083277
843,0.48356190875257504
844,0.5795217700709221
845,0.6353567481250018
846,0.5558944300160248
847,0.6628078609606383
848,0.6821790865409618
849,0.579497561221186
850,0.6091011706855157
851,0.46398736950535896
852,0.6592870796991606
853,0.4608728522558706
854,0.6482339654039023
855,0.3960833688956717
856,0.5714972412124656
857,0.6599485857004426
858,0.5033429425999214
859,0.4998513931325176
860,0.6032415975411661
861,0.6563418181149129
862,0.6073946554490653
863,0.6963464256954869
864,0.7113898581096676
865,0.6376098494854786
866,0.4875469002351249
867,0.6667429519332032
868,0.24055253045297406
869,0.5617130827041852
870,0.4390935274114165
871,0.43862607459864517
872,0.6775194743790774
873,0.6713878791138758
874,0.5792757793457042
875,0.5745766683749017
876,0.6646481350249769
877,0.7101000975007526
878,0.7086354588737649
879,0.5248226288063251
880,0.6552290601936354
881,0.4502210018126615
882,0.6815395816169151
883,0.47301683456866145
884,0.4702063867274069
885,0.5357162345786993
886,0.513951457121933
887,0.3935210795125845
888,0.569381975019354
889,0.6505921107603819
890,0.6146162582458322
891,0.6336499727381596
892,0.5011667299310713
893,0.34157691404292123
894,0.5842830991908906
895,0.7715327409112399
896,0.7216788183924123
897,0.5275077194790978
898,0.47915906641777
899,0.7271817891971921
900,0.4672477644162204
901,0.6498159427726865
902,0.6112746716210667
903,0.6102197846297651
904,0.4742220896345631
905,0.5604101209376692
906,0.5031098328157544
907,0.5187325189893979
908,0.628054838940777
909,0.41645615723019547
910,0.6027699467909479
911,0.525765734307186
912,0.6810223283143734
913,0.6356784349520134
914,0.39449373996760084
915,0.5741761444888234
916,0.4869134214562196
917,0.6168758982411526
918,0.6031452406245855
919,0.3516720665785558
920,0.5971502444538471
921,0.6779037360861586
922,0.4983094241065563
923,0.47273785389653605
924,0.5932505767572429
925,0.6553840218905236
926,0.5800163936479993
927,0.5443287470932142
928,0.4611839664337424
929,0.7000588858063423
930,0.6545449164561835
931,0.574685992206156
932,0.41514196997669495
933,0.5324665552177406
934,0.6262093392582991
935,0.67769616748463
936,0.45569959299281315
937,0.44521100723428747
938,0.5664138591066809
939,0.3023229725900167
940,0.4725185830022111
941,0.5348431695169533
942,0.5977025566032511
943,0.5759367933858295
944,0.5175782000539971
945,0.5986838294506441
946,0.5487398432309458
947,0.5502690157614296
948,0.5460127462085831
949,0.5295329630262092
950,0.5506547351745941
951,0.5211952616557437
952,0.590142080741341
953,0.6116609772678736
954,0.6622632852470698
955,0.5347735752981895
956,0.6702165507946755
957,0.6035877538580052
958,0.5931736325382513
959,0.5957146810446134
960,0.554378837691605
961,0.625271924700224
962,0.6012727879032018
963,0.6968258051385221
964,0.5129132192654955
965,0.5263666681594825
966,0.7377665217765771
967,0.6827684072319675
968,0.5877539829321834
969,0.5032671262957473
970,0.48631242746103115
971,0.5791919160087892
972,0.7209694888795466
973,0.5207906902638577
974,0.5909744296495809
975,0.5937000734784832
976,0.6170838759017081
977,0.5814085952668444
978,0.3464286552414196
979,0.4186348306606237
980,0.5953311271493369
981,0.47923476086478084
982,0.4441142446985377
983,0.5221091807110547
984,0.6225179903123856
985,0.6330488861743867
986,0.38632782586285985
987,0.5109534533006154
988,0.6480395923228339
989,0.4623452033569615
990,0.5338351614245259
991,0.5559186751616831
992,0.6814832589795913
993,0.6346847666547497
994,0.5928031344087783
995,0.46225225459593766
996,0.6303959842047692
997,0.4596056983414223
998,0.5879874017968609
999,0.6046485643428496
