permutation_index,median_spearman,source_file,source_commit
15,0.0780924060057246,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
16,0.0193966851462531,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
17,-0.0098588270637681,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
18,0.01101969188357,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
19,-0.1865129284055639,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
20,0.1082309499382465,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
21,-0.0507161969435198,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
22,0.0807719018578358,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
23,0.3239228300103075,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
24,-0.1058289483624014,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
25,-0.0765319228670042,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
26,-0.067043508014246,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
27,-0.1599430293619754,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
28,0.0481779346426467,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
29,0.0427251213397399,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
30,0.0586390080631658,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
31,-0.1280072005131319,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
32,0.0216628475440167,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
33,-0.1748109736664587,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
34,-0.1304747485072068,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
35,-0.1769980312798771,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
36,-0.0506597007676042,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
37,0.088875615907179,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
38,-0.0291904860926127,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
39,-0.217853603802564,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
40,0.2314949184539997,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
41,0.1367962256453203,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
42,-0.019403604265776,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
43,-0.1030865669477427,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
44,-0.1795665108948071,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
45,0.159327864484431,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
46,-0.00369308814882,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
47,0.1237418469304971,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
48,0.0095608707243291,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
49,-0.025190787562034,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
50,-0.1302802704164606,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
51,0.0965298378202682,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
52,0.0783482959861986,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
53,0.2056935917901901,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
54,-0.1305389362994529,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
55,0.0682079243191026,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
56,0.0773754148324463,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
57,0.0457906092784428,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
58,0.0233967797483987,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
59,0.0096138987221497,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
60,-0.0413305352001562,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
61,0.0840931395337832,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
62,-0.1457242010909943,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
63,-0.1671420217030471,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
64,0.1422977229521225,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
65,-0.0144988602397689,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
66,-0.0193103564926529,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
67,-0.0351871667289553,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
68,0.1094673023466767,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
69,-0.0228003991459654,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
70,-0.1554819893622162,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
71,0.0169426261237691,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
72,0.069026681934389,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
73,0.0115098073210829,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
74,0.0085268580597856,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
75,-0.014161801731967,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
76,0.2004748797323069,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
77,0.1086739803700568,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
78,-0.0306307519757502,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
79,-0.1046151074083722,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
80,-0.1785893736462124,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
81,0.065202740629398,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
82,-0.1348828818169193,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
83,-0.2341575590920548,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
84,0.0406391624435077,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
85,-0.1498651579973282,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
86,0.1827482974287058,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
87,-0.0432626776740885,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
88,0.1370683765181501,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
89,-0.0531248422850852,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
90,0.1893554291192126,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
91,-0.0011994920570646,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
92,0.1122617163883374,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
93,0.0771582068931237,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
94,-0.0848940503387502,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
95,0.196446895282012,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
96,-0.0089961904279848,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
97,0.0718876811230554,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
98,0.1336384088077148,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
99,0.0299169923023362,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
100,0.1263690259052755,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
101,-0.0492051834062645,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
102,-0.1312446799430631,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
103,0.0301721807117739,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
104,0.0278279672085334,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
105,0.0771676725289727,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
106,0.1435342182784981,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
107,0.079152195464783,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
108,0.0304253530079734,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
109,-0.0010827660713567,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
110,-0.0899277462617987,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
111,-0.0333889581223086,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
112,0.1180300184151611,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
113,-0.0905489727238647,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
114,0.1058573848428008,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
115,0.1329213903885779,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
116,0.2304797862907913,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
117,0.2202339631874795,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
118,0.0539728735949174,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
119,0.0933696076334733,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
120,0.1152561930331991,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
121,-0.0034336914900649,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
122,0.1197896039126373,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
123,0.0381396617980518,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
124,-0.0331359680764108,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
125,0.1850156963716922,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
126,0.0282957272222954,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
127,-0.0117739371665339,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
128,0.0087967916822388,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
129,0.1381196063915997,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
130,0.2827052841994236,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
131,-0.0263466001678215,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
132,0.1360360999431935,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
133,0.0268665829462997,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
134,-0.0081158590367213,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
135,0.087670616486594,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
136,-0.2763629699476942,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
137,0.117355745852711,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
138,0.0072692797009734,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
139,-0.0161369221500324,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
140,-0.1921436338910429,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
141,0.0816030331660559,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
142,-0.1313555850492766,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
143,-0.0301972125366024,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
144,-0.0078971310931944,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
145,-0.0274750860323355,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
146,0.1668257521087703,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
147,-0.0636141476493013,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
148,0.045809143079958,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
149,-0.1220756727209472,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
150,-0.0809813492788415,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
151,0.2013648244484905,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
152,-0.2510892969963798,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
153,-0.0761527519728916,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
154,-0.1844722872936649,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
155,-2.970279571063302e-05,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
156,-0.3844236716201141,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
157,-0.0658065438969074,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
158,0.0478897203783059,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
159,-0.1385516812939205,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
160,0.1281263323889003,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
161,-0.012940700005341,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
162,-0.2322264107480763,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
163,-0.0602594822167851,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
164,0.0381235973709925,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
165,0.0224407951077521,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
166,0.0481067981020301,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
167,-0.097552773305666,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
168,-0.160027234063137,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
169,0.1126689715079521,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
170,0.0194107769968986,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
171,0.1584437087277925,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
172,0.2518156421691227,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
173,-0.1059021700852952,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
174,-0.1328778144811409,docs/实验结果/E1_E4_preregistered_20260614/E8b_scperturbench_association/E8b_FRANGIEH_SHUFFLED_NULL.csv,e8a3594
