dataset_name,score_name,score_label,score_type,risk_direction,top_fraction,status,n_records,n_top_risk,n_worst_error,hits,precision,recall,random_expected_precision,enrichment_fold,lift_over_random,strategy_label,strategy_role,is_macro_summary,top_percent,source_file,source_commit
CuiHacohen2023,safeconf_lodo_risk,safeconf_lodo_risk,risk,score_value_high_is_risky,0.1,ok,2506,251,251,48,0.1912350597609561,0.1912350597609561,0.1001596169193934,1.90930302693608,1.90930302693608,LODO risk,cross_dataset_transfer,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
CuiHacohen2023,safeconf_lodo_risk,safeconf_lodo_risk,risk,score_value_high_is_risky,0.2,ok,2506,502,502,168,0.3346613545816733,0.3346613545816733,0.2003192338387869,1.6706401485690705,1.6706401485690705,LODO risk,cross_dataset_transfer,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
CuiHacohen2023,safeconf_perdataset_risk,safeconf_perdataset_risk,risk,score_value_high_is_risky,0.05,ok,2506,126,126,48,0.3809523809523809,0.3809523809523809,0.0502793296089385,7.576719576719576,7.576719576719577,Per-dataset risk,within_dataset_upper_reference,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
CuiHacohen2023,safeconf_perdataset_risk,safeconf_perdataset_risk,risk,score_value_high_is_risky,0.1,ok,2506,251,251,113,0.450199203187251,0.450199203187251,0.1001596169193934,4.494817542578689,4.494817542578689,Per-dataset risk,within_dataset_upper_reference,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
CuiHacohen2023,safeconf_perdataset_risk,safeconf_perdataset_risk,risk,score_value_high_is_risky,0.2,ok,2506,502,502,302,0.601593625498008,0.601593625498008,0.2003192338387869,3.0031745527848765,3.003174552784876,Per-dataset risk,within_dataset_upper_reference,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
Frangieh,random,random,risk,score_value_high_is_risky,0.05,ok,1266,64,64,7,0.109375,0.109375,0.0505529225908372,2.16357421875,2.16357421875,Random,baseline,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
Frangieh,random,random,risk,score_value_high_is_risky,0.1,ok,1266,127,127,23,0.1811023622047244,0.1811023622047244,0.1003159557661927,1.8053196106392213,1.8053196106392213,Random,baseline,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
Frangieh,random,random,risk,score_value_high_is_risky,0.2,ok,1266,254,254,61,0.2401574803149606,0.2401574803149606,0.2006319115323854,1.197005394010788,1.197005394010788,Random,baseline,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
Frangieh,predicted_magnitude,predicted_magnitude,risk,score_value_high_is_risky,0.05,ok,1266,64,64,44,0.6875,0.6875,0.0505529225908372,13.599609375,13.599609375,Magnitude-only,magnitude_competitor,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
Frangieh,predicted_magnitude,predicted_magnitude,risk,score_value_high_is_risky,0.1,ok,1266,127,127,103,0.8110236220472441,0.8110236220472441,0.1003159557661927,8.084692169384338,8.08469216938434,Magnitude-only,magnitude_competitor,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
Frangieh,predicted_magnitude,predicted_magnitude,risk,score_value_high_is_risky,0.2,ok,1266,254,254,210,0.8267716535433071,0.8267716535433071,0.2006319115323854,4.120838241676483,4.120838241676483,Magnitude-only,magnitude_competitor,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
Frangieh,protocol_v0_2_family_confidence,frozen_v02,confidence,score_value_low_is_risky,0.05,ok,1266,64,64,18,0.28125,0.28125,0.0505529225908372,5.5634765625,5.5634765625,Frozen v0.2,frozen_safeconf,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
Frangieh,protocol_v0_2_family_confidence,frozen_v02,confidence,score_value_low_is_risky,0.1,ok,1266,127,127,37,0.2913385826771653,0.2913385826771653,0.1003159557661927,2.904209808419617,2.904209808419617,Frozen v0.2,frozen_safeconf,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
Frangieh,protocol_v0_2_family_confidence,frozen_v02,confidence,score_value_low_is_risky,0.2,ok,1266,254,254,79,0.3110236220472441,0.3110236220472441,0.2006319115323854,1.550220100440201,1.550220100440201,Frozen v0.2,frozen_safeconf,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
Frangieh,safeconf_lodo_risk,safeconf_lodo_risk,risk,score_value_high_is_risky,0.05,ok,1266,64,64,17,0.265625,0.265625,0.0505529225908372,5.25439453125,5.25439453125,LODO risk,cross_dataset_transfer,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
Frangieh,safeconf_lodo_risk,safeconf_lodo_risk,risk,score_value_high_is_risky,0.1,ok,1266,127,127,62,0.4881889763779528,0.4881889763779528,0.1003159557661927,4.866513733027467,4.866513733027467,LODO risk,cross_dataset_transfer,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
Frangieh,safeconf_lodo_risk,safeconf_lodo_risk,risk,score_value_high_is_risky,0.2,ok,1266,254,254,178,0.7007874015748031,0.7007874015748031,0.2006319115323854,3.4929009858019717,3.492900985801972,LODO risk,cross_dataset_transfer,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
Frangieh,safeconf_perdataset_risk,safeconf_perdataset_risk,risk,score_value_high_is_risky,0.05,ok,1266,64,64,44,0.6875,0.6875,0.0505529225908372,13.599609375,13.599609375,Per-dataset risk,within_dataset_upper_reference,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
Frangieh,safeconf_perdataset_risk,safeconf_perdataset_risk,risk,score_value_high_is_risky,0.1,ok,1266,127,127,108,0.8503937007874016,0.8503937007874016,0.1003159557661927,8.47715295430591,8.47715295430591,Per-dataset risk,within_dataset_upper_reference,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
Frangieh,safeconf_perdataset_risk,safeconf_perdataset_risk,risk,score_value_high_is_risky,0.2,ok,1266,254,254,216,0.8503937007874016,0.8503937007874016,0.2006319115323854,4.238576477152955,4.238576477152955,Per-dataset risk,within_dataset_upper_reference,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,random,random,risk,score_value_high_is_risky,0.05,ok,646,33,33,2,0.0606060606060606,0.0606060606060606,0.0510835913312693,1.1864095500459138,1.1864095500459138,Random,baseline,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,random,random,risk,score_value_high_is_risky,0.1,ok,646,65,65,7,0.1076923076923077,0.1076923076923077,0.1006191950464396,1.0702958579881658,1.0702958579881658,Random,baseline,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,random,random,risk,score_value_high_is_risky,0.2,ok,646,130,130,22,0.1692307692307692,0.1692307692307692,0.2012383900928792,0.8409467455621302,0.8409467455621302,Random,baseline,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,predicted_magnitude,predicted_magnitude,risk,score_value_high_is_risky,0.05,ok,646,33,33,3,0.0909090909090909,0.0909090909090909,0.0510835913312693,1.7796143250688703,1.7796143250688703,Magnitude-only,magnitude_competitor,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,predicted_magnitude,predicted_magnitude,risk,score_value_high_is_risky,0.1,ok,646,65,65,3,0.0461538461538461,0.0461538461538461,0.1006191950464396,0.458698224852071,0.458698224852071,Magnitude-only,magnitude_competitor,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,predicted_magnitude,predicted_magnitude,risk,score_value_high_is_risky,0.2,ok,646,130,130,47,0.3615384615384615,0.3615384615384615,0.2012383900928792,1.796568047337278,1.7965680473372785,Magnitude-only,magnitude_competitor,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,protocol_v0_2_family_confidence,frozen_v02,confidence,score_value_low_is_risky,0.05,ok,646,33,33,15,0.4545454545454545,0.4545454545454545,0.0510835913312693,8.898071625344352,8.898071625344352,Frozen v0.2,frozen_safeconf,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,protocol_v0_2_family_confidence,frozen_v02,confidence,score_value_low_is_risky,0.1,ok,646,65,65,51,0.7846153846153846,0.7846153846153846,0.1006191950464396,7.797869822485207,7.797869822485207,Frozen v0.2,frozen_safeconf,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,protocol_v0_2_family_confidence,frozen_v02,confidence,score_value_low_is_risky,0.2,ok,646,130,130,98,0.7538461538461538,0.7538461538461538,0.2012383900928792,3.74603550295858,3.74603550295858,Frozen v0.2,frozen_safeconf,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,safeconf_lodo_risk,safeconf_lodo_risk,risk,score_value_high_is_risky,0.05,ok,646,33,33,1,0.0303030303030303,0.0303030303030303,0.0510835913312693,0.5932047750229569,0.5932047750229569,LODO risk,cross_dataset_transfer,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,safeconf_lodo_risk,safeconf_lodo_risk,risk,score_value_high_is_risky,0.1,ok,646,65,65,4,0.0615384615384615,0.0615384615384615,0.1006191950464396,0.6115976331360947,0.6115976331360947,LODO risk,cross_dataset_transfer,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,safeconf_lodo_risk,safeconf_lodo_risk,risk,score_value_high_is_risky,0.2,ok,646,130,130,47,0.3615384615384615,0.3615384615384615,0.2012383900928792,1.796568047337278,1.7965680473372785,LODO risk,cross_dataset_transfer,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,safeconf_perdataset_risk,safeconf_perdataset_risk,risk,score_value_high_is_risky,0.05,ok,646,33,33,15,0.4545454545454545,0.4545454545454545,0.0510835913312693,8.898071625344352,8.898071625344352,Per-dataset risk,within_dataset_upper_reference,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,safeconf_perdataset_risk,safeconf_perdataset_risk,risk,score_value_high_is_risky,0.1,ok,646,65,65,47,0.7230769230769231,0.7230769230769231,0.1006191950464396,7.186272189349112,7.186272189349113,Per-dataset risk,within_dataset_upper_reference,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,safeconf_perdataset_risk,safeconf_perdataset_risk,risk,score_value_high_is_risky,0.2,ok,646,130,130,120,0.9230769230769232,0.9230769230769232,0.2012383900928792,4.586982248520711,4.586982248520711,Per-dataset risk,within_dataset_upper_reference,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_invivo,random,random,risk,score_value_high_is_risky,0.05,ok,750,38,38,1,0.0263157894736842,0.0263157894736842,0.0506666666666666,0.5193905817174516,0.5193905817174516,Random,baseline,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_invivo,random,random,risk,score_value_high_is_risky,0.1,ok,750,75,75,7,0.0933333333333333,0.0933333333333333,0.1,0.9333333333333332,0.9333333333333332,Random,baseline,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_invivo,random,random,risk,score_value_high_is_risky,0.2,ok,750,150,150,32,0.2133333333333333,0.2133333333333333,0.2,1.0666666666666669,1.0666666666666669,Random,baseline,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_invivo,predicted_magnitude,predicted_magnitude,risk,score_value_high_is_risky,0.05,ok,750,38,38,3,0.0789473684210526,0.0789473684210526,0.0506666666666666,1.5581717451523545,1.5581717451523545,Magnitude-only,magnitude_competitor,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_invivo,predicted_magnitude,predicted_magnitude,risk,score_value_high_is_risky,0.1,ok,750,75,75,17,0.2266666666666666,0.2266666666666666,0.1,2.2666666666666666,2.2666666666666666,Magnitude-only,magnitude_competitor,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_invivo,predicted_magnitude,predicted_magnitude,risk,score_value_high_is_risky,0.2,ok,750,150,150,80,0.5333333333333333,0.5333333333333333,0.2,2.6666666666666665,2.6666666666666665,Magnitude-only,magnitude_competitor,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_invivo,protocol_v0_2_family_confidence,frozen_v02,confidence,score_value_low_is_risky,0.05,ok,750,38,38,6,0.1578947368421052,0.1578947368421052,0.0506666666666666,3.116343490304709,3.116343490304709,Frozen v0.2,frozen_safeconf,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_invivo,protocol_v0_2_family_confidence,frozen_v02,confidence,score_value_low_is_risky,0.1,ok,750,75,75,19,0.2533333333333333,0.2533333333333333,0.1,2.533333333333333,2.533333333333333,Frozen v0.2,frozen_safeconf,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_invivo,protocol_v0_2_family_confidence,frozen_v02,confidence,score_value_low_is_risky,0.2,ok,750,150,150,60,0.4,0.4,0.2,2.0,2.0,Frozen v0.2,frozen_safeconf,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_invivo,safeconf_lodo_risk,safeconf_lodo_risk,risk,score_value_high_is_risky,0.05,ok,750,38,38,6,0.1578947368421052,0.1578947368421052,0.0506666666666666,3.116343490304709,3.116343490304709,LODO risk,cross_dataset_transfer,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_invivo,safeconf_lodo_risk,safeconf_lodo_risk,risk,score_value_high_is_risky,0.1,ok,750,75,75,13,0.1733333333333333,0.1733333333333333,0.1,1.7333333333333334,1.7333333333333334,LODO risk,cross_dataset_transfer,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_invivo,safeconf_lodo_risk,safeconf_lodo_risk,risk,score_value_high_is_risky,0.2,ok,750,150,150,61,0.4066666666666667,0.4066666666666667,0.2,2.033333333333333,2.033333333333333,LODO risk,cross_dataset_transfer,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_invivo,safeconf_perdataset_risk,safeconf_perdataset_risk,risk,score_value_high_is_risky,0.05,ok,750,38,38,7,0.1842105263157894,0.1842105263157894,0.0506666666666666,3.635734072022161,3.635734072022161,Per-dataset risk,within_dataset_upper_reference,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_invivo,safeconf_perdataset_risk,safeconf_perdataset_risk,risk,score_value_high_is_risky,0.1,ok,750,75,75,27,0.36,0.36,0.1,3.6,3.6,Per-dataset risk,within_dataset_upper_reference,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
LaraAstiasoHuntly2023_invivo,safeconf_perdataset_risk,safeconf_perdataset_risk,risk,score_value_high_is_risky,0.2,ok,750,150,150,104,0.6933333333333334,0.6933333333333334,0.2,3.466666666666667,3.466666666666667,Per-dataset risk,within_dataset_upper_reference,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
McFarlandTsherniak2020,random,random,risk,score_value_high_is_risky,0.05,ok,2326,117,117,4,0.0341880341880341,0.0341880341880341,0.0503009458297506,0.6796698078749361,0.679669807874936,Random,baseline,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
McFarlandTsherniak2020,random,random,risk,score_value_high_is_risky,0.1,ok,2326,233,233,21,0.0901287553648068,0.0901287553648068,0.1001719690455718,0.8997402788778575,0.8997402788778573,Random,baseline,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
McFarlandTsherniak2020,random,random,risk,score_value_high_is_risky,0.2,ok,2326,466,466,83,0.1781115879828326,0.1781115879828326,0.2003439380911436,0.8890290850816924,0.8890290850816924,Random,baseline,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
McFarlandTsherniak2020,predicted_magnitude,predicted_magnitude,risk,score_value_high_is_risky,0.05,ok,2326,117,117,22,0.188034188034188,0.188034188034188,0.0503009458297506,3.7381839433121486,3.738183943312148,Magnitude-only,magnitude_competitor,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
McFarlandTsherniak2020,predicted_magnitude,predicted_magnitude,risk,score_value_high_is_risky,0.1,ok,2326,233,233,60,0.2575107296137339,0.2575107296137339,0.1001719690455718,2.570686511079592,2.5706865110795927,Magnitude-only,magnitude_competitor,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
McFarlandTsherniak2020,predicted_magnitude,predicted_magnitude,risk,score_value_high_is_risky,0.2,ok,2326,466,466,133,0.2854077253218884,0.2854077253218884,0.2003439380911436,1.4245887748899408,1.4245887748899408,Magnitude-only,magnitude_competitor,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
McFarlandTsherniak2020,protocol_v0_2_family_confidence,frozen_v02,confidence,score_value_low_is_risky,0.05,ok,2326,117,117,4,0.0341880341880341,0.0341880341880341,0.0503009458297506,0.6796698078749361,0.679669807874936,Frozen v0.2,frozen_safeconf,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
McFarlandTsherniak2020,protocol_v0_2_family_confidence,frozen_v02,confidence,score_value_low_is_risky,0.1,ok,2326,233,233,21,0.0901287553648068,0.0901287553648068,0.1001719690455718,0.8997402788778575,0.8997402788778573,Frozen v0.2,frozen_safeconf,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
McFarlandTsherniak2020,protocol_v0_2_family_confidence,frozen_v02,confidence,score_value_low_is_risky,0.2,ok,2326,466,466,127,0.2725321888412017,0.2725321888412017,0.2003439380911436,1.360321612112951,1.360321612112951,Frozen v0.2,frozen_safeconf,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
McFarlandTsherniak2020,safeconf_lodo_risk,safeconf_lodo_risk,risk,score_value_high_is_risky,0.05,ok,2326,117,117,10,0.0854700854700854,0.0854700854700854,0.0503009458297506,1.6991745196873402,1.6991745196873402,LODO risk,cross_dataset_transfer,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
McFarlandTsherniak2020,safeconf_lodo_risk,safeconf_lodo_risk,risk,score_value_high_is_risky,0.1,ok,2326,233,233,55,0.2360515021459227,0.2360515021459227,0.1001719690455718,2.356462635156293,2.356462635156293,LODO risk,cross_dataset_transfer,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
McFarlandTsherniak2020,safeconf_lodo_risk,safeconf_lodo_risk,risk,score_value_high_is_risky,0.2,ok,2326,466,466,153,0.3283261802575107,0.3283261802575107,0.2003439380911436,1.63881265081324,1.6388126508132403,LODO risk,cross_dataset_transfer,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
McFarlandTsherniak2020,safeconf_perdataset_risk,safeconf_perdataset_risk,risk,score_value_high_is_risky,0.05,ok,2326,117,117,29,0.2478632478632478,0.2478632478632478,0.0503009458297506,4.927606107093287,4.927606107093286,Per-dataset risk,within_dataset_upper_reference,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
McFarlandTsherniak2020,safeconf_perdataset_risk,safeconf_perdataset_risk,risk,score_value_high_is_risky,0.1,ok,2326,233,233,88,0.3776824034334764,0.3776824034334764,0.1001719690455718,3.770340216250069,3.770340216250069,Per-dataset risk,within_dataset_upper_reference,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
McFarlandTsherniak2020,safeconf_perdataset_risk,safeconf_perdataset_risk,risk,score_value_high_is_risky,0.2,ok,2326,466,466,275,0.5901287553648069,0.5901287553648069,0.2003439380911436,2.9455782939453665,2.9455782939453665,Per-dataset risk,within_dataset_upper_reference,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SantinhaPlatt2023,random,random,risk,score_value_high_is_risky,0.05,ok,546,28,28,3,0.1071428571428571,0.1071428571428571,0.0512820512820512,2.0892857142857144,2.0892857142857144,Random,baseline,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SantinhaPlatt2023,random,random,risk,score_value_high_is_risky,0.1,ok,546,55,55,6,0.109090909090909,0.109090909090909,0.1007326007326007,1.08297520661157,1.0829752066115703,Random,baseline,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SantinhaPlatt2023,random,random,risk,score_value_high_is_risky,0.2,ok,546,110,110,26,0.2363636363636363,0.2363636363636363,0.2014652014652014,1.1732231404958675,1.1732231404958675,Random,baseline,False,20,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SantinhaPlatt2023,predicted_magnitude,predicted_magnitude,risk,score_value_high_is_risky,0.05,ok,546,28,28,1,0.0357142857142857,0.0357142857142857,0.0512820512820512,0.6964285714285714,0.6964285714285714,Magnitude-only,magnitude_competitor,False,5,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
SantinhaPlatt2023,predicted_magnitude,predicted_magnitude,risk,score_value_high_is_risky,0.1,ok,546,55,55,5,0.0909090909090909,0.0909090909090909,0.1007326007326007,0.9024793388429752,0.9024793388429752,Magnitude-only,magnitude_competitor,False,10,docs/实验结果/Task_risk_audit_20260611/tables/B1_bad_prediction_retrieval.csv,e8a3594
