raw_gene,scgpt_token
ZBTB17,ZBTB17
MT-CO2,MT-CO2
MT-CO3,MT-CO3
MT-CO1,MT-CO1
MT-ATP6,MT-ATP6
RPS2,RPS2
MT-ND4,MT-ND4
RPLP1,RPLP1
MT-CYB,MT-CYB
EEF1A1,EEF1A1
MALAT1,MALAT1
RPS12,RPS12
RPS18,RPS18
GAPDH,GAPDH
FTH1,FTH1
RPL13,RPL13
RPL10,RPL10
RPS23,RPS23
FTL,FTL
RPS27A,RPS27A
MT-ND1,MT-ND1
RPL19,RPL19
RPS3,RPS3
RPL18A,RPL18A
RPS19,RPS19
RPS3A,RPS3A
RPLP0,RPLP0
RPS8,RPS8
RPL7A,RPL7A
RPL41,RPL41
RPS14,RPS14
RPL15,RPL15
MT-ND3,MT-ND3
RPSA,RPSA
RPL32,RPL32
RPL11,RPL11
RPS24,RPS24
RPL8,RPL8
RPL28,RPL28
RPS15,RPS15
MT-ND2,MT-ND2
RPL29,RPL29
RPL13A,RPL13A
ACTB,ACTB
TPT1,TPT1
NPM1,NPM1
RPL3,RPL3
RPL12,RPL12
RPS4X,RPS4X
RPS7,RPS7
RPS6,RPS6
RPL17,RPL17
RPL18,RPL18
YBX1,YBX1
RPL14,RPL14
RPS16,RPS16
RPL6,RPL6
RPL5,RPL5
VIM,VIM
RPL9,RPL9
RPS5,RPS5
RPL21,RPL21
RPL37A,RPL37A
RPS15A,RPS15A
RPS9,RPS9
RPL26,RPL26
RACK1,RACK1
RPL37,RPL37
HSP90AB1,HSP90AB1
HSP90AA1,HSP90AA1
RPS13,RPS13
RPL30,RPL30
RPL10A,RPL10A
ACTG1,ACTG1
RPL23A,RPL23A
TUBA1B,TUBA1B
RPL39,RPL39
RPS28,RPS28
RPL35,RPL35
RPL24,RPL24
RPS27,RPS27
RPL34,RPL34
RPLP2,RPLP2
MT-ND5,MT-ND5
NME2,NME2
RPL36,RPL36
NACA,NACA
RPS25,RPS25
RPS11,RPS11
ENO1,ENO1
RPL4,RPL4
MIF,MIF
UBA52,UBA52
RPL23,RPL23
NCL,NCL
RPS21,RPS21
EEF1G,EEF1G
GSTP1,GSTP1
RPL27,RPL27
EEF1B2,EEF1B2
RPS29,RPS29
RPS17,RPS17
RPL27A,RPL27A
CFL1,CFL1
HSPD1,HSPD1
RAN,RAN
PPIA,PPIA
FAU,FAU
PRDX1,PRDX1
TUBB,TUBB
PFN1,PFN1
SNHG29,SNHG29
OAZ1,OAZ1
RPL22,RPL22
TMSB4X,TMSB4X
HMGA1,HMGA1
BTF3,BTF3
HNRNPA2B1,HNRNPA2B1
TPI1,TPI1
HINT1,HINT1
EIF1,EIF1
LDHB,LDHB
EEF2,EEF2
LDHA,LDHA
MYL6,MYL6
UQCRH,UQCRH
CHCHD2,CHCHD2
RANBP1,RANBP1
EIF4A1,EIF4A1
SET,SET
RPS20,RPS20
TMSB10,TMSB10
RPS26,RPS26
RPL36A,RPL36A
CD63,CD63
EIF5A,EIF5A
CALR,CALR
HNRNPA1,HNRNPA1
PPP1R14B,PPP1R14B
PABPC1,PABPC1
ATP5MC3,ATP5MC3
PKM,PKM
NEAT1,NEAT1
TXN,TXN
SLC25A3,SLC25A3
HSPE1,HSPE1
LGALS1,LGALS1
MT2A,MT2A
SERF2,SERF2
HNRNPU,HNRNPU
RPL38,RPL38
CALM2,CALM2
NAP1L1,NAP1L1
DYNLL1,DYNLL1
PSMA7,PSMA7
STMN1,STMN1
ANP32B,ANP32B
COX4I1,COX4I1
HNRNPC,HNRNPC
UBB,UBB
ANXA2,ANXA2
B2M,B2M
ATP5F1E,ATP5F1E
CLIC1,CLIC1
SUMO2,SUMO2
PTGES3,PTGES3
PA2G4,PA2G4
PRELID1,PRELID1
HMGN1,HMGN1
GNAS,GNAS
NDUFS5,NDUFS5
POMP,POMP
CCT3,CCT3
PEBP1,PEBP1
RTN4,RTN4
NME1,NME1
ATP5MC2,ATP5MC2
SRP14,SRP14
ATP5F1B,ATP5F1B
PFDN5,PFDN5
CCT6A,CCT6A
PARK7,PARK7
TUBA1C,TUBA1C
CCT5,CCT5
NDUFC2,NDUFC2
XRCC5,XRCC5
EEF1D,EEF1D
SUB1,SUB1
HSPA5,HSPA5
ATP5PF,ATP5PF
HMGN2,HMGN2
C1QBP,C1QBP
GPX4,GPX4
UBE2L3,UBE2L3
NDUFA4,NDUFA4
SKP1,SKP1
UBC,UBC
ZFAS1,ZFAS1
TPM3,TPM3
PSMB1,PSMB1
TUBB4B,TUBB4B
UQCRB,UQCRB
SNRPB,SNRPB
EIF3A,EIF3A
ATP5F1D,ATP5F1D
YWHAB,YWHAB
VDAC2,VDAC2
RPS10,RPS10
HNRNPA3,HNRNPA3
COX7C,COX7C
TMA7,TMA7
SLC25A6,SLC25A6
HNRNPD,HNRNPD
RAC1,RAC1
TKT,TKT
SFPQ,SFPQ
CCT8,CCT8
EIF4G2,EIF4G2
UBE2S,UBE2S
RPL31,RPL31
SRSF3,SRSF3
NEDD8,NEDD8
TPM1,TPM1
ATP5MG,ATP5MG
NUCKS1,NUCKS1
GAS5,GAS5
HNRNPK,HNRNPK
PRKDC,PRKDC
ARPC3,ARPC3
ARPC2,ARPC2
AURKAIP1,AURKAIP1
COX7A2,COX7A2
YWHAE,YWHAE
COX8A,COX8A
EIF3E,EIF3E
AP2S1,AP2S1
TAGLN2,TAGLN2
NDUFA13,NDUFA13
DEK,DEK
ATP5PO,ATP5PO
BZW1,BZW1
MYL12B,MYL12B
EIF3K,EIF3K
KRT18,KRT18
TOMM6,TOMM6
PRDX6,PRDX6
PRDX2,PRDX2
SRSF9,SRSF9
HNRNPAB,HNRNPAB
PRRC2C,PRRC2C
GADD45GIP1,GADD45GIP1
ODC1,ODC1
TOMM20,TOMM20
SNRPE,SNRPE
MT-ND6,MT-ND6
ITGB1,ITGB1
EIF1AX,EIF1AX
RPL36AL,RPL36AL
ELOB,ELOB
CCT2,CCT2
SH3BGRL3,SH3BGRL3
SOD1,SOD1
YWHAZ,YWHAZ
CCNI,CCNI
COX6A1,COX6A1
YWHAQ,YWHAQ
SNRPD1,SNRPD1
CANX,CANX
SNU13,SNU13
SLC25A5,SLC25A5
COX5A,COX5A
BSG,BSG
PSMD8,PSMD8
EIF3I,EIF3I
PDIA6,PDIA6
S100A11,S100A11
HNRNPR,HNRNPR
PPIB,PPIB
PGK1,PGK1
PSMB2,PSMB2
UQCR11,UQCR11
SNRPG,SNRPG
MRPL51,MRPL51
NDUFS6,NDUFS6
TOMM7,TOMM7
UQCR10,UQCR10
CALM1,CALM1
APRT,APRT
COX5B,COX5B
SSBP1,SSBP1
EDF1,EDF1
LSM4,LSM4
HNRNPDL,HNRNPDL
ATP5MF,ATP5MF
XRCC6,XRCC6
SRM,SRM
MTDH,MTDH
PSMD2,PSMD2
NDUFB10,NDUFB10
RHOA,RHOA
ERH,ERH
PTP4A2,PTP4A2
GNG5,GNG5
FUS,FUS
SRSF2,SRSF2
CSDE1,CSDE1
NUDC,NUDC
MZT2B,MZT2B
SEC61B,SEC61B
VDAC1,VDAC1
SSR3,SSR3
PTMS,PTMS
CCT4,CCT4
NASP,NASP
ATP5MC1,ATP5MC1
PSMA2,PSMA2
TPM4,TPM4
MICOS10,MICOS10
CACYBP,CACYBP
SRP9,SRP9
ATP5F1A,ATP5F1A
HSPA9,HSPA9
CLTA,CLTA
POLR2L,POLR2L
SNHG6,SNHG6
ATP6V0B,ATP6V0B
SRRM2,SRRM2
EIF4B,EIF4B
MYL12A,MYL12A
EIF5,EIF5
FKBP1A,FKBP1A
SSB,SSB
BANF1,BANF1
PPM1G,PPM1G
RPL22L1,RPL22L1
HNRNPM,HNRNPM
UBL5,UBL5
ATP5IF1,ATP5IF1
DAD1,DAD1
NDUFA11,NDUFA11
PNN,PNN
EIF2S2,EIF2S2
MT-ND4L,MT-ND4L
PHB,PHB
SEC61G,SEC61G
MDH2,MDH2
PGAM1,PGAM1
MGST1,MGST1
TMBIM6,TMBIM6
NDUFAB1,NDUFAB1
AP2M1,AP2M1
PSMB3,PSMB3
COX6B1,COX6B1
BRK1,BRK1
GSTO1,GSTO1
PSMA4,PSMA4
KHDRBS1,KHDRBS1
SEC11A,SEC11A
SEPTIN7,SEPTIN7
UQCRQ,UQCRQ
CENPF,CENPF
KTN1,KTN1
PSMA6,PSMA6
EMP3,EMP3
CAP1,CAP1
CUTA,CUTA
RSL1D1,RSL1D1
SNHG5,SNHG5
TCP1,TCP1
TMEM14B,TMEM14B
PCBP2,PCBP2
MRPS34,MRPS34
DSTN,DSTN
PDIA3,PDIA3
ARPC5,ARPC5
ARF1,ARF1
ATP5F1C,ATP5F1C
PHB2,PHB2
RBX1,RBX1
ST13,ST13
TPR,TPR
RBM8A,RBM8A
ANXA5,ANXA5
TOMM5,TOMM5
COX7B,COX7B
