fold_id,task_id,setting,context,perturbation,context_novelty_scaled,perturbation_novelty,risk_disagreement_z,predicted_magnitude_z,directional_risk_frozen,target_truth_used_for_score_or_transform,frozen_model_sha256
Replogle_cellline_holdout_1_K562,K562::SMAGP,context_unseen,K562,SMAGP,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::EFTUD2,context_and_perturbation_unseen,K562,EFTUD2,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::TRNT1,context_unseen,K562,TRNT1,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::DDX19B,context_unseen,K562,DDX19B,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::UROD,context_unseen,K562,UROD,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::GRSF1,context_and_perturbation_unseen,K562,GRSF1,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::TSEN34,context_unseen,K562,TSEN34,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::ISCA2,context_unseen,K562,ISCA2,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::DAP3,context_unseen,K562,DAP3,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::MRPL20,context_unseen,K562,MRPL20,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::NEDD1,context_unseen,K562,NEDD1,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::ATP6AP2,context_and_perturbation_unseen,K562,ATP6AP2,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::USP39,context_and_perturbation_unseen,K562,USP39,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::PRKRIP1,context_and_perturbation_unseen,K562,PRKRIP1,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::THOC6,context_unseen,K562,THOC6,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::USP5,context_unseen,K562,USP5,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::HSP90B1,context_unseen,K562,HSP90B1,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::TRA2B,context_unseen,K562,TRA2B,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::ZBTB17,context_unseen,K562,ZBTB17,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::TACC3,context_unseen,K562,TACC3,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::RRM2,context_unseen,K562,RRM2,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::ANAPC15,context_unseen,K562,ANAPC15,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::NUP98,context_unseen,K562,NUP98,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::GFM1,context_unseen,K562,GFM1,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::PSMB5,context_unseen,K562,PSMB5,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::POLR1C,context_unseen,K562,POLR1C,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::GON4L,context_unseen,K562,GON4L,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::DNMT1,context_unseen,K562,DNMT1,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::NDUFS3,context_unseen,K562,NDUFS3,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::EIF2B3,context_unseen,K562,EIF2B3,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::DDX1,context_and_perturbation_unseen,K562,DDX1,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::LIN54,context_unseen,K562,LIN54,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::MRPS7,context_unseen,K562,MRPS7,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::RHOQ,context_unseen,K562,RHOQ,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::MRPL39,context_unseen,K562,MRPL39,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::WNK1,context_and_perturbation_unseen,K562,WNK1,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::PPA1,context_unseen,K562,PPA1,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::UBA2,context_and_perturbation_unseen,K562,UBA2,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::DCTN2,context_unseen,K562,DCTN2,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::ANKRD11,context_unseen,K562,ANKRD11,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
