panel,task_id,query_has_test_expression,query_has_y,query_has_y_pca,log_prob,epistemic_confidence,aleatoric_confidence,combined_confidence_official,predicted_magnitude_rms,gene_order_sha256,predicted_pca_0,predicted_pca_1,predicted_pca_2,predicted_pca_3,predicted_pca_4,predicted_pca_5,predicted_pca_6,predicted_pca_7,predicted_pca_8,predicted_pca_9
Norman_P4,KLF1+ctrl,False,False,False,-43.96461868286133,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P4,LYL1+ctrl,False,False,False,-44.1203727722168,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P4,MAML2+ctrl,False,False,False,-43.806121826171875,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P4,MAP4K3+ctrl,False,False,False,-44.248958587646484,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P4,MAP4K5+ctrl,False,False,False,-43.81610107421875,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P4,MAP7D1+ctrl,False,False,False,-43.97362518310547,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P4,PRTG+ctrl,False,False,False,-44.24111557006836,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P4,PTPN1+ctrl,False,False,False,-44.27301788330078,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P4,RUNX1T1+ctrl,False,False,False,-43.19832992553711,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P4,TBX2+ctrl,False,False,False,-44.62925720214844,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P4,TMSB4X+ctrl,False,False,False,-43.54086685180664,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P4,UBASH3A+ctrl,False,False,False,-43.91624069213867,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P4,UBASH3B+ctrl,False,False,False,-43.90657043457031,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P4,ZBTB1+ctrl,False,False,False,-44.09028625488281,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
