e174_global_target_rank,panel_id,panel_target_rank,ensembl_core,perturbed_gene_name,n_identity_complete_guides,eligible_guide_ids,expression_axis_id_unique,expression_axis_gene_name,target_name_matches_expression_axis,expression_axis_name_unique,scgpt_token,in_scgpt_vocabulary,eligible_target,target_selection_sha256,column_unseen_sha256,e174_selection_sha256,e174_column_unseen_sha256,target_stratum,e174_calibration_sha256,heldout_donor_partition,perturbation_support_contexts_pretruth,excluded_all_e168_e170_e172_targets,selection_used_expression_effect_error_or_e173_outcome
13,R01,13,ENSG00000116337,AMPD2,2,AMPD2-1+AMPD2-2,True,AMPD2,True,True,AMPD2,True,True,fd2100eed6ff95739333c1e7216c70f764924d8eec95b1ecc27afd82cd7a42a0,6d1a39437f16a6b082b06a011408ea651ee306486b021299dafe2db5fd8a0f40,00cb283151272ce95f0456a178c43708c407e06e25ccb7d75ef8eb328cc52125,55a43841d9e991eccecfd251e70a234bc15bee49bf7f3404137c093e7b98403d,DONOR_UNSEEN_ONLY,8dd0435a3de3063fb545d97f75f80741b09ce5192239259bbb6f8a71cabe95f0,EVALUATION_80PCT,6,True,False
14,R01,14,ENSG00000101224,CDC25B,2,CDC25B-1+CDC25B-2,True,CDC25B,True,True,CDC25B,True,True,84e208626c212bd223e1fe8f9fa56482ebe2a55b64c40728d8a857159622cdfe,4114db7cf79b5b91abf29f0cdc0bc1d87057fcea2c6f80174bf4492b6af1164d,00cd025c360d70f3b8525d84fe508fe554344749b9b1191dd94eacb70a338f49,282cc2cc1e982bc627cfedf966539f2a4b5e3219d5ea9b51b7d3f110b0f8a8b0,COLUMN_UNSEEN,bea01883f786352d900edb58f164c486333a28477ea745bb851f240b88e528cd,EVALUATION_80PCT,0,True,False
15,R01,15,ENSG00000100577,GSTZ1,2,GSTZ1-1+GSTZ1-2,True,GSTZ1,True,True,GSTZ1,True,True,3b8b27dc3c6c555bbfff223278a24903082699c13ed7eaab4ebc409f52feccea,2863dc99b07ecfb51d4c577115aa6cfadb914beea39a583c594ac97c7116c5c6,00d509aa88b2dd9ff54ef149860e3b7ac3966bd64c36ecea2af2d039a34fcf4f,61c6198f02c798744c2c764fde182a92c95f8e1a3c9f26e18db4598c0d201075,DONOR_UNSEEN_ONLY,dad5a30aac2aea422b65028a32e9ec12d425e8b7551be909155972b06dd33219,EVALUATION_80PCT,6,True,False
16,R01,16,ENSG00000224420,ADM5,2,ADM5-1+ADM5-2,True,ADM5,True,True,ADM5,True,True,5a4453f553f9218a2a3941dc4de6dc5feb8fb785ca0aa7cb2dd4aa58a4c0722b,58b094958335d7f312fdc3c43c5a9b7f089ba84ea50dedd184ec37006cb21f47,00d70aba173c0eaa3f8280d9164a4a47a3f492acaab0385cf984b3baa6fdb1a9,ea8b9c9e8c8baf230efe789cfe210c28ab99aeaeb64529456d6817a2c32e9cca,DONOR_UNSEEN_ONLY,fbe48d3988ec2bcabf51a1c5df444c0156139e656732f2d254709d1b8f999c10,EVALUATION_80PCT,6,True,False
17,R01,17,ENSG00000130770,ATP5IF1,2,ATP5IF1-1+ATP5IF1-2,True,ATP5IF1,True,True,ATP5IF1,True,True,2c2c3f05b103d0eb7843db8827b50e83391983e6e51c142525f10cdda20f76f7,b24e22de131834bfe5657c6aa0857a8035257307b1ffed0dd112adaf65d3bcad,00ebecba31b29849accdceb1df458b1c45693edae1b02a01b86bce16a7c800a2,63d3fadebd47159441002134925060acc4fd9a65dfcb2dedc8b344874309614f,DONOR_UNSEEN_ONLY,11668a2c8093163b7899a938865807ba3bcd554b19e77e9828158b2314ac1352,CALIBRATION_20PCT,6,True,False
18,R01,18,ENSG00000006432,MAP3K9,2,MAP3K9-1+MAP3K9-2,True,MAP3K9,True,True,MAP3K9,True,True,a84f9c8e77cd56f296cd679371902dc9f413178bd73af55b955a5b679e074f00,4224df701b5bc8194f2a751db30feca69b588c08d7f309824810a59c75026811,010b5100f79e02e3397426be331161f9a6ecd7a77e27e8e4a7fc3308663c9165,5253efd81727f9373eba6863f16959fb14a266538fddab56a81501b94e022f18,DONOR_UNSEEN_ONLY,f486d045de47b143993fbcbf353091b5864a0298f4792ef1bde7b57f5e5ae27e,EVALUATION_80PCT,6,True,False
19,R01,19,ENSG00000170128,GPR25,2,GPR25-1+GPR25-2,True,GPR25,True,True,GPR25,True,True,e47e45bc65fffd2821156eef1f4eacead127ffcb40a366f7ba8edc09e0f954f4,8c80691073fd967dd18a4c90603df1c7d6326ffb35e0c77aa54ca5170733259d,011e1a18f0d418ee47387befe4bfa81491cc69c097d11c42ccb68964e97d4697,66c0ecced5d38f3899bd519a7ead9897aac3acafa7c3edc54c408cdcaf3f575a,DONOR_UNSEEN_ONLY,4a34a49471b0b6f6509d84e5568a432d320f98002f8b47ab97cd9f3e0e9aa6ab,EVALUATION_80PCT,6,True,False
20,R01,20,ENSG00000170502,NUDT9,2,NUDT9-1+NUDT9-2,True,NUDT9,True,True,NUDT9,True,True,4983cd90d077c9a2266e7ffb1ba5f7dd4577f173af59b248e359f375ff93be0c,e1c72ee2f5e1cbd0b11c4d348dfa3941d3d666c4d840ae20728caf726b094f5c,012b282e8945f1365857f8b48d77f70027fd8871b1cb4ba491626891967e29dd,f3e47d84ac96098a9a934213dce089076344a2969605bf8398777fa6588205da,DONOR_UNSEEN_ONLY,5a69ad7e035e359ad47deeb8b86f9b990edf23081ed8a51fc9de020fc31aa59b,EVALUATION_80PCT,6,True,False
21,R01,21,ENSG00000172000,ZNF556,2,ZNF556-1+ZNF556-2,True,ZNF556,True,True,ZNF556,True,True,4f72e90d1f1dea214ca3594f4250a6941b9e554b07a0a793f4422c2514e77fb9,d619a76bf95f13b4ecded6b68aaaff389dde02e9cf87860efa0dfbc45caebfdf,013740cf94e1bb40960c2f3edb756a8e1726fb36d299e622370a8370a64a10f0,9e2cbb317bef0d1c71ad639d964ba16c1f843f05b55bf21ac977a537611943d8,DONOR_UNSEEN_ONLY,20b4269dce6c644aa1ffd896f9fd8b202f48f5ad51f2ea0781d763cd1a1f393e,CALIBRATION_20PCT,6,True,False
22,R01,22,ENSG00000175806,MSRA,2,MSRA-1+MSRA-2,True,MSRA,True,True,MSRA,True,True,e6f01dae26b4238f77360cadea8e8187495331b0305dada4333d7dab6f981406,17d761ef7aa96d349148263a173cc4b9be0b461cae13856bded916abd690af68,013da4275bed116a66a0427c21978b06547a5cab4726dd7eae7c1cc43080cafb,9ad5b8d889e42748a1610e938688dacfbf7c98923a38d5463db38343da96ac33,DONOR_UNSEEN_ONLY,0ce72e65c55ddbfab82dbb792337b8514fd24973cd8a7b17a0d79d979c50cc4f,CALIBRATION_20PCT,6,True,False
23,R01,23,ENSG00000157450,RNF111,2,RNF111-1+RNF111-2,True,RNF111,True,True,RNF111,True,True,7f25a674060163688e89e456a0a2530968ae564f3622798de6da557575812633,b859bb4dab06d825518320c0e54bdb63bbd2099304b8ff75e1525f68f029040e,014bea500b6fe5cb8e5a027777a8924babb5ed84a9a399ae133bc53ec5d73780,c1660a95e747c14b9a742f7ed56e9dc2f85158f66a0545ddbd7c66266463cf39,DONOR_UNSEEN_ONLY,01e9f4288107e79b7326325aee1a39d01ee775e4ccc6aaae3527212e104668bc,CALIBRATION_20PCT,6,True,False
24,R01,24,ENSG00000260428,SCX,2,SCX-1+SCX-2,True,SCX,True,True,SCX,True,True,6f48cf29761aa81d9d735dc6c843d102b53ef479a2d112633fbadc7147181b98,f224f888d327b77d59d68e336e31a1e3364b6b003cc82922f8e96d303d854139,0157151565b89d5885e077ae675728f212cf849e3888d77e6aab91557468574e,27e5f2e20af2ef46c1d7541c2f023df58c13e5f7b0f7afe44679a1be5839ea28,COLUMN_UNSEEN,108658e4ce7c518b094ab8f9d6477b9c26621414108ccdbaad6b08ef8a50d3d2,CALIBRATION_20PCT,0,True,False
25,R01,25,ENSG00000074582,BCS1L,2,BCS1L-1+BCS1L-2,True,BCS1L,True,True,BCS1L,True,True,9ef0236c00be77c50420d3a72bf7d25030b8eefada5b4fc44cede4a84bbd908b,556e6a967f5a567fd418b71a389f1d76be7cc39cdff8c85cf0da7028107eb429,0168027df96847e36d3767cfd2239442a2176f909b4961282c9a88a59e776097,656e1f02688a33f79986918a41debc405d24547750d94274bf5a308f845c9c8d,DONOR_UNSEEN_ONLY,26eca3d0864233d517c0691dee07d5f3e32ad60c8871e22dd4972521690b1abf,CALIBRATION_20PCT,6,True,False
26,R01,26,ENSG00000111875,ASF1A,2,ASF1A-1+ASF1A-2,True,ASF1A,True,True,ASF1A,True,True,ba360ec4a997f12e77e5373cbd2fbd564b065e49eac88c21aa1bcde23acb68de,464ca9e6d1f1f2621d54d756a22107e1376b07f20b4541451300761f09becd4f,017828daa593c12a3b96e601d43194243b07ab3963b9139818778889bb8198ad,2aaaa746ac3d83dfcb000e34ef241ad6ab31f2e4cc2ac72b0593e569fe60812e,COLUMN_UNSEEN,1450d84c1bd3f0af056057e3e6b9e9aab70ed35bc25873cae8e3e34323037cd9,CALIBRATION_20PCT,0,True,False
27,R01,27,ENSG00000168397,ATG4B,2,ATG4B-1+ATG4B-2,True,ATG4B,True,True,ATG4B,True,True,4385fb599fa878f19330785d515cedaac06ead8a680b52a2fe260061339ae466,b6567bc4f2e0d9b8df1438bd2c62ab38396862030951e92a453317f2cd8669c2,01881255905da05448c0c30aa873204731bde509480ff410960b7b8a7a759d78,05c708ea541f31f5fbcbc5a7f49ee3675030c522a84b543d910903ef5e4fcdb1,COLUMN_UNSEEN,f935ee8f26799a27f07bd455349687e7c33ee0a1d0b8100c374a75189eafe9d4,EVALUATION_80PCT,0,True,False
28,R01,28,ENSG00000136816,TOR1B,2,TOR1B-1+TOR1B-2,True,TOR1B,True,True,TOR1B,True,True,833d8236243081fe7abed834e8d7aec60c37183b0c82cd06b1b858036bd4b1e2,e270832d6208741e492fcce32f6700b4b9b0c6191d02b63b69b99ff06707abb3,01ced5d7bcd9648ee86b6e6180902909999662f170fa581d38c709bcf5332bad,c6ba6f56547f1fdff96fb9f10bc91bf52ad9b32a394923829fe66c588f937f3a,DONOR_UNSEEN_ONLY,b1f2b90f6c6c1d65c66145cf885b49733eab81a278655b6d9a7adc23fa159007,EVALUATION_80PCT,6,True,False
29,R01,29,ENSG00000143437,ARNT,2,ARNT-1+ARNT-2,True,ARNT,True,True,ARNT,True,True,a9336a29648df1b6ae88e21cedc7e9c466bf792ae64bd3522eee96ab646d2f60,09ca1ea3ac8fb97a132fa4b5413e644d8171bc3d25af8a34171df053c4bd3414,01e013650c02aeb1ccbd86132a775d4ebc142687581ce38c6d5de8a66d466392,c4663d710fadf604682de28fe787126d1f337e46db7b788c34635ec259f242a6,DONOR_UNSEEN_ONLY,12ee7f07faef205405b25265629cb6785e3048e9fadafd0f365da1fd9e11067f,CALIBRATION_20PCT,6,True,False
30,R01,30,ENSG00000165025,SYK,2,SYK-1+SYK-2,True,SYK,True,True,SYK,True,True,3b342bb4931ff539d506f0f27aff18d286d1873f43728b88e934b298b4def320,1ec3349aae3391811787ee309dde6573d09d804d8a0014e8821886db66063acd,01e42c59375fc4c67815f4c268a56efb7075853de5f7589e5cac1526226cc35d,75498ac65b2ed5ae33b0ebb21552f7a572c68c09b066a82b0db411533fd0d829,DONOR_UNSEEN_ONLY,b6a6b5404fc7fce27350fab0d4594b20ae9c62a3d229c75e0d28cdd24e1dfd4d,EVALUATION_80PCT,6,True,False
31,R01,31,ENSG00000122122,SASH3,2,SASH3-1+SASH3-2,True,SASH3,True,True,SASH3,True,True,ccf7f4aa9b832ce1c0f376b71144d15e66664aa891d1dcd1f409b627b7d41e7c,0becd0d07ec817640f3fc03388a6c8f79bff1653e1743e2ae2bcc73e7d9661b3,01efd07ce5f4c2a943d0c1ffe4284f2dda2c296ed42e62e515880e5f19a3ab7e,9457f6b57ae017de7f41189b872cd80ce7fd217afef760e2fc815b4c8552a7df,DONOR_UNSEEN_ONLY,8fa4749b1c0a6ff2e0a5ca537968afd7bd793812a0b06b3eeb505d37812d5f58,EVALUATION_80PCT,6,True,False
32,R01,32,ENSG00000158604,TMED4,2,TMED4-1+TMED4-2,True,TMED4,True,True,TMED4,True,True,729ab919a814781dca012bc54a28d0b06ceab96ca026b2a2dccf3e0b000b3df0,be8669ba3147c7132c48ead6e40697e573ee3feeba3a6ae21b2b900755a412c6,01f890f03db8ff90137e6e007c4fc032f23949ac464bc15216b0374d85446035,9d4793b9fb2af429eb5ccaa4e2cb035ab1d3a69c673e30570f20c144e73101e9,DONOR_UNSEEN_ONLY,703081188ce0eebb797632324a4e5fce9d0cebd2d7e578b64cc2062b6be86f4e,EVALUATION_80PCT,6,True,False
33,R01,33,ENSG00000049245,VAMP3,2,VAMP3-1+VAMP3-2,True,VAMP3,True,True,VAMP3,True,True,cf7770fc43f8dfcfaf6b124ec881949e1e5143ac36cb520332993c7927fed201,0ed8736b90c4742458869d9ffd02e11c923c3c10ce3b61e7e3c3ba169455a8cd,01fdc6db38abeaa4a3ba41342afabefb77b9cabcb871d908d775b7fa8c570683,4e2c2f38748a0afd38911ee1659fd409dd6c092f4d9e3173332f7defb685967a,DONOR_UNSEEN_ONLY,33c667e0ce4e963d9460776504c5fc3f4f2f98e0b7d87d4d424d176571cc2973,EVALUATION_80PCT,6,True,False
34,R01,34,ENSG00000196663,TECPR2,2,TECPR2-1+TECPR2-2,True,TECPR2,True,True,TECPR2,True,True,8a5924c268bd488ffc79166b7203483690893adb6b767b50665c08ba821c884c,bae63a83a57eca31d61559ee403f420d092b89b83a5d0678d502ab8ca5dcf396,0217a2e1b9aeb7291f11976a4152123cb10ce3212588fb1448449193c3c17c9f,4becc1926c22bf54c72c8e82640045bf7c1e33d5665576850c218feb80c0c808,DONOR_UNSEEN_ONLY,ca3ad3b4c1d7a6c62c4f4497522ff68f20cb8376f48fa3f44eb23ae1dff4c611,EVALUATION_80PCT,6,True,False
35,R01,35,ENSG00000104918,RETN,2,RETN-1+RETN-2,True,RETN,True,True,RETN,True,True,9ed464be40dd1d8012fa99ef64ee29043f1230f4b7242919249b5e7418143dfa,6d7d6f7114ab7e019160965c0a02ec923af5cab86d897f43bd8928be58895841,023992fa8fc9b8acdfa20accb08f3bed7c031b0dccf9742b1234c0dee18c0372,de53d940b3e320a95cf31dad65298804f4af3bc77cc10528fa23189bdd1e334b,DONOR_UNSEEN_ONLY,2627faee628a4712a6d80543950822cb45f568162f78258bd009332bf2ab10db,CALIBRATION_20PCT,6,True,False
36,R01,36,ENSG00000136854,STXBP1,2,STXBP1-1+STXBP1-2,True,STXBP1,True,True,STXBP1,True,True,27915ac55c19474156c8795011968b3f471415e516819d8fee9b3e7f81fe8fc5,c8e0c3ac2fdca5d13020594bc790b3f38e8df118d4618d692fc95d1e859aeda1,02498a12cdb6f60522b73fe916bb9f23dd2a8e43439af31bd23239ad6ad9b763,4942c3a4b03604b6f9e003e7f9441101d6a3f119055b82aa7ae49be1c5a95920,DONOR_UNSEEN_ONLY,6c193c35a86e96d5d4d3aa1421bcea1e6cae2b06f85ff1ae8e3437ea46c5b264,EVALUATION_80PCT,6,True,False
37,R01,37,ENSG00000107890,ANKRD26,2,ANKRD26-1+ANKRD26-2,True,ANKRD26,True,True,ANKRD26,True,True,4378be49b65008af937463ce4553cbf1fa6693fa51e57569bae53cb770863ae3,900134445fc6ff091f8ae4838388ffc7874626e16ab9a9540903e190ca17d7cd,025446bc3bb202d85824e116d1d740d23041363556524116a8aabf41de9b52e8,a11e85559a9f69a3f07e05288be07739e6d4be5750b6d461d918c7d1d2f95d3c,DONOR_UNSEEN_ONLY,392a587e2e74164d4d1b875c1fc4c9a295f61bfdc3e37f9bb839cef1932c3310,EVALUATION_80PCT,6,True,False
38,R01,38,ENSG00000085563,ABCB1,2,ABCB1-1+ABCB1-2,True,ABCB1,True,True,ABCB1,True,True,ab48f7239da3491821d8df36904aae19cbf33480389da2de0e9d0c911609b0c4,8274dcf533baf5fc966db3a346f85dd1971dd77eed99faf8ef7ef71e74edfab7,0260dd2549e01050c73307647b7c8bbc43d2cf4794e4710cd7e30b08a12b7476,fed5f93822564d09aa7d92694b25eca2f8173be3c0d2d1cddf102b4ce590969c,DONOR_UNSEEN_ONLY,7307744cbdd28b542c01708115d8eb6fca31bc89cfd3d56178a211a236de0bb1,EVALUATION_80PCT,6,True,False
39,R01,39,ENSG00000197808,ZNF461,2,ZNF461-1+ZNF461-2,True,ZNF461,True,True,ZNF461,True,True,eba3253eef4fa5f97fa523a0cd7a5aaab1718d6b9582a0d6bc90d7aea96f718a,c961d6d3e5fda39d2bff34cadf11f8bd9c7e209458d360444fd09de51023cd16,0287b9b716799b35ffc224d8ad3f147f8737945382da6a5a368f5cde7eae1b7b,9d05b94b5092703f0f0641e67a5a8090b344959e2d34c28e5cc76a04187e50db,DONOR_UNSEEN_ONLY,c5fa644b5853a89606187ae0df0ad0fe768506f55e056e5d85c0d2249d77bd7f,EVALUATION_80PCT,6,True,False
40,R01,40,ENSG00000145012,LPP,2,LPP-1+LPP-2,True,LPP,True,True,LPP,True,True,1f202f49cf632143fa6cc20c051606b8c6404e6df636d1e5d00ef67fed0cbee6,75f5f2ec837f5a378c41d5b0f4012cbfd3565064e0fe06af2fe0d0dcaa5b0efb,028a3d42a53f286a702206b27d4b5778f85133b25b7c059d31bd97af5fd67ca7,ee540411cf283a07b37b9a622c9387d8f4e73187fad4352db4c9d74321b3afa4,DONOR_UNSEEN_ONLY,7b6358031b5276afa0b4cf1082ccfd17e9dbda7d3abfee4013d2834a174bcec2,EVALUATION_80PCT,6,True,False
41,R01,41,ENSG00000151726,ACSL1,2,ACSL1-1+ACSL1-2,True,ACSL1,True,True,ACSL1,True,True,79e9b4edefff0406b53984aa6912c54707ef403ed9aa663d83dca1945fc5caa1,8273fcd3b8f54bc5daa063ad0cb7cd4b870bef9d98e4217149aaed5e2020e892,028b8bf6cb364522b6a244c8563693d78667d3435aaeb0b88e48cdb215957c02,40cbb36172793a92172eeaf551b26d853f0cd136801b21e6644608e269ebe0dc,DONOR_UNSEEN_ONLY,f37dc6059332453f4d5fc068f1cf1e2ac24051ac621af869ea8b738505839532,EVALUATION_80PCT,6,True,False
42,R01,42,ENSG00000174791,RIN1,2,RIN1-1+RIN1-2,True,RIN1,True,True,RIN1,True,True,f70a598117e6752b34aa0fc762648a6320ae3b8425033538409b6e6dded48708,ded0e47a167d59f899f930384e375608eb5ddc66d3b33b3e4d7bf777182cf09f,02a831063c0888a1b94ddf316b29c4d9a58fcad29022a7396ef791ef4c8d7876,18b7d11068ab86c7bbfa80bd145a41c510fb4e24f1db640618e3a6dd7053e4c9,COLUMN_UNSEEN,afbd8f2c6ecbc9bd75842707863937fe60959d7753b708d650dbb8a10129aa41,EVALUATION_80PCT,0,True,False
43,R01,43,ENSG00000007541,PIGQ,2,PIGQ-1+PIGQ-2,True,PIGQ,True,True,PIGQ,True,True,513f7e06f45c40ea706528f365e026435a9f1ea4c4744744ad0744285a775e47,7f798f55e23dfc18f6a519e634f3bbf4380d5834b09f56b3ef3ab5a94791dab8,02b724d60e49be4356153309973daf8cfb5ab99843e8ce27feacf2f6f97a895d,096db34b066796b38899704cdd655d0924890e130f48985d9b1da50594a99c15,COLUMN_UNSEEN,ee60d225ae80101d664a346900fc7a5fb2006170e649234c885b3044c9f567df,EVALUATION_80PCT,0,True,False
44,R01,44,ENSG00000105429,MEGF8,2,MEGF8-1+MEGF8-2,True,MEGF8,True,True,MEGF8,True,True,d4f728eccd0da287cbb00fb1268f3bb7d717eda94dc26403fa5c9ad5af09395e,15fe52403354ed48ed946565e02056d1200e92d001e2db0b814112aacf183f2b,02bd0377db703ea656361f32b3bb2f9b6f4bed2ba7a9e7aa21ae42b25dc48265,94a8ea12b2d5ad1b348c49b968c28a7299fb432acf5706cf0203260d48254763,DONOR_UNSEEN_ONLY,0108db21a92ca938afd985537f04349076cb679cc457eccd4281898001e6842e,CALIBRATION_20PCT,6,True,False
