panel_index,gene,selection_role,train_expression_sum,in_scgpt_vocab,uses_test_expression_effect_or_error
44,CD44,training_or_validation_perturbation_gene,135290.265625,True,False
45,CD47,training_or_validation_perturbation_gene,91687.2734375,True,False
46,CD58,training_or_validation_perturbation_gene,41247.87890625,True,False
47,CD59,training_or_validation_perturbation_gene,104193.2109375,True,False
48,CD63,training_or_validation_perturbation_gene,154742.5,True,False
49,CDC123,training_or_validation_perturbation_gene,78987.671875,True,False
50,CDH19,training_or_validation_perturbation_gene,6.881566047668457,True,False
51,CDK4,training_or_validation_perturbation_gene,78740.1171875,True,False
52,CDK6,training_or_validation_perturbation_gene,66646.1953125,True,False
53,CDKN1A,training_or_validation_perturbation_gene,20536.990234375,True,False
54,CDKN2A,training_or_validation_perturbation_gene,88118.46875,True,False
55,CDKN2B,training_or_validation_perturbation_gene,21489.05859375,True,False
56,CHCHD2,training_or_validation_perturbation_gene,155816.390625,True,False
57,CITED1,training_or_validation_perturbation_gene,337.0108947753906,True,False
58,CKS1B,training_or_validation_perturbation_gene,104710.421875,True,False
59,CMSS1,training_or_validation_perturbation_gene,73766.453125,True,False
60,CORO1A,training_or_validation_perturbation_gene,3649.188232421875,True,False
61,CSPG4,training_or_validation_perturbation_gene,215.742919921875,True,False
62,CST3,training_or_validation_perturbation_gene,134784.171875,True,False
63,CTPS1,training_or_validation_perturbation_gene,58804.17578125,True,False
64,CTSB,training_or_validation_perturbation_gene,110719.5703125,True,False
65,CTSD,training_or_validation_perturbation_gene,107219.4453125,True,False
66,CTSL,training_or_validation_perturbation_gene,137895.5625,True,False
67,CTSO,training_or_validation_perturbation_gene,8089.318359375,True,False
68,CXCR4,training_or_validation_perturbation_gene,108.93946838378906,True,False
69,CYP27A1,training_or_validation_perturbation_gene,2500.10546875,True,False
70,DDR1,training_or_validation_perturbation_gene,18297.068359375,True,False
71,DDX17,training_or_validation_perturbation_gene,86901.3046875,True,False
72,DDX39A,training_or_validation_perturbation_gene,89045.4296875,True,False
73,DLL3,training_or_validation_perturbation_gene,17028.3984375,True,False
74,DNMT1,training_or_validation_perturbation_gene,102255.1640625,True,False
75,E2F1,training_or_validation_perturbation_gene,33774.06640625,True,False
76,EEA1,training_or_validation_perturbation_gene,42073.18359375,True,False
77,EEF1G,training_or_validation_perturbation_gene,2447.07080078125,True,False
78,EIF3K,training_or_validation_perturbation_gene,133413.359375,True,False
79,EIF4A1,training_or_validation_perturbation_gene,131075.015625,True,False
80,EMP1,training_or_validation_perturbation_gene,11366.443359375,True,False
81,ENPP1,training_or_validation_perturbation_gene,3334.63720703125,True,False
82,FBL,training_or_validation_perturbation_gene,87480.6328125,True,False
83,FBXO32,training_or_validation_perturbation_gene,22812.455078125,True,False
84,FGFR1,training_or_validation_perturbation_gene,47149.73828125,True,False
85,FKBP4,training_or_validation_perturbation_gene,108811.1796875,True,False
86,FMN1,training_or_validation_perturbation_gene,12258.970703125,True,False
87,FOS,training_or_validation_perturbation_gene,4058.001220703125,True,False
88,FOXM1,training_or_validation_perturbation_gene,49195.28515625,True,False
89,FRZB,training_or_validation_perturbation_gene,975.2764892578125,True,False
90,FSTL3,training_or_validation_perturbation_gene,27241.583984375,True,False
91,FTH1,training_or_validation_perturbation_gene,175620.125,True,False
92,GAA,training_or_validation_perturbation_gene,6551.609375,True,False
93,GPATCH4,training_or_validation_perturbation_gene,95747.1640625,True,False
94,GPI,training_or_validation_perturbation_gene,84695.4609375,True,False
95,GPNMB,training_or_validation_perturbation_gene,2806.711669921875,True,False
96,GRN,training_or_validation_perturbation_gene,73405.5859375,True,False
97,GSN,training_or_validation_perturbation_gene,26298.609375,True,False
98,HLA-A,training_or_validation_perturbation_gene,147418.203125,True,False
99,HLA-B,training_or_validation_perturbation_gene,126830.625,True,False
100,HLA-C,training_or_validation_perturbation_gene,146903.71875,True,False
101,HLA-F,training_or_validation_perturbation_gene,32429.099609375,True,False
102,HNRNPA1,training_or_validation_perturbation_gene,135026.0625,True,False
103,HNRNPC,training_or_validation_perturbation_gene,124662.7421875,True,False
104,HSPA1A,training_or_validation_perturbation_gene,82498.359375,True,False
105,IFNGR1,training_or_validation_perturbation_gene,54136.3359375,True,False
106,IFNGR2,training_or_validation_perturbation_gene,71225.5703125,True,False
107,ILF2,training_or_validation_perturbation_gene,129192.515625,True,False
108,IRF3,training_or_validation_perturbation_gene,71801.53125,True,False
109,IRF4,training_or_validation_perturbation_gene,19.936365127563477,True,False
110,ISYNA1,training_or_validation_perturbation_gene,21060.380859375,True,False
111,ITGA3,training_or_validation_perturbation_gene,111510.9921875,True,False
112,JAK1,training_or_validation_perturbation_gene,65201.54296875,True,False
113,JAK2,training_or_validation_perturbation_gene,8552.146484375,True,False
114,JMJD7,training_or_validation_perturbation_gene,14.462246894836426,True,False
115,KCNN4,training_or_validation_perturbation_gene,19844.9375,True,False
116,KDR,training_or_validation_perturbation_gene,1714.609375,True,False
117,KLF4,training_or_validation_perturbation_gene,9026.0361328125,True,False
118,LCP1,training_or_validation_perturbation_gene,2468.61865234375,True,False
119,LGALS3BP,training_or_validation_perturbation_gene,125825.15625,True,False
120,LRPAP1,training_or_validation_perturbation_gene,106305.5078125,True,False
121,LY96,training_or_validation_perturbation_gene,2865.61572265625,True,False
122,MC1R,training_or_validation_perturbation_gene,2610.911376953125,True,False
123,MDH2,training_or_validation_perturbation_gene,116608.6953125,True,False
124,MFGE8,training_or_validation_perturbation_gene,24767.0,True,False
125,MIA,training_or_validation_perturbation_gene,1486.05126953125,True,False
126,MRPL47,training_or_validation_perturbation_gene,108535.5859375,True,False
127,MT2A,training_or_validation_perturbation_gene,150277.484375,True,False
128,MYC,training_or_validation_perturbation_gene,51189.5078125,True,False
129,NACA,training_or_validation_perturbation_gene,157501.796875,True,False
130,NCL,training_or_validation_perturbation_gene,150335.3125,True,False
131,NME1,training_or_validation_perturbation_gene,142332.15625,True,False
132,NOLC1,training_or_validation_perturbation_gene,53576.00390625,True,False
133,NONO,training_or_validation_perturbation_gene,86452.9921875,True,False
134,NPC1,training_or_validation_perturbation_gene,29910.654296875,True,False
135,NPC2,training_or_validation_perturbation_gene,117276.140625,True,False
136,NSG1,training_or_validation_perturbation_gene,2291.203857421875,True,False
137,NT5E,training_or_validation_perturbation_gene,37347.09375,True,False
138,P2RX4,training_or_validation_perturbation_gene,5247.3916015625,True,False
139,PABPC1,training_or_validation_perturbation_gene,135099.078125,True,False
140,PAICS,training_or_validation_perturbation_gene,102783.015625,True,False
141,PET100,training_or_validation_perturbation_gene,46551.5390625,True,False
142,PIK3IP1,training_or_validation_perturbation_gene,177.6795196533203,True,False
143,POLD2,training_or_validation_perturbation_gene,86606.0859375,True,False
144,PPA1,training_or_validation_perturbation_gene,122864.921875,True,False
145,PPIA,training_or_validation_perturbation_gene,152656.59375,True,False
146,PROS1,training_or_validation_perturbation_gene,8222.388671875,True,False
147,PSAP,training_or_validation_perturbation_gene,73515.2109375,True,False
148,PTMA,training_or_validation_perturbation_gene,164742.109375,True,False
149,PUF60,training_or_validation_perturbation_gene,96266.8671875,True,False
150,PYGB,training_or_validation_perturbation_gene,44314.5703125,True,False
151,RAB27A,training_or_validation_perturbation_gene,56090.3046875,True,False
152,RB1,training_or_validation_perturbation_gene,22055.40625,True,False
153,RBP7,training_or_validation_perturbation_gene,285.0730895996094,True,False
154,RNF213,training_or_validation_perturbation_gene,87338.03125,True,False
155,ROMO1,training_or_validation_perturbation_gene,104038.796875,True,False
156,RPSA,training_or_validation_perturbation_gene,157366.53125,True,False
157,RRS1,training_or_validation_perturbation_gene,56336.5390625,True,False
158,RTP4,training_or_validation_perturbation_gene,10255.8671875,True,False
159,RUVBL2,training_or_validation_perturbation_gene,75200.9375,True,False
160,S100A6,training_or_validation_perturbation_gene,169727.5,True,False
161,S100B,training_or_validation_perturbation_gene,55.0791130065918,True,False
162,SAE1,training_or_validation_perturbation_gene,60638.8046875,True,False
163,SAT1,training_or_validation_perturbation_gene,124540.890625,True,False
164,SCARB2,training_or_validation_perturbation_gene,85216.75,True,False
165,SDC3,training_or_validation_perturbation_gene,6527.2646484375,True,False
166,SDCBP,training_or_validation_perturbation_gene,100059.703125,True,False
167,SERPINA3,training_or_validation_perturbation_gene,24.87942886352539,True,False
168,SERPINE2,training_or_validation_perturbation_gene,121012.2734375,True,False
169,SERPINF1,training_or_validation_perturbation_gene,102.47518920898438,True,False
170,SET,training_or_validation_perturbation_gene,145123.640625,True,False
171,SHMT2,training_or_validation_perturbation_gene,59551.5703125,True,False
172,SLC19A1,training_or_validation_perturbation_gene,16930.4375,True,False
173,SLC22A18,training_or_validation_perturbation_gene,13902.630859375,True,False
174,SLC25A13,training_or_validation_perturbation_gene,44955.50390625,True,False
175,SLC26A2,training_or_validation_perturbation_gene,17771.7109375,True,False
176,SLC5A3,training_or_validation_perturbation_gene,15563.4541015625,True,False
177,SLIRP,training_or_validation_perturbation_gene,140373.609375,True,False
178,SMAD4,training_or_validation_perturbation_gene,18880.8515625,True,False
179,SNRPG,training_or_validation_perturbation_gene,136365.734375,True,False
180,SOX4,training_or_validation_perturbation_gene,46334.91796875,True,False
181,SP100,training_or_validation_perturbation_gene,91722.8359375,True,False
182,SPESP1,training_or_validation_perturbation_gene,37060.2734375,True,False
183,SPINT1,training_or_validation_perturbation_gene,585.7882690429688,True,False
184,SSR2,training_or_validation_perturbation_gene,128850.390625,True,False
185,ST6GALNAC2,training_or_validation_perturbation_gene,62.00172424316406,True,False
186,STAT1,training_or_validation_perturbation_gene,123204.7890625,True,False
187,STAT3,training_or_validation_perturbation_gene,65456.26953125,True,False
188,STOM,training_or_validation_perturbation_gene,49002.30078125,True,False
189,STX7,training_or_validation_perturbation_gene,21429.220703125,True,False
190,TAPBP,training_or_validation_perturbation_gene,89543.578125,True,False
191,TAPBPL,training_or_validation_perturbation_gene,5851.65478515625,True,False
192,TFAP2A,training_or_validation_perturbation_gene,52300.79296875,True,False
193,TGFB1,training_or_validation_perturbation_gene,71371.421875,True,False
194,TIMM50,training_or_validation_perturbation_gene,76348.5234375,True,False
195,TIMP1,training_or_validation_perturbation_gene,150710.296875,True,False
196,TIMP2,training_or_validation_perturbation_gene,106668.9296875,True,False
197,TIMP3,training_or_validation_perturbation_gene,58528.4765625,True,False
198,TMED10,training_or_validation_perturbation_gene,100936.4609375,True,False
199,TOP1MT,training_or_validation_perturbation_gene,18763.28125,True,False
200,TP53,training_or_validation_perturbation_gene,3056.966552734375,True,False
201,TPP1,training_or_validation_perturbation_gene,16889.39453125,True,False
202,TPRKB,training_or_validation_perturbation_gene,91333.640625,True,False
203,TSC22D3,training_or_validation_perturbation_gene,6472.88671875,True,False
204,TTLL1,training_or_validation_perturbation_gene,1904.4625244140625,True,False
205,UBC,training_or_validation_perturbation_gene,154619.234375,True,False
206,UQCRFS1,training_or_validation_perturbation_gene,121416.0234375,True,False
207,UQCRH,training_or_validation_perturbation_gene,150180.34375,True,False
208,VAT1,training_or_validation_perturbation_gene,65807.5546875,True,False
209,VDAC2,training_or_validation_perturbation_gene,117631.3984375,True,False
210,WBP2,training_or_validation_perturbation_gene,42789.3046875,True,False
211,TMSB10,highest_train_expression,165471.171875,True,False
212,KRT18,highest_train_expression,160178.375,True,False
213,NQO1,highest_train_expression,159836.65625,True,False
214,S100A11,highest_train_expression,159554.84375,True,False
215,TMSB4X,highest_train_expression,159553.703125,True,False
216,RPL30,highest_train_expression,159343.140625,True,False
217,RPL24,highest_train_expression,158064.875,True,False
218,HSP90AB1,highest_train_expression,157917.25,True,False
219,RPL35,highest_train_expression,157802.375,True,False
220,NPM1,highest_train_expression,157400.53125,True,False
221,DYNLL1,highest_train_expression,156832.90625,True,False
222,TPT1,highest_train_expression,156652.078125,True,False
223,RPL37A,highest_train_expression,156126.453125,True,False
224,RPL13A,highest_train_expression,155028.25,True,False
225,TUBA1B,highest_train_expression,153832.96875,True,False
226,RPL37,highest_train_expression,152710.03125,True,False
227,HNRNPA2B1,highest_train_expression,152036.09375,True,False
228,RPS29,highest_train_expression,151980.046875,True,False
229,RPS9,highest_train_expression,151734.40625,True,False
230,HSPA8,highest_train_expression,149300.546875,True,False
231,HMGB1,highest_train_expression,149190.71875,True,False
232,GNG11,highest_train_expression,148539.546875,True,False
233,RPL27A,highest_train_expression,147206.96875,True,False
234,TUBB,highest_train_expression,146421.40625,True,False
235,LMNA,highest_train_expression,144959.703125,True,False
236,TUBA1C,highest_train_expression,143347.6875,True,False
237,EIF5A,highest_train_expression,142652.015625,True,False
238,SH3BGRL3,highest_train_expression,141361.6875,True,False
239,TPM3,highest_train_expression,140461.25,True,False
240,ASPH,highest_train_expression,140125.984375,True,False
241,TFPI2,highest_train_expression,139778.0,True,False
242,PTGR1,highest_train_expression,137746.40625,True,False
243,TXNRD1,highest_train_expression,137250.828125,True,False
244,TOP1,highest_train_expression,137203.859375,True,False
245,CAV1,highest_train_expression,136546.65625,True,False
246,TUBB4B,highest_train_expression,136410.390625,True,False
247,IER3,highest_train_expression,135888.421875,True,False
248,UBE2S,highest_train_expression,135123.390625,True,False
249,IGFBP7,highest_train_expression,134330.3125,True,False
250,PRNP,highest_train_expression,134232.828125,True,False
251,ZC3H15,highest_train_expression,132547.984375,True,False
252,CYBA,highest_train_expression,131242.90625,True,False
253,HNRNPD,highest_train_expression,131002.640625,True,False
254,ANAPC11,highest_train_expression,130830.3046875,True,False
255,TMED9,highest_train_expression,130778.8828125,True,False
256,HMGA1,highest_train_expression,130603.578125,True,False
257,DDX5,highest_train_expression,130576.1171875,True,False
258,SLC3A2,highest_train_expression,130557.546875,True,False
259,NAA20,highest_train_expression,130361.3125,True,False
260,EID1,highest_train_expression,130334.796875,True,False
261,EIF2S1,highest_train_expression,130212.0,True,False
262,ATP6V0E1,highest_train_expression,129912.7578125,True,False
263,PHLDA1,highest_train_expression,129776.34375,True,False
264,PSMB8,highest_train_expression,129413.7265625,True,False
265,EEF2,highest_train_expression,129022.5078125,True,False
266,EIF3E,highest_train_expression,128954.4453125,True,False
267,LY6E,highest_train_expression,128826.9765625,True,False
268,DBI,highest_train_expression,128722.515625,True,False
269,DYNLT1,highest_train_expression,128576.4140625,True,False
270,HSPB1,highest_train_expression,127457.0546875,True,False
271,HMGN2,highest_train_expression,123711.625,True,False
272,HPCAL1,highest_train_expression,122006.578125,True,False
273,UPP1,highest_train_expression,121792.234375,True,False
274,TAX1BP1,highest_train_expression,120958.78125,True,False
275,DYNC1H1,highest_train_expression,120913.875,True,False
276,LIMA1,highest_train_expression,120647.5078125,True,False
277,MTPN,highest_train_expression,119820.796875,True,False
278,CDC37,highest_train_expression,119593.203125,True,False
279,CTSC,highest_train_expression,119009.265625,True,False
280,DUSP4,highest_train_expression,118699.8671875,True,False
281,MTCH1,highest_train_expression,118565.9453125,True,False
282,ARPC1A,highest_train_expression,118513.609375,True,False
283,EIF3H,highest_train_expression,118474.8984375,True,False
284,RRBP1,highest_train_expression,118451.1953125,True,False
285,VMP1,highest_train_expression,118378.21875,True,False
286,ORMDL1,highest_train_expression,118364.9453125,True,False
287,NSA2,highest_train_expression,118347.59375,True,False
288,PSMD12,highest_train_expression,118324.2421875,True,False
289,TUFM,highest_train_expression,118261.3359375,True,False
290,OST4,highest_train_expression,118254.0859375,True,False
291,DNAJC8,highest_train_expression,117957.1171875,True,False
292,PSMC6,highest_train_expression,117839.984375,True,False
293,ALYREF,highest_train_expression,117561.421875,True,False
294,GSTO1,highest_train_expression,117527.34375,True,False
295,MRPL51,highest_train_expression,117524.6171875,True,False
296,CD81,highest_train_expression,117511.6171875,True,False
297,CKAP4,highest_train_expression,117420.8203125,True,False
298,FLNA,highest_train_expression,117304.1484375,True,False
299,BANF1,highest_train_expression,117296.1171875,True,False
300,SCAND1,highest_train_expression,117263.2265625,True,False
301,MRPL18,highest_train_expression,117258.5625,True,False
302,MARCKS,highest_train_expression,117250.71875,True,False
303,MRPL21,highest_train_expression,116966.8203125,True,False
304,SF3B5,highest_train_expression,116616.4609375,True,False
305,PPIG,highest_train_expression,116563.5234375,True,False
306,TFPI,highest_train_expression,116212.8984375,True,False
307,LRRFIP1,highest_train_expression,116146.046875,True,False
308,GBP1,highest_train_expression,114449.0625,True,False
309,IFITM3,highest_train_expression,113742.6875,True,False
310,IGFBP4,highest_train_expression,112140.5625,True,False
311,MDK,highest_train_expression,112120.5390625,True,False
312,SERPINH1,highest_train_expression,111472.1171875,True,False
313,LAP3,highest_train_expression,111339.6953125,True,False
314,IRF1,highest_train_expression,111101.0,True,False
315,SBDS,highest_train_expression,110261.375,True,False
316,IL11,highest_train_expression,109995.4453125,True,False
317,CTNNAL1,highest_train_expression,109880.0546875,True,False
318,PLAUR,highest_train_expression,109320.609375,True,False
319,DDX46,highest_train_expression,109300.0,True,False
320,EIF3J,highest_train_expression,109197.28125,True,False
321,DNAJB6,highest_train_expression,109185.546875,True,False
322,NDUFS8,highest_train_expression,107552.1328125,True,False
323,EIF4G1,highest_train_expression,107457.15625,True,False
324,HSPH1,highest_train_expression,107292.3046875,True,False
325,GSPT1,highest_train_expression,107216.859375,True,False
326,SNW1,highest_train_expression,106966.1796875,True,False
327,MAP1LC3B,highest_train_expression,106521.5546875,True,False
328,PSMB9,highest_train_expression,106474.1953125,True,False
329,RPA3,highest_train_expression,106458.8203125,True,False
330,PHF5A,highest_train_expression,106334.7265625,True,False
331,PCBP1,highest_train_expression,106132.9765625,True,False
332,CCT8,highest_train_expression,106034.8203125,True,False
333,ANP32A,highest_train_expression,105838.7109375,True,False
334,RER1,highest_train_expression,105784.1875,True,False
335,DGUOK,highest_train_expression,105779.1484375,True,False
336,MCTS1,highest_train_expression,105556.3046875,True,False
337,MRPS7,highest_train_expression,105463.390625,True,False
338,RNPS1,highest_train_expression,105450.8203125,True,False
339,IL6ST,highest_train_expression,104864.0078125,True,False
340,ISG15,highest_train_expression,104833.515625,True,False
341,EIF4EBP1,highest_train_expression,104730.5625,True,False
342,SPCS3,highest_train_expression,104688.703125,True,False
343,TXNL4A,highest_train_expression,104328.65625,True,False
344,CALM3,highest_train_expression,104087.59375,True,False
345,MYH9,highest_train_expression,102861.0078125,True,False
346,SON,highest_train_expression,99287.09375,True,False
347,GLRX,highest_train_expression,99196.3125,True,False
348,PKIB,highest_train_expression,99012.84375,True,False
349,GLIPR1,highest_train_expression,98683.828125,True,False
350,PNISR,highest_train_expression,98504.9921875,True,False
351,FOSL1,highest_train_expression,97921.515625,True,False
352,DNAJC15,highest_train_expression,97246.453125,True,False
353,SPARC,highest_train_expression,96580.0234375,True,False
354,CDC26,highest_train_expression,96360.7109375,True,False
355,CASP4,highest_train_expression,96074.90625,True,False
356,YBX3,highest_train_expression,95869.3046875,True,False
357,ARF6,highest_train_expression,95764.1484375,True,False
358,SLC7A11,highest_train_expression,95702.453125,True,False
359,CSNK2B,highest_train_expression,95667.6875,True,False
360,KPNA2,highest_train_expression,95433.984375,True,False
361,HNRNPF,highest_train_expression,94894.9296875,True,False
362,SMARCA5,highest_train_expression,94888.1484375,True,False
363,LYAR,highest_train_expression,94833.5078125,True,False
364,KIF5B,highest_train_expression,94794.15625,True,False
365,TSC22D1,highest_train_expression,94401.828125,True,False
366,CHMP2A,highest_train_expression,94387.734375,True,False
367,MPG,highest_train_expression,94370.2421875,True,False
368,SLTM,highest_train_expression,94346.5859375,True,False
369,PSMG3,highest_train_expression,94342.328125,True,False
370,METAP2,highest_train_expression,94288.734375,True,False
371,MGAT4B,highest_train_expression,94275.203125,True,False
372,HIGD2A,highest_train_expression,94154.5546875,True,False
373,C7orf50,highest_train_expression,93946.890625,True,False
374,FDX1,highest_train_expression,93769.015625,True,False
375,FAM3C,highest_train_expression,93611.125,True,False
376,PNN,highest_train_expression,93604.5,True,False
377,PABPC4,highest_train_expression,93508.7421875,True,False
378,SKA2,highest_train_expression,93498.2890625,True,False
379,RSL24D1,highest_train_expression,93442.8671875,True,False
380,PYURF,highest_train_expression,93410.046875,True,False
381,PDXK,highest_train_expression,93402.59375,True,False
382,NUDT1,highest_train_expression,93263.0703125,True,False
383,ATG101,highest_train_expression,93180.9609375,True,False
384,UBE2K,highest_train_expression,93065.9765625,True,False
385,MANF,highest_train_expression,92933.5078125,True,False
386,TUSC3,highest_train_expression,92933.15625,True,False
387,CLEC2B,highest_train_expression,92821.265625,True,False
388,RAB10,highest_train_expression,92783.546875,True,False
389,SRA1,highest_train_expression,92742.640625,True,False
390,TMED3,highest_train_expression,92712.265625,True,False
391,LSM2,highest_train_expression,92632.671875,True,False
392,UQCR11,highest_train_expression,92464.6328125,True,False
393,ITGAE,highest_train_expression,92420.2265625,True,False
394,MRPL27,highest_train_expression,92378.3046875,True,False
395,SPP1,highest_train_expression,92151.78125,True,False
396,CDKN3,highest_train_expression,92051.0625,True,False
397,HSD17B10,highest_train_expression,92014.5,True,False
398,PLOD2,highest_train_expression,91988.3203125,True,False
399,IFRD1,highest_train_expression,91747.828125,True,False
400,SARAF,highest_train_expression,91740.4609375,True,False
401,CCPG1,highest_train_expression,89002.875,True,False
402,PTTG1,highest_train_expression,88928.1953125,True,False
403,EREG,highest_train_expression,88923.3828125,True,False
404,ANXA3,highest_train_expression,88789.3671875,True,False
405,PCNA,highest_train_expression,88482.2734375,True,False
406,AKAP9,highest_train_expression,87506.859375,True,False
407,PPFIBP1,highest_train_expression,86993.578125,True,False
408,CENPW,highest_train_expression,86851.046875,True,False
409,DST,highest_train_expression,86589.15625,True,False
410,ATF5,highest_train_expression,85748.5703125,True,False
411,JUN,highest_train_expression,85431.3125,True,False
412,KRT8,highest_train_expression,84940.0546875,True,False
413,LAMP1,highest_train_expression,84823.5,True,False
414,SPANXC,highest_train_expression,84646.265625,True,False
415,RTF1,highest_train_expression,84022.6328125,True,False
416,PHF14,highest_train_expression,83658.703125,True,False
417,TRIM44,highest_train_expression,83618.25,True,False
418,NMT1,highest_train_expression,83325.21875,True,False
419,DUSP6,highest_train_expression,83069.1875,True,False
420,HSBP1L1,highest_train_expression,82967.1875,True,False
421,LAPTM4B,highest_train_expression,82854.703125,True,False
422,TRIP6,highest_train_expression,82827.78125,True,False
423,ETF1,highest_train_expression,82727.5546875,True,False
424,GSDMD,highest_train_expression,82665.421875,True,False
425,RAD21,highest_train_expression,82278.4921875,True,False
426,BIRC5,highest_train_expression,82251.453125,True,False
427,BRD7,highest_train_expression,82221.4453125,True,False
428,LRRFIP2,highest_train_expression,82196.765625,True,False
429,SF3A3,highest_train_expression,82178.6171875,True,False
430,ASXL1,highest_train_expression,82160.6640625,True,False
431,HEXB,highest_train_expression,82120.8359375,True,False
432,LAMTOR2,highest_train_expression,82104.625,True,False
433,UCHL3,highest_train_expression,81925.046875,True,False
434,C12orf57,highest_train_expression,81764.1171875,True,False
435,CXCL8,highest_train_expression,81613.53125,True,False
436,DAP3,highest_train_expression,81520.921875,True,False
437,PTPN1,highest_train_expression,81340.8125,True,False
438,IARS2,highest_train_expression,81289.2265625,True,False
439,MCUR1,highest_train_expression,81186.8671875,True,False
440,NUDCD2,highest_train_expression,81130.0625,True,False
441,METRN,highest_train_expression,81081.6875,True,False
442,BCAP29,highest_train_expression,81052.2578125,True,False
443,FAM32A,highest_train_expression,80965.2734375,True,False
444,ACAA2,highest_train_expression,80954.7109375,True,False
445,RNH1,highest_train_expression,80884.7421875,True,False
446,ARGLU1,highest_train_expression,80859.8359375,True,False
447,PSMG2,highest_train_expression,80647.6484375,True,False
448,IKBIP,highest_train_expression,80556.1875,True,False
449,FEZ2,highest_train_expression,80425.2421875,True,False
450,RRP15,highest_train_expression,80406.2890625,True,False
451,SMCHD1,highest_train_expression,80260.9375,True,False
452,PIR,highest_train_expression,80246.390625,True,False
453,TMPO,highest_train_expression,80225.90625,True,False
454,ATRX,highest_train_expression,80147.4609375,True,False
455,GNG12,highest_train_expression,80074.9609375,True,False
456,GSTK1,highest_train_expression,79920.953125,True,False
457,SLC9A3R2,highest_train_expression,79479.1171875,True,False
458,ANGPTL4,highest_train_expression,78031.0390625,True,False
459,CENPF,highest_train_expression,77436.3359375,True,False
460,CDK5RAP2,highest_train_expression,76983.6875,True,False
461,SFRP1,highest_train_expression,76668.4921875,True,False
462,GBP2,highest_train_expression,76614.8203125,True,False
463,MKNK2,highest_train_expression,76069.3203125,True,False
464,SYNJ2,highest_train_expression,75724.28125,True,False
465,WDR43,highest_train_expression,75406.0859375,True,False
466,QPCT,highest_train_expression,75383.8671875,True,False
467,DNER,highest_train_expression,75017.140625,True,False
468,PAWR,highest_train_expression,74929.9609375,True,False
469,LAMC1,highest_train_expression,74101.265625,True,False
470,ACO1,highest_train_expression,73840.8984375,True,False
471,PPIF,highest_train_expression,73793.8046875,True,False
472,ADAM9,highest_train_expression,73766.1796875,True,False
473,CD74,highest_train_expression,73665.15625,True,False
