local_path,file_name,source_name,dataset_family,study_family,perturbation_type_manifest,modality_manifest,scan_status,scan_error,n_obs,n_vars,obs_columns,var_columns,obsm_keys,layers,perturbation_label_columns,has_perturbation_label,has_control_like,control_columns,has_batch,has_cell_type,has_donor,has_condition,modality,perturbation_type,suitable_perturbation_prediction,suitable_perturbation_generalization,suitable_combination_task,file_size_bytes
/home/yyf/datasets/singlecell_perturbation_atlas/extra_official/cellular_context_generalization/kangCrossPatient.h5ad,kangCrossPatient.h5ad.gz,scPerturBench cellular context generalization,extra_official,kangCrossPatient,genetic_single,RNA,ok,,13093,5000,"orig.ident,nCount_RNA,nFeature_RNA,stim,seurat_annotations,integrated_snn_res.0.5,seurat_clusters,condition_x,cell_type_x,perturbation,sample_id,condition_y,cluster,cell_type_y,multiplets,n_genes,n_genes_by_counts,total_counts,total_counts_mt,pct_counts_mt,condition1,condition2,iid_test","ENSEMBL,ENTREZID,n_cells,mt,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,highly_variable,means,dispersions,dispersions_norm,highly_variable_500,highly_variable_1000,highly_variable_2000,highly_variable_5000",,"counts,logNor","condition_x,perturbation,condition_y,n_genes,n_genes_by_counts,condition1,condition2",True,True,"condition_x,perturbation,condition_y,condition2",False,True,False,True,RNA,genetic_single,True,True,False,788088093
/home/yyf/datasets/singlecell_perturbation_atlas/extra_official/cellular_context_generalization/sciplex3.h5ad,sciplex3.h5ad.gz,scPerturBench cellular context generalization,extra_official,sciplex3,chemical_single,RNA,ok,,26046,5000,"ncounts,well,plate,cell_line,replicate,time,dose_value,pathway_level_1,pathway_level_2,perturbation,target,pathway,dose_unit,celltype,disease,cancer,tissue_type,organism,perturbation_type,ngenes,percent_mito,percent_ribo,nperts,chembl-ID,perturbation1,n_genes,n_genes_by_counts,total_counts,total_counts_mt,pct_counts_mt,cell_type,condition1,condition2,dose,iid_test","ENSEMBL,ENTREZID,n_cells,mt,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,highly_variable,means,dispersions,dispersions_norm,highly_variable_500,highly_variable_1000,highly_variable_2000,highly_variable_5000",,"counts,logNor","dose_value,perturbation,target,dose_unit,perturbation_type,ngenes,nperts,perturbation1,n_genes,n_genes_by_counts,condition1,condition2,dose",True,True,"perturbation,target,perturbation1",False,True,False,True,RNA,chemical_single,True,True,False,589108092
/home/yyf/datasets/singlecell_perturbation_atlas/official_generalization/Adamson.h5ad,Adamson.h5ad.gz,scPerturBench perturbation generalization,official_generalization,Adamson,genetic_single,RNA,ok,,56998,5043,"gene,perturbation,n_genes,n_genes_by_counts,total_counts,total_counts_mt,pct_counts_mt","Ensembl_ID,n_cells,mt,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,highly_variable,means,dispersions,dispersions_norm,highly_variable_500,highly_variable_1000,highly_variable_2000,highly_variable_5000",,"counts,logNor","gene,perturbation,n_genes,n_genes_by_counts",True,False,,False,False,False,True,RNA,genetic_single,True,True,False,2275857650
/home/yyf/datasets/singlecell_perturbation_atlas/official_generalization/Frangieh.h5ad,Frangieh.h5ad.gz,scPerturBench perturbation generalization,official_generalization,Frangieh,genetic_single,multimodal,ok,,110188,5124,"gene,condition,perturbation,n_genes,n_genes_by_counts,total_counts,total_counts_mt,pct_counts_mt","highly_variable,means,dispersions,dispersions_norm,highly_variable_5000",,"counts,logNor","gene,condition,perturbation,n_genes,n_genes_by_counts",True,True,condition,False,False,False,True,multimodal,genetic_single,True,True,False,4235593156
/home/yyf/datasets/singlecell_perturbation_atlas/official_generalization/Norman.h5ad,Norman.h5ad.gz,scPerturBench perturbation generalization,official_generalization,Norman,genetic_combinatorial,RNA,ok,,96994,5025,"gene,perturbation,n_genes,n_genes_by_counts,total_counts,total_counts_mt,pct_counts_mt","highly_variable,means,dispersions,dispersions_norm,highly_variable_5000",,"counts,logNor","gene,perturbation,n_genes,n_genes_by_counts",True,False,,False,False,False,True,RNA,genetic_combinatorial,True,True,True,3419847558
/home/yyf/datasets/singlecell_perturbation_atlas/official_generalization/Papalexi.h5ad,Papalexi.h5ad.gz,scPerturBench perturbation generalization,official_generalization,Papalexi,genetic_single,multimodal,ok,,20343,5013,"replicate,gene,Phase,sgRNA,perturbation,n_genes,n_genes_by_counts,total_counts,total_counts_mt,pct_counts_mt","highly_variable,means,dispersions,dispersions_norm,highly_variable_5000",,"counts,logNor","gene,sgRNA,perturbation,n_genes,n_genes_by_counts",True,False,,False,False,False,True,multimodal,genetic_single,True,True,False,715262921
/home/yyf/datasets/singlecell_perturbation_atlas/official_generalization/Replogle_K562essential.h5ad,Replogle_K562essential.h5ad.gz,scPerturBench perturbation generalization,official_generalization,Replogle,genetic_single,RNA,ok,,263245,5822,"gem_group,gene,gene_id,transcript,gene_transcript,sgID_AB,mitopercent,UMI_count,z_gemgroup_UMI,core_scale_factor,core_adjusted_UMI_count,perturbation,n_genes,n_genes_by_counts,total_counts,total_counts_mt,pct_counts_mt","highly_variable,means,dispersions,dispersions_norm,highly_variable_5000",,"counts,logNor","gene,gene_id,gene_transcript,sgID_AB,perturbation,n_genes,n_genes_by_counts",True,False,,False,False,False,True,RNA,genetic_combinatorial,True,True,True,18424739311
/home/yyf/datasets/singlecell_perturbation_atlas/official_generalization/Replogle_RPE1essential.h5ad,Replogle_RPE1essential.h5ad.gz,scPerturBench perturbation generalization,official_generalization,Replogle,genetic_single,RNA,ok,,173912,5687,"gem_group,gene,gene_id,transcript,gene_transcript,sgID_AB,mitopercent,UMI_count,z_gemgroup_UMI,core_scale_factor,core_adjusted_UMI_count,perturbation,n_genes,n_genes_by_counts,total_counts,total_counts_mt,pct_counts_mt","highly_variable,means,dispersions,dispersions_norm,highly_variable_5000",,"counts,logNor","gene,gene_id,gene_transcript,sgID_AB,perturbation,n_genes,n_genes_by_counts",True,False,,False,False,False,True,RNA,genetic_combinatorial,True,True,True,11890779568
/home/yyf/datasets/singlecell_perturbation_atlas/official_generalization/Replogle_exp6.h5ad,Replogle_exp6.h5ad.gz,scPerturBench perturbation generalization,official_generalization,Replogle,genetic_single,RNA,ok,,27104,5019,"gene_A,gene_B,gene,perturbation,n_genes,n_genes_by_counts,total_counts,total_counts_mt,pct_counts_mt","highly_variable,means,dispersions,dispersions_norm,highly_variable_5000",,"counts,logNor","gene_A,gene_B,gene,perturbation,n_genes,n_genes_by_counts",True,False,,False,False,False,True,RNA,genetic_combinatorial,True,True,True,898304282
/home/yyf/datasets/singlecell_perturbation_atlas/official_generalization/Replogle_exp7.h5ad,Replogle_exp7.h5ad.gz,scPerturBench perturbation generalization,official_generalization,Replogle,genetic_single,RNA,ok,,102148,5087,"gene,perturbation,n_genes,n_genes_by_counts,total_counts,total_counts_mt,pct_counts_mt","highly_variable,means,dispersions,dispersions_norm,highly_variable_5000",,"counts,logNor","gene,perturbation,n_genes,n_genes_by_counts",True,False,,False,False,False,True,RNA,genetic_single,True,True,False,2640790770
/home/yyf/datasets/singlecell_perturbation_atlas/official_generalization/Replogle_exp8.h5ad,Replogle_exp8.h5ad.gz,scPerturBench perturbation generalization,official_generalization,Replogle,genetic_single,RNA,ok,,54956,5031,"gene,perturbation,n_genes,n_genes_by_counts,total_counts,total_counts_mt,pct_counts_mt","highly_variable,means,dispersions,dispersions_norm,highly_variable_5000",,"counts,logNor","gene,perturbation,n_genes,n_genes_by_counts",True,False,,False,False,False,True,RNA,genetic_single,True,True,False,1567982274
/home/yyf/datasets/singlecell_perturbation_atlas/official_generalization/Schmidt.h5ad,Schmidt.h5ad.gz,scPerturBench perturbation generalization,official_generalization,Schmidt,genetic_single,RNA,ok,,60572,5005,"gene,perturbation,n_genes,n_genes_by_counts,total_counts,total_counts_mt,pct_counts_mt","highly_variable,means,dispersions,dispersions_norm,highly_variable_5000",,"counts,logNor","gene,perturbation,n_genes,n_genes_by_counts",True,False,,False,False,False,True,RNA,genetic_combinatorial,True,True,True,1959135822
/home/yyf/datasets/singlecell_perturbation_atlas/official_generalization/TianActivation.h5ad,TianActivation.h5ad.gz,scPerturBench perturbation generalization,official_generalization,TianActivation,genetic_single,RNA,ok,,20169,5045,"batch,gene,perturbation,n_genes,n_genes_by_counts,total_counts,total_counts_mt,pct_counts_mt","Ensembl_ID,n_cells,mt,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,highly_variable,means,dispersions,dispersions_norm,highly_variable_5000",,"counts,logNor","gene,perturbation,n_genes,n_genes_by_counts",True,False,,True,False,False,True,RNA,genetic_single,True,True,False,612043826
/home/yyf/datasets/singlecell_perturbation_atlas/official_generalization/TianInhibition.h5ad,TianInhibition.h5ad.gz,scPerturBench perturbation generalization,official_generalization,TianInhibition,genetic_single,RNA,ok,,31815,5152,"batch,gene,perturbation,n_genes,n_genes_by_counts,total_counts,total_counts_mt,pct_counts_mt","Ensembl_ID,n_cells,mt,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,highly_variable,means,dispersions,dispersions_norm,highly_variable_5000",,"counts,logNor","gene,perturbation,n_genes,n_genes_by_counts",True,False,,True,False,False,True,RNA,genetic_single,True,True,False,1040547087
/home/yyf/datasets/singlecell_perturbation_atlas/official_generalization/Wessels.h5ad,Wessels.h5ad.gz,scPerturBench perturbation generalization,official_generalization,Wessels,genetic_combinatorial,RNA,ok,,19775,5020,"GenePair,Phase,gene,perturbation,n_genes,n_genes_by_counts,total_counts,total_counts_mt,pct_counts_mt","gene_ids,annotation,n_cells,mt,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,highly_variable,means,dispersions,dispersions_norm,highly_variable_5000",,"counts,logNor","GenePair,gene,perturbation,n_genes,n_genes_by_counts",True,True,"gene,perturbation",False,False,False,True,RNA,genetic_combinatorial,True,True,True,676908041
/home/yyf/datasets/singlecell_perturbation_atlas/official_generalization/sciplex3_A549.h5ad,sciplex3_A549.h5ad.gz,scPerturBench perturbation generalization,official_generalization,sciplex3,chemical_single,RNA,ok,,82975,5839,"ncounts,well,plate,cell_line,replicate,time,dose_value,pathway_level_1,pathway_level_2,perturbation,target,pathway,dose_unit,celltype,disease,cancer,tissue_type,organism,perturbation_type,ngenes,percent_mito,percent_ribo,nperts,chembl-ID,n_genes,n_genes_by_counts,total_counts,total_counts_mt,pct_counts_mt,cell_type,cov,dose,drug_dose_name,cov_drug_dose_name,cov_drug,SMILES,control,condition,split_ood_multi_task1,split_ood_multi_task2,split_ood_multi_task3","ENSEMBL,ENTREZID,rawSYMBOL,lincsSYMBOL,isLINCS,n_cells,mt,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,highly_variable,means,dispersions,dispersions_norm,highly_variable_5000",,"counts,logNor","dose_value,perturbation,target,dose_unit,perturbation_type,ngenes,nperts,n_genes,n_genes_by_counts,dose,drug_dose_name,cov_drug_dose_name,cov_drug,condition",True,False,,False,True,False,True,RNA,chemical_combinatorial,True,True,True,413658493
/home/yyf/datasets/singlecell_perturbation_atlas/official_generalization/sciplex3_K562.h5ad,sciplex3_K562.h5ad.gz,scPerturBench perturbation generalization,official_generalization,sciplex3,chemical_single,RNA,ok,,150013,5839,"ncounts,well,plate,cell_line,replicate,time,dose_value,pathway_level_1,pathway_level_2,perturbation,target,pathway,dose_unit,celltype,disease,cancer,tissue_type,organism,perturbation_type,ngenes,percent_mito,percent_ribo,nperts,chembl-ID,n_genes,n_genes_by_counts,total_counts,total_counts_mt,pct_counts_mt,cell_type,cov,dose,drug_dose_name,cov_drug_dose_name,cov_drug,SMILES,control,condition,split_ood_multi_task1,split_ood_multi_task2,split_ood_multi_task3","ENSEMBL,ENTREZID,rawSYMBOL,lincsSYMBOL,isLINCS,n_cells,mt,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,highly_variable,means,dispersions,dispersions_norm,highly_variable_5000",,"counts,logNor","dose_value,perturbation,target,dose_unit,perturbation_type,ngenes,nperts,n_genes,n_genes_by_counts,dose,drug_dose_name,cov_drug_dose_name,cov_drug,condition",True,False,,False,True,False,True,RNA,chemical_combinatorial,True,True,True,825821095
/home/yyf/datasets/singlecell_perturbation_atlas/official_generalization/sciplex3_MCF7.h5ad,sciplex3_MCF7.h5ad.gz,scPerturBench perturbation generalization,official_generalization,sciplex3,chemical_single,RNA,ok,,223630,5839,"ncounts,well,plate,cell_line,replicate,time,dose_value,pathway_level_1,pathway_level_2,perturbation,target,pathway,dose_unit,celltype,disease,cancer,tissue_type,organism,perturbation_type,ngenes,percent_mito,percent_ribo,nperts,chembl-ID,n_genes,n_genes_by_counts,total_counts,total_counts_mt,pct_counts_mt,cell_type,cov,dose,drug_dose_name,cov_drug_dose_name,cov_drug,SMILES,control,condition,split_ood_multi_task1,split_ood_multi_task2,split_ood_multi_task3","ENSEMBL,ENTREZID,rawSYMBOL,lincsSYMBOL,isLINCS,n_cells,mt,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,highly_variable,means,dispersions,dispersions_norm,highly_variable_5000",,"counts,logNor","dose_value,perturbation,target,dose_unit,perturbation_type,ngenes,nperts,n_genes,n_genes_by_counts,dose,drug_dose_name,cov_drug_dose_name,cov_drug,condition",True,False,,False,True,False,True,RNA,chemical_combinatorial,True,True,True,1218400618
/home/yyf/datasets/singlecell_perturbation_atlas/official_generalization/sciplex3_comb.h5ad,sciplex3_comb.h5ad.gz,scPerturBench perturbation generalization,official_generalization,sciplex3,chemical_combinatorial,RNA,ok,,63378,5000,"condition,condition_ID,control,cell_type,smiles_rdkit,Drug1,Drug2,log_dose,cov_drug_dose,perturbation,cell_line,cov_drug_dose_name,split_ood_multi_task4,split_ood_multi_task5,split_ood_multi_task6","ensembl_id-0,ncounts-0,ncells-0,symbol-0,symbol-1,id-1,n_cells-1,mt-1,n_cells_by_counts-1,mean_counts-1,pct_dropout_by_counts-1,total_counts-1,highly_variable-1,means-1,dispersions-1,dispersions_norm-1,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches,highly_variable_intersection","X_pca,X_umap",counts,"condition,condition_ID,Drug1,Drug2,log_dose,cov_drug_dose,perturbation,cov_drug_dose_name",True,True,"condition,condition_ID,Drug1,Drug2,cov_drug_dose,perturbation,cov_drug_dose_name",False,True,False,True,RNA,chemical_combinatorial,True,True,True,482920036
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/AdamsonWeissman2016_GSM2406675_10X001.h5ad,AdamsonWeissman2016_GSM2406675_10X001.h5ad,scPerturb Zenodo,official_scperturb,AdamsonWeissman2016,genetic_single,RNA,ok,,5768,35635,"perturbation,read count,UMI count,tissue_type,cell_line,cancer,disease,perturbation_type,celltype,organism,ncounts,ngenes,percent_mito,percent_ribo,nperts","ensembl_id,ncounts,ncells",,,"perturbation,perturbation_type,ngenes,nperts",True,False,,False,True,False,True,RNA,genetic_single,True,True,False,34557246
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/AdamsonWeissman2016_GSM2406677_10X005.h5ad,AdamsonWeissman2016_GSM2406677_10X005.h5ad,scPerturb Zenodo,official_scperturb,AdamsonWeissman2016,genetic_single,RNA,ok,,15006,32738,"perturbation,read count,UMI count,tissue_type,cell_line,cancer,disease,perturbation_type,celltype,organism,ncounts,ngenes,percent_mito,percent_ribo,nperts","ensembl_id,ncounts,ncells",,,"perturbation,perturbation_type,ngenes,nperts",True,True,perturbation,False,True,False,True,RNA,genetic_single,True,True,False,139059637
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/AdamsonWeissman2016_GSM2406681_10X010.h5ad,AdamsonWeissman2016_GSM2406681_10X010.h5ad,scPerturb Zenodo,official_scperturb,AdamsonWeissman2016,genetic_single,RNA,ok,,65337,32738,"perturbation,read count,UMI count,tissue_type,cell_line,cancer,disease,perturbation_type,celltype,organism,ncounts,ngenes,percent_mito,percent_ribo,nperts","ensembl_id,ncounts,ncells",,,"perturbation,perturbation_type,ngenes,nperts",True,False,,False,True,False,True,RNA,genetic_single,True,True,False,471286951
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/AissaBenevolenskaya2021.h5ad,AissaBenevolenskaya2021.h5ad,scPerturb Zenodo,official_scperturb,AissaBenevolenskaya2021,genetic_single,RNA,ok,,119071,17820,"GEO,time,cell_line,perturbation,batch,subseries,replicate,tissue_type,cancer,perturbation_type,disease,celltype,organism,nperts,ncounts,ngenes,percent_mito,percent_ribo,chembl-ID","mt,ribo,ncounts,ncells",,,"perturbation,perturbation_type,nperts,ngenes",True,True,perturbation,True,True,False,True,RNA,genetic_single,True,True,False,45919115
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/ChangYe2021.h5ad,ChangYe2021.h5ad,scPerturb Zenodo,official_scperturb,ChangYe2021,genetic_single,RNA,ok,,42277,45066,"sample,disease,cancer,sex,perturbation,dose_value,dose_unit,perturbation_type,organism,nperts,ncounts,ngenes,percent_mito,percent_ribo,chembl-ID","ensembl_gene_id,ncounts,ncells",,,"perturbation,dose_value,dose_unit,perturbation_type,nperts,ngenes",True,True,perturbation,True,False,False,True,RNA,genetic_single,True,True,False,501823050
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/CuiHacohen2023.h5ad,CuiHacohen2023.h5ad,scPerturb Zenodo,official_scperturb,CuiHacohen2023,genetic_single,RNA,ok,,96034,31053,"ncounts,ngenes,channel,ncounts_tags,nFeature_HTO,MULTI_ID,MULTI_classification,percent_mito,RNA_snn_res.1.5,seurat_clusters,cluster_manual,celltype,channel_hashtag,perturbation,bio_replicate,nperts,perturbation_type,disease,cancer,tissue_type,organism,percent_ribo,cytokine_family","ncounts,ncells","X_pca,X_tsne",,"ngenes,perturbation,nperts,perturbation_type",True,False,,False,True,False,True,RNA,genetic_single,True,True,False,472111867
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/DatlingerBock2017.h5ad,DatlingerBock2017.h5ad,scPerturb Zenodo,official_scperturb,DatlingerBock2017,genetic_single,RNA,ok,,5905,36722,"perturbation,perturbation_2,replicate,target,celltype,cell_line,cancer,disease,tissue_type,organism,perturbation_type,perturbation_type_2,ncounts,ngenes,percent_mito,percent_ribo,nperts","ncounts,ncells",,,"perturbation,perturbation_2,target,perturbation_type,perturbation_type_2,ngenes,nperts",True,True,perturbation,False,True,False,True,RNA,genetic_single,True,True,False,39085166
/home/yyf/datasets/singlecell_perturbation_atlas/official_scperturb/DatlingerBock2021.h5ad,DatlingerBock2021.h5ad,scPerturb Zenodo,official_scperturb,DatlingerBock2021,genetic_single,RNA,ok,,39194,25904,"sample,cell_line,perturbation,perturbation_2,tissue_type,cancer,celltype,disease,organism,perturbation_type,perturbation_type_2,ncounts,ngenes,percent_mito,percent_ribo,nperts","ensembl_id,ncounts,ncells",,,"perturbation,perturbation_2,perturbation_type,perturbation_type_2,ngenes,nperts",True,False,,True,True,False,True,RNA,genetic_single,True,True,False,33600780
