query_index,task_id
173,REPL::35::EIF2S1
174,REPL::38::EIF2S1
175,REPL::41::EIF2S1
176,REPL::42::EIF2S1
177,REPL::44::EIF2S1
178,REPL::45::EIF2S1
179,REPL::47::EIF2S1
180,REPL::5::EIF2S1
181,REPL::9::EIF2S1
182,REPL::25::FARSB
183,REPL::37::FARSB
184,REPL::1::GBF1
185,REPL::11::GBF1
186,REPL::17::GBF1
187,REPL::2::GBF1
188,REPL::23::GBF1
189,REPL::24::GBF1
190,REPL::25::GBF1
191,REPL::26::GBF1
192,REPL::27::GBF1
193,REPL::31::GBF1
194,REPL::36::GBF1
195,REPL::47::GBF1
196,REPL::6::GBF1
197,REPL::1::GMPPB
198,REPL::10::GMPPB
199,REPL::16::GMPPB
200,REPL::19::GMPPB
201,REPL::24::GMPPB
202,REPL::26::GMPPB
203,REPL::35::GMPPB
204,REPL::39::GMPPB
205,REPL::42::GMPPB
206,REPL::8::GMPPB
207,REPL::10::GNPNAT1
208,REPL::14::GNPNAT1
209,REPL::24::GNPNAT1
210,REPL::7::GNPNAT1
211,REPL::1::HARS
212,REPL::10::HARS
213,REPL::13::HARS
214,REPL::14::HARS
215,REPL::15::HARS
216,REPL::16::HARS
217,REPL::19::HARS
218,REPL::2::HARS
219,REPL::20::HARS
220,REPL::23::HARS
221,REPL::24::HARS
222,REPL::25::HARS
223,REPL::26::HARS
224,REPL::27::HARS
225,REPL::28::HARS
226,REPL::3::HARS
227,REPL::30::HARS
228,REPL::33::HARS
229,REPL::34::HARS
230,REPL::35::HARS
231,REPL::36::HARS
232,REPL::37::HARS
233,REPL::39::HARS
234,REPL::40::HARS
235,REPL::41::HARS
236,REPL::42::HARS
237,REPL::43::HARS
238,REPL::44::HARS
239,REPL::45::HARS
240,REPL::46::HARS
241,REPL::47::HARS
242,REPL::48::HARS
243,REPL::5::HARS
244,REPL::6::HARS
245,REPL::7::HARS
246,REPL::9::HARS
247,REPL::1::HSD17B12
248,REPL::10::HSD17B12
249,REPL::13::HSD17B12
250,REPL::15::HSD17B12
251,REPL::27::HSD17B12
252,REPL::30::HSD17B12
253,REPL::33::HSD17B12
254,REPL::35::HSD17B12
255,REPL::38::HSD17B12
256,REPL::45::HSD17B12
257,REPL::1::HSPA5
258,REPL::10::HSPA5
259,REPL::11::HSPA5
260,REPL::13::HSPA5
261,REPL::14::HSPA5
262,REPL::15::HSPA5
263,REPL::16::HSPA5
264,REPL::17::HSPA5
265,REPL::18::HSPA5
266,REPL::19::HSPA5
267,REPL::2::HSPA5
268,REPL::20::HSPA5
269,REPL::21::HSPA5
270,REPL::22::HSPA5
271,REPL::23::HSPA5
272,REPL::24::HSPA5
273,REPL::25::HSPA5
274,REPL::26::HSPA5
275,REPL::27::HSPA5
276,REPL::28::HSPA5
277,REPL::29::HSPA5
278,REPL::3::HSPA5
279,REPL::30::HSPA5
280,REPL::31::HSPA5
281,REPL::32::HSPA5
282,REPL::34::HSPA5
283,REPL::35::HSPA5
284,REPL::36::HSPA5
285,REPL::37::HSPA5
286,REPL::38::HSPA5
287,REPL::39::HSPA5
288,REPL::4::HSPA5
289,REPL::40::HSPA5
290,REPL::41::HSPA5
291,REPL::42::HSPA5
292,REPL::43::HSPA5
293,REPL::44::HSPA5
294,REPL::46::HSPA5
295,REPL::47::HSPA5
296,REPL::48::HSPA5
297,REPL::5::HSPA5
298,REPL::6::HSPA5
299,REPL::7::HSPA5
300,REPL::8::HSPA5
301,REPL::9::HSPA5
302,REPL::1::HSPA9
303,REPL::10::HSPA9
304,REPL::11::HSPA9
305,REPL::12::HSPA9
306,REPL::13::HSPA9
307,REPL::15::HSPA9
308,REPL::16::HSPA9
309,REPL::17::HSPA9
310,REPL::18::HSPA9
311,REPL::19::HSPA9
312,REPL::2::HSPA9
313,REPL::20::HSPA9
314,REPL::21::HSPA9
315,REPL::22::HSPA9
316,REPL::24::HSPA9
317,REPL::25::HSPA9
318,REPL::26::HSPA9
319,REPL::27::HSPA9
320,REPL::28::HSPA9
321,REPL::29::HSPA9
322,REPL::3::HSPA9
323,REPL::30::HSPA9
324,REPL::31::HSPA9
325,REPL::32::HSPA9
326,REPL::33::HSPA9
327,REPL::34::HSPA9
328,REPL::35::HSPA9
329,REPL::36::HSPA9
330,REPL::37::HSPA9
331,REPL::38::HSPA9
332,REPL::39::HSPA9
333,REPL::4::HSPA9
334,REPL::40::HSPA9
335,REPL::41::HSPA9
336,REPL::42::HSPA9
337,REPL::43::HSPA9
338,REPL::44::HSPA9
339,REPL::45::HSPA9
340,REPL::46::HSPA9
341,REPL::47::HSPA9
342,REPL::48::HSPA9
343,REPL::5::HSPA9
344,REPL::6::HSPA9
345,REPL::7::HSPA9
346,REPL::8::HSPA9
347,REPL::9::HSPA9
348,REPL::10::IARS2
349,REPL::11::IARS2
350,REPL::20::IARS2
351,REPL::22::IARS2
352,REPL::25::IARS2
353,REPL::26::IARS2
354,REPL::27::IARS2
355,REPL::28::IARS2
356,REPL::3::IARS2
357,REPL::30::IARS2
358,REPL::31::IARS2
359,REPL::32::IARS2
360,REPL::35::IARS2
361,REPL::39::IARS2
362,REPL::4::IARS2
363,REPL::41::IARS2
364,REPL::42::IARS2
365,REPL::43::IARS2
366,REPL::45::IARS2
367,REPL::46::IARS2
368,REPL::47::IARS2
369,REPL::5::IARS2
370,REPL::6::IARS2
371,REPL::10::MANF
372,REPL::15::MANF
373,REPL::30::MANF
374,REPL::41::MANF
375,REPL::43::MANF
376,REPL::44::MANF
377,REPL::7::MANF
378,REPL::20::MARS
379,REPL::30::MARS
380,REPL::34::MARS
381,REPL::5::MARS
382,REPL::26::MRGBP
383,REPL::6::MRGBP
384,REPL::11::MRPL39
385,REPL::13::MRPL39
386,REPL::16::MRPL39
387,REPL::17::MRPL39
388,REPL::25::MRPL39
389,REPL::26::MRPL39
390,REPL::28::MRPL39
391,REPL::3::MRPL39
392,REPL::41::MRPL39
393,REPL::45::MRPL39
394,REPL::47::MRPL39
395,REPL::11::NEDD8
396,REPL::13::NEDD8
397,REPL::19::NEDD8
398,REPL::2::NEDD8
399,REPL::22::NEDD8
400,REPL::25::NEDD8
401,REPL::29::NEDD8
402,REPL::30::NEDD8
403,REPL::31::NEDD8
404,REPL::32::NEDD8
405,REPL::33::NEDD8
406,REPL::34::NEDD8
407,REPL::36::NEDD8
408,REPL::37::NEDD8
409,REPL::38::NEDD8
410,REPL::41::NEDD8
411,REPL::42::NEDD8
412,REPL::6::NEDD8
413,REPL::7::NEDD8
414,REPL::8::NEDD8
415,REPL::10::PSMA1
416,REPL::12::PSMA1
417,REPL::13::PSMA1
418,REPL::14::PSMA1
419,REPL::16::PSMA1
420,REPL::2::PSMA1
421,REPL::23::PSMA1
422,REPL::28::PSMA1
423,REPL::30::PSMA1
424,REPL::31::PSMA1
425,REPL::32::PSMA1
426,REPL::35::PSMA1
427,REPL::36::PSMA1
428,REPL::40::PSMA1
429,REPL::42::PSMA1
430,REPL::46::PSMA1
431,REPL::5::PSMA1
432,REPL::8::PSMA1
433,REPL::12::PSMD12
434,REPL::14::PSMD12
435,REPL::15::PSMD12
436,REPL::16::PSMD12
437,REPL::18::PSMD12
438,REPL::19::PSMD12
439,REPL::2::PSMD12
440,REPL::22::PSMD12
441,REPL::23::PSMD12
442,REPL::25::PSMD12
443,REPL::26::PSMD12
444,REPL::27::PSMD12
445,REPL::29::PSMD12
446,REPL::3::PSMD12
447,REPL::30::PSMD12
448,REPL::31::PSMD12
449,REPL::32::PSMD12
450,REPL::33::PSMD12
451,REPL::34::PSMD12
452,REPL::35::PSMD12
453,REPL::38::PSMD12
454,REPL::41::PSMD12
455,REPL::44::PSMD12
456,REPL::45::PSMD12
457,REPL::47::PSMD12
458,REPL::48::PSMD12
459,REPL::5::PSMD12
460,REPL::6::PSMD12
461,REPL::8::PSMD12
462,REPL::9::PSMD12
463,REPL::1::PSMD4
464,REPL::13::PSMD4
465,REPL::14::PSMD4
466,REPL::15::PSMD4
467,REPL::16::PSMD4
468,REPL::18::PSMD4
469,REPL::19::PSMD4
470,REPL::20::PSMD4
471,REPL::22::PSMD4
472,REPL::23::PSMD4
473,REPL::25::PSMD4
474,REPL::26::PSMD4
475,REPL::27::PSMD4
476,REPL::28::PSMD4
477,REPL::29::PSMD4
478,REPL::3::PSMD4
479,REPL::30::PSMD4
480,REPL::31::PSMD4
481,REPL::32::PSMD4
482,REPL::33::PSMD4
483,REPL::34::PSMD4
484,REPL::35::PSMD4
485,REPL::36::PSMD4
486,REPL::37::PSMD4
487,REPL::38::PSMD4
488,REPL::39::PSMD4
489,REPL::40::PSMD4
490,REPL::41::PSMD4
491,REPL::42::PSMD4
492,REPL::43::PSMD4
493,REPL::45::PSMD4
494,REPL::46::PSMD4
495,REPL::47::PSMD4
496,REPL::48::PSMD4
497,REPL::5::PSMD4
498,REPL::6::PSMD4
499,REPL::7::PSMD4
500,REPL::8::PSMD4
501,REPL::1::QARS
502,REPL::10::QARS
503,REPL::11::QARS
504,REPL::12::QARS
505,REPL::13::QARS
506,REPL::14::QARS
507,REPL::15::QARS
508,REPL::16::QARS
509,REPL::17::QARS
510,REPL::19::QARS
511,REPL::2::QARS
512,REPL::20::QARS
513,REPL::21::QARS
514,REPL::22::QARS
515,REPL::23::QARS
516,REPL::24::QARS
517,REPL::25::QARS
518,REPL::26::QARS
519,REPL::27::QARS
520,REPL::28::QARS
521,REPL::29::QARS
522,REPL::3::QARS
523,REPL::30::QARS
524,REPL::31::QARS
525,REPL::32::QARS
526,REPL::33::QARS
527,REPL::34::QARS
528,REPL::35::QARS
529,REPL::36::QARS
530,REPL::38::QARS
531,REPL::39::QARS
532,REPL::4::QARS
533,REPL::40::QARS
534,REPL::41::QARS
535,REPL::42::QARS
536,REPL::43::QARS
537,REPL::44::QARS
538,REPL::45::QARS
539,REPL::46::QARS
540,REPL::47::QARS
541,REPL::48::QARS
542,REPL::5::QARS
543,REPL::6::QARS
544,REPL::7::QARS
545,REPL::8::QARS
546,REPL::9::QARS
547,REPL::47::SAMM50
548,REPL::1::SEC61A1
549,REPL::11::SEC61A1
550,REPL::17::SEC61A1
551,REPL::20::SEC61A1
552,REPL::22::SEC61A1
553,REPL::25::SEC61A1
554,REPL::26::SEC61A1
555,REPL::3::SEC61A1
556,REPL::30::SEC61A1
557,REPL::31::SEC61A1
558,REPL::32::SEC61A1
559,REPL::35::SEC61A1
560,REPL::42::SEC61A1
561,REPL::43::SEC61A1
562,REPL::46::SEC61A1
563,REPL::5::SEC61A1
564,REPL::45::SEC61B
565,REPL::6::SEC61B
566,REPL::26::SEC61G
567,REPL::28::SEC61G
568,REPL::31::SEC61G
569,REPL::6::SEC61G
570,REPL::6::SEC63
571,REPL::7::SEC63
572,REPL::10::SLC39A7
573,REPL::13::SLC39A7
574,REPL::18::SLC39A7
575,REPL::19::SLC39A7
576,REPL::22::SLC39A7
577,REPL::29::SLC39A7
578,REPL::3::SLC39A7
579,REPL::47::SLC39A7
580,REPL::11::SPCS2
581,REPL::14::SPCS2
582,REPL::35::SPCS2
583,REPL::40::SPCS2
584,REPL::45::SPCS2
585,REPL::46::SPCS2
586,REPL::11::SPCS3
587,REPL::13::SPCS3
588,REPL::15::SPCS3
589,REPL::20::SPCS3
590,REPL::25::SPCS3
591,REPL::29::SPCS3
592,REPL::3::SPCS3
593,REPL::31::SPCS3
594,REPL::32::SPCS3
595,REPL::34::SPCS3
596,REPL::38::SPCS3
597,REPL::39::SPCS3
598,REPL::40::SPCS3
599,REPL::5::SPCS3
600,REPL::1::SRP68
601,REPL::13::SRP68
602,REPL::15::SRP68
603,REPL::17::SRP68
604,REPL::25::SRP68
605,REPL::26::SRP68
606,REPL::28::SRP68
607,REPL::34::SRP68
608,REPL::4::SRP68
609,REPL::42::SRP68
610,REPL::44::SRP68
611,REPL::46::SRP68
612,REPL::5::SRP68
613,REPL::6::SRP68
614,REPL::9::SRP68
615,REPL::1::SRP72
616,REPL::12::SRP72
617,REPL::13::SRP72
618,REPL::14::SRP72
619,REPL::19::SRP72
620,REPL::2::SRP72
621,REPL::20::SRP72
622,REPL::21::SRP72
623,REPL::22::SRP72
624,REPL::23::SRP72
625,REPL::24::SRP72
626,REPL::25::SRP72
627,REPL::26::SRP72
628,REPL::27::SRP72
629,REPL::29::SRP72
630,REPL::31::SRP72
631,REPL::33::SRP72
632,REPL::34::SRP72
633,REPL::39::SRP72
634,REPL::43::SRP72
635,REPL::45::SRP72
636,REPL::46::SRP72
637,REPL::6::SRP72
638,REPL::7::SRP72
639,REPL::1::SRPRB
640,REPL::16::SRPRB
641,REPL::25::SRPRB
642,REPL::27::SRPRB
643,REPL::29::SRPRB
644,REPL::30::SRPRB
645,REPL::32::SRPRB
646,REPL::34::SRPRB
647,REPL::37::SRPRB
648,REPL::40::SRPRB
649,REPL::41::SRPRB
650,REPL::42::SRPRB
651,REPL::43::SRPRB
652,REPL::46::SRPRB
653,REPL::6::SRPRB
654,REPL::22::TARS
655,REPL::27::TARS
656,REPL::38::TARS
657,REPL::39::TARS
658,REPL::43::TARS
659,REPL::7::TARS
660,REPL::8::TARS
661,REPL::12::TIMM44
662,REPL::14::TMED2
663,REPL::22::TMED2
664,REPL::23::TMED2
665,REPL::42::TMED2
666,REPL::47::TMED2
667,REPL::5::TMED2
668,REPL::11::TTI1
669,REPL::15::TTI1
670,REPL::20::TTI1
671,REPL::25::TTI1
672,REPL::26::TTI1
673,REPL::28::TTI1
674,REPL::3::TTI1
675,REPL::34::TTI1
676,REPL::41::TTI1
677,REPL::43::TTI1
678,REPL::47::TTI1
679,REPL::1::UFL1
680,REPL::17::UFL1
681,REPL::20::UFL1
682,REPL::22::UFL1
683,REPL::24::UFL1
684,REPL::35::UFL1
685,REPL::7::UFL1
686,REPL::11::UFM1
687,REPL::12::UFM1
688,REPL::18::UFM1
689,REPL::19::UFM1
690,REPL::44::UFM1
691,REPL::7::UFM1
